,Date,Auction ID,Final Judgment,Assessed Value,Beds,Bath,Living Area,ZEstimate,Day Count,Place in Line,Court Year,Defendant Count,Previous Auctions,Sold Amount
15024,2018-04-10,1137837,150296.63,165000,3.0,2.0,1258.0,212245.0,38,35,2017,5.0,1.0,166600.0
15054,2018-04-10,1109848,284051.98,142800,2.0,2.0,1415.0,193900.0,38,15,2015,4.0,1.0,138300.0
15142,2018-04-05,1139466,78895.14,90000,2.0,2.0,970.0,110255.0,113,21,2016,8.0,4.0,79300.0
15143,2018-04-05,1141661,80030.04,90000,1.0,2.0,870.0,132558.0,113,70,2017,3.0,1.0,80900.0
15231,2018-04-03,1140169,186273.65,205000,3.0,2.0,1313.0,247523.0,10,10,2017,7.0,3.0,195200.0
15244,2018-04-02,1136917,225694.05,230000,2.0,2.0,1276.0,333799.0,44,38,2017,10.0,1.0,241500.0
15250,2018-04-02,1136716,169883.2,93450,2.0,1.0,860.0,160000.0,44,35,2016,5.0,1.0,52900.0
15373,2018-03-27,1139148,365787.0,367400,2.0,2.0,952.0,292200.0,50,48,2017,4.0,4.0,397100.0
15395,2018-03-26,1139143,418843.03,310859,2.0,2.0,1552.0,433458.0,60,14,2015,5.0,4.0,418900.0
15473,2018-03-22,1138156,14273.31,150000,2.0,2.0,992.0,179096.0,38,28,2016,1.0,1.0,19500.0
15493,2018-03-22,1140931,360801.45,216000,3.0,2.0,1478.0,352843.0,38,22,2015,5.0,1.0,222100.0
15494,2018-03-22,1137661,65223.14,129816,2.0,2.0,1140.0,132701.0,38,31,2017,8.0,2.0,100100.0
15533,2018-03-21,1137228,16283.2,357319,0.0,0.0,1760.0,721845.0,72,62,2017,1.0,4.0,180100.0
15552,2018-03-21,1138434,314327.43,137000,2.0,2.0,927.0,173584.0,72,13,2012,6.0,4.0,156600.0
15568,2018-03-20,1139141,254408.81,111089,2.0,2.0,804.0,158709.0,21,5,2015,10.0,1.0,111200.0
15609,2018-03-19,1138209,187078.08,91290,2.0,2.0,940.0,102749.0,64,33,2016,4.0,2.0,66100.0
15647,2018-03-16,1136061,61652.87,118000,2.0,2.0,870.0,150461.0,27,24,2017,3.0,1.0,108200.0
15668,2018-03-16,1136097,285232.23,168286,2.0,2.0,955.0,199520.0,27,11,2016,10.0,1.0,142000.0
15670,2018-03-15,1135853,23784.81,21435,1.0,1.0,779.0,79916.0,114,63,2017,2.0,1.0,23800.0
15684,2018-03-15,1135431,154359.88,178830,3.0,2.0,1400.0,214412.0,114,20,2014,9.0,2.0,160800.0
15697,2018-03-15,1136701,13770.32,234000,2.0,2.0,1286.0,342859.0,114,65,2017,2.0,1.0,32900.0
15712,2018-03-15,1136921,115212.35,100000,1.0,1.0,580.0,135840.0,114,66,2017,3.0,1.0,100300.0
15831,2018-03-12,1132974,270940.93,126442,2.0,1.0,952.0,154472.0,33,22,2016,3.0,2.0,134400.0
15856,2018-03-09,1133041,544114.66,495800,2.0,2.0,1270.0,546192.0,54,33,2016,7.0,3.0,468400.0
15905,2018-03-07,1134995,58990.19,488000,2.0,2.0,1340.0,692669.0,11,3,2012,1.0,6.0,111300.0
15907,2018-03-07,1134942,67749.46,139025,1.0,1.0,1067.0,163243.0,11,8,2017,4.0,1.0,126200.0
15918,2018-03-06,1135995,9577.77,100937,1.0,1.0,722.0,118309.0,23,21,2017,4.0,1.0,46300.0
15922,2018-03-06,1136001,198354.22,70300,1.0,1.0,813.0,95423.0,23,13,2016,7.0,1.0,71900.0
15931,2018-03-06,1133165,79517.11,47355,1.0,1.0,705.0,64385.0,23,10,2016,4.0,3.0,46500.0
15950,2018-03-05,1132279,275712.61,115500,2.0,1.0,954.0,151390.0,72,30,2016,5.0,1.0,125100.0
15980,2018-03-05,1131779,171047.48,86000,1.0,1.0,806.0,154621.0,72,8,2012,10.0,2.0,98100.0
15985,2018-03-05,1135817,205444.08,148048,2.0,2.0,986.0,157933.0,72,56,2016,3.0,1.0,152700.0
16010,2018-03-02,1131110,80224.6,144800,2.0,1.0,743.0,140769.0,19,14,2016,7.0,8.0,120100.0
16037,2018-03-01,1134994,436798.38,221200,2.0,2.0,1380.0,341468.0,78,19,2016,4.0,2.0,255100.0
16071,2018-02-28,1133991,298845.48,141750,2.0,2.0,1106.0,167905.0,48,14,2014,6.0,1.0,136300.0
16074,2018-02-28,1134106,272508.99,175900,2.0,2.0,1143.0,251315.0,48,45,2017,4.0,1.0,155500.0
16075,2018-02-28,1134219,163417.81,107000,1.0,1.0,703.0,122794.0,48,48,2017,4.0,1.0,85100.0
16077,2018-02-28,1134114,445115.5,187209,2.0,2.0,1109.0,230400.0,48,20,2015,5.5,1.0,185600.0
16095,2018-02-27,1131082,48337.45,97000,1.0,1.0,725.0,116351.0,17,15,2017,4.0,2.0,5500.0
16119,2018-02-26,1119474,132123.81,126800,1.0,1.0,810.0,155990.0,33,2,2013,7.0,3.0,111600.0
16135,2018-02-23,1119692,152609.59,168592,1.0,1.0,760.0,171529.0,14,14,2017,4.0,1.0,120200.0
16174,2018-02-21,1133042,260797.2,22975,1.0,1.0,603.0,131452.0,33,5,2010,5.0,2.0,76400.0
16177,2018-02-21,1134764,160079.7,122100,1.0,1.0,630.0,267300.0,33,20,2016,3.0,2.0,162100.0
16182,2018-02-21,1134373,75134.46,59600,2.0,2.0,990.0,76728.0,33,14,2015,4.0,1.0,55600.0
16205,2018-02-20,1134771,209868.02,105000,2.0,1.0,802.0,117805.0,45,13,2014,3.0,2.0,102000.0
16208,2018-02-20,1130678,331617.45,160378,3.0,1.0,1304.0,180021.0,45,37,2016,4.0,1.0,155700.0
16226,2018-02-20,1129479,8376.27,142000,3.0,2.0,1264.0,183068.0,45,27,2016,1.0,2.0,125100.0
16243,2018-02-16,1132569,8062.5,205000,2.0,2.0,1010.0,256753.0,44,27,2016,1.0,2.0,50100.0
16247,2018-02-16,1132335,19528.81,130950,2.0,1.0,968.0,192100.0,44,13,2014,2.0,2.0,21200.0
16296,2018-02-15,1132327,173556.83,117100,2.0,2.0,1255.0,140861.0,87,10,2014,5.0,1.0,101100.0
16327,2018-02-14,1133022,132939.95,149000,2.0,2.0,1060.0,176733.0,31,31,2017,3.0,1.0,152900.0
16347,2018-02-13,1127590,15257.5,121400,2.0,2.0,1066.0,115104.0,34,8,2014,1.0,3.0,57100.0
16364,2018-02-13,1133599,113800.1,124200,0.0,0.0,887.0,152840.0,34,25,2016,3.0,2.0,130200.0
16444,2018-02-08,1131328,203387.4,150200,2.0,2.0,970.0,180186.0,73,21,2017,7.0,2.0,166000.0
16449,2018-02-08,1127418,195549.83,169496,2.0,2.0,1350.0,211987.0,73,18,2017,6.0,1.0,170200.0
16540,2018-02-05,1126689,310358.02,195000,3.0,2.0,1260.0,227923.0,34,28,2016,5.0,1.0,196400.0
16545,2018-02-02,1126627,119612.75,100000,1.0,1.0,501.0,121901.0,11,4,2015,4.0,2.0,101800.0
16546,2018-02-02,1127576,206902.0,156450,2.0,2.0,845.0,186355.0,11,11,2017,2.0,5.0,146100.0
16571,2018-02-01,1130981,126400.83,118000,2.0,2.0,898.0,343900.0,72,5,2014,3.0,5.0,106900.0
16583,2018-01-31,1118524,139762.23,220100,3.0,2.0,1229.0,229806.0,21,4,2013,6.0,2.0,175100.0
16587,2018-01-31,1130346,133415.73,203900,0.0,1.0,570.0,249343.0,21,10,2015,9.0,2.0,153100.0
16629,2018-01-30,1125552,23947.92,93500,2.0,2.0,800.0,106361.0,52,18,2014,2.0,2.0,24000.0
16644,2018-01-29,1125410,8463.83,88500,1.0,1.0,900.0,115997.0,38,38,2017,3.0,2.0,17400.0
16721,2018-01-26,1121867,205117.13,192900,2.0,2.0,990.0,199501.0,45,30,2016,5.0,1.0,180100.0
16769,2018-01-24,1129513,249127.05,120200,2.0,2.0,750.0,144703.0,62,51,2016,4.0,2.0,121600.0
16771,2018-01-24,1130328,195423.96,118346,1.0,1.0,750.0,238700.0,62,39,2016,9.0,1.0,97600.0
16778,2018-01-24,1129903,282174.5,150195,2.0,2.0,1208.0,375773.0,62,44,2016,3.0,1.0,282200.0
16779,2018-01-24,1129902,16656.33,76151,2.0,2.0,1428.0,156600.0,62,62,2017,2.0,1.0,21000.0
16789,2018-01-24,1130343,39923.03,180697,2.0,2.0,1050.0,190538.0,62,40,2016,2.0,1.0,195200.0
16792,2018-01-24,1129899,333309.74,149930,1.0,2.0,932.0,169768.0,62,22,2015,18.0,1.0,110100.0
16802,2018-01-24,1127776,26220.51,119368,1.0,1.0,694.0,442000.0,62,53,2017,8.0,2.0,108600.0
16827,2018-01-23,1130748,62748.95,222770,2.0,2.0,1090.0,327685.0,61,11,2013,1.0,3.0,62800.0
16847,2018-01-23,1126704,125012.76,109000,1.0,1.0,727.0,133625.0,61,24,2015,16.0,3.0,91600.0
16857,2018-01-22,1121450,32704.34,381600,3.0,3.0,1825.0,548648.0,60,54,2017,3.0,2.0,94000.0
16885,2018-01-22,1126700,144208.51,218400,3.0,2.0,1440.0,231500.0,60,4,2013,6.0,2.0,182100.0
16937,2018-01-19,1125883,269774.45,126521,2.0,1.0,1025.0,135572.0,54,35,2016,16.0,1.0,109400.0
16940,2018-01-19,1126815,177339.81,171800,2.0,2.0,1313.0,378000.0,54,17,2015,8.0,1.0,178900.0
16951,2018-01-19,1127269,196977.66,98682,1.0,1.0,542.0,114529.0,54,31,2016,3.0,1.0,92300.0
16974,2018-01-18,1109352,186546.64,207583,4.0,3.0,1349.0,239742.0,74,13,2016,6.0,1.0,192100.0
17013,2018-01-17,1127273,173675.44,112035,2.0,2.0,980.0,125533.0,53,25,2015,14.0,1.0,96100.0
17038,2018-01-16,1118833,11591.05,102154,1.0,1.0,544.0,176275.0,78,9,2010,1.0,1.0,12700.0
17125,2018-01-12,1123976,51220.34,1084860,3.0,2.0,2675.0,1973568.0,48,48,2017,2.0,1.0,1000400.0
17128,2018-01-12,1118549,247993.58,128750,2.0,2.0,1061.0,278200.0,48,34,2016,5.0,2.0,122600.0
17129,2018-01-12,1117934,57010.05,65835,2.0,2.0,1025.0,79734.0,48,35,2016,5.0,1.0,40000.0
17145,2018-01-12,1123391,282046.95,139500,3.0,3.0,1316.0,183602.0,48,33,2016,6.0,1.0,126100.0
17162,2018-01-11,1124590,165649.24,248000,3.0,2.0,1474.0,237341.0,108,16,2015,4.0,2.0,209200.0
17224,2018-01-10,1126858,42809.15,127000,2.0,2.0,900.0,174128.0,63,9,2013,2.0,1.0,125900.0
17256,2018-01-09,1117545,131981.55,141000,2.0,2.0,960.0,160826.0,49,23,2016,7.0,1.0,136600.0
17327,2018-01-08,1114357,71364.23,119288,1.0,1.0,712.0,142100.0,97,75,2016,11.0,1.0,119200.0
17427,2018-01-05,1126844,51265.46,119652,2.0,2.0,858.0,283536.0,80,70,2017,5.0,1.0,51300.0
17436,2018-01-05,1126656,244429.07,126500,1.0,1.0,741.0,186130.0,80,15,2013,9.0,3.0,103300.0
17476,2018-01-04,1110846,585696.14,241604,2.0,2.0,1390.0,393847.0,101,7,2014,3.0,1.0,239200.0
17525,2018-01-03,1123462,53532.84,105900,4.0,3.0,1660.0,129484.0,67,53,2017,6.0,1.0,73100.0
17552,2018-01-03,1122940,95279.85,90842,3.0,2.0,1070.0,218792.0,67,2,2009,6.0,3.0,166200.0
17574,2017-12-15,1117690,23828.79,324928,2.0,2.0,1093.0,324916.0,43,39,2017,1.0,2.0,23900.0
17629,2017-12-14,1118189,137634.85,126500,2.0,2.0,1025.0,266100.0,123,53,2016,2.0,2.0,129100.0
17645,2017-12-14,1118221,300278.99,121987,1.0,1.0,890.0,310300.0,123,62,2016,7.0,2.0,150700.0
17660,2017-12-14,1106677,1117429.7,272328,2.0,2.0,1489.0,370533.0,123,16,2014,4.0,1.0,370000.0
17718,2017-12-13,1122073,69718.5,116600,2.0,2.0,907.0,122795.0,60,23,2015,3.0,1.0,80800.0
17805,2017-12-07,1122708,37447.3,83400,2.0,1.0,1075.0,82050.0,82,32,2017,7.0,1.0,39100.0
17806,2017-12-07,1106355,101696.97,104100,1.0,1.0,865.0,141733.0,82,13,2015,5.0,3.0,110300.0
17837,2017-12-06,1119070,41670.07,118439,2.0,2.0,896.0,155672.0,25,4,2014,5.0,4.0,117100.0
17861,2017-12-05,1116080,317230.07,170000,2.0,2.0,1105.0,221870.0,32,17,2016,6.0,1.0,175100.0
17910,2017-12-04,1105083,92938.45,138000,2.0,2.0,1596.0,156200.0,68,60,2016,3.0,1.0,126000.0
17920,2017-12-04,1106395,152570.05,89000,1.0,1.0,596.0,102591.0,68,8,2012,8.0,1.0,77100.0
17931,2017-12-04,1096740,4031.8,97053,3.0,2.0,1260.0,207341.0,68,37,2016,2.0,1.0,97600.0
17952,2017-12-01,1104186,172451.92,111152,2.0,1.0,765.0,229400.0,16,12,2016,5.0,1.0,83900.0
17954,2017-12-01,1122134,232248.5,162673,2.0,2.0,1330.0,193030.0,16,14,2016,5.0,1.0,157200.0
17957,2017-12-01,1123405,243960.69,144270,3.0,2.0,1190.0,168898.0,16,2,2015,7.0,4.0,126900.0
17984,2017-11-29,1118323,12390.96,269000,3.0,2.0,2190.0,308600.0,19,19,2017,1.0,2.0,28900.0
17998,2017-11-28,1118657,21998.63,244000,2.0,2.0,1488.0,311572.0,34,29,2016,2.0,1.0,26100.0
18019,2017-11-28,1118853,308379.4,120000,3.0,2.0,1151.0,131477.0,34,21,2016,12.0,1.0,112000.0
18109,2017-11-21,1117602,15012.54,87997,2.0,2.0,1122.0,110115.0,35,18,2016,2.0,1.0,30000.0
18175,2017-11-17,1115842,99606.86,113000,2.0,2.0,1156.0,87038.0,38,36,2017,4.0,1.0,87400.0
18183,2017-11-17,1117192,142157.03,85050,2.0,2.0,914.0,152000.0,38,35,2017,7.0,1.0,75000.0
18227,2017-11-16,1116467,592896.06,379721,0.0,0.0,1424.0,516566.0,39,27,2016,9.0,1.0,361100.0
18269,2017-11-14,1115298,19653.0,129000,1.0,1.0,710.0,341700.0,84,29,2016,1.0,1.0,19700.0
18329,2017-11-13,1112651,193382.46,246239,2.0,2.0,1200.0,476364.0,41,10,2013,4.0,2.0,317300.0
18337,2017-11-09,1115296,19805.27,195700,2.0,2.0,1235.0,254438.0,21,14,2016,3.0,3.0,111100.0
18352,2017-11-08,1114957,7143.98,120915,1.0,1.0,908.0,220406.0,42,5,2011,4.0,1.0,60200.0
18355,2017-11-08,1115205,210287.8,151000,2.0,2.0,992.0,180235.0,42,39,2017,5.0,1.0,136000.0
18372,2017-11-08,1105150,216816.19,159000,2.0,2.0,1197.0,186946.0,42,9,2013,4.0,1.0,141900.0
18375,2017-11-08,1114608,196962.06,188000,3.0,2.0,1590.0,221201.0,42,37,2017,3.0,2.0,151500.0
18378,2017-11-08,1115719,15052.25,68200,1.0,1.0,742.0,97230.0,42,33,2016,1.0,2.0,50200.0
18384,2017-11-08,1115438,190111.65,138800,2.0,1.0,828.0,358600.0,42,21,2016,3.0,1.0,145000.0
18417,2017-11-06,1106406,197537.07,124200,2.0,2.0,750.0,326100.0,75,22,2014,22.0,2.0,140000.0
18444,2017-11-06,1112855,14349.54,263000,3.0,2.0,1712.0,323239.0,75,75,2017,1.0,1.0,48400.0
18456,2017-11-06,1116084,21711.13,190000,0.0,0.0,1210.0,182986.0,75,73,2017,2.0,1.0,47800.0
18486,2017-11-03,1104630,251640.81,110000,2.0,1.0,713.0,146019.0,25,9,2014,8.0,1.0,118100.0
18512,2017-11-02,1115288,281261.0,131500,2.0,2.0,838.0,149655.0,7,7,2017,3.0,1.0,139400.0
18517,2017-11-01,1110132,299122.38,191050,3.0,2.0,1560.0,252143.0,23,9,2016,4.0,2.0,193600.0
18544,2017-10-31,1112886,124359.01,139025,1.0,1.0,1067.0,165475.0,22,18,2016,6.0,1.0,131100.0
18562,2017-10-30,1109825,182793.31,140825,3.0,2.0,1325.0,159594.0,66,11,2012,4.0,3.0,131400.0
18579,2017-10-30,1115564,51637.84,45430,1.0,1.0,441.0,54997.0,66,66,2017,1.0,2.0,51700.0
18636,2017-10-27,1114899,24779.96,234100,2.0,2.0,1500.0,383200.0,18,17,2016,7.0,2.0,50200.0
18645,2017-10-25,1114684,595651.46,492166,2.0,2.0,1255.0,761237.0,9,9,2017,5.0,1.0,595700.0
18685,2017-10-23,1112267,214204.55,190000,3.0,2.0,1545.0,236643.0,46,39,2016,3.0,1.0,189600.0
18696,2017-10-23,1112851,9585.5,133000,2.0,1.0,763.0,307600.0,46,46,2017,1.0,1.0,18100.0
18698,2017-10-23,1112852,45985.6,253309,2.0,2.0,1477.0,269156.0,46,38,2016,3.0,1.0,268900.0
18728,2017-10-20,1110308,23411.0,144021,3.0,2.0,1090.0,214270.0,21,20,2017,1.0,1.0,32200.0
18758,2017-10-18,1101177,290443.04,108191,3.0,2.0,1196.0,105111.0,58,32,2016,2.0,4.0,93600.0
18759,2017-10-18,1101523,423866.51,512583,2.0,2.0,1255.0,427200.0,58,29,2015,6.0,3.0,532100.0
18762,2017-10-18,1112026,17885.76,272186,1.0,1.0,829.0,427200.0,58,46,2017,1.0,1.0,20200.0
18767,2017-10-18,1110799,10979.38,122760,2.0,2.0,1255.0,131448.0,58,53,2017,2.0,2.0,11000.0
18783,2017-10-18,1113139,16934.67,193400,1.0,1.0,784.0,275238.0,58,45,2016,1.0,1.0,196600.0
18825,2017-10-17,1104685,282800.05,96970,1.0,1.0,555.0,112428.0,34,15,2016,4.0,1.0,89200.0
18925,2017-10-13,1110849,299371.67,322670,2.0,2.0,988.0,460600.0,35,34,2017,3.0,1.0,317000.0
18934,2017-10-12,1109124,213850.9,101700,3.0,2.0,1062.0,95791.0,60,7,2015,4.0,3.0,88100.0
19005,2017-10-11,1113093,11169.89,84700,1.0,1.0,553.0,275900.0,80,55,2016,4.0,1.0,11300.0
19054,2017-10-10,1110460,8762.79,105057,1.0,1.0,709.0,786500.0,79,70,2016,1.0,4.0,14300.0
19103,2017-10-06,1108142,25030.0,87264,2.0,2.0,1315.0,111558.0,67,36,2016,1.0,3.0,60100.0
19115,2017-10-06,1109823,351884.1,359400,2.0,2.0,2154.0,375800.0,67,67,2017,3.5,1.0,353700.0
19127,2017-10-06,1110291,129959.52,87980,1.0,1.0,576.0,100059.0,67,61,2017,4.0,1.0,88100.0
19154,2017-10-06,1110276,262633.69,120838,2.0,2.0,939.0,181000.0,67,41,2016,5.0,1.0,131200.0
19173,2017-10-05,1100939,28284.34,80000,1.0,1.0,830.0,93086.0,51,25,2016,1.0,2.0,45600.0
19193,2017-10-04,1110265,56003.5,80359,2.0,2.0,870.0,119914.0,57,57,2017,2.0,1.0,56100.0
19203,2017-10-04,1109345,180558.85,180600,2.0,2.0,1450.0,238165.0,57,8,2012,7.0,1.0,168800.0
19205,2017-10-04,1099431,302097.72,108520,2.0,2.0,1069.0,105752.0,57,24,2015,6.0,1.0,95500.0
19208,2017-10-04,1109372,19908.57,102316,3.0,2.0,1580.0,234297.0,57,52,2016,3.0,1.0,148300.0
19265,2017-10-03,1107072,205032.14,346228,2.0,2.0,1108.0,387553.0,55,46,2016,4.0,1.0,287900.0
19277,2017-10-03,1092534,202423.95,178900,1.0,1.0,442.0,231126.0,55,37,2016,11.0,1.0,146000.0
19374,2017-09-29,1107765,253338.25,159000,3.0,2.0,1558.0,251211.0,27,23,2016,5.0,1.0,156600.0
19385,2017-09-28,1108248,28762.74,108654,0.0,1.0,400.0,171818.0,52,33,2016,1.0,1.0,33100.0
19432,2017-09-27,1109174,17093.76,121000,2.0,1.0,971.0,158481.0,14,8,2016,1.0,1.0,17100.0
19445,2017-09-26,1107283,111460.62,73746,1.0,1.0,670.0,89271.0,57,41,2016,3.0,1.0,68200.0
19455,2017-09-26,1107017,30468.44,52965,1.0,1.0,836.0,60620.0,57,53,2017,4.0,1.0,40000.0
19468,2017-09-26,1107779,103003.06,142200,2.0,2.0,970.0,151075.0,57,54,2017,5.0,1.0,105100.0
19474,2017-09-26,1107911,15168.67,149600,2.0,2.0,1235.0,181722.0,57,51,2017,1.0,2.0,17100.0
19519,2017-09-25,1106346,71431.0,163000,2.0,2.0,940.0,232400.0,55,1,2009,4.0,8.0,160100.0
20110,2017-09-06,1101126,209701.14,105057,1.0,1.0,709.0,152039.0,42,38,2016,6.0,1.0,106200.0
20144,2017-09-05,1101508,361574.08,179000,2.0,2.0,1230.0,242358.0,53,24,2015,4.0,3.0,176100.0
20185,2017-09-05,1104129,155571.09,142708,2.0,2.0,924.0,155943.0,53,52,2017,3.0,1.0,123300.0
20202,2017-09-01,1091935,199600.81,88000,2.0,1.0,863.0,82843.0,23,4,2013,5.0,1.0,65100.0
20218,2017-08-31,1096186,112404.66,128700,2.0,2.0,866.0,143361.0,14,5,2013,114.0,4.0,121700.0
20221,2017-08-31,1102278,128084.84,122760,2.0,2.0,1255.0,133935.0,14,11,2016,4.0,1.0,99400.0
20235,2017-08-30,1074190,797135.13,366300,0.0,1.0,660.0,397234.0,41,6,2013,5.0,1.0,298400.0
20253,2017-08-30,1101591,200342.03,195946,3.0,2.0,1325.0,232900.0,41,12,2014,4.0,7.0,175100.0
20258,2017-08-30,1098437,181484.63,139628,2.0,1.0,783.0,146214.0,41,32,2016,3.0,1.0,127000.0
20261,2017-08-30,1102752,191119.98,137949,3.0,2.0,1396.0,270426.0,41,17,2015,6.0,3.0,194700.0
20263,2017-08-30,1104296,6930.72,179000,2.0,2.0,1230.0,241618.0,41,37,2016,3.0,1.0,13100.0
20268,2017-08-29,1098440,105363.01,141100,3.0,2.0,1260.0,158152.0,41,20,2015,3.0,1.0,111700.0
20277,2017-08-29,1098345,307583.83,114071,1.0,1.0,758.0,130203.0,41,18,2015,5.0,1.0,94400.0
20290,2017-08-29,1097988,110945.77,173275,2.0,1.0,1032.0,184026.0,41,32,2016,2.0,2.0,124700.0
20292,2017-08-29,1097278,810332.5,901444,3.0,2.0,2224.0,427800.0,41,21,2015,1.0,6.0,960400.0
20390,2017-08-25,1101947,137843.07,91180,1.0,1.0,583.0,121485.0,61,59,2017,5.0,1.0,87900.0
20405,2017-08-25,1101940,57377.71,2721360,3.0,3.0,3105.0,3737486.0,61,60,2017,2.0,1.0,200100.0
20408,2017-08-25,1101482,282031.86,156000,2.0,2.0,1197.0,193138.0,61,37,2016,3.0,1.0,142100.0
20417,2017-08-24,1091118,94623.9,94800,2.0,2.0,1040.0,118299.0,52,15,2014,4.0,1.0,80100.0
20442,2017-08-24,1100902,110421.53,163200,2.0,2.0,1290.0,200931.0,52,20,2015,4.0,5.0,140100.0
20455,2017-08-24,1100358,276157.79,259388,1.0,2.0,1458.0,393085.0,52,35,2016,3.0,3.0,301900.0
20475,2017-08-23,1100816,121412.86,148500,2.0,2.0,930.0,164970.0,62,37,2016,3.0,1.0,137200.0
20497,2017-08-23,1100734,98828.86,93000,2.0,2.0,970.0,102273.0,62,16,2014,5.0,3.0,66300.0
20528,2017-08-22,1096921,212369.09,247445,2.0,2.0,963.0,301867.0,59,58,2017,2.0,1.0,225400.0
20538,2017-08-22,1096983,205816.03,176670,3.0,2.0,1142.0,182171.0,59,27,2014,7.0,8.0,148000.0
20555,2017-08-22,1095559,65726.9,73483,2.0,1.0,1067.0,81927.0,59,20,2014,3.0,2.0,48400.0
20582,2017-08-21,1095906,275577.97,163680,3.0,2.0,1108.0,181037.0,42,34,2016,8.0,1.0,144100.0
20604,2017-08-21,1084457,121069.11,92400,1.0,1.0,625.0,103125.0,42,26,2016,3.0,1.0,89700.0
20613,2017-08-21,1084465,284432.73,162410,3.0,2.0,1315.0,200714.0,42,14,2014,8.0,1.0,154600.0
20682,2017-08-17,1100798,30929.49,140000,3.0,2.0,1040.0,158474.0,66,66,2017,1.0,1.0,31000.0
20683,2017-08-17,1099427,241283.37,126000,2.0,1.0,1010.0,149238.0,66,60,2016,6.0,1.0,117600.0
20699,2017-08-17,1099261,150086.43,96396,2.0,1.0,849.0,95296.0,66,30,2015,6.0,1.0,95100.0
20714,2017-08-16,1098338,107622.53,84727,2.0,2.0,800.0,88259.0,58,58,2017,4.0,1.0,70500.0
20731,2017-08-16,1101129,25519.02,128000,1.0,1.0,810.0,156098.0,58,50,2016,1.0,1.0,25600.0
20734,2017-08-16,1089252,100287.81,86800,1.0,1.0,900.0,221800.0,58,31,2015,7.0,1.0,70600.0
20737,2017-08-16,1103334,277351.7,149000,2.0,1.0,868.0,167039.0,58,49,2016,8.0,2.0,121600.0
20759,2017-08-16,1100432,61420.1,66719,1.0,1.0,653.0,70870.0,58,55,2017,4.0,1.0,53100.0
20794,2017-08-15,1100789,9420.26,169100,3.0,2.0,1083.0,211292.0,48,43,2016,1.0,1.0,9600.0
20827,2017-08-14,1076992,184501.26,125100,2.0,2.0,812.0,143181.0,77,23,2014,4.0,1.0,109700.0
20857,2017-08-14,1100860,167954.88,146300,3.0,2.0,1296.0,156922.0,77,66,2016,8.0,1.0,138600.0
20892,2017-08-11,1100833,74981.03,90000,2.0,2.0,960.0,95975.0,26,24,2016,16.0,1.0,74200.0
20968,2017-08-09,1093869,56786.51,63448,1.0,1.0,730.0,76095.0,39,23,2015,4.0,1.0,48700.0
20996,2017-08-08,1092959,22317.12,164470,1.0,1.0,775.0,198850.0,30,18,2016,3.0,3.0,22400.0
21001,2017-08-07,1080983,173534.09,98500,1.0,2.0,889.0,124506.0,61,9,2013,5.0,1.0,90100.0
21003,2017-08-07,1098915,212152.33,88811,1.0,1.0,606.0,109051.0,61,50,2016,10.0,1.0,72600.0
21058,2017-08-04,1080661,762095.24,732160,1.0,1.0,715.0,821300.0,26,14,2015,5.0,1.0,664100.0
21123,2017-08-02,1096240,431955.0,525962,2.0,2.0,1078.0,642347.0,42,41,2017,3.0,1.0,570200.0
21131,2017-08-02,1096732,107653.69,101179,0.0,0.0,871.0,146649.0,42,23,2016,9.0,1.0,120600.0
21154,2017-08-02,1096452,13713.52,147290,2.0,2.0,1140.0,180921.0,42,35,2016,1.0,1.0,15100.0
21176,2017-08-01,1097133,197238.37,81358,2.0,2.0,885.0,141249.0,24,1,2009,5.0,1.0,109100.0
21195,2017-07-31,1080070,318668.1,213200,3.0,2.0,1364.0,255174.0,43,15,2014,4.0,1.0,214400.0
21203,2017-07-31,1098308,241958.06,130000,1.0,1.0,710.0,335700.0,43,30,2016,7.0,1.0,100800.0
21226,2017-07-28,1095569,31001.4,117828,3.0,2.0,1085.0,141320.0,26,20,2016,11.0,1.0,76600.0
21233,2017-07-28,1079423,672162.52,187693,1.0,1.0,682.0,259217.0,26,10,2014,5.0,1.0,225100.0
21253,2017-07-27,1096152,155021.69,103000,1.0,1.0,870.0,244100.0,55,54,2017,6.0,1.0,94300.0
21259,2017-07-27,1095374,189878.18,95000,0.0,0.0,873.0,141910.0,55,51,2016,2.0,1.0,98400.0
21262,2017-07-27,1095386,186099.92,187000,3.0,2.0,1737.0,238280.0,55,40,2016,4.0,1.0,177000.0
21289,2017-07-27,1096139,63591.87,93600,2.0,2.0,895.0,100765.0,55,24,2015,18.0,1.0,57000.0
21349,2017-07-25,1089752,221975.83,167800,0.0,0.0,1605.0,271451.0,54,4,2013,5.0,1.0,175100.0
21350,2017-07-25,1091867,236221.98,132819,2.0,2.0,972.0,299600.0,54,21,2014,7.0,2.0,141300.0
21381,2017-07-25,1090457,152307.89,188115,0.0,0.0,1232.0,193764.0,54,38,2016,5.5,1.0,157900.0
21394,2017-07-24,1095886,110586.73,158974,2.0,2.0,1293.0,267839.0,72,26,2014,6.0,3.0,172100.0
21462,2017-07-21,1093544,171649.17,159500,2.0,2.0,1000.0,187200.0,48,21,2015,10.0,1.0,143000.0
21492,2017-07-21,1094345,177872.03,186900,3.0,2.0,1380.0,252967.0,48,32,2016,9.0,1.0,188000.0
