,Date,Auction ID,Final Judgment,Assessed Value,Beds,Bath,Living Area,ZEstimate,Day Count,Place in Line,Court Year,Defendant Count,Previous Auctions,Plaintiff Max Bid
11900,2018-08-28,1163913,481967.9,166950,2.0,2.0,963.0,215344.0,92,74,2017,5.0,1.0,224000.00
11911,2018-08-28,1164394,156888.04,107900,1.0,1.0,669.0,130495.0,92,3,2010,4.0,1.0,100080.00
11915,2018-08-28,1163896,239543.06,176800,3.0,2.0,1190.0,189754.0,92,64,2017,8.0,1.0,197000.00
11930,2018-08-28,1163424,75900.23,87700,3.0,2.0,1150.0,156697.0,92,27,2015,11.0,6.0,80882.67
11944,2018-08-28,1164158,262461.49,180300,3.0,2.0,1451.0,232181.0,92,62,2017,6.0,3.0,269578.53
11956,2018-08-28,1164104,973456.0,480600,1.0,1.0,900.0,436000.0,92,69,2017,4.0,1.0,600000.00
11960,2018-08-28,1164493,311524.09,115280,2.0,2.0,1024.0,154060.0,92,80,2017,3.0,1.0,139000.00
11976,2018-08-27,1162147,272800.62,159700,1.0,1.0,510.0,205922.0,80,66,2017,3.0,1.0,275536.62
11994,2018-08-27,1150925,1305090.53,621496,3.0,2.0,2440.0,679043.0,80,7,2012,4.0,2.0,653883.86
11998,2018-08-27,1160794,220309.6,160920,2.0,2.0,954.0,216588.0,80,13,2014,5.0,4.0,148169.98
12038,2018-08-22,1159955,217368.37,155550,1.0,1.0,679.0,245176.0,52,21,2016,2.0,6.0,230310.39
12072,2018-08-22,1163688,205062.12,114250,3.0,3.0,1423.0,163700.0,52,18,2016,8.0,2.0,144966.00
12106,2018-08-21,1163739,178561.92,140804,2.0,2.0,900.0,155490.0,59,42,2017,4.0,1.0,141300.00
12111,2018-08-21,1163545,479276.29,279864,2.0,2.0,1362.0,400544.0,59,19,2015,3.0,2.0,375000.00
12142,2018-08-21,1163720,186464.61,122364,2.0,2.0,1113.0,146457.0,59,40,2017,4.0,2.0,123975.05
12181,2018-08-20,1160818,1295085.34,2206000,3.0,3.0,3075.0,368100.0,67,64,2018,1.0,1.0,1349579.78
12236,2018-08-14,1139725,694670.12,682000,2.0,2.0,1623.0,758089.0,33,20,2016,8.0,1.0,714000.12
12271,2018-08-13,1148628,515168.43,232900,2.0,2.0,1340.0,384333.0,68,23,2015,4.0,1.0,410000.00
12298,2018-08-13,1153388,494216.06,210000,3.0,2.0,1464.0,271496.0,68,27,2016,3.0,3.0,361949.71
12351,2018-08-08,1160669,289446.96,152000,3.0,2.0,1120.0,301200.0,41,27,2016,8.0,4.0,186700.00
12380,2018-08-07,1164218,420617.78,155400,2.0,2.0,922.0,224577.0,61,39,2017,4.0,1.0,423847.86
12387,2018-08-07,1162947,298726.2,173312,1.0,2.0,768.0,244295.0,61,33,2016,9.0,1.0,275100.00
12397,2018-08-07,1161242,167629.36,113800,2.0,1.0,882.0,161304.0,61,26,2016,6.0,3.0,143742.90
12400,2018-08-07,1162116,86618.71,88500,1.0,1.0,900.0,93643.0,61,29,2016,49.0,1.0,87911.14
12419,2018-08-07,1161620,248894.05,186000,2.0,2.0,1150.0,233400.0,61,44,2017,7.0,1.0,229000.00
12425,2018-08-06,1158713,2152443.36,1568176,3.0,3.0,2214.0,2609218.0,56,56,2018,2.0,1.0,1863200.00
12480,2018-08-01,1161477,265694.44,189210,2.0,2.0,1351.0,234276.0,33,24,2017,3.0,1.0,227000.00
12484,2018-08-01,1161105,340760.48,163040,0.0,1.0,507.0,226622.0,33,2,2013,5.0,2.0,180950.00
12491,2018-08-01,1158701,139554.51,141000,2.0,2.0,960.0,165881.0,33,26,2017,2.0,1.0,141309.95
12493,2018-08-01,1161653,252241.61,105966,2.0,2.0,1050.0,144879.0,33,25,2017,4.0,1.0,150000.00
12499,2018-08-01,1161890,147243.96,96177,1.0,1.0,583.0,120025.0,33,21,2017,3.0,1.0,88290.00
12603,2018-07-27,1161209,641402.61,178000,1.0,1.0,1005.0,204680.0,18,3,2015,8.0,2.0,184800.00
12619,2018-07-26,1161287,166708.99,91180,1.0,1.0,583.0,129837.0,50,34,2017,5.0,1.0,87696.63
12626,2018-07-26,1160930,161069.21,135000,1.0,1.0,596.0,174821.0,50,42,2017,3.0,1.0,162780.91
12630,2018-07-26,1159698,778902.92,250700,1.0,1.0,750.0,307477.0,50,32,2016,9.0,3.0,254402.70
12635,2018-07-26,1159756,256917.04,197700,2.0,2.0,1139.0,373600.0,50,37,2017,3.0,2.0,279216.24
12645,2018-07-26,1161177,81689.16,82088,1.0,1.0,480.0,139538.0,50,43,2017,4.0,1.0,68250.00
12663,2018-07-25,1158830,125466.15,102850,2.0,2.0,1180.0,119424.0,51,25,2016,2.0,6.0,133227.66
12672,2018-07-25,1159735,213909.17,85347,2.0,2.0,1045.0,113907.0,51,43,2017,2.0,1.0,76500.00
12697,2018-07-25,1159352,237224.18,112000,1.0,1.0,680.0,141803.0,51,41,2017,7.0,1.0,238204.00
12708,2018-07-24,1155115,871067.47,189049,1.0,1.0,754.0,243803.0,87,17,2016,14.0,2.0,250000.00
12720,2018-07-24,1156951,285033.67,133100,1.0,1.0,740.0,525000.0,87,38,2017,3.0,1.0,153120.00
12728,2018-07-24,1160025,243585.55,120000,2.0,2.0,978.0,131827.0,87,43,2017,7.5,1.0,131000.00
12739,2018-07-24,1156809,237565.61,175000,2.0,2.0,1350.0,192507.0,87,41,2017,3.0,1.0,190000.00
12751,2018-07-23,1149888,29628.95,68250,1.0,1.0,840.0,75136.0,50,40,2017,1.0,1.0,29628.95
12771,2018-07-23,1156260,381355.96,374100,1.0,1.0,881.0,499986.0,50,50,2017,9.0,1.0,385061.26
12791,2018-07-23,1155289,794359.09,430153,2.0,2.0,1147.0,566305.0,50,3,2010,3.0,3.0,485817.81
12803,2018-07-20,1158786,511332.2,186235,2.0,2.0,1015.0,244184.0,24,19,2017,19.0,2.0,148230.00
12837,2018-07-18,1159146,162553.46,100430,1.0,1.0,974.0,118393.0,52,21,2015,4.0,1.0,74750.00
12850,2018-07-18,1158047,138430.08,151599,2.0,2.0,1100.0,262000.0,52,46,2017,7.0,2.0,134000.00
12856,2018-07-18,1155944,750751.75,429300,2.0,2.0,1005.0,438300.0,52,36,2017,4.0,1.0,750751.75
12879,2018-07-18,1158846,156804.67,89838,0.0,0.0,722.0,122944.0,52,41,2017,6.0,1.0,100000.00
12901,2018-07-16,1159446,200851.2,128865,1.0,1.0,854.0,199023.0,60,49,2017,5.0,1.0,151000.00
12907,2018-07-16,1160665,196980.7,124200,2.0,1.0,940.0,167791.0,60,38,2017,4.0,1.0,198830.78
12914,2018-07-16,1155281,256124.62,115360,2.0,1.0,828.0,142926.0,60,43,2017,3.0,1.0,117730.00
12921,2018-07-16,1148633,215293.38,86250,2.0,2.0,930.0,110395.0,60,34,2016,8.0,1.0,108000.00
12932,2018-07-16,1154933,384571.16,198550,1.0,1.0,846.0,291927.0,60,58,2017,2.0,1.0,247300.00
12937,2018-07-16,1154990,809364.9,282697,2.0,2.0,1099.0,346935.0,60,18,2015,2.0,1.0,334000.00
12945,2018-07-16,1159315,277038.43,170100,2.0,1.0,677.0,222202.0,60,21,2015,5.0,3.0,197800.00
13004,2018-07-12,1158411,303187.57,123600,2.0,1.0,848.0,151733.0,85,38,2017,2.0,1.0,303187.57
13026,2018-07-12,1148506,602884.11,335000,1.0,1.0,940.0,440069.0,85,22,2016,5.0,1.0,514429.78
13095,2018-07-09,1157718,57345.0,98547,2.0,2.0,1317.0,120441.0,45,32,2016,3.0,1.0,59800.00
13112,2018-07-09,1157048,171534.45,120500,2.0,1.0,1085.0,158021.0,45,44,2017,5.0,1.0,172977.23
13161,2018-07-06,1156097,247440.09,114450,1.0,1.0,689.0,139509.0,62,55,2017,2.0,1.0,119700.00
13182,2018-07-05,1157566,48023.16,295700,2.0,2.0,1257.0,373600.0,22,15,2017,1.0,1.0,48023.16
13184,2018-07-05,1157569,431147.28,197252,1.0,2.0,990.0,285183.0,22,20,2018,3.0,1.0,198000.00
13200,2018-07-03,1154199,1025314.18,658045,2.0,2.0,2620.0,1092406.0,39,2,2009,9.0,7.0,571822.81
13234,2018-07-02,1151322,267135.94,201600,0.0,1.0,407.0,309433.0,32,13,2014,7.0,7.0,250000.00
13252,2018-07-02,1140850,324693.6,149227,2.0,2.0,1150.0,186717.0,32,31,2017,5.0,1.0,331528.79
13325,2018-06-25,1159727,215301.03,195879,1.0,1.0,825.0,250163.0,53,43,2016,6.0,3.0,185000.00
13335,2018-06-25,1140244,353022.28,105600,2.0,1.0,950.0,151245.0,53,33,2016,2.0,1.0,105300.00
13337,2018-06-25,1155946,169210.65,70300,1.0,1.0,813.0,100260.0,53,47,2017,2.0,1.0,167310.57
13351,2018-06-22,1145326,884714.99,607100,2.0,2.0,1185.0,752311.0,39,32,2017,5.0,1.0,664648.06
13388,2018-06-21,1144924,156802.62,149000,2.0,2.0,1060.0,183385.0,66,10,2016,6.0,1.0,140000.00
13508,2018-06-18,1149240,101127.15,50200,1.0,1.0,720.0,330300.0,68,59,2017,3.0,1.0,73150.00
13520,2018-06-15,1139409,359794.44,136104,2.0,2.0,978.0,292177.0,25,24,2017,5.0,1.0,243950.00
13554,2018-06-13,1151553,171425.28,92400,2.0,1.0,800.0,115412.0,34,4,2013,8.0,9.0,199527.18
13566,2018-06-13,1151832,32155.54,82000,1.0,1.0,640.0,133771.0,34,24,2017,2.0,1.0,32155.54
13609,2018-06-12,1152044,157711.16,58695,2.0,2.0,1038.0,160571.0,50,43,2017,2.0,1.0,154000.00
13679,2018-06-08,1152276,300817.16,180000,2.0,2.0,1032.0,226298.0,26,26,2017,5.0,1.0,194000.00
13698,2018-06-06,1151139,209202.28,96970,1.0,1.0,555.0,120181.0,22,21,2017,3.0,1.0,104500.00
13706,2018-06-06,1150911,342092.42,234100,2.0,2.0,1500.0,374800.0,22,20,2017,8.0,1.0,301750.00
13750,2018-06-04,1149389,215509.31,91000,1.0,1.0,608.0,125111.0,73,56,2017,2.0,5.0,103550.00
13786,2018-06-04,1149096,416253.3,174000,1.0,1.0,1000.0,238757.0,73,15,2013,3.0,1.0,224000.00
13811,2018-06-01,1150205,123737.64,60557,2.0,2.0,960.0,139927.0,67,46,2017,4.0,1.0,115318.14
13828,2018-06-01,1150176,114693.05,105609,3.0,2.0,1348.0,170000.0,67,45,2017,3.0,1.0,115725.11
13830,2018-06-01,1151140,277101.09,115800,0.0,1.0,530.0,193627.0,67,3,2009,3.0,1.0,173000.00
13833,2018-06-01,1149889,116864.39,84222,1.0,1.0,465.0,105037.0,67,36,2016,4.0,2.0,72090.00
13835,2018-06-01,1150858,212142.01,203300,1.0,1.0,825.0,378100.0,67,67,2017,4.0,1.0,212142.00
13839,2018-06-01,1150465,148471.24,46681,2.0,0.0,1136.0,193633.0,67,26,2016,7.0,4.0,159277.87
13848,2018-06-01,1150905,215289.28,101053,1.0,1.0,725.0,121556.0,67,38,2016,4.0,1.0,199554.93
13859,2018-05-31,1149846,249620.66,118000,2.0,2.0,870.0,143453.0,19,19,2017,5.0,1.0,117400.00
13879,2018-05-30,1149404,39633.89,93220,1.0,1.0,630.0,129491.0,47,47,2018,2.0,1.0,26780.00
13888,2018-05-30,1146374,396824.41,194877,2.0,2.0,1125.0,257545.0,47,11,2012,4.0,2.0,255000.00
13895,2018-05-30,1145533,247492.02,137465,2.0,2.0,1140.0,169562.0,47,31,2016,14.0,2.0,133650.00
13914,2018-05-30,1145752,184832.9,188700,3.0,2.0,1554.0,218453.0,47,30,2016,6.0,2.0,156330.00
13926,2018-05-29,1136000,297285.57,173819,1.0,2.0,757.0,233322.0,63,38,2016,4.0,1.0,235363.14
13928,2018-05-29,1132370,220351.69,65100,0.0,1.0,420.0,373800.0,63,31,2016,3.0,2.0,91800.00
13983,2018-05-25,1149832,119212.97,99831,2.0,2.0,1317.0,116694.0,35,14,2016,7.0,3.0,80400.00
14058,2018-05-23,1147656,2220440.39,1446200,3.0,3.0,2744.0,2817532.0,62,34,2017,4.0,1.0,2220440.39
14064,2018-05-23,1147400,3852263.1,2504000,4.0,6.0,4141.0,4177171.0,62,45,2017,3.0,2.0,3451319.00
14075,2018-05-23,1147951,524512.12,435000,2.0,2.0,1260.0,766412.0,62,1,2008,4.0,2.0,752033.16
14083,2018-05-23,1140369,499432.61,210000,3.0,2.0,1464.0,265700.0,62,24,2016,4.0,1.0,237600.00
14090,2018-05-23,1147372,689045.36,469920,0.0,0.0,1424.0,492700.0,62,44,2017,4.0,3.0,689045.36
14153,2018-05-21,1144452,430561.52,257538,2.0,2.0,1251.0,369091.0,57,35,2016,9.0,1.0,261807.14
14155,2018-05-21,1130998,276487.65,119700,3.0,2.0,1125.0,141915.0,57,6,2010,7.0,3.0,121700.00
14178,2018-05-18,1149792,184195.08,107480,2.0,1.0,716.0,341400.0,40,30,2017,4.0,1.0,83315.11
14192,2018-05-18,1147223,516963.92,324800,2.0,2.0,1800.0,376100.0,40,4,2011,8.0,2.0,335750.00
14249,2018-05-16,1146503,549382.02,140072,1.0,1.0,685.0,286100.0,47,9,2014,2.0,1.0,145010.55
14253,2018-05-16,1138696,288399.98,104328,1.0,1.0,680.0,133903.0,47,12,2014,3.0,5.0,95200.00
14255,2018-05-16,1146815,539151.72,433685,2.0,2.0,1327.0,664623.0,47,47,2017,3.0,1.0,500000.00
14256,2018-05-16,1146867,259857.91,104800,1.0,1.0,586.0,292500.0,47,44,2017,3.0,1.0,261953.27
14268,2018-05-15,1129901,290065.54,156500,0.0,1.0,543.0,205681.0,28,10,2016,9.0,1.0,186000.00
14272,2018-05-15,1129637,225150.08,137000,2.0,1.0,767.0,198609.0,28,15,2016,7.0,1.0,155125.00
14346,2018-05-11,1139764,335278.42,133100,1.0,1.0,520.0,266100.0,62,26,2016,19.0,2.0,199000.00
14355,2018-05-11,1145781,186236.39,119900,1.0,1.0,900.0,160622.0,62,12,2014,3.0,3.0,170000.00
14381,2018-05-11,1142465,298015.03,107016,3.0,2.0,1176.0,140086.0,62,10,2013,8.0,2.0,211528.24
14384,2018-05-11,1145927,400878.4,206000,1.0,1.0,953.0,303403.0,62,53,2017,2.0,1.0,255295.94
14387,2018-05-11,1145860,280482.28,167273,1.0,1.0,741.0,183864.0,62,40,2017,3.0,1.0,189280.62
14435,2018-05-07,1137572,226751.18,114586,2.0,2.0,1213.0,373800.0,18,12,2016,9.0,1.0,143100.00
14473,2018-05-03,1137406,163144.53,111152,2.0,1.0,765.0,134573.0,65,15,2016,2.0,1.0,114111.14
14533,2018-05-01,1144082,603236.49,326700,2.0,2.0,1088.0,539820.0,28,5,2012,6.0,3.0,387082.80
14605,2018-04-27,1140452,667990.68,496700,2.0,2.0,1128.0,757594.0,30,30,2017,4.0,1.0,677990.68
14609,2018-04-27,1142600,129540.21,104251,1.0,1.0,558.0,368000.0,30,5,2013,5.0,3.0,91700.00
14634,2018-04-26,1145032,340411.11,155400,0.0,1.0,682.0,215378.0,22,19,2017,3.0,1.0,190188.50
14683,2018-04-24,1144386,49425.01,95000,2.0,2.0,1040.0,116338.0,46,31,2016,1.0,2.0,49425.01
14693,2018-04-24,1143551,240054.62,162620,3.0,2.0,1652.0,238022.0,46,44,2017,3.0,1.0,240054.62
14717,2018-04-23,1130992,273802.44,107730,1.0,1.0,765.0,131902.0,59,42,2016,3.0,1.0,93150.00
14751,2018-04-23,1140212,1196955.13,263471,2.0,2.0,968.0,398618.0,59,26,2015,2.0,1.0,451014.07
14762,2018-04-20,1141585,113722.26,95354,1.0,1.0,740.0,137375.0,33,24,2016,4.0,2.0,118610.21
14766,2018-04-20,1143859,264536.6,112000,1.0,1.0,680.0,140106.0,33,25,2016,4.0,1.0,107730.00
14858,2018-04-17,1142484,74165.99,66950,2.0,1.0,1075.0,79090.0,50,43,2017,5.0,1.0,65000.00
14866,2018-04-16,1143242,500303.55,313405,2.0,2.0,960.0,428570.0,64,62,2017,9.0,1.0,500303.55
14902,2018-04-16,1142413,228295.03,115796,1.0,1.0,700.0,162095.0,64,48,2016,13.0,3.0,236266.33
14953,2018-04-12,1141817,635787.34,531000,2.0,2.0,1590.0,443200.0,65,3,2013,7.0,4.0,595000.00
14958,2018-04-12,1139982,244517.72,112000,1.0,1.0,680.0,140128.0,65,16,2016,3.0,3.0,113400.00
14968,2018-04-11,1140022,346642.53,154600,0.0,1.0,497.0,235865.0,64,32,2016,2.0,1.0,349183.28
14979,2018-04-11,1142679,280448.15,127602,1.0,1.0,507.0,172492.0,64,53,2017,4.0,1.0,167200.00
14996,2018-04-11,1141185,224867.25,105000,3.0,2.0,1062.0,229200.0,64,50,2017,7.0,1.0,107950.00
15014,2018-04-11,1140215,292833.72,111565,1.0,1.0,699.0,124695.0,64,10,2014,5.0,1.0,151400.00
15022,2018-04-11,1141180,173722.36,106080,2.0,2.0,870.0,124340.0,64,54,2017,4.0,1.0,106900.00
15023,2018-04-11,1141576,314200.95,170000,2.0,2.0,910.0,343900.0,64,41,2016,4.0,2.0,215000.00
15051,2018-04-10,1141739,161883.05,314780,2.0,2.0,1174.0,436073.0,38,1,2008,6.0,4.0,60000.00
15092,2018-04-09,1136891,146021.49,99036,2.0,2.0,1000.0,219200.0,57,27,2016,3.0,2.0,99440.00
15114,2018-04-06,1140880,335362.32,132200,2.0,2.0,930.0,172027.0,23,5,2013,6.0,4.0,144487.77
15192,2018-04-05,1139651,1805833.79,1749503,3.0,3.0,2214.0,2657380.0,113,71,2017,4.0,1.0,1585000.00
15198,2018-04-05,1139654,552429.01,251600,1.0,2.0,816.0,293285.0,113,75,2017,8.0,1.0,552429.01
15201,2018-04-05,1139401,453186.59,183900,1.0,1.0,990.0,245963.0,113,41,2016,3.0,2.0,370568.57
15216,2018-04-04,1140718,406156.12,390083,2.0,2.0,1290.0,421900.0,29,25,2017,5.0,4.0,439556.12
15238,2018-04-03,1137398,60711.39,66950,2.0,1.0,1075.0,89800.0,10,9,2016,3.0,1.0,61264.23
15239,2018-04-03,1136363,211981.03,158700,3.0,2.0,1550.0,168561.0,10,7,2016,5.0,2.0,153000.00
15370,2018-03-27,1137927,19805.27,195700,2.0,2.0,1235.0,246033.0,50,37,2016,3.0,3.0,23300.00
15387,2018-03-26,1135000,288254.13,130950,2.0,1.0,968.0,188658.0,60,37,2016,5.0,3.0,129600.00
15408,2018-03-26,1121700,146924.74,99395,1.0,1.0,760.0,135500.0,60,27,2016,3.0,1.0,80500.00
15433,2018-03-26,1135229,316422.45,151000,2.0,2.0,1033.0,203137.0,60,26,2016,4.0,1.0,172200.00
15438,2018-03-23,1135665,105729.97,102711,1.0,2.0,937.0,215640.0,31,17,2016,10.0,1.0,103320.00
15460,2018-03-23,1134239,1295056.24,1072000,1.0,2.0,1429.0,3338100.0,31,9,2013,5.0,5.0,1170000.00
15486,2018-03-22,1138335,403395.08,226502,1.0,1.0,791.0,327923.0,38,29,2016,6.0,1.0,279900.00
15517,2018-03-21,1138162,78065.68,140000,3.0,2.0,1160.0,167990.0,72,30,2015,1.0,3.0,40000.00
15615,2018-03-19,1133553,761042.56,497004,2.0,3.0,1497.0,648408.0,64,12,2014,4.0,5.0,571265.00
15652,2018-03-16,1136067,322962.81,105242,1.0,1.0,699.0,124135.0,27,2,2013,21.0,1.0,156200.00
15675,2018-03-15,1136058,204191.89,118309,2.0,2.0,912.0,149944.0,114,61,2017,6.0,1.0,144000.00
15686,2018-03-15,1135846,167415.24,146000,2.0,2.0,1000.0,192800.0,114,62,2017,2.0,1.0,151900.00
15704,2018-03-15,1136723,414760.35,157300,2.0,2.0,1157.0,230087.0,114,5,2009,3.0,1.0,205000.00
15733,2018-03-15,1136059,47043.31,189135,0.0,1.0,467.0,204693.0,114,70,2017,2.0,1.0,47043.31
15808,2018-03-12,1132719,73468.19,65835,2.0,2.0,1025.0,81102.0,33,13,2016,13.0,3.0,75878.51
15836,2018-03-12,1132552,210449.83,166100,3.0,2.0,1142.0,256400.0,33,31,2017,4.0,2.0,184000.00
15839,2018-03-09,1132106,181655.61,142310,2.0,2.0,1060.0,168023.0,54,3,2012,5.0,7.0,217474.76
15896,2018-03-08,1133038,682388.77,337819,3.0,3.0,1486.0,450483.0,68,4,2015,4.0,1.0,442800.00
15932,2018-03-06,1135886,35142.87,35760,0.0,0.0,596.0,195600.0,23,23,2017,1.0,1.0,35142.87
16011,2018-03-02,1134038,267996.24,145729,1.0,1.0,640.0,261671.0,19,9,2014,6.0,3.0,179798.00
16038,2018-03-01,1135208,31534.74,119000,2.0,2.0,877.0,272000.0,78,31,2017,1.0,1.0,31534.74
16110,2018-02-26,1132977,1066162.2,570096,3.0,2.0,2266.0,767900.0,33,4,2014,4.0,2.0,699658.03
16157,2018-02-22,1133360,187696.95,105500,3.0,2.0,1126.0,129094.0,26,26,2017,5.0,1.0,122000.00
16221,2018-02-20,1134666,430782.59,150500,1.0,1.0,666.0,224000.0,45,29,2016,4.5,1.0,220000.00
16239,2018-02-20,1133176,197411.22,119700,1.0,1.0,440.0,185374.0,45,39,2017,3.0,2.0,194500.00
16283,2018-02-15,1132659,200553.49,106080,2.0,2.0,835.0,103041.0,87,29,2017,2.0,1.0,144000.00
16368,2018-02-13,1123289,265616.35,104328,1.0,1.0,680.0,144162.0,34,21,2016,3.0,4.0,96000.00
16409,2018-02-12,1117547,339993.08,289929,1.0,1.0,907.0,444370.0,38,33,2017,5.5,1.0,353375.65
16448,2018-02-08,1118653,925729.28,247500,2.0,2.0,1175.0,339716.0,73,15,2016,3.0,1.0,320000.00
16538,2018-02-05,1115297,205776.97,184000,3.0,2.0,1387.0,229351.0,34,29,2016,12.0,1.0,195790.60
16650,2018-01-29,1122295,129698.54,74753,2.0,2.0,1110.0,162632.0,38,36,2017,6.0,1.0,131370.21
16695,2018-01-26,1121191,320932.59,155012,1.0,1.0,630.0,236550.0,45,41,2017,4.0,2.0,227249.00
16723,2018-01-25,1127830,444289.71,342200,3.0,2.0,1840.0,499149.0,28,8,2015,4.0,1.0,455302.46
16730,2018-01-25,1113096,324387.81,176000,3.0,2.0,1187.0,202892.0,28,9,2016,4.0,1.0,244354.01
16740,2018-01-25,1119463,168271.96,89800,0.0,1.0,390.0,118765.0,28,20,2016,11.0,3.0,120000.00
16790,2018-01-24,1119631,402902.8,279367,2.0,2.0,1255.0,423100.0,62,17,2014,5.0,2.0,334700.00
16814,2018-01-23,1127140,124806.25,84600,2.0,2.0,940.0,102835.0,61,37,2016,5.0,1.0,83200.00
16816,2018-01-23,1127131,659996.15,224300,1.0,1.0,729.0,323131.0,61,19,2014,3.0,1.0,511613.94
16819,2018-01-23,1125821,210504.84,212161,1.0,1.0,802.0,382400.0,61,60,2017,3.0,1.0,212500.00
16848,2018-01-23,1127259,297453.34,155000,1.0,1.0,1005.0,372700.0,61,48,2017,6.0,1.0,199720.74
16855,2018-01-23,1134226,173639.12,96300,1.0,1.0,547.0,365600.0,61,29,2016,13.0,1.0,94000.00
16880,2018-01-22,1125062,400897.35,190723,1.0,2.0,768.0,233820.0,60,52,2017,3.0,1.0,176250.00
16913,2018-01-22,1127690,33740.47,140000,3.0,2.0,1190.0,169731.0,60,35,2016,1.0,2.0,33740.47
16947,2018-01-19,1126106,335474.55,165515,1.0,1.0,804.0,237143.0,54,12,2013,7.0,1.0,217624.70
16996,2018-01-17,1125048,374919.17,263237,3.0,2.0,1380.0,703800.0,53,16,2014,4.0,2.0,327581.00
17050,2018-01-16,1124359,418931.11,200916,1.0,1.0,900.0,274066.0,78,55,2016,4.0,1.0,253407.73
17161,2018-01-11,1116871,242879.96,111180,2.0,2.0,1004.0,144149.0,108,8,2014,10.0,1.0,116896.50
17173,2018-01-11,1116895,158775.38,152978,3.0,2.0,1548.0,201265.0,108,47,2017,6.0,1.0,113100.00
17178,2018-01-11,1124841,25570.11,123396,2.0,2.0,817.0,233700.0,108,34,2016,1.0,1.0,25570.11
17189,2018-01-11,1124526,431226.17,181800,1.0,1.0,788.0,266326.0,108,28,2016,5.0,1.0,216818.52
17192,2018-01-11,1123964,328201.32,120001,3.0,2.0,1169.0,222200.0,108,9,2014,8.0,6.0,104584.79
17215,2018-01-10,1126450,267135.94,201600,0.0,1.0,407.0,351446.0,63,14,2014,7.0,7.0,209000.00
17243,2018-01-10,1127134,45333.09,121300,2.0,1.0,985.0,155157.0,63,63,2017,1.0,1.0,47785.43
17261,2018-01-09,1114633,295916.91,120096,3.0,2.0,1184.0,234210.0,49,15,2015,10.0,2.0,215900.00
17265,2018-01-09,1125759,263233.99,134000,1.0,1.0,540.0,215075.0,49,49,2017,3.0,1.0,264866.18
17275,2018-01-09,1121662,190789.99,146000,1.0,1.0,660.0,246314.0,49,29,2016,5.0,1.0,201463.65
17276,2018-01-09,1115301,415626.66,140072,1.0,1.0,685.0,164580.0,49,25,2016,5.0,1.0,156000.00
17284,2018-01-09,1126217,496582.67,292500,2.0,2.0,1353.0,367758.0,49,37,2016,5.0,3.0,306765.00
17318,2018-01-08,1114080,377815.81,112385,2.0,2.0,1050.0,152884.0,97,62,2016,8.0,3.0,377815.00
17346,2018-01-08,1126391,626739.01,329717,3.0,2.0,1232.0,379942.0,97,7,2009,5.0,2.0,296484.27
17385,2018-01-08,1114139,543728.0,399600,3.0,2.0,1870.0,525908.0,97,5,2009,8.0,4.0,569000.00
17387,2018-01-05,1124919,256703.1,152332,3.0,2.0,1565.0,229341.0,80,19,2013,7.0,4.0,301788.47
17395,2018-01-05,1125045,204413.24,90200,2.0,2.0,1175.0,238400.0,80,42,2016,11.0,1.0,71843.00
17424,2018-01-05,1122292,204055.81,140004,2.0,2.0,950.0,158334.0,80,68,2017,4.0,1.0,206029.87
17426,2018-01-05,1122622,314427.15,120000,2.0,2.0,782.0,131265.0,80,41,2016,8.0,1.0,318621.91
17448,2018-01-05,1125565,448363.87,179000,0.0,0.0,762.0,220841.0,80,23,2014,6.0,2.0,462398.90
17451,2018-01-05,1122718,167130.69,165000,0.0,1.0,787.0,236668.0,80,54,2016,3.0,2.0,168723.19
17464,2018-01-04,1108710,154428.08,112300,1.0,1.0,895.0,170050.0,101,55,2017,4.0,1.0,157604.17
17513,2018-01-03,1123460,356093.93,230000,3.0,3.0,1184.0,380022.0,67,42,2016,3.0,1.0,339000.00
17542,2018-01-03,1122709,276874.74,142000,3.0,2.0,1264.0,176472.0,67,47,2016,7.0,1.0,276874.74
17547,2018-01-03,1123960,23119.87,93035,2.0,2.0,1040.0,100849.0,67,56,2017,2.0,1.0,23119.87
17561,2018-01-03,1123640,560324.68,266800,1.0,2.0,1310.0,395751.0,67,41,2016,3.0,6.0,560709.68
17564,2018-01-03,1107378,451855.44,234738,1.0,1.0,729.0,423100.0,67,13,2014,4.0,1.0,330000.00
17685,2017-12-13,1121843,31292.4,186900,3.0,2.0,1380.0,250457.0,60,59,2017,2.0,2.0,33684.03
17688,2017-12-13,1122068,51807.96,301724,2.0,2.0,1158.0,417500.0,60,25,2015,1.0,2.0,33000.00
17692,2017-12-13,1119198,256856.22,145000,2.0,2.0,921.0,176251.0,60,31,2016,4.0,2.0,143650.00
17698,2017-12-13,1122489,168500.81,80434,0.0,1.0,307.0,247899.0,60,53,2017,6.0,1.0,100000.00
17785,2017-12-08,1119219,810332.5,901444,3.0,2.0,2224.0,424300.0,32,13,2015,1.0,6.0,990426.05
17786,2017-12-08,1119471,177254.16,149930,3.0,2.0,1220.0,183891.0,32,17,2016,4.0,2.0,129407.81
17808,2017-12-07,1121434,180094.25,117660,2.0,2.0,907.0,122795.0,82,27,2016,3.0,1.0,79142.00
17833,2017-12-06,1116164,246998.24,110001,2.0,2.0,1069.0,132633.0,25,10,2016,10.0,1.0,120000.00
17847,2017-12-06,1121690,113722.26,95354,1.0,1.0,740.0,130152.0,25,14,2016,4.0,2.0,116622.47
