,Date,Auction ID,Final Judgment,Assessed Value,Plaintiff Max Bid,Beds,Bath,Living Area,ZEstimate,Day Count,Place in Line,Court Year,Defendant Count,Previous Auctions,Status Binary
9248,2019-01-09,1186278,156623.74,119500,110774.90,2.0,2.0,1180.0,118714.0,68,52,2017,6.0,5.0,0.0
9263,2019-01-09,1165089,322823.65,252500,322823.65,2.0,2.0,1270.0,326574.0,68,42,2017,2.0,4.0,0.0
9296,2019-01-09,1182189,2082988.14,995775,2160003.34,3.0,3.0,2343.0,1485053.0,68,38,2016,4.0,3.0,0.0
9361,2019-01-08,1187646,1060340.29,840750,1060340.29,3.0,3.0,1641.0,1153846.0,155,130,2017,3.0,1.0,1.0
9369,2019-01-08,1181441,685737.93,489300,564960.00,2.0,2.0,1218.0,604778.0,155,153,2018,5.0,1.0,1.0
9370,2019-01-08,1181726,349480.84,133515,157080.00,2.0,1.0,610.0,173615.0,155,34,2014,2.0,2.0,1.0
9418,2019-01-08,1176815,220818.02,86900,230958.40,2.0,2.0,1036.0,104488.0,155,84,2016,2.0,3.0,0.0
9429,2019-01-08,1179641,316562.53,200550,186893.75,4.0,3.0,1500.0,250750.0,155,69,2016,3.0,2.0,1.0
9446,2019-01-07,1185135,1763404.74,604894,1770739.74,2.0,2.0,1529.0,815552.0,203,64,2016,13.0,1.0,1.0
9452,2019-01-07,1165088,362203.84,259300,374170.84,2.0,2.0,1245.0,398181.0,203,122,2017,4.0,2.0,1.0
9461,2019-01-07,1184913,31300.67,71797,32300.00,2.0,1.0,1036.0,102096.0,203,123,2017,5.0,1.0,1.0
9474,2019-01-07,1182787,252424.22,157700,255238.35,1.0,1.0,837.0,298350.0,203,163,2018,6.0,1.0,1.0
9478,2019-01-07,1165087,345708.06,182000,380354.43,2.0,2.0,980.0,235433.0,203,52,2015,3.0,9.0,0.0
9481,2019-01-07,1178820,207458.38,165278,207458.38,1.0,1.0,741.0,473700.0,203,68,2016,8.0,4.0,1.0
9484,2019-01-07,1185927,443337.56,205000,255021.50,2.0,2.0,1010.0,264384.0,203,66,2016,4.0,2.0,1.0
9505,2019-01-07,1185299,494992.66,290588,409000.00,2.0,2.0,985.0,413300.0,203,200,2018,7.0,1.0,1.0
9511,2019-01-07,1185273,430349.02,307100,370556.21,2.0,2.0,1245.0,392334.0,203,79,2016,5.0,1.0,1.0
9525,2019-01-07,1176858,350295.89,379477,350295.89,2.0,2.0,1882.0,747358.0,203,166,2018,4.0,1.0,1.0
9532,2019-01-07,1182780,245665.56,109200,132000.00,1.0,1.0,750.0,131512.0,203,151,2017,4.0,1.0,1.0
9540,2019-01-07,1184837,206477.32,85000,90000.00,2.0,2.0,816.0,115384.0,203,147,2017,4.0,1.0,1.0
9544,2019-01-07,1173080,160038.86,140700,148800.00,3.0,2.0,1100.0,185847.0,203,120,2017,3.0,1.0,1.0
9552,2019-01-07,1173431,167155.56,104908,92262.81,1.0,1.0,635.0,386100.0,203,107,2017,7.0,1.0,1.0
9597,2019-01-07,1179041,395389.14,362000,385963.06,3.0,3.0,1694.0,507762.0,203,132,2017,6.0,3.0,1.0
9599,2019-01-07,1176912,887535.9,436900,912650.31,2.0,2.0,1380.0,514227.0,203,89,2016,5.0,1.0,1.0
9618,2019-01-07,1183111,545706.78,307412,349900.00,2.0,2.0,1158.0,419409.0,203,2,2008,6.0,6.0,1.0
9623,2019-01-07,1184049,131856.75,76074,131856.75,1.0,1.0,655.0,226826.0,203,160,2017,2.0,3.0,0.0
9625,2019-01-07,1184553,184329.54,128260,113400.00,2.0,2.0,939.0,156307.0,203,62,2016,5.0,2.0,1.0
9635,2018-12-12,1181800,244625.78,124600,287857.49,2.0,2.0,1045.0,175826.0,47,8,2013,10.0,7.0,1.0
9643,2018-12-12,1183654,321649.34,312501,322406.47,2.0,2.0,1051.0,369093.0,47,24,2017,4.0,1.0,1.0
9647,2018-12-12,1182048,395179.39,140165,261329.64,1.0,1.0,712.0,193983.0,47,13,2016,3.0,1.0,1.0
9650,2018-12-12,1182181,102222.51,99000,110000.00,3.0,2.0,1195.0,134173.0,47,31,2017,11.0,2.0,1.0
9651,2018-12-12,1182367,192568.63,136000,167000.00,2.0,2.0,1075.0,168845.0,47,33,2017,7.0,1.0,1.0
9680,2018-12-11,1182707,277038.43,170100,169600.00,2.0,1.0,677.0,229620.0,19,4,2015,5.0,3.0,1.0
9685,2018-12-11,1176875,409686.91,177000,180400.00,2.0,2.0,1015.0,316500.0,19,12,2017,9.0,2.0,1.0
9691,2018-12-11,1174226,316110.0,152000,150000.00,3.0,2.0,1240.0,184127.0,19,16,2018,4.0,1.0,1.0
9698,2018-12-10,1183354,157052.54,207000,158383.89,3.0,2.0,1207.0,254656.0,84,63,2018,6.0,2.0,0.0
9701,2018-12-10,1181293,265299.07,108528,85050.00,3.0,1.0,1167.0,251600.0,84,65,2018,4.0,1.0,1.0
9707,2018-12-10,1183353,158461.25,252232,159301.49,1.0,1.0,966.0,413100.0,84,82,2018,5.0,1.0,0.0
9713,2018-12-10,1182585,386521.32,233100,333751.00,2.0,2.0,1040.0,433900.0,84,31,2016,6.0,5.0,1.0
9716,2018-12-10,1173020,615292.58,360270,566400.69,2.0,2.0,1397.0,646346.0,84,22,2015,4.0,10.0,0.0
9724,2018-12-10,1168790,609268.22,445000,589508.98,2.0,2.0,1260.0,649990.0,84,32,2016,7.0,1.0,1.0
9748,2018-12-10,1182640,224790.46,87550,120000.00,2.0,2.0,1192.0,113657.0,84,74,2018,5.0,1.0,1.0
9778,2018-12-05,1180544,206743.91,108528,97200.00,3.0,1.0,1167.0,125351.0,52,45,2018,3.0,1.0,1.0
9782,2018-12-05,1173274,114133.48,220000,115761.11,1.0,1.0,690.0,304512.0,52,8,2012,1.0,2.0,0.0
9800,2018-12-05,1183042,208852.56,137000,153000.00,2.0,1.0,1050.0,167098.0,52,37,2017,2.0,1.0,1.0
9810,2018-12-05,1180362,228418.73,159000,151200.00,2.0,1.0,958.0,186560.0,52,10,2012,4.0,3.0,1.0
9824,2018-12-04,1181456,152921.09,113700,82500.00,2.0,2.0,1156.0,125862.0,20,7,2016,7.0,3.0,1.0
9841,2018-12-03,1172038,242145.05,116813,163000.00,1.0,1.0,790.0,171154.0,138,98,2017,6.0,1.0,1.0
9858,2018-12-03,1167534,399492.59,158540,158760.00,3.0,2.0,1205.0,798700.0,138,92,2017,11.0,1.0,1.0
9905,2018-12-03,1167898,258354.14,119000,123768.77,2.0,2.0,1077.0,170435.0,138,71,2017,7.0,1.0,1.0
9906,2018-12-03,1181399,195135.14,131890,109650.00,3.0,2.0,1266.0,165400.0,138,127,2018,3.5,1.0,1.0
9917,2018-12-03,1181400,233790.55,89612,156330.00,4.0,2.0,1716.0,203431.0,138,135,2018,3.0,1.0,1.0
9942,2018-12-03,1181398,382441.35,194037,208100.00,2.0,1.0,926.0,238370.0,138,85,2017,5.0,1.0,1.0
9970,2018-11-28,1180357,2197876.05,1871759,2482900.00,3.0,3.0,2640.0,2765873.0,16,9,2016,7.0,3.0,0.0
9988,2018-11-27,1181300,695501.64,238450,703049.24,1.0,1.0,562.0,306675.0,19,9,2017,6.0,1.0,1.0
9990,2018-11-27,1180078,1004262.97,320351,360000.00,2.0,2.0,1200.0,447545.0,19,16,2017,5.0,2.0,1.0
10015,2018-11-26,1171108,306853.48,140000,131750.00,2.0,1.0,861.0,225385.0,93,50,2016,3.0,1.0,1.0
10123,2018-11-21,1178171,93380.97,120000,95152.29,2.0,2.0,978.0,138670.0,38,24,2017,2.0,1.0,1.0
10135,2018-11-20,1179490,240296.22,107635,80200.00,2.0,1.0,634.0,119488.0,24,5,2015,3.0,1.0,1.0
10186,2018-11-19,1177597,304993.43,128400,145350.00,3.0,2.0,880.0,155169.0,69,33,2016,3.0,1.0,1.0
10194,2018-11-19,1175520,314704.4,136394,318332.01,2.0,2.0,922.0,232505.0,69,41,2017,2.0,3.0,1.0
10208,2018-11-14,1169708,285025.52,164000,170158.49,2.0,2.0,970.0,197460.0,29,12,2017,6.0,1.0,1.0
10257,2018-11-13,1176756,12704.44,137000,12704.44,3.0,2.0,1230.0,174401.0,113,99,2018,2.0,1.0,1.0
10262,2018-11-13,1178015,560324.68,266800,560324.68,1.0,2.0,1310.0,389410.0,113,54,2016,3.0,6.0,0.0
10263,2018-11-13,1177605,227692.6,154500,202400.00,2.0,1.0,1056.0,216733.0,113,86,2017,5.0,1.0,1.0
10269,2018-11-13,1164371,160653.48,50715,108000.00,2.0,2.0,1315.0,112648.0,113,33,2015,2.0,2.0,1.0
10287,2018-11-13,1178481,11703.52,203900,12000.00,1.0,1.0,600.0,242216.0,113,110,2018,2.0,2.0,1.0
10300,2018-11-13,1174018,261182.12,212600,261182.12,0.0,0.0,1635.0,359472.0,113,95,2018,6.0,1.0,1.0
10305,2018-11-13,1176836,512451.06,206115,260300.00,0.0,0.0,1963.0,296400.0,113,113,2018,7.0,1.0,1.0
10311,2018-11-13,1163894,688328.04,310982,460000.00,2.0,2.0,1251.0,494800.0,113,87,2017,4.0,1.0,1.0
10329,2018-11-13,1163749,413240.36,216000,346500.00,2.0,2.0,1525.0,348487.0,113,67,2017,4.0,1.0,1.0
10330,2018-11-13,1176827,370348.38,191800,204000.00,2.0,2.0,1085.0,247815.0,113,93,2017,5.0,1.0,1.0
10350,2018-11-07,1168617,407167.08,210000,407167.08,0.0,0.0,1220.0,335340.0,55,9,2015,6.0,4.0,0.0
10373,2018-11-07,1173376,777118.5,627741,777118.50,2.0,2.0,1130.0,811366.0,55,12,2015,3.0,3.0,1.0
10385,2018-11-06,1177424,192237.15,115400,110800.07,1.0,1.0,670.0,384100.0,89,11,2017,4.0,1.0,1.0
10391,2018-11-06,1177433,844663.52,412000,504000.00,2.0,2.0,1430.0,611599.0,89,2,2010,7.0,1.0,1.0
10414,2018-11-05,1172982,156623.74,119500,101700.00,2.0,2.0,1180.0,115914.0,93,78,2017,6.0,5.0,0.0
10419,2018-11-05,1176736,386521.32,233100,318000.00,2.0,2.0,1040.0,434700.0,93,48,2016,6.0,5.0,0.0
10425,2018-11-05,1163530,188359.37,90000,192056.57,0.0,0.0,810.0,257738.0,93,33,2016,1.0,1.0,1.0
10439,2018-11-05,1166007,197072.49,233481,201028.35,3.0,2.0,1270.0,296503.0,93,80,2017,4.0,2.0,1.0
10481,2018-11-05,1175652,137655.6,97000,138758.82,1.0,1.0,725.0,119647.0,93,84,2017,3.0,1.0,1.0
10482,2018-11-05,1162876,2082988.14,995775,2129726.08,3.0,3.0,2343.0,1440734.0,93,59,2016,4.0,3.0,0.0
10502,2018-10-31,1176843,246952.65,117700,160000.00,2.0,2.0,926.0,160701.0,44,35,2017,2.0,1.0,1.0
10507,2018-10-31,1176348,1184305.42,800000,1256401.74,3.0,2.0,2290.0,2940810.0,44,15,2016,2.0,3.0,1.0
10512,2018-10-31,1176744,227076.99,124129,111500.00,2.0,1.0,752.0,172396.0,44,36,2017,5.0,1.0,1.0
10529,2018-10-30,1167536,164249.36,99360,109786.86,1.0,1.0,634.0,264500.0,25,10,2016,6.0,1.0,1.0
10547,2018-10-29,1172136,180752.57,162824,143500.00,2.0,2.0,1250.0,190071.0,84,78,2018,5.0,1.0,1.0
10552,2018-10-29,1174415,23568.81,61079,23568.81,1.0,1.0,620.0,76279.0,84,63,2017,1.0,1.0,1.0
10555,2018-10-29,1175648,283963.27,130950,120200.00,2.0,1.0,968.0,170523.0,84,31,2016,2.0,3.0,1.0
10557,2018-10-29,1172407,269308.14,151525,142760.00,3.0,2.0,1114.0,178623.0,84,50,2017,4.0,1.0,1.0
10558,2018-10-29,1174848,9287.77,162750,12296.80,3.0,2.0,1325.0,186184.0,84,65,2017,2.0,3.0,1.0
10570,2018-10-29,1175505,150916.98,97868,138000.00,0.0,1.0,432.0,125081.0,84,61,2017,5.0,1.0,1.0
10571,2018-10-29,1176042,177485.11,119000,117660.00,1.0,1.0,810.0,150742.0,84,69,2017,5.0,1.0,1.0
10584,2018-10-29,1173651,328113.79,127602,122310.00,1.0,1.0,507.0,174660.0,84,35,2016,10.0,3.0,0.0
10597,2018-10-29,1177244,286062.68,125001,150000.00,3.0,3.0,1234.0,150667.0,84,60,2017,3.0,1.0,1.0
10612,2018-10-29,1175649,149116.59,78000,117000.00,1.0,1.0,473.0,118904.0,84,64,2017,6.0,1.0,1.0
10618,2018-10-29,1174509,229873.17,145500,176000.00,2.0,2.0,1010.0,197400.0,84,59,2017,7.0,1.0,1.0
10625,2018-10-29,1174243,1176566.25,1009400,1176566.25,3.0,4.0,3200.0,1542952.0,84,72,2018,2.0,1.0,1.0
10628,2018-10-24,1165700,462599.99,312141,345213.18,0.0,1.0,760.0,405312.0,31,21,2016,4.0,1.0,1.0
10645,2018-10-24,1173692,443183.98,281100,446301.05,2.0,2.0,1190.0,409541.0,31,23,2016,9.0,1.0,1.0
10661,2018-10-23,1175404,750910.96,317900,428375.39,1.0,2.0,1975.0,888368.0,30,24,2017,3.0,1.0,1.0
10663,2018-10-23,1174399,152921.09,113700,80100.00,2.0,2.0,1156.0,131281.0,30,14,2016,7.0,3.0,0.0
10669,2018-10-23,1175429,468102.52,213400,259000.00,1.0,1.0,726.0,314727.0,30,27,2017,4.0,1.0,1.0
10675,2018-10-23,1174270,17108.64,172000,25669.98,4.0,2.0,1716.0,172000.0,30,25,2017,1.0,5.0,1.0
10703,2018-10-22,1155951,242365.13,130000,112677.78,1.0,1.0,620.0,149808.0,80,41,2016,5.0,1.0,1.0
10708,2018-10-22,1170524,288085.68,185816,305725.99,0.0,1.0,795.0,415600.0,80,21,2015,8.0,5.0,0.0
10722,2018-10-22,1174518,443337.56,205000,255000.00,2.0,2.0,1010.0,264511.0,80,31,2016,4.0,2.0,0.0
10723,2018-10-22,1174200,15190.21,65450,12560.16,1.0,2.0,760.0,70024.0,80,63,2017,7.0,3.0,0.0
10725,2018-10-22,1173685,207405.43,267510,214268.20,2.0,2.0,1218.0,327191.0,80,20,2015,7.0,4.0,1.0
10734,2018-10-22,1155945,316562.53,200550,210401.15,4.0,3.0,1500.0,245656.0,80,33,2016,3.0,2.0,0.0
10747,2018-10-22,1160920,371716.86,175416,220158.07,1.0,2.0,875.0,239476.0,80,35,2016,4.0,3.0,0.0
10759,2018-10-17,1173098,291791.0,107000,84500.00,1.0,1.0,588.0,127588.0,70,19,2015,9.0,1.0,1.0
10780,2018-10-17,1173128,41956.27,122574,37887.40,2.0,1.0,1000.0,391200.0,70,53,2017,4.0,1.0,1.0
10784,2018-10-17,1173127,126051.81,100937,87425.00,1.0,1.0,722.0,125078.0,70,58,2017,4.0,1.0,1.0
10785,2018-10-17,1172973,727502.21,377200,448325.00,3.0,2.0,1866.0,540897.0,70,33,2016,3.5,1.0,1.0
10796,2018-10-17,1173673,304448.96,281000,290000.00,2.0,2.0,1357.0,350920.0,70,62,2018,9.0,1.0,1.0
10798,2018-10-17,1173006,597504.53,331600,408360.00,2.0,2.0,1425.0,427713.0,70,11,2014,4.0,5.0,0.0
10800,2018-10-17,1174242,178928.61,99360,137000.00,2.0,1.0,784.0,144979.0,70,54,2017,4.0,1.0,1.0
10801,2018-10-17,1174390,210189.98,153000,173900.00,2.0,2.0,1036.0,357200.0,70,57,2017,5.0,1.0,1.0
10802,2018-10-17,1173081,853726.22,597038,859730.74,2.0,2.0,1734.0,888063.0,70,45,2017,6.0,1.0,1.0
10823,2018-10-16,1172173,196986.49,128000,141000.00,1.0,1.0,710.0,158708.0,79,57,2017,5.0,1.0,1.0
10825,2018-10-16,1170956,207458.38,165278,132441.00,1.0,1.0,741.0,469500.0,79,35,2016,8.0,4.0,0.0
10826,2018-10-16,1172954,190419.52,112000,131100.00,1.0,1.0,680.0,142360.0,79,62,2017,3.0,1.0,1.0
10827,2018-10-16,1174388,32522.64,190400,33200.00,3.0,2.0,1688.0,258887.0,79,27,2015,2.0,4.0,0.0
10841,2018-10-16,1172174,186464.61,122364,186464.61,2.0,2.0,1113.0,128737.0,79,55,2017,4.0,2.0,0.0
10846,2018-10-16,1172442,269354.26,91463,272898.20,2.0,2.0,917.0,135099.0,79,21,2014,6.0,3.0,1.0
10859,2018-10-16,1172138,168867.74,105500,116450.00,1.0,1.0,735.0,134213.0,79,77,2018,2.0,1.0,1.0
10879,2018-10-16,1174549,129097.29,74736,55100.00,1.0,1.0,1036.0,79984.0,79,56,2017,4.0,2.0,1.0
10880,2018-10-16,1171642,766542.97,289524,315000.00,2.0,2.0,1255.0,373671.0,79,45,2016,4.0,2.0,1.0
10881,2018-10-16,1172172,10813.6,96625,11283.56,0.0,0.0,340.0,115575.0,79,67,2017,7.0,1.0,1.0
10898,2018-10-16,1172408,222871.51,233757,225042.56,2.0,2.0,1316.0,283843.0,79,58,2017,3.0,1.0,1.0
10900,2018-10-15,1170515,969066.94,639500,1008980.18,2.0,2.0,1322.0,666402.0,97,10,2012,5.0,2.0,1.0
10905,2018-10-15,1159464,488284.05,380000,449000.00,2.0,2.0,1450.0,509503.0,97,57,2017,2.0,1.0,1.0
10910,2018-10-15,1168960,661778.58,264241,340425.00,3.0,2.0,1428.0,424877.0,97,20,2014,4.0,2.0,1.0
10952,2018-10-15,1171323,114974.87,141900,116343.05,2.0,1.0,1596.0,179259.0,97,41,2016,8.0,1.0,1.0
10953,2018-10-15,1170955,29845.97,44000,31196.97,1.0,1.0,688.0,272500.0,97,69,2017,1.0,2.0,1.0
10954,2018-10-15,1160020,180542.99,91670,95580.00,1.0,1.0,710.0,276900.0,97,61,2017,2.0,1.0,1.0
10964,2018-10-15,1169105,411297.37,201250,215000.00,2.0,2.0,1520.0,264555.0,97,1,2008,5.0,5.0,1.0
10973,2018-10-15,1171149,103924.9,68000,49300.00,2.0,2.0,1012.0,92989.0,97,89,2018,5.0,1.0,1.0
10976,2018-10-15,1171107,145655.13,132223,131600.00,2.0,1.0,1026.0,353500.0,97,64,2017,6.0,1.0,1.0
10987,2018-10-15,1172124,215301.03,195879,199000.00,1.0,1.0,825.0,243333.0,97,50,2016,6.0,3.0,1.0
11073,2018-10-09,1163216,298796.92,130950,136080.00,2.0,1.0,968.0,177727.0,70,32,2016,4.0,1.0,1.0
11089,2018-10-09,1169890,262293.12,150300,164000.00,2.0,2.0,1083.0,198815.0,70,65,2018,3.0,1.0,1.0
11113,2018-10-09,1159157,260910.38,119000,137280.00,2.0,2.0,877.0,280800.0,70,14,2014,4.0,1.0,1.0
11143,2018-10-03,1169829,112855.59,108000,109650.00,2.0,2.0,758.0,140479.0,76,45,2017,6.0,1.0,1.0
11144,2018-10-03,1169743,395852.55,272186,398402.50,1.0,1.0,829.0,415600.0,76,65,2018,6.0,1.0,1.0
11154,2018-10-03,1168793,251682.38,135800,287478.13,2.0,1.0,1156.0,190118.0,76,20,2015,11.0,7.0,1.0
11155,2018-10-03,1172053,448010.56,161088,153000.00,2.0,2.0,1383.0,221300.0,76,24,2016,7.0,1.0,1.0
11159,2018-10-03,1172114,263258.38,113500,126000.00,2.0,1.0,998.0,140438.0,76,19,2015,4.0,1.0,1.0
11163,2018-10-03,1170215,352952.11,102860,153750.00,3.0,2.0,1033.0,194143.0,76,33,2016,7.0,3.0,0.0
11167,2018-10-03,1168787,288188.64,107640,304843.26,0.0,0.0,1149.0,133811.0,76,41,2017,6.0,3.0,1.0
11170,2018-10-03,1169818,298857.34,197000,223000.00,3.0,2.0,1070.0,239665.0,76,73,2018,5.0,1.0,1.0
11171,2018-10-03,1169123,379118.09,213000,241000.00,3.0,2.0,1790.0,256872.0,76,57,2017,5.0,1.0,1.0
11173,2018-10-03,1169740,491796.95,525453,495738.51,2.0,2.0,1532.0,686612.0,76,66,2018,5.0,1.0,1.0
11175,2018-10-03,1169955,71595.6,128391,71514.26,2.0,2.0,1000.0,164742.0,76,61,2017,2.0,1.0,1.0
11176,2018-10-03,1169844,34603.81,140076,35600.00,1.0,2.0,997.0,183787.0,76,30,2016,3.0,1.0,1.0
11182,2018-10-03,1169893,824112.7,314780,277304.00,2.0,2.0,1174.0,417829.0,76,5,2010,4.0,3.0,1.0
11183,2018-10-02,1166134,516379.11,275000,315000.00,0.0,0.0,1120.0,329443.0,72,32,2015,6.0,7.0,1.0
11188,2018-10-02,1166138,386521.32,233100,402464.94,2.0,2.0,1040.0,433800.0,72,40,2016,6.0,5.0,0.0
11195,2018-10-02,1171895,28685.86,55800,28685.86,3.0,2.0,959.0,69979.0,72,72,2018,1.0,1.0,1.0
11210,2018-10-02,1169477,504452.97,363696,504452.97,2.0,2.0,1267.0,752681.0,72,31,2015,6.0,2.0,1.0
11213,2018-10-02,1166756,220818.02,86900,227330.82,2.0,2.0,1036.0,106664.0,72,44,2016,2.0,3.0,0.0
11218,2018-10-02,1169812,202682.02,143000,199000.00,0.0,0.0,762.0,184509.0,72,71,2018,4.0,1.0,1.0
11221,2018-10-02,1167396,16836.98,130000,16836.98,2.0,2.0,965.0,159610.0,72,52,2017,1.0,1.0,1.0
11234,2018-10-02,1169746,105169.46,165000,105169.46,0.0,0.0,1100.0,310600.0,72,69,2018,5.0,1.0,1.0
11266,2018-10-01,1157052,315002.15,221299,225000.00,1.0,1.0,736.0,298795.0,64,27,2016,3.0,1.0,1.0
11281,2018-10-01,1162106,226196.66,96300,81000.00,1.0,1.0,550.0,114091.0,64,48,2017,18.0,1.0,1.0
11286,2018-10-01,1172073,179456.75,698600,150000.00,2.0,2.0,1097.0,683109.0,64,64,2018,3.0,2.0,1.0
11291,2018-10-01,1161877,619766.92,358700,619766.92,2.0,2.0,1824.0,609543.0,64,13,2015,6.0,1.0,1.0
11298,2018-10-01,1165981,154911.51,125440,100093.38,2.0,1.0,948.0,165032.0,64,26,2016,2.0,3.0,1.0
11299,2018-10-01,1172980,160353.22,191000,161088.76,2.0,2.0,1346.0,249600.0,64,45,2017,5.0,1.0,1.0
11325,2018-09-26,1165013,215379.36,185400,224182.91,3.0,2.0,1571.0,246470.0,113,47,2016,3.0,9.0,0.0
11331,2018-09-26,1167633,186557.45,118720,129000.00,2.0,2.0,798.0,293000.0,113,24,2014,8.0,1.0,1.0
11336,2018-09-26,1168399,673784.95,313100,453000.00,3.0,3.0,1840.0,503911.0,113,88,2017,6.0,1.0,1.0
11349,2018-09-26,1165480,400914.55,286400,338600.00,2.0,2.0,1673.0,363037.0,113,13,2012,4.0,6.0,1.0
11364,2018-09-26,1167099,166520.92,83738,78200.00,1.0,1.0,664.0,110387.0,113,69,2017,4.0,3.0,0.0
11407,2018-09-26,1167389,202323.15,149000,152000.00,2.0,2.0,1060.0,212314.0,113,83,2017,7.0,1.0,1.0
11414,2018-09-25,1156871,355186.68,196978,362389.18,2.0,2.0,1075.0,368870.0,34,21,2016,4.0,2.0,0.0
11417,2018-09-25,1160792,309601.18,224539,237705.78,0.0,1.0,868.0,195627.0,34,26,2017,5.0,2.0,1.0
11437,2018-09-25,1170721,152921.09,113700,80100.00,2.0,2.0,1156.0,125193.0,34,16,2016,7.0,3.0,0.0
11451,2018-09-24,1150833,186346.69,107200,122501.85,2.0,2.0,890.0,155009.0,51,35,2017,4.0,1.0,1.0
11455,2018-09-24,1164870,253979.88,154000,170000.00,3.0,2.0,1252.0,193766.0,51,3,2009,11.0,5.0,1.0
11460,2018-09-24,1156221,67167.48,111550,68767.48,2.0,2.0,956.0,123751.0,51,48,2017,3.0,1.0,1.0
11480,2018-09-24,1156801,410562.62,219252,270040.00,2.0,2.0,1052.0,408700.0,51,44,2017,4.0,1.0,1.0
11497,2018-09-18,1169183,398627.69,177555,233750.00,1.0,1.0,890.0,255591.0,78,68,2017,2.0,1.0,1.0
11499,2018-09-18,1159300,159542.88,120360,118000.00,3.0,2.0,1255.0,163216.0,78,56,2017,4.0,4.0,1.0
11502,2018-09-18,1155978,395389.14,362000,395389.14,3.0,3.0,1694.0,538229.0,78,58,2017,6.0,3.0,0.0
11524,2018-09-18,1169841,47039.05,54600,47039.05,1.0,1.0,784.0,243200.0,78,66,2017,3.0,1.0,1.0
11545,2018-09-18,1170211,627084.81,395118,374994.93,2.0,2.0,1280.0,571753.0,78,39,2016,6.0,1.0,1.0
11551,2018-09-18,1169182,227036.51,105001,133000.00,3.0,2.0,1062.0,131834.0,78,61,2017,2.0,1.0,1.0
11557,2018-09-18,1164547,615292.58,360270,615292.58,2.0,2.0,1397.0,627305.0,78,22,2015,4.0,10.0,0.0
11565,2018-09-17,1162325,15190.21,65450,13189.65,1.0,2.0,760.0,75000.0,58,53,2017,7.0,3.0,0.0
11581,2018-09-17,1155512,153210.08,122100,156538.17,1.0,1.0,978.0,142668.0,58,33,2016,3.0,2.0,1.0
11622,2018-09-12,1165829,506616.84,178000,192139.69,1.0,1.0,1005.0,218023.0,70,41,2016,7.0,1.0,1.0
11628,2018-09-12,1154424,195172.94,109200,117900.00,1.0,1.0,750.0,129341.0,70,49,2017,3.0,1.0,1.0
11638,2018-09-12,1159310,817727.65,254000,830054.84,2.0,2.0,1116.0,383130.0,70,53,2017,3.0,1.0,1.0
11682,2018-09-11,1163767,413096.07,122000,145365.00,1.0,1.0,595.0,261800.0,91,60,2017,2.0,1.0,1.0
11700,2018-09-11,1164835,121249.52,132000,121249.52,1.0,1.0,767.0,163508.0,91,54,2016,7.0,2.0,0.0
11715,2018-09-11,1163729,184632.47,187920,187100.07,2.0,2.0,968.0,215756.0,91,77,2017,3.0,1.0,1.0
11730,2018-09-11,1165247,286307.77,123000,156000.00,3.0,2.0,1519.0,164900.0,91,79,2017,5.0,1.0,1.0
11736,2018-09-11,1165485,200999.2,186910,196966.00,2.0,2.0,914.0,271113.0,91,47,2016,4.0,2.0,0.0
11755,2018-09-11,1167910,536049.54,250507,554915.35,2.0,2.0,1143.0,340619.0,91,46,2016,5.0,5.0,0.0
11762,2018-09-05,1163365,236076.47,160000,141439.76,3.0,2.0,1258.0,210107.0,52,10,2013,6.0,6.0,1.0
11772,2018-09-05,1167415,327350.01,161455,221000.00,2.0,2.0,1200.0,225249.0,52,19,2015,5.0,1.0,1.0
11800,2018-09-05,1166113,269319.37,162545,202406.36,1.0,1.0,507.0,228473.0,52,30,2016,8.0,1.0,1.0
11821,2018-09-04,1146780,332329.91,144000,333320.49,2.0,2.0,937.0,223372.0,35,16,2016,11.0,1.0,1.0
11823,2018-09-04,1162621,18788.02,367800,18788.02,2.0,2.0,1580.0,503924.0,35,35,2017,11.0,1.0,0.0
11834,2018-09-04,1161444,445235.96,152509,105300.00,3.0,2.0,1205.0,213888.0,35,20,2016,5.0,2.0,1.0
11857,2018-08-29,1165080,204958.44,127000,158000.00,1.0,1.0,710.0,157208.0,46,37,2017,8.0,1.0,1.0
11872,2018-08-29,1165406,151385.9,102463,151385.90,1.0,1.0,730.0,130901.0,46,44,2018,3.0,2.0,1.0
11873,2018-08-29,1165034,120514.21,72450,59250.00,1.0,1.0,826.0,255800.0,46,43,2018,3.0,1.0,1.0
11878,2018-08-29,1162911,267306.28,167100,160800.00,2.0,2.0,1110.0,191004.0,46,25,2016,4.0,1.0,1.0
11884,2018-08-28,1163738,27285.96,98400,27600.00,2.0,2.0,1050.0,126489.0,92,45,2016,2.0,1.0,1.0
11885,2018-08-28,1163895,25229.31,143750,25229.31,3.0,2.0,1638.0,203452.0,92,47,2016,1.0,1.0,1.0
11886,2018-08-28,1165695,207180.41,107415,115900.00,1.0,1.0,750.0,262500.0,92,43,2016,7.0,1.0,1.0
11890,2018-08-28,1164849,260735.32,65982,71000.00,1.0,1.0,658.0,75006.0,92,71,2017,3.0,1.0,1.0
11897,2018-08-28,1164536,59112.34,156163,59112.34,0.0,0.0,1275.0,280588.0,92,70,2017,1.0,2.0,0.0
11900,2018-08-28,1163913,481967.9,166950,224000.00,2.0,2.0,963.0,215344.0,92,74,2017,5.0,1.0,1.0
