,Date,Auction ID,Final Judgment,Assessed Value,Plaintiff Max Bid,Beds,Bath,Living Area,ZEstimate,Day Count,Place in Line,Court Year,Defendant Count,Previous Auctions,Sold Amount
14171,2018-05-18,1147352,115054.95,132190,115054.95,2.0,2.0,882.0,201863.0,40,40,2018,4.0,1.0,120600.0
14177,2018-05-18,1147670,134727.98,122364,103740.00,2.0,2.0,1113.0,146170.0,40,25,2016,8.0,1.0,110100.0
14243,2018-05-16,1131448,214415.55,112549,101250.00,1.0,1.0,801.0,162516.0,47,16,2015,4.0,1.0,115600.0
14369,2018-05-11,1145923,115377.18,148983,116677.18,2.0,2.0,1137.0,165179.0,62,59,2017,2.5,1.0,138200.0
14484,2018-05-02,1144254,130938.71,167400,144040.92,2.0,2.0,996.0,186194.0,49,20,2014,3.0,5.0,147700.0
14635,2018-04-26,1144292,273197.46,361800,275471.46,1.0,1.0,1102.0,443200.0,22,20,2017,5.0,1.0,275500.0
14673,2018-04-24,1143243,147977.53,99492,101400.00,2.0,1.0,600.0,129746.0,46,43,2017,3.0,1.0,106400.0
14755,2018-04-23,1139600,205658.61,181440,154600.00,3.0,2.0,1523.0,215274.0,59,55,2017,6.0,1.0,154700.0
14785,2018-04-19,1127257,206833.41,143260,133000.00,2.0,2.0,1190.0,186703.0,61,13,2017,3.0,1.0,150800.0
14841,2018-04-17,1141743,21288.58,72332,21700.00,2.0,1.0,1036.0,113296.0,50,44,2017,1.0,1.0,56200.0
14870,2018-04-16,1138933,357369.0,172855,139965.00,2.0,2.0,1430.0,228920.0,64,55,2017,2.0,1.0,160100.0
14895,2018-04-16,1138851,547882.27,354000,337565.69,2.0,2.0,1505.0,414615.0,64,59,2017,4.0,1.0,337600.0
14928,2018-04-13,1129609,73312.82,88500,73312.82,1.0,1.0,900.0,121195.0,22,17,2017,8.0,1.0,77000.0
14986,2018-04-11,1139784,508546.16,297128,327250.00,2.0,2.0,1362.0,469633.0,64,30,2016,7.0,6.0,332000.0
14987,2018-04-11,1140370,212802.9,127500,111653.95,1.0,1.0,574.0,519500.0,64,15,2014,6.0,1.0,122500.0
14993,2018-04-11,1140918,277195.18,210000,210900.00,3.0,2.0,1464.0,246506.0,64,29,2016,4.0,1.0,211000.0
15010,2018-04-11,1141193,29264.37,182574,29264.37,3.0,2.0,1523.0,216562.0,64,63,2017,1.0,1.0,35100.0
15054,2018-04-10,1109848,284051.98,142800,131750.00,2.0,2.0,1415.0,193900.0,38,15,2015,4.0,1.0,138300.0
15142,2018-04-05,1139466,78895.14,90000,78895.14,2.0,2.0,970.0,110255.0,113,21,2016,8.0,4.0,79300.0
15231,2018-04-03,1140169,186273.65,205000,194686.49,3.0,2.0,1313.0,247523.0,10,10,2017,7.0,3.0,195200.0
15244,2018-04-02,1136917,225694.05,230000,241400.00,2.0,2.0,1276.0,333799.0,44,38,2017,10.0,1.0,241500.0
15250,2018-04-02,1136716,169883.2,93450,52885.94,2.0,1.0,860.0,160000.0,44,35,2016,5.0,1.0,52900.0
15373,2018-03-27,1139148,365787.0,367400,395127.00,2.0,2.0,952.0,292200.0,50,48,2017,4.0,4.0,397100.0
15395,2018-03-26,1139143,418843.03,310859,418843.00,2.0,2.0,1552.0,433458.0,60,14,2015,5.0,4.0,418900.0
15493,2018-03-22,1140931,360801.45,216000,214900.00,3.0,2.0,1478.0,352843.0,38,22,2015,5.0,1.0,222100.0
15533,2018-03-21,1137228,16283.2,357319,20210.07,0.0,0.0,1760.0,721845.0,72,62,2017,1.0,4.0,180100.0
15568,2018-03-20,1139141,254408.81,111089,104447.93,2.0,2.0,804.0,158709.0,21,5,2015,10.0,1.0,111200.0
15609,2018-03-19,1138209,187078.08,91290,51707.70,2.0,2.0,940.0,102749.0,64,33,2016,4.0,2.0,66100.0
15668,2018-03-16,1136097,285232.23,168286,141973.52,2.0,2.0,955.0,199520.0,27,11,2016,10.0,1.0,142000.0
15697,2018-03-15,1136701,13770.32,234000,15493.82,2.0,2.0,1286.0,342859.0,114,65,2017,2.0,1.0,32900.0
15831,2018-03-12,1132974,270940.93,126442,125300.00,2.0,1.0,952.0,154472.0,33,22,2016,3.0,2.0,134400.0
15905,2018-03-07,1134995,58990.19,488000,58990.19,2.0,2.0,1340.0,692669.0,11,3,2012,1.0,6.0,111300.0
15918,2018-03-06,1135995,9577.77,100937,9577.77,1.0,1.0,722.0,118309.0,23,21,2017,4.0,1.0,46300.0
15922,2018-03-06,1136001,198354.22,70300,71886.62,1.0,1.0,813.0,95423.0,23,13,2016,7.0,1.0,71900.0
16010,2018-03-02,1131110,80224.6,144800,87874.26,2.0,1.0,743.0,140769.0,19,14,2016,7.0,8.0,120100.0
16135,2018-02-23,1119692,152609.59,168592,115500.00,1.0,1.0,760.0,171529.0,14,14,2017,4.0,1.0,120200.0
16174,2018-02-21,1133042,260797.2,22975,76375.00,1.0,1.0,603.0,131452.0,33,5,2010,5.0,2.0,76400.0
16177,2018-02-21,1134764,160079.7,122100,162000.00,1.0,1.0,630.0,267300.0,33,20,2016,3.0,2.0,162100.0
16226,2018-02-20,1129479,8376.27,142000,8376.27,3.0,2.0,1264.0,183068.0,45,27,2016,1.0,2.0,125100.0
16243,2018-02-16,1132569,8062.5,205000,8062.50,2.0,2.0,1010.0,256753.0,44,27,2016,1.0,2.0,50100.0
16444,2018-02-08,1131328,203387.4,150200,108471.99,2.0,2.0,970.0,180186.0,73,21,2017,7.0,2.0,166000.0
16449,2018-02-08,1127418,195549.83,169496,145283.98,2.0,2.0,1350.0,211987.0,73,18,2017,6.0,1.0,170200.0
16540,2018-02-05,1126689,310358.02,195000,196362.90,3.0,2.0,1260.0,227923.0,34,28,2016,5.0,1.0,196400.0
16546,2018-02-02,1127576,206902.0,156450,140774.35,2.0,2.0,845.0,186355.0,11,11,2017,2.0,5.0,146100.0
16571,2018-02-01,1130981,126400.83,118000,88269.00,2.0,2.0,898.0,343900.0,72,5,2014,3.0,5.0,106900.0
16587,2018-01-31,1130346,133415.73,203900,140184.79,0.0,1.0,570.0,249343.0,21,10,2015,9.0,2.0,153100.0
16771,2018-01-24,1130328,195423.96,118346,71300.00,1.0,1.0,750.0,238700.0,62,39,2016,9.0,1.0,97600.0
16789,2018-01-24,1130343,39923.03,180697,39923.03,2.0,2.0,1050.0,190538.0,62,40,2016,2.0,1.0,195200.0
16847,2018-01-23,1126704,125012.76,109000,89800.00,1.0,1.0,727.0,133625.0,61,24,2015,16.0,3.0,91600.0
16937,2018-01-19,1125883,269774.45,126521,109350.00,2.0,1.0,1025.0,135572.0,54,35,2016,16.0,1.0,109400.0
16951,2018-01-19,1127269,196977.66,98682,92200.00,1.0,1.0,542.0,114529.0,54,31,2016,3.0,1.0,92300.0
17013,2018-01-17,1127273,173675.44,112035,91586.00,2.0,2.0,980.0,125533.0,53,25,2015,14.0,1.0,96100.0
17327,2018-01-08,1114357,71364.23,119288,65415.91,1.0,1.0,712.0,142100.0,97,75,2016,11.0,1.0,119200.0
17525,2018-01-03,1123462,53532.84,105900,53532.84,4.0,3.0,1660.0,129484.0,67,53,2017,6.0,1.0,73100.0
17574,2017-12-15,1117690,23828.79,324928,23828.79,2.0,2.0,1093.0,324916.0,43,39,2017,1.0,2.0,23900.0
17629,2017-12-14,1118189,137634.85,126500,87172.56,2.0,2.0,1025.0,266100.0,123,53,2016,2.0,2.0,129100.0
17806,2017-12-07,1106355,101696.97,104100,89860.56,1.0,1.0,865.0,141733.0,82,13,2015,5.0,3.0,110300.0
17952,2017-12-01,1104186,172451.92,111152,83853.00,2.0,1.0,765.0,229400.0,16,12,2016,5.0,1.0,83900.0
17954,2017-12-01,1122134,232248.5,162673,157140.00,2.0,2.0,1330.0,193030.0,16,14,2016,5.0,1.0,157200.0
17957,2017-12-01,1123405,243960.69,144270,123047.50,3.0,2.0,1190.0,168898.0,16,2,2015,7.0,4.0,126900.0
17998,2017-11-28,1118657,21998.63,244000,22500.19,2.0,2.0,1488.0,311572.0,34,29,2016,2.0,1.0,26100.0
18019,2017-11-28,1118853,308379.4,120000,99500.00,3.0,2.0,1151.0,131477.0,34,21,2016,12.0,1.0,112000.0
18109,2017-11-21,1117602,15012.54,87997,15200.00,2.0,2.0,1122.0,110115.0,35,18,2016,2.0,1.0,30000.0
18175,2017-11-17,1115842,99606.86,113000,87333.00,2.0,2.0,1156.0,87038.0,38,36,2017,4.0,1.0,87400.0
18227,2017-11-16,1116467,592896.06,379721,361000.00,0.0,0.0,1424.0,516566.0,39,27,2016,9.0,1.0,361100.0
18329,2017-11-13,1112651,193382.46,246239,193382.46,2.0,2.0,1200.0,476364.0,41,10,2013,4.0,2.0,317300.0
18337,2017-11-09,1115296,19805.27,195700,20900.00,2.0,2.0,1235.0,254438.0,21,14,2016,3.0,3.0,111100.0
18352,2017-11-08,1114957,7143.98,120915,14793.48,1.0,1.0,908.0,220406.0,42,5,2011,4.0,1.0,60200.0
18372,2017-11-08,1105150,216816.19,159000,120128.94,2.0,2.0,1197.0,186946.0,42,9,2013,4.0,1.0,141900.0
18378,2017-11-08,1115719,15052.25,68200,15052.25,1.0,1.0,742.0,97230.0,42,33,2016,1.0,2.0,50200.0
18417,2017-11-06,1106406,197537.07,124200,139900.00,2.0,2.0,750.0,326100.0,75,22,2014,22.0,2.0,140000.0
18512,2017-11-02,1115288,281261.0,131500,117300.00,2.0,2.0,838.0,149655.0,7,7,2017,3.0,1.0,139400.0
18517,2017-11-01,1110132,299122.38,191050,184900.00,3.0,2.0,1560.0,252143.0,23,9,2016,4.0,2.0,193600.0
18544,2017-10-31,1112886,124359.01,139025,125116.44,1.0,1.0,1067.0,165475.0,22,18,2016,6.0,1.0,131100.0
18645,2017-10-25,1114684,595651.46,492166,595651.46,2.0,2.0,1255.0,761237.0,9,9,2017,5.0,1.0,595700.0
18825,2017-10-17,1104685,282800.05,96970,89100.00,1.0,1.0,555.0,112428.0,34,15,2016,4.0,1.0,89200.0
19005,2017-10-11,1113093,11169.89,84700,11169.89,1.0,1.0,553.0,275900.0,80,55,2016,4.0,1.0,11300.0
19054,2017-10-10,1110460,8762.79,105057,14217.15,1.0,1.0,709.0,786500.0,79,70,2016,1.0,4.0,14300.0
19103,2017-10-06,1108142,25030.0,87264,26800.00,2.0,2.0,1315.0,111558.0,67,36,2016,1.0,3.0,60100.0
19115,2017-10-06,1109823,351884.1,359400,353678.34,2.0,2.0,2154.0,375800.0,67,67,2017,3.5,1.0,353700.0
19127,2017-10-06,1110291,129959.52,87980,62812.76,1.0,1.0,576.0,100059.0,67,61,2017,4.0,1.0,88100.0
19173,2017-10-05,1100939,28284.34,80000,28284.34,1.0,1.0,830.0,93086.0,51,25,2016,1.0,2.0,45600.0
19277,2017-10-03,1092534,202423.95,178900,139251.30,1.0,1.0,442.0,231126.0,55,37,2016,11.0,1.0,146000.0
19374,2017-09-29,1107765,253338.25,159000,145237.24,3.0,2.0,1558.0,251211.0,27,23,2016,5.0,1.0,156600.0
19445,2017-09-26,1107283,111460.62,73746,43528.48,1.0,1.0,670.0,89271.0,57,41,2016,3.0,1.0,68200.0
19468,2017-09-26,1107779,103003.06,142200,104208.10,2.0,2.0,970.0,151075.0,57,54,2017,5.0,1.0,105100.0
20110,2017-09-06,1101126,209701.14,105057,106110.00,1.0,1.0,709.0,152039.0,42,38,2016,6.0,1.0,106200.0
20202,2017-09-01,1091935,199600.81,88000,65000.00,2.0,1.0,863.0,82843.0,23,4,2013,5.0,1.0,65100.0
20218,2017-08-31,1096186,112404.66,128700,121669.64,2.0,2.0,866.0,143361.0,14,5,2013,114.0,4.0,121700.0
20235,2017-08-30,1074190,797135.13,366300,295591.00,0.0,1.0,660.0,397234.0,41,6,2013,5.0,1.0,298400.0
20253,2017-08-30,1101591,200342.03,195946,153900.00,3.0,2.0,1325.0,232900.0,41,12,2014,4.0,7.0,175100.0
20258,2017-08-30,1098437,181484.63,139628,126500.00,2.0,1.0,783.0,146214.0,41,32,2016,3.0,1.0,127000.0
20290,2017-08-29,1097988,110945.77,173275,113946.95,2.0,1.0,1032.0,184026.0,41,32,2016,2.0,2.0,124700.0
20292,2017-08-29,1097278,810332.5,901444,960332.50,3.0,2.0,2224.0,427800.0,41,21,2015,1.0,6.0,960400.0
20390,2017-08-25,1101947,137843.07,91180,87886.10,1.0,1.0,583.0,121485.0,61,59,2017,5.0,1.0,87900.0
20528,2017-08-22,1096921,212369.09,247445,219177.34,2.0,2.0,963.0,301867.0,59,58,2017,2.0,1.0,225400.0
20555,2017-08-22,1095559,65726.9,73483,48300.00,2.0,1.0,1067.0,81927.0,59,20,2014,3.0,2.0,48400.0
20613,2017-08-21,1084465,284432.73,162410,153218.37,3.0,2.0,1315.0,200714.0,42,14,2014,8.0,1.0,154600.0
20683,2017-08-17,1099427,241283.37,126000,103014.87,2.0,1.0,1010.0,149238.0,66,60,2016,6.0,1.0,117600.0
20714,2017-08-16,1098338,107622.53,84727,70483.75,2.0,2.0,800.0,88259.0,58,58,2017,4.0,1.0,70500.0
20794,2017-08-15,1100789,9420.26,169100,9420.26,3.0,2.0,1083.0,211292.0,48,43,2016,1.0,1.0,9600.0
20857,2017-08-14,1100860,167954.88,146300,129277.14,3.0,2.0,1296.0,156922.0,77,66,2016,8.0,1.0,138600.0
20892,2017-08-11,1100833,74981.03,90000,74115.00,2.0,2.0,960.0,95975.0,26,24,2016,16.0,1.0,74200.0
20996,2017-08-08,1092959,22317.12,164470,22317.12,1.0,1.0,775.0,198850.0,30,18,2016,3.0,3.0,22400.0
21003,2017-08-07,1098915,212152.33,88811,66420.00,1.0,1.0,606.0,109051.0,61,50,2016,10.0,1.0,72600.0
21123,2017-08-02,1096240,431955.0,525962,434372.03,2.0,2.0,1078.0,642347.0,42,41,2017,3.0,1.0,570200.0
21154,2017-08-02,1096452,13713.52,147290,13713.52,2.0,2.0,1140.0,180921.0,42,35,2016,1.0,1.0,15100.0
21226,2017-07-28,1095569,31001.4,117828,31496.55,3.0,2.0,1085.0,141320.0,26,20,2016,11.0,1.0,76600.0
21253,2017-07-27,1096152,155021.69,103000,94238.61,1.0,1.0,870.0,244100.0,55,54,2017,6.0,1.0,94300.0
21259,2017-07-27,1095374,189878.18,95000,98340.00,0.0,0.0,873.0,141910.0,55,51,2016,2.0,1.0,98400.0
21262,2017-07-27,1095386,186099.92,187000,168000.00,3.0,2.0,1737.0,238280.0,55,40,2016,4.0,1.0,177000.0
21289,2017-07-27,1096139,63591.87,93600,54000.00,2.0,2.0,895.0,100765.0,55,24,2015,18.0,1.0,57000.0
21350,2017-07-25,1091867,236221.98,132819,141289.48,2.0,2.0,972.0,299600.0,54,21,2014,7.0,2.0,141300.0
21394,2017-07-24,1095886,110586.73,158974,120763.43,2.0,2.0,1293.0,267839.0,72,26,2014,6.0,3.0,172100.0
21561,2017-07-19,1093230,595668.31,299500,271150.00,2.0,2.0,1310.0,310585.0,68,53,2016,2.0,1.0,271200.0
21576,2017-07-19,1092902,237969.98,167000,149700.00,2.0,2.0,1020.0,173183.0,68,67,2017,4.0,1.0,149800.0
21643,2017-07-17,1087989,242484.19,149100,106650.54,2.0,2.0,1502.0,191602.0,70,3,2009,6.0,4.0,132000.0
21690,2017-07-17,1076993,856070.15,586070,658750.00,2.0,2.0,1056.0,743733.0,70,29,2015,4.0,1.0,658800.0
21812,2017-07-10,1086751,192218.31,124200,82646.97,2.0,2.0,932.0,143006.0,68,28,2014,9.0,2.0,105600.0
22102,2017-06-29,1091630,238469.86,112000,97200.00,1.0,1.0,680.0,186100.0,61,47,2016,3.0,1.0,101000.0
22168,2017-06-27,1084321,25447.73,106080,25447.73,2.0,2.0,870.0,113880.0,31,16,2014,2.0,2.0,25500.0
22221,2017-06-26,1073146,255698.81,135833,126360.00,2.0,2.0,1075.0,162553.0,36,10,2014,7.0,1.0,135000.0
22310,2017-06-21,1088645,48757.06,137000,48757.06,3.0,2.0,1230.0,153436.0,35,21,2015,2.0,2.0,97000.0
22331,2017-06-20,1083832,292721.34,109200,97200.00,2.0,1.0,835.0,141413.0,31,17,2016,7.0,1.0,116000.0
22482,2017-06-16,1071257,305497.44,162000,146200.00,3.0,2.0,1152.0,288700.0,34,4,2013,7.0,1.0,161100.0
22513,2017-06-14,1085927,234348.67,159600,104611.31,1.0,1.0,743.0,202046.0,67,55,2016,6.0,1.0,130100.0
22653,2017-06-12,1083280,229951.5,78650,58800.00,2.0,2.0,768.0,198000.0,97,77,2016,4.0,1.0,90100.0
22695,2017-06-09,1087695,231901.85,268692,172229.00,2.0,2.0,1382.0,419998.0,53,33,2016,13.0,1.0,234400.0
22777,2017-06-08,1083963,19834.76,94729,20261.48,2.0,2.0,1000.0,139903.0,96,38,2016,4.0,1.0,63900.0
22787,2017-06-07,1086855,14781.01,104685,15000.00,2.0,2.0,1012.0,126780.0,31,28,2016,3.0,1.0,40000.0
22821,2017-06-06,1080628,376873.24,316800,298166.40,2.0,2.0,1030.0,447342.0,38,33,2016,4.0,3.0,298200.0
22989,2017-05-31,1079552,299928.42,171333,168501.00,1.0,1.0,630.0,284525.0,48,34,2016,4.0,1.0,185200.0
22996,2017-05-31,1085154,199510.0,233900,199510.00,2.0,2.0,1190.0,372791.0,48,36,2016,2.0,1.0,261000.0
23088,2017-05-26,1082585,92185.83,124200,93983.33,2.0,2.0,932.0,123437.0,51,42,2016,6.0,1.0,110800.0
23114,2017-05-26,1082340,265004.34,323351,266935.70,2.0,2.0,1058.0,442472.0,51,39,2016,28.0,1.0,267900.0
23252,2017-05-22,1072754,197169.96,93304,81443.60,2.0,2.0,1315.0,123530.0,72,8,2010,9.0,1.0,81500.0
23360,2017-05-18,1081523,206198.72,115432,80400.98,1.0,1.0,631.0,220600.0,94,48,2016,2.0,1.0,95200.0
23543,2017-05-11,1078811,6956.0,101800,100.00,2.0,2.0,1175.0,74660.0,59,25,2016,7.0,2.0,42600.0
23572,2017-05-10,1080000,306339.43,100269,80750.00,1.0,1.0,605.0,118750.0,60,41,2016,5.0,1.0,86000.0
23587,2017-05-10,1079561,114919.26,120000,115607.86,2.0,2.0,830.0,162089.0,60,57,2016,9.0,1.0,130900.0
23678,2017-05-08,1062685,378385.46,182882,171117.91,1.0,1.0,721.0,259619.0,87,30,2014,3.0,1.0,202300.0
23762,2017-05-03,1078504,251375.56,115500,90188.00,1.0,1.0,1149.0,143760.0,47,10,2014,9.0,1.0,97200.0
23799,2017-05-02,1077209,140913.08,140000,121500.00,3.0,2.0,1194.0,155760.0,66,31,2014,5.0,1.0,121600.0
23802,2017-05-02,1077235,85005.7,123500,85870.67,2.0,2.0,812.0,131271.0,66,66,2016,2.0,1.0,101100.0
23947,2017-04-27,1073959,321594.58,185000,175000.00,2.0,2.0,885.0,194870.0,26,19,2016,15.0,1.0,175100.0
23949,2017-04-27,1073148,96242.97,195800,96242.97,1.0,1.0,837.0,300032.0,26,21,2016,1.0,1.0,96300.0
23954,2017-04-27,1073962,9036.43,111240,9036.43,1.0,1.0,851.0,85648.0,26,23,2016,1.0,1.0,80200.0
23959,2017-04-27,1070820,173612.24,227700,179453.24,3.0,2.0,1560.0,243582.0,26,7,2014,3.0,3.0,198100.0
24005,2017-04-26,1076940,63216.45,67857,51300.00,1.0,1.0,560.0,58035.0,64,52,2016,5.0,1.0,51400.0
24117,2017-04-24,1077838,329698.79,193000,295000.00,2.0,2.0,831.0,826869.0,68,64,2016,6.0,1.0,318100.0
24173,2017-04-20,1074272,12770.53,210600,12303.53,3.0,2.0,1396.0,238031.0,93,48,2016,1.0,1.0,202300.0
24261,2017-04-18,1073957,23793.28,99745,24190.55,2.0,2.0,1046.0,112881.0,37,32,2016,4.0,1.0,67800.0
24381,2017-04-12,1075395,150333.0,64350,79400.00,3.0,2.0,1620.0,230500.0,33,24,2016,2.0,1.0,79500.0
24695,2017-04-03,1062302,309234.1,149000,117450.00,2.0,1.0,868.0,166858.0,40,38,2016,3.0,1.0,131600.0
24751,2017-03-30,1072411,468653.83,498800,471115.85,2.0,2.0,1218.0,295100.0,41,32,2016,9.0,1.0,500100.0
24836,2017-03-28,1070176,123118.99,93000,49406.05,2.0,2.0,1180.0,100498.0,43,21,2015,2.0,1.0,65800.0
24854,2017-03-28,1069808,61075.73,186700,27000.00,1.0,2.0,990.0,385600.0,43,2,2010,4.0,3.0,50000.0
25019,2017-03-22,1071144,14691.92,201780,15000.00,2.0,1.0,1282.0,279638.0,85,57,2016,1.0,1.0,143200.0
25059,2017-03-20,1067797,20127.43,121900,20761.43,2.0,1.0,981.0,142494.0,69,30,2014,2.0,2.0,116200.0
25258,2017-03-14,1068698,350105.7,110250,74900.00,3.0,3.0,1423.0,122191.0,23,14,2015,2.0,2.0,80000.0
25392,2017-03-08,1068467,5349.53,874900,5687.63,4.0,4.0,3464.0,1583145.0,68,48,2016,2.0,1.0,325600.0
25435,2017-03-08,1068362,6098.13,59800,6098.13,1.0,1.0,595.0,71194.0,68,56,2016,1.0,1.0,21100.0
