,Date,Auction ID,Final Judgment,Assessed Value,Plaintiff Max Bid,Beds,Bath,Living Area,Lot Size,ZEstimate,Day Count,Place in Line,Court Year,Association Binary,Defendant Count,Previous Auctions,Sold Amount
467,2020-12-09,1273825,299146.19,171761,299146.19,3.0,2.0,2256.0,7822.0,516402.0,5,2,2015,0.0,2.0,3.0,330100.0
481,2020-12-08,1272091,1780096.53,752110,1500000.00,0.0,10.0,10293.0,32250.0,299128.0,16,12,2019,0.0,3.0,2.0,860100.0
483,2020-12-08,1277731,373030.86,456005,378900.64,3.0,3.0,1886.0,12478.0,582622.0,16,14,2019,0.0,3.0,1.0,269100.0
499,2020-12-07,1275939,302362.53,214923,300000.00,2.0,2.0,1372.0,9223.0,315829.0,33,14,2018,0.0,5.0,1.0,220100.0
504,2020-12-07,1276371,493720.36,282294,517172.08,2.0,2.0,2700.0,54450.0,570560.0,33,8,2017,0.0,19.0,6.0,369100.0
511,2020-12-07,1271294,600735.3,498000,600735.30,3.0,2.0,1461.0,0.0,334530.0,33,26,2019,1.0,6.0,2.0,220100.0
523,2020-12-01,1270849,311337.32,235900,262000.00,1.0,1.0,816.0,0.0,282664.0,18,13,2019,1.0,4.0,2.0,47300.0
528,2020-12-01,1273562,199817.79,141100,139900.00,1.0,1.0,918.0,0.0,189785.0,18,4,2016,1.0,8.0,4.0,45100.0
541,2020-11-30,1276177,1251368.58,910737,1251368.58,5.0,4.0,2739.0,7500.0,1988055.0,28,15,2019,0.0,3.0,1.0,900100.0
544,2020-11-30,1277357,598719.3,406600,550000.00,1.0,2.0,979.0,0.0,350742.0,28,22,2019,1.0,2.0,1.0,2100.0
555,2020-11-30,1276186,531447.92,391797,409999.18,1.0,2.0,947.0,0.0,630947.0,28,25,2020,1.0,5.0,1.0,5100.0
563,2020-11-25,1276128,311975.66,175386,370800.00,4.0,2.0,1883.0,4802.0,411422.0,10,1,2008,1.0,5.0,5.0,320300.0
576,2020-11-23,1275635,194968.08,200200,212630.15,3.0,2.0,1629.0,6750.0,307548.0,21,11,2019,0.0,2.0,2.0,169100.0
579,2020-11-23,1274167,445931.73,233733,349900.00,3.0,2.0,2003.0,5300.0,320665.0,21,16,2019,1.0,5.0,1.0,255600.0
580,2020-11-23,1273112,504638.69,282000,345000.00,4.0,2.0,1894.0,1516.0,357541.0,21,4,2014,1.0,4.0,5.0,600.0
586,2020-11-23,1274164,197332.85,126443,220370.00,2.0,2.0,996.0,0.0,343537.0,21,5,2016,1.0,6.0,6.0,173100.0
593,2020-11-18,1271025,328063.12,209000,275000.00,3.0,2.0,1178.0,3598.0,289840.0,10,4,2019,1.0,5.0,3.0,250100.0
600,2020-11-17,1275529,222936.65,180000,216000.00,3.0,2.0,1400.0,0.0,219488.0,7,3,2019,1.0,7.0,1.0,3700.0
602,2020-11-16,1272522,371189.96,266297,285000.00,1.0,1.0,791.0,0.0,233585.0,38,19,2018,1.0,6.0,3.0,275300.0
606,2020-11-16,1271793,537650.59,302000,540243.09,4.0,3.0,2322.0,2080.0,405225.0,38,17,2017,1.0,7.0,3.0,100.0
613,2020-11-16,1275087,2824246.27,1836102,2650000.00,4.0,4.0,4812.0,11250.0,2541609.0,38,25,2019,0.0,2.0,1.0,1452800.0
616,2020-11-16,1274740,2822758.47,1273658,1999900.00,5.0,6.0,5378.0,12352.0,207976.0,38,9,2015,1.0,3.0,3.0,900100.0
618,2020-11-16,1273480,547132.41,393444,540000.00,2.0,2.0,1563.0,6250.0,460112.0,38,29,2019,0.0,6.0,3.0,425100.0
621,2020-11-16,1273992,550855.63,567000,555132.63,3.0,2.0,1489.0,0.0,334738.0,38,28,2019,1.0,6.0,1.0,10100.0
630,2020-11-16,1275625,496834.0,473000,496834.00,3.0,2.0,1458.0,0.0,539855.0,38,33,2019,1.0,3.0,2.0,185200.0
643,2020-11-10,1273093,352391.63,315391,377051.11,3.0,2.0,1904.0,8025.0,379368.0,31,12,2018,1.0,5.0,2.0,320100.0
650,2020-11-10,1273267,590108.98,365310,550000.00,2.0,2.0,926.0,0.0,498773.0,31,24,2019,1.0,4.0,2.0,3800.0
695,2020-11-02,1271946,600969.45,564482,423000.00,0.0,0.0,1300.0,0.0,683901.0,33,32,2019,1.0,8.0,1.0,169100.0
706,2020-11-02,1272006,590423.54,403978,590423.54,5.0,4.0,3945.0,7761.0,564087.0,33,25,2019,1.0,4.0,2.0,345600.0
708,2020-11-02,1271296,87981.37,108900,95781.12,2.0,1.0,859.0,2940.0,169582.0,33,24,2019,0.0,2.0,4.0,70100.0
715,2020-11-02,1270389,6169144.2,4066815,6600000.00,5.0,5.0,11684.0,51836.0,3817788.0,33,15,2017,1.0,4.0,5.0,800100.0
717,2020-11-02,1271442,231181.13,158376,213909.04,3.0,2.0,996.0,8580.0,252700.0,33,16,2018,0.0,4.0,1.0,169100.0
722,2020-11-02,1270592,242875.91,75821,175000.00,1.0,1.0,700.0,0.0,145055.0,33,8,2015,1.0,3.0,1.0,5100.0
731,2020-10-27,1273127,261318.57,137297,175500.00,2.0,2.0,1502.0,0.0,198615.0,15,15,2020,1.0,26.0,1.0,120600.0
737,2020-10-26,1272307,3331892.39,946866,1100250.00,2.0,3.0,2149.0,0.0,1664413.0,16,2,2012,1.0,6.0,1.0,600100.0
741,2020-10-26,1270035,543978.42,386400,338600.00,2.0,2.0,1326.0,0.0,438933.0,16,7,2017,1.0,6.0,1.0,25100.0
748,2020-10-26,1271277,226890.02,75788,226890.02,3.0,2.0,1140.0,3754.0,213996.0,16,13,2019,0.0,9.0,1.0,125600.0
752,2020-10-21,1270691,493720.36,282294,493720.36,2.0,2.0,2700.0,54450.0,565293.0,27,7,2017,0.0,19.0,6.0,169100.0
758,2020-10-21,1272301,479806.16,230694,369000.00,4.0,2.0,1330.0,5500.0,385827.0,27,20,2019,0.0,7.0,1.0,5100.0
765,2020-10-21,1272999,394080.4,306007,390000.00,4.0,2.0,2223.0,3878.0,459765.0,27,18,2019,1.0,7.0,1.0,269100.0
770,2020-10-21,1272300,192619.62,120800,148000.00,2.0,1.0,800.0,0.0,173002.0,27,27,2020,1.0,3.0,1.0,78100.0
776,2020-10-20,1273432,249360.13,198000,250666.48,1.0,1.0,852.0,0.0,296119.0,8,8,2020,1.0,9.0,1.0,5100.0
779,2020-10-20,1273956,246578.5,177000,246578.50,2.0,2.0,1130.0,0.0,236449.0,8,3,2018,1.0,11.0,1.0,5100.0
785,2020-10-19,1270509,525996.96,395080,525996.96,0.0,0.0,3278.0,13400.0,313837.0,25,8,2018,1.0,4.0,2.0,5100.0
797,2020-10-19,1270420,450619.45,363900,366000.00,3.0,3.0,1702.0,0.0,388844.0,25,15,2019,1.0,5.0,2.0,115100.0
799,2020-10-19,1268865,253243.57,49320,137000.00,2.0,2.0,919.0,0.0,156319.0,25,14,2019,1.0,7.0,3.0,100.0
809,2020-10-13,1269524,537391.27,453000,537391.27,3.0,2.0,1458.0,0.0,310462.0,31,23,2019,1.0,5.0,2.0,100100.0
810,2020-10-13,1271314,395618.49,177116,224000.00,3.0,3.0,1347.0,3750.0,252190.0,31,13,2018,1.0,14.0,1.0,60100.0
826,2020-10-13,1269834,555577.4,338000,443500.00,3.0,3.0,1684.0,0.0,433748.0,31,19,2019,1.0,5.0,2.0,2100.0
831,2020-10-13,1271182,400797.59,267009,401287.59,2.0,2.0,1515.0,0.0,502293.0,31,16,2019,1.0,4.0,3.0,50100.0
832,2020-10-13,1271184,463966.58,264001,283300.00,3.0,3.0,2206.0,0.0,338540.0,31,11,2018,1.0,6.0,1.0,200100.0
835,2020-10-13,1270128,749403.36,356840,399900.00,3.0,2.0,2783.0,54450.0,512037.0,31,12,2018,1.0,2.0,6.0,169100.0
836,2020-10-07,1270597,388431.85,63585,289000.00,2.0,1.0,1311.0,5500.0,372178.0,10,6,2019,1.0,9.0,1.0,200100.0
845,2020-10-07,1270595,115146.0,109912,115146.00,1.0,1.0,592.0,0.0,151750.0,10,9,2019,1.0,2.0,1.0,45100.0
849,2020-10-05,1270575,237753.79,115069,238138.79,2.0,1.0,842.0,8142.0,338847.0,22,22,2020,1.0,4.0,1.0,130100.0
858,2020-10-05,1268939,344441.0,250300,275000.00,2.0,2.0,1763.0,0.0,354752.0,22,7,2017,0.0,3.0,1.0,1100.0
861,2020-10-05,1270574,537080.74,549792,537080.74,3.0,2.0,2270.0,10650.0,464297.0,22,13,2018,0.0,1.0,2.0,369100.0
863,2020-10-05,1267567,367222.75,281596,421229.68,4.0,3.0,2003.0,4960.0,414269.0,22,21,2019,0.0,7.0,1.0,169100.0
879,2020-09-30,1268836,391112.8,168903,391112.80,4.0,2.0,2321.0,8591.0,374130.0,14,2,2015,0.0,4.0,3.0,260100.0
891,2020-09-29,1269570,247009.72,198095,247009.72,3.0,2.0,1686.0,7500.0,320638.0,20,16,2019,0.0,7.0,1.0,222100.0
895,2020-09-29,1269259,284218.52,102120,190000.00,1.0,1.0,994.0,0.0,178777.0,20,13,2019,1.0,2.0,1.0,10600.0
919,2020-09-21,1267889,881277.03,643960,750000.00,3.0,3.0,1334.0,0.0,1091276.0,13,11,2019,1.0,2.0,3.0,50100.0
926,2020-09-21,1268382,387527.06,347415,438702.98,0.0,0.0,0.0,11025.0,384730.0,13,4,2018,0.0,3.0,2.0,25100.0
