,Date,Auction ID,Final Judgment,Assessed Value,Plaintiff Max Bid,Beds,Bath,Living Area,Lot Size,ZEstimate,Day Count,Place in Line,Court Year,Association Binary,Defendant Count,Previous Auctions,Status Binary
234,2021-01-11,1272415,33546.37,33595,50543.83,2.0,1.0,980.0,3675.0,217887.0,59,12,2017,0.0,1.0,4.0,1.0
237,2021-01-11,1279820,105195.63,46313,108357.76,2.0,1.0,1162.0,5500.0,258596.0,59,31,2019,0.0,4.0,1.0,1.0
239,2021-01-11,1279791,1341520.41,586573,1372307.38,5.0,3.0,3499.0,39204.0,1086617.0,59,33,2019,1.0,5.5,3.0,0.0
244,2021-01-11,1274065,448457.48,376309,455638.26,6.0,4.0,2917.0,6000.0,615780.0,59,51,2020,0.0,1.0,1.0,0.0
245,2021-01-11,1279822,16894.11,61554,16894.11,2.0,1.0,718.0,0.0,111891.0,59,59,2020,1.0,1.0,1.0,1.0
248,2021-01-11,1278840,8366.0,172201,8366.00,3.0,2.0,1432.0,2025.0,234040.0,59,28,2019,1.0,5.0,1.0,1.0
258,2021-01-11,1278121,98747.04,27003,98747.04,2.0,2.0,895.0,0.0,129682.0,59,11,2016,1.0,5.0,6.0,1.0
260,2021-01-11,1276473,314598.0,321010,321598.00,3.0,2.0,1968.0,21440.0,451910.0,59,47,2019,0.0,1.0,1.0,0.0
261,2021-01-11,1276333,202678.78,211500,210230.65,1.0,1.0,692.0,0.0,304934.0,59,55,2020,1.0,3.0,1.0,1.0
262,2021-01-11,1281332,362249.96,108288,362249.96,3.0,2.0,1457.0,3148.0,294497.0,59,27,2018,1.0,6.0,1.0,0.0
267,2021-01-06,1278743,668737.7,198916,673583.76,2.0,1.0,1546.0,11072.0,447962.0,75,7,2014,0.0,1.0,1.0,1.0
272,2021-01-06,1278072,767681.99,416244,769015.16,4.0,3.0,3457.0,5606.72,908719.0,75,29,2018,0.0,2.0,1.0,1.0
281,2021-01-06,1274734,223590.69,197652,226617.49,1.0,1.0,806.0,0.0,291608.0,75,56,2019,1.0,7.0,1.0,1.0
282,2021-01-06,1280176,708531.04,714555,708531.04,0.0,0.0,2133.0,0.0,385286.0,75,72,2020,1.0,7.0,1.0,0.0
283,2021-01-06,1276188,190403.21,179100,197539.42,1.0,1.0,692.0,0.0,866381.0,75,74,2020,1.0,3.0,1.0,1.0
290,2021-01-06,1279446,230971.47,156675,96000.00,3.0,2.0,1410.0,3405.0,357413.0,75,73,2020,0.0,4.0,1.0,0.0
298,2021-01-06,1274044,262123.37,199960,262123.37,4.0,3.0,2511.0,4195.0,429814.0,75,2,2010,0.0,3.0,13.0,0.0
315,2021-01-06,1275433,543494.04,206000,220800.00,3.0,2.0,1420.0,0.0,283469.0,75,58,2019,1.0,4.0,1.0,1.0
319,2021-01-06,1279218,11482.91,192500,11482.91,3.0,2.0,1705.0,1760.0,266478.0,75,10,2016,1.0,2.0,6.0,1.0
320,2021-01-06,1277542,110029.55,106003,114969.47,2.0,2.0,1257.0,0.0,213861.0,75,8,2015,1.0,3.0,1.0,0.0
321,2021-01-06,1273997,725404.55,366081,549500.00,4.0,2.0,2458.0,11629.0,458615.0,75,60,2019,0.0,8.0,1.0,1.0
323,2021-01-06,1278152,286128.55,164800,211000.00,1.0,1.0,667.0,0.0,204478.0,75,68,2019,1.0,4.0,1.0,1.0
330,2021-01-06,1277825,214306.18,87642,214306.18,3.0,2.0,2210.0,6750.0,373660.0,75,37,2018,0.0,2.0,1.0,0.0
331,2021-01-06,1278113,501242.11,243971,364800.00,3.0,2.0,1780.0,4606.0,307070.0,75,3,2012,0.0,7.0,2.0,1.0
332,2021-01-06,1278921,375886.08,176200,239900.00,4.0,2.0,1820.0,4829.0,324800.0,75,34,2018,1.0,9.0,2.0,1.0
333,2021-01-06,1277012,85352.65,56713,94705.99,3.0,1.0,870.0,6750.0,239235.0,75,26,2017,0.0,3.0,6.0,0.0
347,2021-01-05,1278078,276256.02,126700,153000.00,2.0,2.0,1080.0,0.0,253390.0,27,25,2020,1.0,3.0,1.0,1.0
349,2021-01-05,1279220,28264.5,68009,28600.00,2.0,2.0,1130.0,0.0,136410.0,27,17,2019,1.0,1.0,2.0,1.0
350,2021-01-05,1278202,714827.54,733922,730000.00,4.0,2.0,2539.0,15167.0,1284952.0,27,21,2019,0.0,4.0,1.0,1.0
359,2021-01-04,1275472,142960.83,126600,137475.00,2.0,2.0,861.0,0.0,164960.0,72,46,2019,1.0,5.0,1.0,1.0
362,2021-01-04,1270589,256439.27,110164,259000.00,3.0,2.0,2254.0,9360.0,371298.0,72,12,2016,1.0,5.0,4.0,0.0
369,2021-01-04,1275831,6352.87,183425,9312.96,5.0,3.0,2552.0,5000.0,383056.0,72,49,2019,1.0,1.0,2.0,0.0
380,2021-01-04,1278721,659139.24,414900,441000.00,1.0,1.0,808.0,0.0,267463.0,72,24,2018,1.0,5.0,3.0,1.0
389,2021-01-04,1272589,781276.05,365616,513450.00,3.0,2.0,1876.0,7500.0,490871.0,72,29,2018,0.0,6.0,2.0,1.0
390,2021-01-04,1269272,427228.85,247762,340000.00,3.0,2.0,1344.0,3278.0,350776.0,72,50,2019,0.0,4.0,1.0,1.0
399,2021-01-04,1278746,707414.23,630538,732308.54,4.0,4.0,3624.0,4885.0,784562.0,72,65,2020,1.0,8.0,2.0,1.0
402,2021-01-04,1278776,19116.54,140990,24146.67,3.0,2.0,1834.0,2634.0,325493.0,72,58,2019,1.0,2.0,3.0,0.0
406,2021-01-04,1270038,590291.89,538202,603451.93,5.0,4.0,4081.0,15000.0,726906.0,72,34,2019,0.0,2.0,1.0,1.0
419,2021-01-04,1276233,191236.9,174800,198121.43,1.0,1.0,651.0,0.0,268435.0,72,70,2020,1.0,3.0,1.0,1.0
426,2020-12-16,1277851,12215.68,707800,12285.77,3.0,3.0,1557.0,0.0,818614.0,20,19,2020,1.0,1.0,1.0,1.0
432,2020-12-16,1277550,289679.85,118842,289000.00,3.0,2.0,1232.0,11001.0,160000.0,20,2,2009,0.0,5.0,6.0,1.0
434,2020-12-16,1277727,689308.28,180151,342000.00,4.0,2.0,1812.0,2400.0,369367.0,20,8,2017,1.0,3.5,5.0,1.0
438,2020-12-16,1273001,582980.19,717000,582980.19,0.0,0.0,1925.0,0.0,214709.0,20,16,2020,1.0,6.0,1.0,1.0
439,2020-12-16,1277724,186687.06,135000,139200.00,3.0,2.0,1070.0,0.0,173866.0,20,5,2016,1.0,4.5,4.0,1.0
443,2020-12-15,1277102,734976.46,591120,600000.00,2.0,2.0,1800.0,0.0,752171.0,11,5,2019,1.0,11.0,1.0,1.0
450,2020-12-15,1277732,155307.32,247423,156600.00,3.0,2.0,2009.0,7669.38,341485.0,11,10,2019,0.0,1.0,2.0,0.0
453,2020-12-14,1278442,694264.48,264704,325000.00,3.0,2.0,1425.0,4413.0,369014.0,14,9,2019,0.0,7.0,1.0,1.0
461,2020-12-14,1276503,191828.42,168560,196609.80,2.0,2.0,1160.0,0.0,233830.0,14,5,2018,1.0,9.0,1.0,1.0
464,2020-12-14,1278775,14981.51,39359,14981.51,2.0,2.0,1040.0,0.0,124930.0,14,7,2019,1.0,1.0,3.0,1.0
467,2020-12-09,1273825,299146.19,171761,299146.19,3.0,2.0,2256.0,7822.0,516402.0,5,2,2015,0.0,2.0,3.0,1.0
468,2020-12-09,1277083,16531.74,130000,16531.74,2.0,2.0,965.0,0.0,255142.0,5,3,2018,1.0,7.0,2.0,1.0
473,2020-12-08,1276932,395630.39,187977,270000.00,3.0,2.0,1861.0,7620.0,336611.0,16,6,2019,0.0,2.0,4.0,0.0
481,2020-12-08,1272091,1780096.53,752110,1500000.00,0.0,10.0,10293.0,32250.0,299128.0,16,12,2019,0.0,3.0,2.0,1.0
483,2020-12-08,1277731,373030.86,456005,378900.64,3.0,3.0,1886.0,12478.0,582622.0,16,14,2019,0.0,3.0,1.0,1.0
486,2020-12-07,1276928,203440.85,253000,203440.85,4.0,2.0,2201.0,2337.0,323252.0,33,32,2020,1.0,6.5,1.0,0.0
487,2020-12-07,1274070,1041834.1,492694,774900.00,5.0,3.0,2268.0,15000.0,1082522.0,33,4,2014,0.0,2.0,6.0,0.0
489,2020-12-07,1274444,147935.36,217080,147935.36,4.0,2.0,2728.0,5065.0,442403.0,33,6,2017,1.0,8.0,4.0,0.0
495,2020-12-07,1275184,359397.6,257428,379048.50,4.0,2.0,2161.0,5254.0,456194.0,33,25,2019,0.0,2.0,2.0,1.0
496,2020-12-07,1272256,136410.82,175952,147057.49,4.0,2.0,1462.0,7500.0,310150.0,33,24,2019,0.0,1.0,4.0,0.0
499,2020-12-07,1275939,302362.53,214923,300000.00,2.0,2.0,1372.0,9223.0,315829.0,33,14,2018,0.0,5.0,1.0,1.0
502,2020-12-07,1271792,261005.71,266378,261005.71,3.0,2.0,1463.0,7800.0,395952.0,33,17,2018,0.0,4.0,4.0,1.0
503,2020-12-07,1276619,246007.44,127815,251969.19,2.0,2.0,1275.0,1920.0,338970.0,33,27,2019,1.0,3.0,2.0,1.0
504,2020-12-07,1276371,493720.36,282294,517172.08,2.0,2.0,2700.0,54450.0,570560.0,33,8,2017,0.0,19.0,6.0,1.0
507,2020-12-07,1274101,234236.33,182993,260881.96,4.0,3.0,1912.0,1529.0,335463.0,33,10,2018,0.0,2.0,3.0,0.0
511,2020-12-07,1271294,600735.3,498000,600735.30,3.0,2.0,1461.0,0.0,334530.0,33,26,2019,1.0,6.0,2.0,1.0
515,2020-12-02,1275547,205990.15,160510,205990.15,3.0,2.0,1234.0,7400.0,285000.0,5,5,2019,0.0,2.0,2.0,0.0
517,2020-12-02,1273071,546868.87,213200,187161.76,3.0,2.0,1364.0,0.0,288638.0,5,1,2015,1.0,5.0,2.0,1.0
523,2020-12-01,1270849,311337.32,235900,262000.00,1.0,1.0,816.0,0.0,282664.0,18,13,2019,1.0,4.0,2.0,1.0
527,2020-12-01,1275520,1635728.88,898012,1069900.00,4.0,4.0,3764.0,435600.0,1540393.0,18,5,2017,0.0,5.0,5.0,0.0
528,2020-12-01,1273562,199817.79,141100,139900.00,1.0,1.0,918.0,0.0,189785.0,18,4,2016,1.0,8.0,4.0,1.0
536,2020-11-30,1275527,7382.76,199700,7382.76,3.0,2.0,1565.0,1870.0,239476.0,28,28,2020,1.0,2.0,1.0,0.0
538,2020-11-30,1275053,19116.54,140990,24146.67,3.0,2.0,1834.0,2634.0,323048.0,28,19,2019,1.0,2.0,3.0,0.0
541,2020-11-30,1276177,1251368.58,910737,1251368.58,5.0,4.0,2739.0,7500.0,1988055.0,28,15,2019,0.0,3.0,1.0,1.0
543,2020-11-30,1270585,10214.3,79673,18527.31,1.0,1.0,846.0,0.0,128163.0,28,27,2020,1.0,1.0,1.0,1.0
544,2020-11-30,1277357,598719.3,406600,550000.00,1.0,2.0,979.0,0.0,350742.0,28,22,2019,1.0,2.0,1.0,1.0
547,2020-11-30,1271043,402648.04,398534,407900.00,1.0,2.0,912.0,0.0,538546.0,28,21,2019,1.0,3.0,1.0,1.0
551,2020-11-30,1278784,324413.36,604154,348806.06,5.0,5.0,3022.0,7644.0,285471.0,28,23,2019,0.0,4.0,1.0,0.0
555,2020-11-30,1276186,531447.92,391797,409999.18,1.0,2.0,947.0,0.0,630947.0,28,25,2020,1.0,5.0,1.0,1.0
557,2020-11-25,1275048,143001.16,125000,143001.16,2.0,1.0,891.0,0.0,165841.0,10,7,2018,1.0,3.0,3.0,1.0
563,2020-11-25,1276128,311975.66,175386,370800.00,4.0,2.0,1883.0,4802.0,411422.0,10,1,2008,1.0,5.0,5.0,1.0
564,2020-11-24,1269978,65296.0,111475,72716.00,4.0,2.0,1728.0,7500.0,333109.0,5,5,2020,0.0,2.0,1.0,1.0
572,2020-11-23,1275554,7090.06,199700,7090.06,3.0,2.0,1565.0,1760.0,248570.0,21,21,2020,1.0,1.0,1.0,1.0
575,2020-11-23,1274462,234460.14,106740,139900.00,2.0,2.0,730.0,0.0,203562.0,21,18,2020,0.0,2.0,1.0,0.0
576,2020-11-23,1275635,194968.08,200200,212630.15,3.0,2.0,1629.0,6750.0,307548.0,21,11,2019,0.0,2.0,2.0,1.0
579,2020-11-23,1274167,445931.73,233733,349900.00,3.0,2.0,2003.0,5300.0,320665.0,21,16,2019,1.0,5.0,1.0,1.0
580,2020-11-23,1273112,504638.69,282000,345000.00,4.0,2.0,1894.0,1516.0,357541.0,21,4,2014,1.0,4.0,5.0,1.0
582,2020-11-23,1276167,332093.86,93674,211650.00,4.0,3.0,1811.0,1896.0,254993.0,21,12,2019,1.0,5.0,1.0,1.0
586,2020-11-23,1274164,197332.85,126443,220370.00,2.0,2.0,996.0,0.0,343537.0,21,5,2016,1.0,6.0,6.0,1.0
589,2020-11-18,1273983,164233.06,194000,172207.49,3.0,2.0,1256.0,0.0,254464.0,10,5,2019,1.0,5.0,2.0,1.0
591,2020-11-18,1274040,275331.78,123176,288797.08,3.0,1.0,966.0,8025.0,344027.0,10,6,2019,1.0,3.0,2.0,0.0
593,2020-11-18,1271025,328063.12,209000,275000.00,3.0,2.0,1178.0,3598.0,289840.0,10,4,2019,1.0,5.0,3.0,1.0
595,2020-11-18,1273827,10172.76,113000,8872.83,1.0,1.0,546.0,0.0,144461.0,10,8,2019,1.0,3.0,2.0,1.0
600,2020-11-17,1275529,222936.65,180000,216000.00,3.0,2.0,1400.0,0.0,219488.0,7,3,2019,1.0,7.0,1.0,1.0
602,2020-11-16,1272522,371189.96,266297,285000.00,1.0,1.0,791.0,0.0,233585.0,38,19,2018,1.0,6.0,3.0,1.0
604,2020-11-16,1273779,328052.71,393439,331336.96,3.0,2.0,2440.0,0.0,627683.0,38,23,2018,1.0,3.0,2.0,0.0
606,2020-11-16,1271793,537650.59,302000,540243.09,4.0,3.0,2322.0,2080.0,405225.0,38,17,2017,1.0,7.0,3.0,1.0
613,2020-11-16,1275087,2824246.27,1836102,2650000.00,4.0,4.0,4812.0,11250.0,2541609.0,38,25,2019,0.0,2.0,1.0,1.0
616,2020-11-16,1274740,2822758.47,1273658,1999900.00,5.0,6.0,5378.0,12352.0,207976.0,38,9,2015,1.0,3.0,3.0,1.0
617,2020-11-16,1274936,458165.37,278980,460794.23,4.0,2.0,1680.0,10000.0,394964.0,38,1,2009,0.0,6.0,1.0,0.0
618,2020-11-16,1273480,547132.41,393444,540000.00,2.0,2.0,1563.0,6250.0,460112.0,38,29,2019,0.0,6.0,3.0,1.0
621,2020-11-16,1273992,550855.63,567000,555132.63,3.0,2.0,1489.0,0.0,334738.0,38,28,2019,1.0,6.0,1.0,1.0
630,2020-11-16,1275625,496834.0,473000,496834.00,3.0,2.0,1458.0,0.0,539855.0,38,33,2019,1.0,3.0,2.0,1.0
635,2020-11-16,1267921,294526.39,181364,338800.00,3.0,2.0,1593.0,8900.0,425322.0,38,16,2017,0.0,4.0,4.0,0.0
637,2020-11-10,1273564,333547.5,336882,300000.00,4.0,3.0,2417.0,6020.0,443961.0,31,21,2019,0.0,2.0,4.0,1.0
638,2020-11-10,1274735,94781.61,2790720,94781.61,3.0,4.0,3529.0,1.0,5168404.0,31,27,2019,1.0,1.0,1.0,1.0
640,2020-11-10,1273654,376538.03,264002,300000.00,3.0,2.0,1357.0,7500.0,400713.0,31,6,2016,1.0,4.0,5.0,1.0
643,2020-11-10,1273093,352391.63,315391,377051.11,3.0,2.0,1904.0,8025.0,379368.0,31,12,2018,1.0,5.0,2.0,1.0
649,2020-11-10,1273449,361431.55,221003,413056.35,2.0,1.0,1323.0,4657.0,455138.0,31,14,2018,0.0,3.0,5.0,0.0
650,2020-11-10,1273267,590108.98,365310,550000.00,2.0,2.0,926.0,0.0,498773.0,31,24,2019,1.0,4.0,2.0,1.0
651,2020-11-10,1275437,156423.95,161334,159878.09,2.0,1.0,1189.0,7000.0,252102.0,31,20,2019,0.0,2.0,1.0,1.0
655,2020-11-10,1272946,135174.33,168390,180074.33,3.0,2.0,1380.0,6450.0,278263.0,31,26,2019,0.0,2.0,5.0,1.0
663,2020-11-09,1272970,303308.43,173567,230000.00,1.0,1.0,816.0,0.0,343537.0,22,9,2018,1.0,4.0,2.0,0.0
664,2020-11-09,1270890,438129.47,85869,306850.00,4.0,2.0,1789.0,6362.0,326599.0,22,13,2019,1.0,1.0,3.0,0.0
668,2020-11-09,1272982,265302.28,131900,140250.00,2.0,1.0,1000.0,0.0,322239.0,22,14,2019,1.0,4.0,2.0,0.0
673,2020-11-09,1271864,733959.9,335296,469700.00,6.0,4.0,2711.0,7656.0,496102.0,22,3,2016,0.0,12.0,1.0,0.0
677,2020-11-09,1273649,792404.27,355814,299900.00,2.0,2.0,1509.0,0.0,491857.0,22,12,2019,1.0,10.0,1.0,0.0
679,2020-11-09,1275555,501242.11,243971,364800.00,3.0,2.0,1780.0,4606.0,306359.0,22,1,2012,0.0,7.0,2.0,0.0
686,2020-11-03,1267319,30977.36,70021,100.00,3.0,2.0,1120.0,0.0,205199.0,8,5,2018,1.0,1.0,1.0,0.0
689,2020-11-03,1271183,178077.41,702298,183358.79,4.0,3.0,2426.0,15146.0,916833.0,8,6,2019,0.0,1.0,2.0,1.0
690,2020-11-03,1269525,277088.79,147355,268800.00,3.0,3.0,1512.0,2400.0,338142.0,8,1,2014,1.0,6.0,8.0,1.0
695,2020-11-02,1271946,600969.45,564482,423000.00,0.0,0.0,1300.0,0.0,683901.0,33,32,2019,1.0,8.0,1.0,1.0
705,2020-11-02,1270404,481364.51,239636,285000.00,4.0,2.0,1871.0,13800.0,249594.0,33,1,2009,0.0,6.0,12.0,0.0
706,2020-11-02,1272006,590423.54,403978,590423.54,5.0,4.0,3945.0,7761.0,564087.0,33,25,2019,1.0,4.0,2.0,1.0
708,2020-11-02,1271296,87981.37,108900,95781.12,2.0,1.0,859.0,2940.0,169582.0,33,24,2019,0.0,2.0,4.0,1.0
712,2020-11-02,1271804,515375.85,341000,443000.00,4.0,3.0,2150.0,0.0,449368.0,33,19,2018,1.0,6.0,2.0,0.0
713,2020-11-02,1272255,252737.07,127322,224900.00,3.0,2.0,2142.0,7851.0,325404.0,33,7,2015,0.0,5.0,6.0,0.0
715,2020-11-02,1270389,6169144.2,4066815,6600000.00,5.0,5.0,11684.0,51836.0,3817788.0,33,15,2017,1.0,4.0,5.0,1.0
717,2020-11-02,1271442,231181.13,158376,213909.04,3.0,2.0,996.0,8580.0,252700.0,33,16,2018,0.0,4.0,1.0,1.0
719,2020-11-02,1273000,16931.01,72207,16931.01,2.0,1.0,874.0,0.0,204976.0,33,23,2019,1.0,2.0,1.0,0.0
722,2020-11-02,1270592,242875.91,75821,175000.00,1.0,1.0,700.0,0.0,145055.0,33,8,2015,1.0,3.0,1.0,1.0
723,2020-10-28,1273067,22236.01,354197,27200.00,2.0,2.0,1088.0,0.0,407911.0,2,2,2019,1.0,2.0,2.0,1.0
731,2020-10-27,1273127,261318.57,137297,175500.00,2.0,2.0,1502.0,0.0,198615.0,15,15,2020,1.0,26.0,1.0,1.0
732,2020-10-27,1272523,398092.95,405856,398092.95,3.0,1.0,1866.0,8000.0,732359.0,15,3,2014,0.0,7.0,10.0,1.0
733,2020-10-27,1268846,214978.55,171429,214978.55,3.0,3.0,1747.0,8240.0,418485.0,15,7,2019,1.0,41.0,3.0,0.0
735,2020-10-27,1273124,204432.76,174328,201000.00,3.0,1.0,816.0,10080.0,258057.0,15,11,2019,0.0,3.0,1.0,1.0
737,2020-10-26,1272307,3331892.39,946866,1100250.00,2.0,3.0,2149.0,0.0,1664413.0,16,2,2012,1.0,6.0,1.0,1.0
741,2020-10-26,1270035,543978.42,386400,338600.00,2.0,2.0,1326.0,0.0,438933.0,16,7,2017,1.0,6.0,1.0,1.0
744,2020-10-26,1270576,18084.66,53355,18500.00,2.0,2.0,1000.0,0.0,182694.0,16,12,2019,1.0,2.0,1.0,0.0
748,2020-10-26,1271277,226890.02,75788,226890.02,3.0,2.0,1140.0,3754.0,213996.0,16,13,2019,0.0,9.0,1.0,1.0
752,2020-10-21,1270691,493720.36,282294,493720.36,2.0,2.0,2700.0,54450.0,565293.0,27,7,2017,0.0,19.0,6.0,1.0
755,2020-10-21,1271152,305101.81,157667,249900.00,3.0,2.0,1287.0,8800.0,397174.0,27,1,2010,0.0,1.0,2.0,1.0
756,2020-10-21,1272992,8410.15,175001,8410.15,2.0,2.0,1130.0,1485.0,229488.0,27,21,2019,1.0,1.0,1.0,1.0
758,2020-10-21,1272301,479806.16,230694,369000.00,4.0,2.0,1330.0,5500.0,385827.0,27,20,2019,0.0,7.0,1.0,1.0
762,2020-10-21,1271041,1146160.78,674925,713000.00,4.0,3.0,2736.0,45738.0,945235.0,27,6,2016,0.0,7.0,5.0,0.0
765,2020-10-21,1272999,394080.4,306007,390000.00,4.0,2.0,2223.0,3878.0,459765.0,27,18,2019,1.0,7.0,1.0,1.0
770,2020-10-21,1272300,192619.62,120800,148000.00,2.0,1.0,800.0,0.0,173002.0,27,27,2020,1.0,3.0,1.0,1.0
771,2020-10-21,1271189,13842.53,41444,13842.53,0.0,0.0,112.0,0.0,110771.0,27,22,2019,1.0,2.0,1.0,1.0
776,2020-10-20,1273432,249360.13,198000,250666.48,1.0,1.0,852.0,0.0,296119.0,8,8,2020,1.0,9.0,1.0,1.0
779,2020-10-20,1273956,246578.5,177000,246578.50,2.0,2.0,1130.0,0.0,236449.0,8,3,2018,1.0,11.0,1.0,1.0
782,2020-10-20,1273887,61134.87,53534,60723.00,3.0,2.0,1125.0,0.0,165475.0,8,7,2019,1.0,9.0,1.0,1.0
785,2020-10-19,1270509,525996.96,395080,525996.96,0.0,0.0,3278.0,13400.0,313837.0,25,8,2018,1.0,4.0,2.0,1.0
788,2020-10-19,1271943,127645.05,83400,89000.00,2.0,1.0,1075.0,0.0,113782.0,25,20,2019,1.0,3.0,1.0,1.0
790,2020-10-19,1270517,181595.32,75068,131250.00,3.0,2.0,1591.0,6890.0,284089.0,25,5,2018,0.0,7.0,1.0,1.0
791,2020-10-19,1267887,434733.78,273736,296700.00,4.0,3.0,1874.0,6750.0,394493.0,25,18,2019,0.0,4.0,1.0,1.0
796,2020-10-19,1267735,255977.92,239446,259900.00,3.0,2.0,1898.0,4243.0,342236.0,25,12,2019,1.0,2.5,2.0,1.0
797,2020-10-19,1270420,450619.45,363900,366000.00,3.0,3.0,1702.0,0.0,388844.0,25,15,2019,1.0,5.0,2.0,1.0
799,2020-10-19,1268865,253243.57,49320,137000.00,2.0,2.0,919.0,0.0,156319.0,25,14,2019,1.0,7.0,3.0,1.0
801,2020-10-19,1270238,416796.87,256126,328500.00,4.0,2.0,2016.0,11061.0,450000.0,25,7,2018,1.0,4.0,3.0,0.0
802,2020-10-14,1265412,145578.19,58509,145155.00,2.0,1.0,1105.0,0.0,180806.0,5,1,2017,1.0,36.5,3.0,0.0
804,2020-10-14,1271863,24645.73,34196,24645.73,0.0,0.0,0.0,4092.0,237975.0,5,4,2019,0.0,2.0,1.0,1.0
809,2020-10-13,1269524,537391.27,453000,537391.27,3.0,2.0,1458.0,0.0,310462.0,31,23,2019,1.0,5.0,2.0,1.0
810,2020-10-13,1271314,395618.49,177116,224000.00,3.0,3.0,1347.0,3750.0,252190.0,31,13,2018,1.0,14.0,1.0,1.0
816,2020-10-13,1268057,314474.96,137760,311797.00,3.0,2.0,1292.0,7425.0,434672.0,31,21,2019,1.0,3.0,2.0,1.0
825,2020-10-13,1271181,275331.78,123176,275331.78,3.0,1.0,966.0,8025.0,339879.0,31,25,2019,1.0,3.0,2.0,0.0
826,2020-10-13,1269834,555577.4,338000,443500.00,3.0,3.0,1684.0,0.0,433748.0,31,19,2019,1.0,5.0,2.0,1.0
827,2020-10-13,1269619,226844.4,171020,226844.40,3.0,2.0,1231.0,5121.0,249901.0,31,22,2019,0.0,2.0,4.0,1.0
829,2020-10-13,1270127,2822758.47,1273658,1999900.00,5.0,6.0,5378.0,12352.0,207882.0,31,5,2015,1.0,3.0,3.0,0.0
830,2020-10-13,1271311,581020.16,583150,581020.16,5.0,5.0,3113.0,4050.0,334388.0,31,31,2020,0.0,3.0,2.0,0.0
831,2020-10-13,1271182,400797.59,267009,401287.59,2.0,2.0,1515.0,0.0,502293.0,31,16,2019,1.0,4.0,3.0,1.0
832,2020-10-13,1271184,463966.58,264001,283300.00,3.0,3.0,2206.0,0.0,338540.0,31,11,2018,1.0,6.0,1.0,1.0
835,2020-10-13,1270128,749403.36,356840,399900.00,3.0,2.0,2783.0,54450.0,512037.0,31,12,2018,1.0,2.0,6.0,1.0
836,2020-10-07,1270597,388431.85,63585,289000.00,2.0,1.0,1311.0,5500.0,372178.0,10,6,2019,1.0,9.0,1.0,1.0
837,2020-10-07,1269833,281081.84,86372,220500.00,3.0,2.0,1311.0,7439.0,325100.0,10,2,2016,1.0,2.0,5.0,0.0
845,2020-10-07,1270595,115146.0,109912,115146.00,1.0,1.0,592.0,0.0,151750.0,10,9,2019,1.0,2.0,1.0,1.0
846,2020-10-06,1267732,240075.09,134512,235000.00,4.0,2.0,1512.0,8250.0,290751.0,2,1,2017,0.0,7.0,2.0,1.0
849,2020-10-05,1270575,237753.79,115069,238138.79,2.0,1.0,842.0,8142.0,338847.0,22,22,2020,1.0,4.0,1.0,1.0
855,2020-10-05,1271494,79855.21,82982,79855.21,3.0,2.0,1456.0,5300.0,259315.0,22,19,2019,0.0,3.0,3.0,1.0
858,2020-10-05,1268939,344441.0,250300,275000.00,2.0,2.0,1763.0,0.0,354752.0,22,7,2017,0.0,3.0,1.0,1.0
860,2020-10-05,1268771,942109.38,428431,433500.00,5.0,4.0,2944.0,6304.0,550851.0,22,16,2019,0.0,9.0,4.0,1.0
861,2020-10-05,1270574,537080.74,549792,537080.74,3.0,2.0,2270.0,10650.0,464297.0,22,13,2018,0.0,1.0,2.0,1.0
863,2020-10-05,1267567,367222.75,281596,421229.68,4.0,3.0,2003.0,4960.0,414269.0,22,21,2019,0.0,7.0,1.0,1.0
868,2020-10-05,1268845,903787.96,570594,600000.00,5.0,3.0,4380.0,11224.0,791935.0,22,6,2016,1.0,3.0,4.0,0.0
870,2020-09-30,1269111,323574.94,390587,323574.94,2.0,1.0,2255.0,7100.0,520244.0,14,4,2016,0.0,6.0,4.0,0.0
879,2020-09-30,1268836,391112.8,168903,391112.80,4.0,2.0,2321.0,8591.0,374130.0,14,2,2015,0.0,4.0,3.0,1.0
880,2020-09-30,1269657,115467.57,115327,115467.57,3.0,2.0,1548.0,0.0,191240.0,14,7,2018,1.0,8.0,2.0,0.0
884,2020-09-29,1270518,174230.68,189360,174230.68,2.0,2.0,1268.0,0.0,266992.0,20,19,2019,1.0,5.0,2.0,1.0
885,2020-09-29,1269628,131704.58,125090,141142.00,3.0,2.0,2158.0,7875.0,325036.0,20,10,2018,0.0,2.0,3.0,1.0
887,2020-09-29,1268056,43121.48,74608,44928.91,3.0,2.0,1126.0,6950.0,261412.0,20,12,2019,0.0,8.0,2.0,1.0
891,2020-09-29,1269570,247009.72,198095,247009.72,3.0,2.0,1686.0,7500.0,320638.0,20,16,2019,0.0,7.0,1.0,1.0
893,2020-09-29,1269686,35996.08,189746,39996.08,3.0,2.0,1035.0,30100.0,293508.0,20,7,2018,0.0,3.0,5.0,0.0
895,2020-09-29,1269259,284218.52,102120,190000.00,1.0,1.0,994.0,0.0,178777.0,20,13,2019,1.0,2.0,1.0,1.0
899,2020-09-29,1269620,197332.85,126443,121824.42,2.0,2.0,996.0,0.0,344185.0,20,3,2016,1.0,6.0,6.0,1.0
909,2020-09-23,1268029,289679.85,118842,289140.00,3.0,2.0,1232.0,11001.0,347718.0,16,1,2009,0.0,5.0,6.0,0.0
914,2020-09-23,1270400,10172.76,113000,10400.00,1.0,1.0,546.0,0.0,145085.0,16,14,2019,1.0,3.0,2.0,1.0
