,Date,Auction ID,Final Judgment,Assessed Value,Beds,Bath,Living Area,ZEstimate,Day Count,Place in Line,Court Year,Defendant Count,Previous Auctions,Sold Amount
4328,2019-10-28,1232163,463749.76,331290,1.0,1.0,788.0,417521.0,58,53,2019,5.0,3.0,4100.0
4331,2019-10-28,1226452,302242.46,115463,1.0,1.0,827.0,166155.0,58,22,2017,7.0,1.0,4100.0
4333,2019-10-28,1225586,486317.08,273074,2.0,2.0,1223.0,328392.0,58,4,2014,11.0,3.0,240100.0
4343,2019-10-28,1225846,438136.73,293629,2.0,2.0,1158.0,381384.0,58,27,2018,3.0,1.0,290100.0
4347,2019-10-28,1225437,546265.88,233047,2.0,2.0,1048.0,320924.0,58,2,2012,6.0,2.0,285100.0
4348,2019-10-28,1212631,336704.9,201283,2.0,2.0,891.0,246329.0,58,21,2017,3.0,1.0,179500.0
4353,2019-10-28,1221973,444654.11,290000,1.0,1.0,806.0,273088.0,58,45,2018,8.0,2.0,55100.0
4354,2019-10-28,1234441,127524.27,214200,1.0,1.0,962.0,373940.0,58,58,2019,15.0,1.0,180400.0
4361,2019-10-28,1230269,255141.64,170000,2.0,2.0,910.0,223904.0,58,54,2019,2.0,1.0,150000.0
4365,2019-10-28,1229949,493716.36,297445,1.0,2.0,924.0,383742.0,58,50,2019,7.0,1.0,282600.0
4374,2019-10-23,1228369,191601.86,128544,2.0,1.0,952.0,162338.0,44,31,2018,3.5,1.0,138500.0
4393,2019-10-23,1231670,84804.47,111525,0.0,0.0,673.0,128389.0,44,23,2018,3.0,2.0,76100.0
4394,2019-10-23,1233394,131451.51,56710,2.0,2.0,902.0,80321.0,44,34,2018,3.0,1.0,60100.0
4397,2019-10-23,1233809,45906.75,80568,2.0,2.0,830.0,118292.0,44,28,2018,1.0,1.0,46000.0
4398,2019-10-23,1233070,217148.14,209104,0.0,0.0,1080.0,213063.0,44,35,2019,7.0,1.0,100100.0
4399,2019-10-23,1229158,161768.11,99000,3.0,2.0,1195.0,163800.0,44,21,2018,6.0,1.0,115800.0
4401,2019-10-23,1233071,451290.37,293220,1.0,1.0,776.0,436991.0,44,38,2019,3.0,1.0,265100.0
4402,2019-10-23,1233008,249751.15,138335,2.0,2.0,1240.0,359900.0,44,27,2018,3.0,1.0,156600.0
4415,2019-10-22,1224979,226448.51,224100,2.0,2.0,1520.0,352958.0,33,9,2016,7.0,4.0,100.0
4421,2019-10-22,1234703,86927.45,171000,2.0,2.0,926.0,316400.0,33,21,2018,4.0,1.0,92100.0
4426,2019-10-22,1232585,18963.25,48719,1.0,1.0,752.0,63108.0,33,30,2018,1.0,1.0,39200.0
4443,2019-10-22,1224863,579077.41,190000,2.0,2.0,1308.0,251290.0,33,3,2014,4.0,4.0,205200.0
4448,2019-10-21,1231422,272470.19,130000,2.0,2.0,965.0,166174.0,50,23,2017,4.0,1.0,145100.0
4451,2019-10-21,1229524,160193.36,150313,2.0,2.0,1012.0,203900.0,50,50,2019,7.0,1.0,152100.0
4456,2019-10-21,1231278,317567.63,95000,2.0,2.0,1070.0,123336.0,50,49,2019,3.0,1.0,79400.0
4481,2019-10-21,1232181,107506.52,78535,1.0,1.0,952.0,100112.0,50,38,2018,7.0,1.0,61700.0
4488,2019-10-21,1232310,126686.82,104509,2.0,1.0,639.0,135212.0,50,28,2018,5.0,2.0,125600.0
4491,2019-10-21,1230296,218080.91,136500,2.0,1.0,1123.0,160352.0,50,43,2019,25.0,2.0,132100.0
4502,2019-10-16,1231353,114891.27,64050,2.0,2.0,1041.0,81598.0,45,43,2019,13.0,1.0,55300.0
4503,2019-10-16,1229953,33521.87,72114,2.0,1.0,738.0,125551.0,45,42,2019,4.0,1.0,72900.0
4510,2019-10-16,1231099,811365.89,217700,1.0,1.0,837.0,293846.0,45,1,2007,4.0,1.0,170800.0
4517,2019-10-16,1230132,444533.49,144703,1.0,1.0,685.0,184801.0,45,14,2016,11.0,2.0,89800.0
4518,2019-10-16,1232152,168369.29,100500,1.0,1.0,583.0,124817.0,45,41,2019,3.0,1.0,114100.0
4520,2019-10-16,1231014,340919.37,354800,2.0,3.0,1663.0,347666.0,45,37,2018,4.0,1.0,343900.0
4523,2019-10-16,1231100,160889.37,86250,2.0,2.0,930.0,123077.0,45,34,2018,3.0,1.0,1100.0
4528,2019-10-16,1229954,293328.33,131657,2.0,1.0,866.0,172337.0,45,44,2019,4.0,1.0,130800.0
4534,2019-10-16,1230037,313020.26,259000,2.0,2.0,1492.0,307592.0,45,26,2018,3.0,4.0,100.0
4538,2019-10-15,1229952,337191.61,181000,3.0,2.0,1090.0,230834.0,104,55,2018,8.0,1.0,175200.0
4540,2019-10-15,1230671,213873.45,149000,2.0,2.0,996.0,253559.0,104,66,2018,4.0,1.0,183100.0
4542,2019-10-15,1227801,181461.81,165900,2.0,2.0,1050.0,208568.0,104,7,2012,10.0,4.0,165900.0
4548,2019-10-15,1230631,158343.32,52476,1.0,1.0,319.0,203900.0,104,63,2018,8.0,1.0,55100.0
4552,2019-10-15,1229331,188058.03,172600,3.0,2.0,1464.0,267211.0,104,11,2014,21.0,1.0,175900.0
4556,2019-10-15,1230607,199614.22,118000,2.0,1.0,870.0,165755.0,104,82,2018,8.0,1.0,120100.0
4565,2019-10-15,1231880,160586.57,64050,2.0,2.0,1041.0,81598.0,104,83,2018,6.0,1.0,55100.0
4572,2019-10-15,1230386,422258.78,205373,3.0,2.0,1470.0,281215.0,104,9,2014,4.0,8.0,215500.0
4573,2019-10-15,1218866,16682.13,72226,2.0,2.0,1065.0,156336.0,104,14,2015,1.0,1.0,17700.0
4585,2019-10-15,1229583,225154.04,207475,0.0,0.0,965.0,369800.0,104,73,2018,5.0,2.0,181000.0
4587,2019-10-15,1223253,183839.11,92736,2.0,2.0,1008.0,283200.0,104,42,2017,3.0,1.0,73800.0
4590,2019-10-15,1232147,295808.29,198900,2.0,2.0,1140.0,239350.0,104,72,2018,5.0,2.0,120100.0
4603,2019-10-15,1227473,68521.45,121661,1.0,1.0,726.0,137726.0,104,81,2018,5.0,2.0,100200.0
4605,2019-10-15,1229739,47757.99,111000,2.0,2.0,690.0,147868.0,104,39,2017,2.0,2.0,20100.0
4609,2019-10-15,1232150,14860.05,313573,2.0,2.0,1267.0,365491.0,104,100,2019,1.0,1.0,129800.0
4618,2019-10-15,1229737,524506.34,262500,1.0,1.0,806.0,330169.0,104,85,2018,8.0,1.0,201800.0
4619,2019-10-15,1231867,154757.95,139000,2.0,2.0,936.0,364700.0,104,57,2018,5.0,1.0,138800.0
4627,2019-10-15,1230637,82211.96,121728,2.0,2.0,1096.0,189277.0,104,92,2019,4.0,1.0,126300.0
4628,2019-10-15,1227827,79155.49,197000,2.0,2.0,1213.0,243723.0,104,74,2018,5.0,1.0,176900.0
4633,2019-10-15,1230672,301679.85,218061,2.0,2.0,983.0,266532.0,104,79,2018,5.0,1.0,197800.0
4636,2019-10-08,1229205,334010.43,187763,0.0,1.0,655.0,231281.0,14,1,2010,4.0,2.0,168200.0
4639,2019-10-08,1228571,102583.08,159500,2.0,2.0,1000.0,183486.0,14,9,2017,7.0,2.0,166100.0
4641,2019-10-08,1228570,393719.35,218400,3.0,2.0,1440.0,280828.0,14,5,2016,2.0,2.0,225100.0
4657,2019-10-07,1226318,161268.46,101000,1.0,1.0,808.0,254300.0,41,25,2018,5.0,1.0,120100.0
4663,2019-10-07,1217804,792656.17,639981,3.0,2.0,1191.0,755050.0,41,10,2016,4.0,1.0,451000.0
4664,2019-10-07,1231016,223464.28,73185,1.0,1.0,1036.0,104684.0,41,12,2016,21.0,1.0,4100.0
4672,2019-10-07,1229022,237586.02,306900,2.0,2.0,1067.0,431163.0,41,34,2019,4.0,1.0,125100.0
4677,2019-10-07,1228572,174728.14,185000,4.0,2.0,1700.0,242090.0,41,15,2016,7.0,2.0,197900.0
4678,2019-10-07,1229025,153313.73,94500,0.0,1.0,392.0,80639.0,41,28,2018,3.0,1.0,76000.0
4692,2019-10-02,1228989,116026.9,142000,2.0,1.0,891.0,182271.0,27,19,2018,5.0,2.0,156100.0
4699,2019-10-02,1229951,1208881.3,663900,2.0,2.0,1550.0,837452.0,27,17,2018,7.0,1.0,20100.0
4707,2019-10-02,1230510,320593.8,122418,2.0,1.0,829.0,307300.0,27,15,2018,6.0,1.0,116200.0
4711,2019-10-02,1230448,87196.62,699000,2.0,2.0,1590.0,832288.0,27,1,2015,1.0,1.0,4300.0
4714,2019-10-01,1230272,497377.76,268000,3.0,2.0,1712.0,357736.0,94,92,2019,2.0,1.0,236000.0
4715,2019-10-01,1228015,180373.82,124950,2.0,1.0,867.0,160411.0,94,54,2018,4.0,1.0,140200.0
4720,2019-10-01,1222093,265149.21,123600,2.0,2.0,883.0,153341.0,94,76,2018,10.0,1.0,60800.0
4722,2019-10-01,1229591,235237.5,174000,1.0,1.0,1005.0,213372.0,94,22,2017,2.0,2.0,131400.0
4725,2019-10-01,1226237,302390.75,117720,2.0,2.0,1003.0,164708.0,94,43,2018,8.0,1.0,4100.0
4740,2019-10-01,1226451,140939.89,83200,1.0,1.0,496.0,119562.0,94,42,2018,6.0,1.0,50100.0
4743,2019-10-01,1229523,611395.98,278300,2.0,2.0,1326.0,353679.0,94,55,2018,3.0,1.0,5100.0
4748,2019-10-01,1226230,281474.15,160626,2.0,2.0,1248.0,185756.0,94,64,2018,8.0,1.0,145600.0
4756,2019-10-01,1229732,781065.69,232780,2.0,2.0,968.0,321081.0,94,88,2019,6.0,1.0,77800.0
4757,2019-10-01,1229733,106106.78,73509,2.0,1.0,1036.0,99601.0,94,44,2018,4.0,1.0,69700.0
4758,2019-10-01,1229221,266758.08,123600,2.0,1.0,848.0,146973.0,94,57,2018,6.0,1.0,75200.0
4759,2019-10-01,1225867,156886.73,142653,1.0,1.0,760.0,192844.0,94,78,2018,12.0,1.0,112100.0
4766,2019-10-01,1230275,21552.36,331290,1.0,1.0,788.0,420148.0,94,94,2019,1.0,1.0,21600.0
4768,2019-10-01,1229154,139004.43,93900,2.0,2.0,1040.0,129251.0,94,91,2019,2.0,1.0,80800.0
4769,2019-10-01,1228061,383496.21,219700,2.0,2.0,1187.0,260393.0,94,6,2014,5.0,1.0,280100.0
4777,2019-10-01,1228007,83004.59,108100,2.0,1.0,852.0,254300.0,94,87,2019,7.0,1.0,119600.0
4779,2019-10-01,1217484,558502.78,256000,2.0,2.0,1500.0,322743.0,94,10,2016,2.0,1.0,218000.0
4780,2019-10-01,1222733,117914.67,113088,2.0,2.0,1400.0,146757.0,94,59,2018,7.0,2.0,4100.0
4781,2019-10-01,1216361,267987.97,137174,2.0,2.0,960.0,175373.0,94,17,2016,4.0,1.0,130100.0
4789,2019-10-01,1230274,30883.08,694700,3.0,2.0,2440.0,328700.0,94,20,2017,2.0,2.0,435200.0
4790,2019-10-01,1216997,349924.72,272000,2.0,2.0,1024.0,328167.0,94,14,2016,5.0,1.0,247800.0
4794,2019-10-01,1229712,247158.2,138080,2.0,2.0,625.0,175473.0,94,30,2017,4.0,1.0,136600.0
4797,2019-10-01,1216362,324740.29,161700,2.0,2.0,1005.0,197477.0,94,9,2015,3.0,1.0,151000.0
4799,2019-09-25,1229324,144078.76,120342,1.0,1.0,790.0,173689.0,42,39,2019,4.0,1.0,117800.0
4801,2019-09-25,1228372,97507.3,83400,2.0,1.0,1075.0,124459.0,42,32,2018,3.0,1.0,56000.0
4813,2019-09-25,1228018,391354.25,207000,3.0,2.0,1380.0,265362.0,42,38,2019,4.0,1.0,193600.0
4815,2019-09-25,1216180,202285.93,167000,2.0,2.0,870.0,343900.0,42,35,2018,5.0,1.0,169500.0
4823,2019-09-25,1228579,293024.92,97272,1.0,1.0,432.0,142694.0,42,14,2016,14.0,2.0,4100.0
4826,2019-09-25,1228017,342421.36,156000,2.0,2.0,1036.0,204140.0,42,41,2019,2.0,1.0,157300.0
4827,2019-09-25,1227488,187244.34,169919,2.0,2.0,955.0,209032.0,42,31,2018,10.0,2.0,161300.0
4839,2019-09-24,1225079,342229.38,200800,1.0,1.0,788.0,260076.0,21,17,2018,5.0,1.0,151100.0
4840,2019-09-24,1225438,46461.63,103944,2.0,1.0,752.0,127939.0,21,9,2018,2.0,2.0,14100.0
4841,2019-09-24,1228965,116391.44,82088,1.0,1.0,480.0,230500.0,21,8,2018,5.0,1.0,67800.0
4846,2019-09-24,1228606,254149.63,204385,1.0,1.0,730.0,254587.0,21,11,2018,4.0,2.0,178300.0
4849,2019-09-24,1225600,367559.86,309976,1.0,1.0,854.0,380425.0,21,21,2019,6.0,1.0,260100.0
4854,2019-09-24,1225379,580371.85,225000,2.0,2.0,1316.0,287754.0,21,5,2016,5.0,3.0,218000.0
4860,2019-09-23,1224226,25760.72,539965,0.0,0.0,1367.0,803400.0,53,44,2018,1.0,2.0,25800.0
4861,2019-09-23,1228740,342183.29,382330,0.0,0.0,2249.0,362600.0,53,41,2018,7.0,1.0,100.0
4862,2019-09-23,1225420,219307.71,177000,2.0,2.0,840.0,231665.0,53,50,2019,5.0,1.0,189800.0
4880,2019-09-23,1212622,961654.3,627371,3.0,2.0,1191.0,663979.0,53,14,2016,5.0,1.0,500100.0
4882,2019-09-23,1224691,38267.45,116900,2.0,2.0,996.0,253200.0,53,43,2018,1.0,2.0,10100.0
4884,2019-09-23,1228746,381397.74,97900,0.0,1.0,465.0,138374.0,53,24,2017,6.0,1.0,41500.0
4892,2019-09-23,1215482,71127.79,68565,2.0,2.0,1040.0,166700.0,53,28,2018,14.0,1.0,54600.0
4893,2019-09-23,1224711,262461.49,180300,3.0,2.0,1451.0,225551.0,53,19,2017,6.0,3.0,100.0
4904,2019-09-18,1228640,30592.57,99910,2.0,2.0,1225.0,267400.0,23,19,2018,2.0,2.0,24100.0
4906,2019-09-18,1226881,2343630.98,2663000,3.0,4.0,2504.0,353000.0,23,23,2019,5.0,2.0,700100.0
4911,2019-09-18,1228400,25262.53,233400,2.0,2.0,1560.0,375586.0,23,17,2018,4.0,1.0,5100.0
4922,2019-09-17,1227618,300046.64,271547,2.0,2.0,1255.0,369845.0,11,2,2013,7.0,10.0,216200.0
4923,2019-09-17,1224336,650760.8,423600,2.0,2.0,2150.0,353000.0,11,3,2014,8.0,1.0,340200.0
4926,2019-09-17,1227964,15264.46,120000,2.0,2.0,978.0,144193.0,11,8,2018,1.0,1.0,20300.0
4929,2019-09-17,1228023,29054.9,198900,2.0,2.0,1140.0,242752.0,11,10,2018,5.0,2.0,7100.0
4933,2019-09-16,1223573,323913.04,167310,2.0,2.0,1120.0,204620.0,68,36,2018,7.0,2.0,167800.0
4946,2019-09-16,1226328,22158.8,148516,2.0,2.0,1224.0,213200.0,68,46,2018,2.0,1.0,150400.0
4964,2019-09-16,1225848,18341.1,100000,2.0,2.0,1065.0,175549.0,68,65,2019,1.0,1.0,18400.0
4965,2019-09-16,1224209,170513.57,124260,3.0,2.0,1266.0,182863.0,68,63,2019,6.0,1.0,138800.0
4970,2019-09-16,1220846,4890.63,100000,0.0,0.0,160.0,114952.0,68,54,2018,1.0,1.0,72100.0
4972,2019-09-16,1226465,203316.93,98547,2.0,2.0,1317.0,129459.0,68,61,2019,9.0,1.0,64100.0
4976,2019-09-16,1214568,266723.03,215280,1.0,1.0,723.0,224248.0,68,9,2015,4.0,1.0,161200.0
4997,2019-09-11,1225078,294803.29,327300,1.0,2.0,792.0,349570.0,17,17,2019,3.0,1.0,260100.0
4998,2019-09-11,1219772,16692.0,88935,1.0,1.0,600.0,125367.0,17,7,2017,5.0,1.0,16700.0
4999,2019-09-11,1226304,144058.97,144300,2.0,2.0,828.0,179425.0,17,15,2019,5.0,1.0,145100.0
5004,2019-09-11,1218865,144370.5,124215,2.0,2.0,1125.0,159656.0,17,10,2018,3.0,1.0,89900.0
5015,2019-09-10,1226031,196260.8,189200,2.0,2.0,1011.0,192467.0,36,29,2018,7.0,2.0,188800.0
5034,2019-09-10,1214313,163588.9,159500,2.0,2.0,1000.0,203977.0,36,20,2018,4.0,1.0,155100.0
5035,2019-09-10,1227389,159591.53,111240,2.0,1.0,828.0,147583.0,36,32,2019,11.0,1.0,96300.0
5038,2019-09-10,1227000,161908.81,106000,1.0,1.0,870.0,134855.0,36,30,2019,15.0,1.0,93800.0
5046,2019-09-09,1213080,202895.59,190000,0.0,0.0,1308.0,220271.0,79,66,2018,5.0,1.0,169000.0
5051,2019-09-09,1226900,22855.67,95000,2.0,2.0,1070.0,121863.0,79,59,2018,2.0,1.0,75400.0
5061,2019-09-09,1226463,352957.19,168000,2.0,2.0,1214.0,207141.0,79,36,2017,6.0,3.0,150000.0
5075,2019-09-09,1213104,244721.49,130950,2.0,1.0,968.0,174607.0,79,33,2017,4.0,1.0,125100.0
5076,2019-09-09,1223222,158724.76,116400,1.0,2.0,839.0,150896.0,79,58,2018,8.0,1.0,145100.0
5091,2019-09-09,1212893,174345.79,99500,2.0,2.0,1180.0,131564.0,79,49,2018,5.0,1.0,96100.0
5098,2019-09-09,1217868,214505.93,119000,2.0,2.0,877.0,165108.0,79,24,2016,7.0,1.0,110900.0
5099,2019-09-09,1225599,169270.31,100896,1.0,1.0,848.0,144932.0,79,70,2018,19.0,1.0,110500.0
5112,2019-09-09,1224326,185848.15,135700,2.0,2.0,820.0,181372.0,79,56,2018,4.0,1.0,150100.0
5214,2019-08-28,1221951,180690.35,198700,1.0,1.0,990.0,224449.0,46,34,2018,7.0,1.0,182800.0
5226,2019-08-28,1221953,182723.42,185400,2.0,2.0,1165.0,252015.0,46,42,2018,4.0,1.0,141400.0
5243,2019-08-28,1225418,217606.24,101975,1.0,1.0,658.0,158062.0,46,40,2018,6.0,1.0,105100.0
5253,2019-08-28,1225097,156808.05,100500,1.0,1.0,583.0,123677.0,46,44,2019,4.0,1.0,120100.0
5261,2019-08-27,1224973,2003437.51,2054000,3.0,3.0,2202.0,762400.0,32,31,2019,4.0,4.0,770100.0
5275,2019-08-27,1221963,231795.82,141557,1.0,1.0,860.0,213791.0,32,22,2018,9.0,1.0,72800.0
5285,2019-08-27,1225112,52770.06,246600,3.0,2.0,1520.0,393367.0,32,25,2018,5.0,3.0,42000.0
5287,2019-08-26,1223108,194186.8,116761,2.0,1.0,763.0,139770.0,84,56,2018,6.0,1.0,113900.0
5291,2019-08-26,1225095,29593.51,874700,2.0,3.0,2580.0,1123036.0,84,61,2018,5.0,2.0,5500.0
5296,2019-08-26,1220841,1202022.98,502800,3.0,2.0,3010.0,384950.0,84,35,2017,6.0,2.0,350100.0
5302,2019-08-26,1224325,180771.52,175584,2.0,2.0,1488.0,309772.0,84,82,2019,1.0,1.0,182800.0
5303,2019-08-26,1224327,130508.37,95000,2.0,2.0,1040.0,121341.0,84,76,2018,5.0,1.0,80100.0
5305,2019-08-26,1215745,237564.73,140700,2.0,2.0,1106.0,169100.0,84,57,2018,2.0,1.0,150100.0
5313,2019-08-26,1216122,97324.05,114250,3.0,3.0,1423.0,161047.0,84,42,2017,4.0,1.0,99900.0
5325,2019-08-26,1216177,82518.67,96600,2.0,2.0,1087.0,117864.0,84,20,2015,1.0,1.0,20100.0
5341,2019-08-26,1225096,276759.96,125660,2.0,2.0,976.0,272300.0,84,62,2018,7.0,1.0,100100.0
5361,2019-08-26,1224350,107842.37,247000,2.0,2.0,1525.0,346769.0,84,4,2012,4.0,1.0,13100.0
5371,2019-08-21,1224329,486737.43,462334,3.0,2.0,1605.0,525106.0,27,15,2018,3.0,1.0,100.0
5388,2019-08-20,1215467,264494.41,130810,2.0,2.0,1100.0,180869.0,24,10,2017,5.0,1.0,135100.0
5397,2019-08-20,1223716,398609.03,178000,1.0,1.0,1005.0,242567.0,24,23,2019,4.0,1.0,150100.0
5405,2019-08-20,1223706,218836.71,268000,3.0,2.0,1712.0,328032.0,24,24,2019,9.0,1.0,250900.0
5406,2019-08-20,1215466,386477.89,176670,3.0,2.0,1142.0,211122.0,24,15,2018,3.0,1.0,177300.0
5409,2019-08-20,1210212,119910.16,77364,0.0,1.0,307.0,184217.0,24,12,2017,7.0,1.0,125000.0
5413,2019-08-19,1217291,598185.98,321700,1.0,1.0,1046.0,477229.0,75,8,2013,6.0,2.0,255100.0
5416,2019-08-19,1223196,966784.14,614000,3.0,3.0,2340.0,658729.0,75,19,2016,6.0,1.0,500100.0
5426,2019-08-19,1223193,2668729.28,916000,3.0,4.0,2005.0,1577643.0,75,3,2012,5.0,1.0,720300.0
5433,2019-08-19,1210017,399229.06,144000,3.0,2.0,1168.0,198253.0,75,26,2016,28.5,1.0,157900.0
5452,2019-08-19,1222133,392444.41,235249,1.0,1.0,997.0,213245.0,75,32,2017,7.0,3.0,2600.0
5460,2019-08-19,1222005,252190.99,90000,0.0,1.0,383.0,122978.0,75,61,2018,2.0,1.0,85000.0
5468,2019-08-19,1222158,534386.45,183900,2.0,2.0,1062.0,255004.0,75,44,2018,10.0,2.0,155300.0
5470,2019-08-19,1223116,807924.43,520000,2.0,2.0,1266.0,677206.0,75,24,2016,6.0,1.0,255100.0
5476,2019-08-19,1210002,84946.35,123700,2.0,2.0,1045.0,194745.0,75,47,2018,4.0,2.0,156500.0
5479,2019-08-19,1219904,328113.79,127602,1.0,1.0,507.0,175414.0,75,20,2016,10.0,3.0,125100.0
5483,2019-08-14,1223182,805544.88,759000,2.0,3.0,3173.0,330600.0,29,20,2018,10.0,1.0,99100.0
5489,2019-08-14,1217798,181514.78,132160,2.0,2.0,950.0,392800.0,29,24,2019,5.0,1.0,146100.0
5490,2019-08-14,1223124,172996.45,99792,3.0,2.0,1182.0,125290.0,29,25,2019,3.0,1.0,1300.0
5494,2019-08-14,1209752,539148.77,250000,2.0,2.0,1175.0,317934.0,29,10,2017,6.0,1.0,140200.0
5502,2019-08-14,1221736,605954.87,239900,2.0,2.0,1522.0,330499.0,29,21,2018,4.0,3.0,125100.0
5504,2019-08-14,1223192,232510.69,132793,3.0,2.0,1657.0,184408.0,29,12,2017,2.0,1.0,128900.0
5510,2019-08-13,1223091,609726.66,607953,2.0,2.0,1607.0,636750.0,22,21,2019,3.0,2.0,900.0
5519,2019-08-13,1219836,120510.78,32981,2.0,2.0,1012.0,79808.0,22,11,2017,4.0,1.0,59100.0
5520,2019-08-13,1214122,370014.4,192687,1.0,1.0,1060.0,418700.0,22,14,2018,3.0,1.0,211600.0
5529,2019-08-12,1217945,10467.38,61270,1.0,1.0,765.0,98717.0,61,44,2018,2.0,1.0,36100.0
5538,2019-08-12,1223211,290082.84,136000,2.0,2.0,1084.0,174492.0,61,61,2019,3.0,1.0,122300.0
5543,2019-08-12,1202884,290721.37,182100,2.0,2.0,1100.0,232898.0,61,16,2017,3.0,1.0,163800.0
5549,2019-08-12,1219907,375615.69,283500,3.0,2.0,1499.0,333087.0,61,26,2017,5.0,2.0,112900.0
5551,2019-08-12,1223119,62989.67,103000,1.0,1.0,887.0,136260.0,61,7,2015,5.0,1.0,35100.0
5559,2019-08-12,1208778,240193.96,117251,1.0,1.0,755.0,139798.0,61,6,2015,6.0,1.0,124100.0
5564,2019-08-12,1218768,277550.8,171000,0.0,0.0,1300.0,261562.0,61,60,2019,4.0,1.0,85900.0
5571,2019-08-12,1214307,187244.34,169919,2.0,2.0,955.0,208080.0,61,38,2018,10.0,2.0,163100.0
5573,2019-08-12,1220899,299775.64,117000,2.0,1.0,883.0,155709.0,61,10,2016,3.0,3.0,118400.0
5582,2019-08-07,1222008,95952.35,123074,2.0,1.0,910.0,164655.0,10,10,2019,1.0,1.0,124100.0
5587,2019-08-07,1208726,202087.43,177000,4.0,3.0,1700.0,218799.0,10,1,2018,6.0,1.0,173400.0
5588,2019-08-07,1208727,210953.27,178700,1.0,1.0,656.0,239062.0,10,4,2018,3.0,1.0,193600.0
5589,2019-08-07,1222036,188455.19,98200,1.0,1.0,622.0,121305.0,10,8,2019,5.0,1.0,96100.0
5596,2019-08-06,1208552,191030.97,192000,1.0,1.0,603.0,218000.0,37,32,2018,3.0,1.0,130800.0
5597,2019-08-06,1220857,192429.48,115500,2.0,2.0,980.0,278500.0,37,33,2019,6.0,1.0,116200.0
5605,2019-08-06,1221966,1222534.37,3164800,3.0,4.0,4135.0,3945739.0,37,15,2016,6.0,1.0,350100.0
5610,2019-08-06,1220679,159183.2,122000,2.0,2.0,780.0,144646.0,37,25,2018,3.0,1.0,121600.0
5611,2019-08-06,1221974,116052.44,108000,3.0,2.0,1220.0,131690.0,37,18,2017,6.0,1.0,90200.0
5628,2019-08-05,1217758,168266.27,230565,2.0,2.0,963.0,279487.0,68,62,2019,3.0,1.0,191300.0
5631,2019-08-05,1221759,152410.15,93600,2.0,2.0,895.0,118783.0,68,37,2018,7.0,1.0,6100.0
5632,2019-08-05,1217805,359933.34,138465,2.0,2.0,900.0,166976.0,68,64,2019,5.0,1.0,128400.0
5643,2019-08-05,1220138,485343.49,248000,1.0,2.0,1290.0,348084.0,68,38,2018,7.0,1.0,252600.0
5648,2019-08-05,1215259,231356.57,150000,3.0,2.0,1011.0,212814.0,68,30,2017,7.0,2.0,148100.0
5652,2019-08-05,1221758,166283.26,121000,2.0,1.0,971.0,329200.0,68,66,2019,7.0,1.0,120100.0
5653,2019-08-05,1217806,205066.81,154000,3.0,2.0,1266.0,283600.0,68,45,2018,5.0,1.0,155100.0
5678,2019-08-05,1217295,332238.9,223000,2.0,2.0,1423.0,325800.0,68,3,2012,4.0,2.0,225700.0
5681,2019-08-05,1221950,171801.72,85050,2.0,2.0,914.0,123517.0,68,65,2019,5.0,1.0,78100.0
5687,2019-08-05,1221761,194169.31,125840,1.0,1.0,811.0,163680.0,68,63,2019,3.0,1.0,121300.0
5688,2019-08-05,1216983,160553.84,128750,2.0,2.0,968.0,289000.0,68,55,2018,3.0,1.0,120400.0
5701,2019-07-31,1219791,249393.41,76214,3.0,2.0,1739.0,209197.0,16,10,2018,5.0,2.0,148300.0
5710,2019-07-30,1215276,179408.73,180000,2.0,1.0,692.0,218154.0,26,26,2018,4.0,1.0,100.0
5714,2019-07-30,1219586,343245.82,150393,3.0,2.0,1205.0,218122.0,26,1,2008,2.0,1.0,150100.0
5716,2019-07-30,1219909,314200.95,170000,2.0,2.0,910.0,344600.0,26,12,2016,4.0,2.0,100.0
5725,2019-07-29,1218201,436878.0,260064,2.0,2.0,950.0,210833.0,75,41,2017,3.0,2.0,135800.0
5726,2019-07-29,1218190,47930.84,231750,0.0,0.0,2250.0,267400.0,75,11,2014,18.0,2.0,4100.0
5729,2019-07-29,1216172,74403.43,130114,1.0,1.0,825.0,253383.0,75,19,2016,2.0,4.0,4100.0
5741,2019-07-29,1216200,205395.12,106080,2.0,2.0,870.0,134919.0,75,48,2018,3.0,1.0,45100.0
5742,2019-07-29,1210022,290671.43,135449,1.0,1.0,805.0,179769.0,75,65,2018,2.0,1.0,126100.0
5743,2019-07-29,1220548,155651.88,55967,1.0,1.0,423.0,100481.0,75,67,2018,4.0,2.0,5100.0
5751,2019-07-29,1206615,470611.77,227505,3.0,2.0,1450.0,290055.0,75,13,2014,5.0,1.0,50800.0
5755,2019-07-29,1218675,35373.54,1316099,2.0,3.0,3165.0,626500.0,75,74,2019,1.0,1.0,38700.0
5771,2019-07-29,1215818,551329.33,258936,2.0,2.0,1214.0,330737.0,75,8,2014,7.0,6.0,100.0
5775,2019-07-29,1220686,159660.52,120000,2.0,1.0,1035.0,271700.0,75,72,2019,2.0,1.0,98400.0
5786,2019-07-29,1216194,218013.1,119970,1.0,2.0,914.0,146748.0,75,55,2018,4.0,1.0,130100.0
5796,2019-07-29,1218750,208583.51,231750,0.0,0.0,2250.0,267400.0,75,12,2014,18.0,2.0,51500.0
5813,2019-07-24,1211662,199506.24,93000,2.0,2.0,960.0,106398.0,23,13,2017,3.0,1.0,2100.0
