,Date,Auction ID,Final Judgment,Assessed Value,Beds,Bath,Living Area,ZEstimate,Day Count,Place in Line,Court Year,Defendant Count,Previous Auctions,Plaintiff Max Bid
4120,2019-11-06,1229950,121562.28,163000,3.0,2.0,1715.0,208505.0,40,17,2018,9.0,1.0,123525.59
4121,2019-11-06,1233659,74403.43,130114,1.0,1.0,825.0,255133.0,40,8,2016,2.0,4.0,7440.43
4169,2019-11-05,1232263,139347.4,158700,2.0,2.0,1064.0,195148.0,33,7,2013,9.0,1.0,139347.40
4207,2019-11-04,1220691,100422.32,89863,1.0,1.0,760.0,123800.0,37,21,2018,2.0,1.0,75551.67
4263,2019-10-29,1231150,10942.89,120000,3.0,2.0,1452.0,170200.0,57,53,2019,2.0,2.0,10942.89
4270,2019-10-29,1231195,1268552.31,1002600,1.0,1.0,767.0,579017.0,57,43,2018,3.0,2.0,1299000.00
4280,2019-10-29,1231202,184769.3,92000,2.0,2.0,892.0,134861.0,57,18,2017,6.0,2.0,83374.01
4285,2019-10-29,1231191,340631.44,143750,2.0,2.0,1417.0,180106.0,57,28,2018,8.0,2.0,125000.00
4296,2019-10-29,1231217,106240.99,108864,2.0,2.0,870.0,166407.0,57,33,2018,13.0,2.0,108685.14
4354,2019-10-28,1234441,127524.27,214200,1.0,1.0,962.0,373940.0,58,58,2019,15.0,1.0,128763.30
4399,2019-10-23,1229158,161768.11,99000,3.0,2.0,1195.0,163800.0,44,21,2018,6.0,1.0,115740.00
4426,2019-10-22,1232585,18963.25,48719,1.0,1.0,752.0,63108.0,33,30,2018,1.0,1.0,19100.00
4448,2019-10-21,1231422,272470.19,130000,2.0,2.0,965.0,166174.0,50,23,2017,4.0,1.0,128700.00
4491,2019-10-21,1230296,218080.91,136500,2.0,1.0,1123.0,160352.0,50,43,2019,25.0,2.0,119000.00
4528,2019-10-16,1229954,293328.33,131657,2.0,1.0,866.0,172337.0,45,44,2019,4.0,1.0,122500.00
4572,2019-10-15,1230386,422258.78,205373,3.0,2.0,1470.0,281215.0,104,9,2014,4.0,8.0,206655.96
4573,2019-10-15,1218866,16682.13,72226,2.0,2.0,1065.0,156336.0,104,14,2015,1.0,1.0,16800.00
4609,2019-10-15,1232150,14860.05,313573,2.0,2.0,1267.0,365491.0,104,100,2019,1.0,1.0,14860.05
4627,2019-10-15,1230637,82211.96,121728,2.0,2.0,1096.0,189277.0,104,92,2019,4.0,1.0,78378.88
4707,2019-10-02,1230510,320593.8,122418,2.0,1.0,829.0,307300.0,27,15,2018,6.0,1.0,109350.00
4759,2019-10-01,1225867,156886.73,142653,1.0,1.0,760.0,192844.0,94,78,2018,12.0,1.0,112000.00
4766,2019-10-01,1230275,21552.36,331290,1.0,1.0,788.0,420148.0,94,94,2019,1.0,1.0,21552.36
4813,2019-09-25,1228018,391354.25,207000,3.0,2.0,1380.0,265362.0,42,38,2019,4.0,1.0,182250.00
4882,2019-09-23,1224691,38267.45,116900,2.0,2.0,996.0,253200.0,53,43,2018,1.0,2.0,10000.00
4892,2019-09-23,1215482,71127.79,68565,2.0,2.0,1040.0,166700.0,53,28,2018,14.0,1.0,48736.00
4964,2019-09-16,1225848,18341.1,100000,2.0,2.0,1065.0,175549.0,68,65,2019,1.0,1.0,18341.10
4965,2019-09-16,1224209,170513.57,124260,3.0,2.0,1266.0,182863.0,68,63,2019,6.0,1.0,94250.00
5051,2019-09-09,1226900,22855.67,95000,2.0,2.0,1070.0,121863.0,79,59,2018,2.0,1.0,22855.67
5061,2019-09-09,1226463,352957.19,168000,2.0,2.0,1214.0,207141.0,79,36,2017,6.0,3.0,149600.00
5091,2019-09-09,1212893,174345.79,99500,2.0,2.0,1180.0,131564.0,79,49,2018,5.0,1.0,91000.00
5214,2019-08-28,1221951,180690.35,198700,1.0,1.0,990.0,224449.0,46,34,2018,7.0,1.0,182739.11
5243,2019-08-28,1225418,217606.24,101975,1.0,1.0,658.0,158062.0,46,40,2018,6.0,1.0,105000.00
5405,2019-08-20,1223706,218836.71,268000,3.0,2.0,1712.0,328032.0,24,24,2019,9.0,1.0,222325.35
5433,2019-08-19,1210017,399229.06,144000,3.0,2.0,1168.0,198253.0,75,26,2016,28.5,1.0,125550.00
5476,2019-08-19,1210002,84946.35,123700,2.0,2.0,1045.0,194745.0,75,47,2018,4.0,2.0,84946.35
5529,2019-08-12,1217945,10467.38,61270,1.0,1.0,765.0,98717.0,61,44,2018,2.0,1.0,12069.88
5538,2019-08-12,1223211,290082.84,136000,2.0,2.0,1084.0,174492.0,61,61,2019,3.0,1.0,116900.00
5543,2019-08-12,1202884,290721.37,182100,2.0,2.0,1100.0,232898.0,61,16,2017,3.0,1.0,152958.50
5551,2019-08-12,1223119,62989.67,103000,1.0,1.0,887.0,136260.0,61,7,2015,5.0,1.0,100.00
5559,2019-08-12,1208778,240193.96,117251,1.0,1.0,755.0,139798.0,61,6,2015,6.0,1.0,124000.00
5573,2019-08-12,1220899,299775.64,117000,2.0,1.0,883.0,155709.0,61,10,2016,3.0,3.0,118327.23
5582,2019-08-07,1222008,95952.35,123074,2.0,1.0,910.0,164655.0,10,10,2019,1.0,1.0,99202.35
5597,2019-08-06,1220857,192429.48,115500,2.0,2.0,980.0,278500.0,37,33,2019,6.0,1.0,91000.00
5610,2019-08-06,1220679,159183.2,122000,2.0,2.0,780.0,144646.0,37,25,2018,3.0,1.0,121500.00
5628,2019-08-05,1217758,168266.27,230565,2.0,2.0,963.0,279487.0,68,62,2019,3.0,1.0,170466.27
5643,2019-08-05,1220138,485343.49,248000,1.0,2.0,1290.0,348084.0,68,38,2018,7.0,1.0,251933.96
5652,2019-08-05,1221758,166283.26,121000,2.0,1.0,971.0,329200.0,68,66,2019,7.0,1.0,112000.00
5687,2019-08-05,1221761,194169.31,125840,1.0,1.0,811.0,163680.0,68,63,2019,3.0,1.0,112700.00
5775,2019-07-29,1220686,159660.52,120000,2.0,1.0,1035.0,271700.0,75,72,2019,2.0,1.0,90350.00
5900,2019-07-22,1218847,179368.89,169500,3.0,2.0,1055.0,212471.0,87,82,2019,4.0,1.0,156000.00
5905,2019-07-22,1217114,274096.09,141360,2.0,1.0,832.0,181897.0,87,55,2018,8.0,1.0,130500.00
5920,2019-07-17,1218862,15265.71,406200,2.0,2.0,1580.0,516436.0,28,26,2019,1.0,1.0,16600.00
5936,2019-07-16,1218766,249884.62,116550,1.0,1.0,1125.0,150144.0,36,36,2019,5.0,1.0,91650.00
5946,2019-07-16,1218735,70638.51,157740,3.0,2.0,1040.0,187640.0,36,22,2017,5.0,1.0,71466.78
6065,2019-07-10,1217737,67249.44,135571,1.0,1.0,712.0,162232.0,40,35,2018,3.0,1.0,61782.00
6179,2019-07-03,1216199,451887.84,225623,2.0,2.0,1311.0,302779.0,35,34,2019,4.0,1.0,221250.00
6235,2019-07-01,1200392,291042.26,144000,2.0,2.0,1120.0,190535.0,85,45,2017,8.0,1.0,146960.00
6319,2019-06-26,1206917,15186.9,99000,2.0,2.0,1160.0,134304.0,25,12,2018,1.0,2.0,15186.90
6339,2019-06-25,1213985,492008.76,158400,0.0,0.0,960.0,256200.0,31,5,2010,4.0,5.0,219900.00
6419,2019-06-19,1214515,324697.54,149100,2.0,2.0,1415.0,202300.0,17,14,2018,18.0,1.0,135000.00
6427,2019-06-19,1208775,169105.89,123375,1.0,1.0,780.0,170774.0,17,11,2018,2.0,1.0,125550.00
6442,2019-06-18,1212609,335622.34,132000,2.0,2.0,897.0,168108.0,31,14,2016,6.0,2.0,129600.00
6467,2019-06-17,1214312,144611.63,108989,2.0,2.0,1064.0,184742.0,84,63,2018,19.0,1.0,115800.00
6486,2019-06-17,1213027,15113.58,424040,2.0,2.0,1134.0,407100.0,84,76,2018,1.0,2.0,10113.58
6566,2019-06-11,1213072,13108.94,73509,1.0,1.0,1036.0,94803.0,24,21,2018,1.0,1.0,13600.00
6658,2019-06-05,1210207,189967.74,215280,3.0,2.0,1420.0,288414.0,45,35,2018,5.0,3.0,195540.69
6756,2019-06-03,1207224,392444.41,342854,2.0,2.0,1464.0,364700.0,88,34,2017,7.0,3.0,255300.00
6799,2019-05-29,1196027,144871.19,194300,2.0,2.0,996.0,205439.0,19,9,2017,2.5,1.0,149054.95
6808,2019-05-28,1206919,252883.22,124900,3.0,2.0,1195.0,170686.0,98,65,2018,4.0,1.0,117334.00
6903,2019-05-22,1208754,30070.4,59500,2.0,2.0,960.0,91266.0,36,22,2017,2.0,3.0,31309.40
6939,2019-05-21,1210043,44326.33,216000,1.0,1.0,969.0,259767.0,39,32,2018,1.0,1.0,44990.51
6956,2019-05-21,1207718,301024.18,309049,2.0,2.0,1158.0,403721.0,39,38,2018,21.0,2.0,310543.39
6971,2019-05-20,1194798,233619.36,141750,2.0,2.0,1106.0,169882.0,54,38,2018,4.0,1.0,143500.00
6979,2019-05-20,1209654,156098.9,191232,2.0,2.0,1036.0,303844.0,54,52,2019,3.0,1.0,157082.05
7000,2019-05-20,1209628,473316.6,207820,0.0,0.0,1064.0,407700.0,54,31,2017,3.0,1.0,214200.00
7016,2019-05-15,1207554,279887.5,240521,1.0,1.0,945.0,488949.0,34,33,2018,4.0,1.0,236523.00
7078,2019-05-13,1193386,238935.88,156450,2.0,2.0,845.0,198076.0,89,29,2016,4.0,1.0,148982.73
7107,2019-05-13,1206535,18031.85,80000,1.0,1.0,830.0,109544.0,89,84,2018,1.0,1.0,18031.85
7140,2019-05-13,1202706,117911.76,123200,2.0,2.0,793.0,149142.0,89,63,2018,4.0,1.0,116485.75
7189,2019-05-07,1192571,290447.1,122535,0.0,0.0,723.0,145210.0,29,23,2018,8.0,1.0,119000.00
7226,2019-05-06,1206916,376996.85,200346,2.0,2.0,935.0,272517.0,61,18,2016,6.0,1.0,191070.96
7231,2019-05-06,1202440,7879.93,128000,3.0,2.0,1379.0,149281.0,61,60,2018,1.0,1.0,7961.92
7241,2019-05-06,1200880,272179.68,125600,2.0,2.0,940.0,188860.0,61,43,2018,2.0,1.0,171000.00
7300,2019-04-30,1205014,117093.19,127347,0.0,0.0,1150.0,152240.0,41,12,2015,3.0,3.0,95875.00
7350,2019-04-29,1205737,172031.49,96300,1.0,1.0,550.0,117812.0,65,63,2018,3.0,1.0,81500.00
7489,2019-04-17,1201158,82799.15,107100,2.0,1.0,850.0,163593.0,27,13,2017,2.0,2.0,87509.08
7635,2019-04-08,1196344,57792.54,103000,1.0,1.0,887.0,126956.0,86,17,2015,3.0,3.0,2000.00
7703,2019-04-08,1199203,228901.29,268900,1.0,2.0,1214.0,368852.0,86,82,2018,4.0,2.0,234009.19
7804,2019-04-01,1186482,266677.51,190826,2.0,1.0,926.0,292944.0,80,54,2018,5.0,1.0,199900.00
7864,2019-03-27,1198989,317662.13,189482,1.0,1.0,762.0,367000.0,45,35,2018,4.0,1.0,219830.00
7887,2019-03-27,1198319,711069.55,698600,2.0,2.0,1097.0,648916.0,45,41,2018,5.0,1.0,716248.99
7893,2019-03-27,1197648,681810.68,442095,3.0,2.0,1453.0,671195.0,45,34,2018,5.0,2.0,437750.00
8072,2019-03-18,1184811,89746.5,105652,1.0,1.0,628.0,401000.0,78,3,2012,9.0,1.0,92002.54
8091,2019-03-13,1196775,33273.64,66950,2.0,1.0,1075.0,91826.0,17,4,2014,11.0,6.0,33474.99
8098,2019-03-13,1189876,141102.18,111500,0.0,0.0,918.0,167000.0,17,10,2017,2.5,1.0,115202.50
8128,2019-03-11,1197560,183565.5,698600,2.0,2.0,1097.0,648916.0,87,71,2018,3.0,2.0,70000.00
8270,2019-03-04,1194404,9287.77,162750,3.0,2.0,1325.0,198651.0,72,59,2017,2.0,3.0,12296.80
8277,2019-03-04,1194358,226238.16,247864,2.0,2.0,791.0,416366.0,72,69,2018,3.0,1.0,190000.00
8295,2019-03-04,1190046,80224.6,144800,2.0,1.0,743.0,150862.0,72,35,2016,7.0,8.0,92609.66
8338,2019-02-27,1195029,137899.16,160650,2.0,2.0,1030.0,191042.0,41,37,2018,9.0,1.0,138900.13
8373,2019-02-26,1190368,65673.59,153000,2.0,2.0,824.0,176906.0,47,36,2018,7.0,1.0,69142.59
8411,2019-02-26,1194912,365388.75,230100,3.0,2.0,1740.0,273838.0,47,47,2018,4.0,1.0,200000.00
8464,2019-02-25,1192643,11703.52,203900,1.0,1.0,600.0,244387.0,65,62,2018,2.0,2.0,13500.00
8553,2019-02-19,1190339,273426.92,263000,2.0,2.0,1244.0,345205.0,82,81,2018,3.0,1.0,242000.00
8619,2019-02-12,1192850,14249.15,91290,2.0,2.0,940.0,116374.0,21,21,2018,3.0,1.0,14249.15
8679,2019-02-11,1189011,49425.01,95000,2.0,2.0,1040.0,126162.0,58,32,2016,1.0,2.0,49425.01
8687,2019-02-11,1187703,157052.54,207000,3.0,2.0,1207.0,255421.0,58,49,2018,6.0,2.0,160266.68
