,Date,Auction ID,Final Judgment,Assessed Value,Beds,Bath,Living Area,Lot Size,ZEstimate,Day Count,Place in Line,Court Year,Association Binary,Defendant Count,Previous Auctions,Sold Amount
3816,2019-11-26,1235217,244931.97,190483,4.0,2.0,1114.0,8608.0,266211.0,16,9,2018,0.0,5.0,1.0,204500.0
3820,2019-11-26,1234280,105267.81,185400,2.0,1.0,630.0,0.0,170886.0,16,3,2014,1.0,7.0,3.0,106300.0
3823,2019-11-26,1238349,359585.14,219614,3.0,2.0,1152.0,8500.0,290326.0,16,12,2018,1.0,10.0,1.0,232600.0
3825,2019-11-26,1234442,417956.1,242542,3.0,2.0,1556.0,4800.0,329846.0,16,6,2016,0.0,5.0,7.0,256800.0
3826,2019-11-26,1234279,192757.71,114832,4.0,2.0,1798.0,9188.0,332504.0,16,2,2013,1.0,3.0,7.0,244400.0
3827,2019-11-25,1236173,398329.86,193998,3.0,1.0,1305.0,8175.0,277460.0,66,46,2019,0.0,1.0,1.0,220700.0
3830,2019-11-25,1237940,2299401.57,2053061,4.0,3.0,5128.0,22500.0,3664153.0,66,22,2017,0.0,7.0,3.0,2275100.0
3838,2019-11-25,1221960,425516.06,188088,4.0,2.0,1440.0,7500.0,262645.0,66,25,2017,0.0,2.0,1.0,198200.0
3841,2019-11-25,1238147,167924.87,181912,3.0,2.0,1926.0,2047.0,245169.0,66,41,2018,1.0,3.5,1.0,186000.0
3846,2019-11-25,1239603,243406.92,279821,5.0,3.0,2710.0,5050.0,344589.0,66,56,2019,1.0,5.0,2.0,291500.0
3847,2019-11-25,1221969,298038.65,250066,2.0,1.0,1767.0,9952.64,288400.0,66,33,2018,0.0,2.0,1.0,236100.0
3851,2019-11-25,1228075,251426.72,206780,3.0,2.0,1700.0,6600.0,326196.0,66,47,2019,0.0,2.0,2.0,282500.0
3856,2019-11-25,1234520,193718.49,221246,3.0,2.0,1658.0,3600.0,297557.0,66,17,2016,1.0,5.0,1.0,230100.0
3866,2019-11-25,1238143,184844.74,177999,1.0,1.0,754.0,0.0,246320.0,66,62,2019,1.0,5.0,2.0,186400.0
3869,2019-11-25,1238149,61543.86,98000,2.0,1.0,750.0,0.0,153158.0,66,65,2019,1.0,3.0,1.0,115000.0
3871,2019-11-25,1237827,403008.66,283397,3.0,2.0,2025.0,3420.0,403865.0,66,59,2019,1.0,4.0,1.0,290000.0
3873,2019-11-25,1234460,290965.43,211963,2.0,1.0,1451.0,7085.0,294300.0,66,40,2018,0.0,3.0,1.0,224300.0
3874,2019-11-25,1238144,545572.54,270831,3.0,2.0,1638.0,4746.0,366591.0,66,39,2018,0.0,7.0,1.0,263100.0
3876,2019-11-25,1234515,276924.06,211218,4.0,2.0,1850.0,6393.0,368609.0,66,34,2018,0.0,2.0,1.0,272100.0
3882,2019-11-25,1235595,109144.51,168906,3.0,2.0,1064.0,7622.0,272166.0,66,8,2012,1.0,4.0,6.0,176100.0
3886,2019-11-20,1237903,618046.21,216769,2.0,1.0,990.0,6900.0,263106.0,31,23,2019,0.0,6.0,1.0,187600.0
3890,2019-11-20,1237762,132972.97,283415,4.0,2.0,2210.0,9996.8,300130.0,31,7,2015,0.0,7.0,6.0,200300.0
3893,2019-11-20,1228371,220813.21,228000,2.0,2.0,1525.0,0.0,295569.0,31,20,2018,1.0,6.0,1.0,225200.0
3895,2019-11-20,1237624,171014.73,113000,1.0,1.0,862.0,0.0,320800.0,31,28,2019,1.0,4.0,1.0,126100.0
3900,2019-11-20,1235063,330955.53,247000,2.0,3.0,1914.0,3387.0,308959.0,31,19,2018,1.0,2.0,2.0,254100.0
3907,2019-11-20,1234972,29664.57,184000,4.0,3.0,1837.0,1740.0,171800.0,31,15,2017,1.0,3.0,2.0,30600.0
3910,2019-11-20,1228988,243061.77,141300,3.0,2.0,1236.0,0.0,254700.0,31,12,2017,1.0,4.0,3.0,170100.0
3912,2019-11-20,1237728,150737.45,140700,2.0,2.0,1106.0,0.0,183540.0,31,29,2019,1.0,3.0,1.0,147300.0
3922,2019-11-19,1237015,1544040.11,759280,4.0,3.0,3537.0,33541.0,1111396.0,19,18,2019,0.0,4.0,1.0,855100.0
3929,2019-11-19,1236868,50662.31,164780,3.0,2.0,1150.0,0.0,218803.0,19,6,2017,1.0,2.0,5.0,71100.0
3944,2019-11-18,1234511,513771.78,356973,3.0,3.0,2352.0,7500.0,474601.0,49,22,2017,0.0,5.0,1.0,321600.0
3952,2019-11-18,1235992,38664.41,101100,1.0,1.0,741.0,0.0,142460.0,49,42,2018,1.0,5.0,1.0,90300.0
3956,2019-11-18,1235990,146063.32,88900,1.0,1.0,533.0,0.0,123079.0,49,46,2018,1.0,3.0,1.0,98600.0
3972,2019-11-18,1234993,226956.12,195457,2.0,1.0,1268.0,10725.0,268356.0,49,31,2018,0.0,4.0,2.0,203700.0
3984,2019-11-13,1232188,326016.17,204327,3.0,2.0,1646.0,9042.0,301667.0,35,34,2019,1.0,7.0,1.0,218800.0
3989,2019-11-13,1235264,120144.23,231223,3.0,2.0,1525.0,10000.0,319496.0,35,16,2017,1.0,5.0,3.0,182200.0
3995,2019-11-13,1235046,148303.4,220660,3.0,2.0,1420.0,0.0,280624.0,35,31,2018,1.0,8.0,2.0,225200.0
4000,2019-11-13,1217812,406879.75,266117,3.0,2.0,1776.0,9375.0,349687.0,35,15,2016,0.0,1.0,1.0,262200.0
4019,2019-11-12,1231676,273206.57,217501,3.0,2.0,1237.0,7500.0,267752.0,109,64,2018,0.0,3.0,1.0,226700.0
4030,2019-11-12,1235028,642470.98,237675,8.0,4.0,2254.0,7100.0,361170.0,109,89,2019,0.0,4.0,1.0,280000.0
4033,2019-11-12,1235075,404721.28,165700,0.0,0.0,1565.0,0.0,194241.0,109,69,2018,1.0,4.0,1.0,150100.0
4053,2019-11-12,1224867,219589.93,136705,2.0,2.0,1190.0,0.0,199865.0,109,97,2019,1.0,5.0,1.0,130100.0
4056,2019-11-12,1235623,242242.22,269424,3.0,3.0,3420.0,20460.0,277200.0,109,58,2018,0.0,5.0,1.0,301100.0
4059,2019-11-12,1235995,303707.97,266214,3.0,2.0,1858.0,9225.0,302065.0,109,87,2018,0.0,2.0,1.0,240700.0
4062,2019-11-12,1231352,206790.36,369590,4.0,2.0,1414.0,12651.0,371238.0,109,26,2016,1.0,3.5,2.0,272900.0
4064,2019-11-12,1231064,339269.74,324190,4.0,3.0,2582.0,6334.0,403416.0,109,2,2008,1.0,2.5,2.0,307100.0
4076,2019-11-12,1233544,96780.72,686353,4.0,3.0,2857.0,14200.0,907483.0,109,1,2008,0.0,2.0,2.0,508800.0
4087,2019-11-12,1233743,14758.74,103666,3.0,2.0,1115.0,1735.0,228770.0,109,52,2018,1.0,2.0,5.0,28100.0
4090,2019-11-12,1236181,111900.11,94600,2.0,2.0,800.0,0.0,348600.0,109,84,2018,1.0,3.0,1.0,86100.0
4101,2019-11-12,1223197,206634.96,72751,3.0,1.0,1424.0,7500.0,242687.0,109,25,2016,0.0,2.5,2.0,197900.0
4105,2019-11-12,1236028,487939.69,223672,3.0,2.0,1803.0,9082.0,321666.0,109,41,2017,1.0,3.0,1.0,248100.0
4109,2019-11-12,1232146,170750.1,192413,3.0,2.0,1304.0,7920.0,247445.0,109,8,2013,0.0,1.0,6.0,200400.0
4110,2019-11-12,1231232,406714.37,221699,2.0,1.0,1486.0,7500.0,292437.0,109,57,2018,1.0,2.0,5.0,205800.0
4117,2019-11-06,1235617,180173.92,202389,2.0,1.0,1470.0,7260.0,291531.0,40,20,2018,0.0,1.0,1.0,218600.0
4118,2019-11-06,1235649,12193.58,175342,0.0,0.0,1308.0,0.0,230991.0,40,19,2018,1.0,2.0,1.0,130100.0
4120,2019-11-06,1229950,121562.28,163000,3.0,2.0,1715.0,0.0,208505.0,40,17,2018,1.0,9.0,1.0,125600.0
4121,2019-11-06,1233659,74403.43,130114,1.0,1.0,825.0,0.0,255133.0,40,8,2016,1.0,2.0,4.0,25100.0
4124,2019-11-06,1231002,445651.12,227428,4.0,2.0,1760.0,7504.0,295978.0,40,2,2009,0.0,6.0,3.0,249000.0
4126,2019-11-06,1233719,18821.11,409940,2.0,2.0,1330.0,0.0,487936.0,40,11,2016,1.0,2.0,6.0,20100.0
4137,2019-11-06,1234039,430506.22,311109,3.0,2.0,2291.0,3553.0,410234.0,40,24,2018,1.0,6.0,1.0,386800.0
4141,2019-11-06,1235505,23179.82,206200,2.0,2.0,1142.0,0.0,243479.0,40,40,2019,1.0,2.0,1.0,32100.0
4152,2019-11-05,1232213,144424.85,159631,3.0,2.0,1459.0,5450.0,240295.0,33,27,2019,1.0,3.5,1.0,177900.0
4155,2019-11-05,1232171,126074.48,186750,4.0,2.0,1482.0,7500.0,243770.0,33,19,2017,0.0,6.0,2.0,133300.0
4169,2019-11-05,1232263,139347.4,158700,2.0,2.0,1064.0,0.0,195148.0,33,7,2013,1.0,9.0,1.0,147400.0
4175,2019-11-05,1223187,337448.91,180000,2.0,2.0,1032.0,2205.0,187720.0,33,15,2017,1.0,6.0,1.0,194300.0
4176,2019-11-05,1233250,81747.8,168197,5.0,2.0,1359.0,4360.0,179249.0,33,30,2019,0.0,4.0,1.0,145100.0
4182,2019-11-05,1234537,158756.2,400000,3.0,2.0,1359.0,17846.28,552799.0,33,3,2009,0.0,3.0,6.0,400000.0
4198,2019-11-04,1233002,126074.12,195540,0.0,0.0,760.0,5150.0,314600.0,37,34,2019,0.0,9.0,1.0,177800.0
4202,2019-11-04,1235234,196452.71,151379,3.0,1.0,846.0,8100.0,298698.0,37,37,2019,1.0,2.0,1.0,215100.0
4207,2019-11-04,1220691,100422.32,89863,1.0,1.0,760.0,0.0,123800.0,37,21,2018,1.0,2.0,1.0,90200.0
4211,2019-11-04,1235067,103920.72,122687,2.0,2.0,888.0,0.0,160811.0,37,29,2018,1.0,2.0,1.0,140000.0
4221,2019-10-30,1236030,123085.11,170993,3.0,1.0,1350.0,7500.0,265910.0,51,51,2019,0.0,4.0,5.0,210100.0
4223,2019-10-30,1234745,406172.26,230092,3.0,2.0,1519.0,5000.0,307909.0,51,16,2017,0.0,4.0,1.0,243200.0
4224,2019-10-30,1234724,148220.56,205000,3.0,2.0,1371.0,2011.0,268278.0,51,41,2019,1.0,5.0,1.0,245900.0
4228,2019-10-30,1226461,488740.01,170427,2.0,1.0,1492.0,8690.0,269173.0,51,49,2019,1.0,2.0,1.0,195100.0
4232,2019-10-30,1234753,257559.74,273136,4.0,2.0,2012.0,26500.0,366543.0,51,46,2019,0.0,1.0,1.0,280900.0
4241,2019-10-30,1234759,393029.71,140989,3.0,2.0,1320.0,6900.0,203133.0,51,40,2019,0.0,8.0,1.0,150300.0
4244,2019-10-30,1231157,12981.18,193205,4.0,3.0,2967.0,5397.0,394564.0,51,20,2018,1.0,2.0,3.0,70100.0
4246,2019-10-30,1221968,64349.54,105500,3.0,2.0,1126.0,0.0,249000.0,51,19,2018,1.0,10.0,1.0,100800.0
4262,2019-10-29,1231205,254080.41,230001,3.0,2.0,1545.0,1723.0,293404.0,57,37,2018,1.0,6.0,3.0,263700.0
4263,2019-10-29,1231150,10942.89,120000,3.0,2.0,1452.0,0.0,170200.0,57,53,2019,1.0,2.0,2.0,20100.0
4270,2019-10-29,1231195,1268552.31,1002600,1.0,1.0,767.0,0.0,579017.0,57,43,2018,1.0,3.0,2.0,1299100.0
4274,2019-10-29,1231197,304030.78,284881,4.0,2.0,2360.0,5184.0,346625.0,57,20,2017,0.0,3.0,7.0,279500.0
4279,2019-10-29,1231218,305329.87,144703,1.0,1.0,685.0,0.0,181205.0,57,34,2018,1.0,2.0,2.0,139100.0
4280,2019-10-29,1231202,184769.3,92000,2.0,2.0,892.0,0.0,134861.0,57,18,2017,1.0,6.0,2.0,90000.0
4282,2019-10-29,1231214,513960.57,143900,2.0,2.0,1325.0,5000.0,261500.0,57,4,2012,0.0,2.0,6.0,213000.0
4285,2019-10-29,1231191,340631.44,143750,2.0,2.0,1417.0,0.0,180106.0,57,28,2018,1.0,8.0,2.0,147500.0
4286,2019-10-29,1231213,475057.74,203367,3.0,2.0,1146.0,3800.0,291785.0,57,8,2015,1.0,6.0,2.0,271100.0
4296,2019-10-29,1231217,106240.99,108864,2.0,2.0,870.0,0.0,166407.0,57,33,2018,1.0,13.0,2.0,131900.0
4299,2019-10-29,1231211,1015617.06,951508,4.0,4.0,4429.0,17742.0,1009381.0,57,11,2016,1.0,9.0,2.0,780600.0
4302,2019-10-29,1231183,206137.63,144900,2.0,2.0,883.0,0.0,249900.0,57,23,2017,1.0,8.0,2.0,165100.0
4303,2019-10-29,1234493,372396.09,302973,4.0,3.0,2600.0,5650.0,351194.0,57,57,2019,1.0,2.0,1.0,262500.0
4306,2019-10-29,1231167,451384.3,245200,3.0,1.0,1015.0,3164.0,369300.0,57,56,2019,1.0,2.0,2.0,247700.0
4311,2019-10-29,1231189,104821.68,226000,2.0,2.0,870.0,0.0,299381.0,57,29,2018,1.0,3.0,2.0,168100.0
4320,2019-10-28,1230632,189514.37,140974,4.0,2.0,1908.0,10621.0,232596.0,58,52,2019,0.0,3.0,1.0,152100.0
4322,2019-10-28,1228337,24005.75,128750,2.0,2.0,968.0,0.0,165175.0,58,15,2017,1.0,3.0,4.0,26100.0
4325,2019-10-28,1231370,657359.47,358514,4.0,2.0,2541.0,12060.0,451520.0,58,46,2018,1.0,3.0,2.0,311500.0
4337,2019-10-28,1234750,251503.47,195000,3.0,2.0,1659.0,2122.0,241417.0,58,42,2018,0.0,2.0,1.0,189600.0
4344,2019-10-28,1230131,488309.73,193200,3.0,2.0,1562.0,1760.0,251063.0,58,38,2018,1.0,23.0,2.0,184000.0
4350,2019-10-28,1230500,450312.07,247000,3.0,2.0,1537.0,1970.0,331167.0,58,26,2017,1.0,3.0,1.0,267800.0
4351,2019-10-28,1226323,89023.95,291987,3.0,2.0,1511.0,4766.0,378155.0,58,25,2017,1.0,6.0,3.0,100100.0
4352,2019-10-28,1230126,170912.13,169326,3.0,1.0,1683.0,6600.0,266241.0,58,20,2017,0.0,3.0,2.0,207400.0
4354,2019-10-28,1234441,127524.27,214200,1.0,1.0,962.0,0.0,373940.0,58,58,2019,1.0,15.0,1.0,180400.0
4356,2019-10-28,1226218,438821.42,233357,3.0,1.0,1320.0,10350.0,307787.0,58,31,2018,0.0,15.0,1.0,239900.0
4363,2019-10-28,1229476,246955.1,123318,3.0,1.0,920.0,8400.0,197464.0,58,5,2015,0.0,7.0,4.0,140100.0
4365,2019-10-28,1229949,493716.36,297445,1.0,2.0,924.0,0.0,383742.0,58,50,2019,1.0,7.0,1.0,282600.0
4382,2019-10-23,1233734,41603.31,153487,3.0,1.0,1324.0,5000.0,259937.0,44,44,2019,0.0,2.0,1.0,158100.0
4387,2019-10-23,1231241,356898.6,206979,4.0,2.0,1556.0,8025.0,301681.0,44,24,2018,1.0,3.0,2.0,212700.0
4391,2019-10-23,1233218,267189.11,238737,3.0,2.0,1234.0,7500.0,324880.0,44,17,2017,1.0,5.0,1.0,215400.0
4397,2019-10-23,1233809,45906.75,80568,2.0,2.0,830.0,0.0,118292.0,44,28,2018,1.0,1.0,1.0,46000.0
4399,2019-10-23,1229158,161768.11,99000,3.0,2.0,1195.0,0.0,163800.0,44,21,2018,1.0,6.0,1.0,115800.0
4411,2019-10-23,1233810,343780.9,213129,3.0,2.0,1776.0,14810.0,338815.0,44,18,2017,0.0,2.0,1.0,275100.0
4417,2019-10-22,1232359,7076.92,158152,5.0,3.0,2354.0,9375.0,342284.0,33,33,2019,0.0,1.0,1.0,80100.0
4419,2019-10-22,1224869,213628.16,185342,3.0,2.0,1543.0,6305.0,263315.0,33,23,2018,0.0,5.0,2.0,187100.0
4421,2019-10-22,1234703,86927.45,171000,2.0,2.0,926.0,0.0,316400.0,33,21,2018,1.0,4.0,1.0,92100.0
4424,2019-10-22,1224702,265544.93,173877,3.0,2.0,1882.0,5300.0,266184.0,33,15,2017,0.0,10.0,4.0,251900.0
4426,2019-10-22,1232585,18963.25,48719,1.0,1.0,752.0,0.0,63108.0,33,30,2018,1.0,1.0,1.0,39200.0
4428,2019-10-22,1225173,529321.09,385290,4.0,2.0,2368.0,7698.0,480597.0,33,14,2017,0.0,8.0,1.0,392800.0
4433,2019-10-22,1229516,349828.97,301210,2.0,1.0,1937.0,7169.0,399209.0,33,25,2018,0.0,4.0,1.0,298300.0
4436,2019-10-22,1232322,238174.76,217049,3.0,2.0,1406.0,8880.0,270900.0,33,27,2018,1.0,4.0,2.0,199100.0
4438,2019-10-22,1229522,283425.37,195604,2.0,1.0,1407.0,6752.46,147221.0,33,11,2016,0.0,7.0,4.0,185700.0
4439,2019-10-22,1225179,442711.37,555057,2.0,2.0,1211.0,10500.0,678300.0,33,22,2018,1.0,6.0,1.0,431700.0
4442,2019-10-22,1225094,105459.36,157495,3.0,2.0,1106.0,6500.0,291032.0,33,5,2015,1.0,10.0,14.0,150000.0
4448,2019-10-21,1231422,272470.19,130000,2.0,2.0,965.0,0.0,166174.0,50,23,2017,1.0,4.0,1.0,145100.0
4450,2019-10-21,1228973,379301.03,137057,3.0,2.0,1146.0,5160.0,242477.0,50,35,2018,0.0,5.0,1.0,166800.0
4456,2019-10-21,1231278,317567.63,95000,2.0,2.0,1070.0,0.0,123336.0,50,49,2019,1.0,3.0,1.0,79400.0
4463,2019-10-21,1220018,946165.92,493119,5.0,3.0,2898.0,8906.0,614372.0,50,20,2017,1.0,4.0,1.0,440800.0
4464,2019-10-21,1232251,442867.94,500200,3.0,2.0,1956.0,27398.0,366419.0,50,44,2019,0.0,2.0,1.0,275900.0
4474,2019-10-21,1232180,7273.48,359510,3.0,2.0,2400.0,4254.0,492474.0,50,47,2019,1.0,3.0,1.0,40100.0
4476,2019-10-21,1232256,361059.5,615155,4.0,3.0,3994.0,32234.0,814726.0,50,27,2018,0.0,11.0,3.0,200600.0
4479,2019-10-21,1228959,186826.25,271120,4.0,2.0,2178.0,5400.0,374891.0,50,39,2018,0.0,1.0,2.0,271800.0
4481,2019-10-21,1232181,107506.52,78535,1.0,1.0,952.0,0.0,100112.0,50,38,2018,1.0,7.0,1.0,61700.0
4491,2019-10-21,1230296,218080.91,136500,2.0,1.0,1123.0,0.0,160352.0,50,43,2019,1.0,25.0,2.0,132100.0
4502,2019-10-16,1231353,114891.27,64050,2.0,2.0,1041.0,0.0,81598.0,45,43,2019,1.0,13.0,1.0,55300.0
4503,2019-10-16,1229953,33521.87,72114,2.0,1.0,738.0,0.0,125551.0,45,42,2019,1.0,4.0,1.0,72900.0
4516,2019-10-16,1224341,276882.64,185933,3.0,2.0,1559.0,3600.0,285613.0,45,40,2018,1.0,8.0,1.0,230600.0
4518,2019-10-16,1232152,168369.29,100500,1.0,1.0,583.0,0.0,124817.0,45,41,2019,1.0,3.0,1.0,114100.0
4519,2019-10-16,1212493,804681.96,401649,2.0,2.0,1642.0,6050.0,614993.0,45,8,2014,0.0,2.0,1.0,520100.0
4520,2019-10-16,1231014,340919.37,354800,2.0,3.0,1663.0,0.0,347666.0,45,37,2018,1.0,4.0,1.0,343900.0
4522,2019-10-16,1230329,329783.83,259531,2.0,1.0,1378.0,9000.0,354748.0,45,4,2012,0.0,8.0,9.0,284700.0
4528,2019-10-16,1229954,293328.33,131657,2.0,1.0,866.0,0.0,172337.0,45,44,2019,1.0,4.0,1.0,130800.0
4533,2019-10-16,1228043,205086.79,146905,3.0,1.0,864.0,8374.0,214967.0,45,17,2016,0.0,4.0,2.0,171100.0
4535,2019-10-15,1229738,318615.24,402370,4.0,2.0,1690.0,10510.0,546296.0,104,69,2018,0.0,1.0,1.0,361600.0
4538,2019-10-15,1229952,337191.61,181000,3.0,2.0,1090.0,0.0,230834.0,104,55,2018,1.0,8.0,1.0,175200.0
4539,2019-10-15,1218827,520810.78,282439,3.0,2.0,1892.0,6180.0,348389.0,104,44,2017,1.0,1.0,1.0,270000.0
4550,2019-10-15,1231660,143464.63,63374,2.0,2.0,1074.0,4800.0,191899.0,104,25,2016,0.0,8.0,1.0,151600.0
4551,2019-10-15,1228623,96569.53,147000,3.0,2.0,1140.0,4200.0,191813.0,104,91,2019,1.0,7.5,1.0,142100.0
4552,2019-10-15,1229331,188058.03,172600,3.0,2.0,1464.0,0.0,267211.0,104,11,2014,1.0,21.0,1.0,175900.0
4562,2019-10-15,1231098,276650.08,139613,4.0,2.0,1500.0,4500.0,261894.0,104,47,2017,0.0,5.0,1.0,240800.0
4563,2019-10-15,1228969,360081.91,250262,3.0,2.0,1310.0,7575.0,361462.0,104,90,2019,0.0,3.0,1.0,270100.0
4572,2019-10-15,1230386,422258.78,205373,3.0,2.0,1470.0,0.0,281215.0,104,9,2014,1.0,4.0,8.0,215500.0
4573,2019-10-15,1218866,16682.13,72226,2.0,2.0,1065.0,0.0,156336.0,104,14,2015,1.0,1.0,1.0,17700.0
4586,2019-10-15,1217944,195697.23,198000,2.0,2.0,1582.0,1397.0,264697.0,104,32,2017,1.0,9.0,1.0,214600.0
4587,2019-10-15,1223253,183839.11,92736,2.0,2.0,1008.0,0.0,283200.0,104,42,2017,1.0,3.0,1.0,73800.0
4594,2019-10-15,1223194,333715.61,267245,4.0,2.0,2106.0,7666.56,300394.0,104,58,2018,0.0,10.0,1.0,250700.0
4603,2019-10-15,1227473,68521.45,121661,1.0,1.0,726.0,0.0,137726.0,104,81,2018,1.0,5.0,2.0,100200.0
4609,2019-10-15,1232150,14860.05,313573,2.0,2.0,1267.0,0.0,365491.0,104,100,2019,1.0,1.0,1.0,129800.0
4612,2019-10-15,1227963,272601.41,210000,3.0,2.0,1378.0,1855.0,275593.0,104,102,2019,0.0,2.0,1.0,233200.0
4620,2019-10-15,1232154,307833.13,263000,3.0,2.0,1777.0,1800.0,336518.0,104,96,2019,1.0,2.0,1.0,278900.0
4625,2019-10-15,1228000,531352.11,248715,5.0,4.0,2301.0,8079.72,335935.0,104,86,2018,1.0,2.0,1.0,215300.0
4626,2019-10-15,1227962,240459.24,225540,3.0,2.0,1252.0,7500.0,297838.0,104,95,2019,0.0,1.0,1.0,250900.0
4627,2019-10-15,1230637,82211.96,121728,2.0,2.0,1096.0,0.0,189277.0,104,92,2019,0.0,4.0,1.0,126300.0
4628,2019-10-15,1227827,79155.49,197000,2.0,2.0,1213.0,0.0,243723.0,104,74,2018,1.0,5.0,1.0,176900.0
4630,2019-10-15,1231277,2271238.2,797540,10.0,8.0,5372.0,15982.0,2534955.0,104,50,2017,1.0,4.0,1.0,1009100.0
4637,2019-10-08,1228109,298768.67,292944,4.0,2.0,1708.0,8627.0,369493.0,14,12,2017,0.0,1.0,4.0,320200.0
4639,2019-10-08,1228571,102583.08,159500,2.0,2.0,1000.0,0.0,183486.0,14,9,2017,1.0,7.0,2.0,166100.0
4656,2019-10-07,1229711,182330.95,261121,3.0,2.0,1884.0,10681.0,330048.0,41,36,2019,0.0,2.0,1.0,270000.0
4661,2019-10-07,1226991,242101.89,180000,3.0,2.0,1308.0,2387.0,220480.0,41,1,2011,1.0,5.0,2.0,172600.0
4674,2019-10-07,1226764,511861.82,334497,4.0,2.0,2388.0,8550.0,135000.0,41,4,2013,0.0,6.0,2.0,283200.0
4677,2019-10-07,1228572,174728.14,185000,4.0,2.0,1700.0,0.0,242090.0,41,15,2016,1.0,7.0,2.0,197900.0
4681,2019-10-07,1229002,397924.49,197851,3.0,2.0,1444.0,6200.0,289024.0,41,35,2019,0.0,8.0,1.0,240200.0
4685,2019-10-07,1226987,246456.9,145372,3.0,1.0,975.0,6000.0,256134.0,41,6,2015,1.0,4.0,5.0,202400.0
4686,2019-10-02,1221972,102577.2,235565,4.0,3.0,2145.0,7500.0,299229.0,27,10,2018,0.0,1.0,1.0,207100.0
4692,2019-10-02,1228989,116026.9,142000,2.0,1.0,891.0,0.0,182271.0,27,19,2018,1.0,5.0,2.0,156100.0
4693,2019-10-02,1230446,336092.44,267400,2.0,2.0,1718.0,6250.0,301581.0,27,23,2019,1.0,5.0,1.0,254900.0
4704,2019-10-02,1229975,10337.86,138509,4.0,2.0,2122.0,8493.0,295691.0,27,27,2019,1.0,2.0,1.0,65800.0
4707,2019-10-02,1230510,320593.8,122418,2.0,1.0,829.0,0.0,307300.0,27,15,2018,1.0,6.0,1.0,116200.0
4721,2019-10-01,1226450,425156.29,325887,4.0,2.0,2718.0,7740.0,394299.0,94,62,2018,0.0,8.0,1.0,322400.0
4729,2019-10-01,1229747,211106.48,167606,4.0,2.0,1104.0,8851.44,273956.0,94,38,2018,1.0,3.0,1.0,176600.0
4737,2019-10-01,1217009,261706.24,200344,4.0,2.0,1476.0,6000.0,286300.0,94,52,2018,0.0,5.0,1.0,204600.0
4759,2019-10-01,1225867,156886.73,142653,1.0,1.0,760.0,0.0,192844.0,94,78,2018,1.0,12.0,1.0,112100.0
4762,2019-10-01,1226447,395508.62,304077,2.0,1.0,1598.0,6955.0,351659.0,94,18,2016,1.0,5.0,1.0,235300.0
4766,2019-10-01,1230275,21552.36,331290,1.0,1.0,788.0,0.0,420148.0,94,94,2019,1.0,1.0,1.0,21600.0
4777,2019-10-01,1228007,83004.59,108100,2.0,1.0,852.0,0.0,254300.0,94,87,2019,1.0,7.0,1.0,119600.0
4779,2019-10-01,1217484,558502.78,256000,2.0,2.0,1500.0,0.0,322743.0,94,10,2016,1.0,2.0,1.0,218000.0
4788,2019-10-01,1229749,483020.57,186000,3.0,2.0,1754.0,2543.0,256622.0,94,12,2016,1.0,7.0,1.0,189100.0
4789,2019-10-01,1230274,30883.08,694700,3.0,2.0,2440.0,0.0,328700.0,94,20,2017,1.0,2.0,2.0,435200.0
4791,2019-10-01,1229769,391347.55,297099,4.0,2.0,2004.0,5400.0,372005.0,94,49,2018,1.0,10.5,1.0,320100.0
4795,2019-10-01,1227999,308112.56,217651,2.0,1.0,1641.0,10800.0,280104.0,94,89,2019,0.0,2.0,1.0,217600.0
4796,2019-10-01,1212629,369243.38,349818,4.0,2.0,1961.0,10133.1,399345.0,94,21,2017,1.0,2.0,1.0,323900.0
4809,2019-09-25,1229328,159799.07,94442,3.0,3.0,1378.0,2000.0,159808.0,42,10,2015,1.0,5.0,1.0,140100.0
4813,2019-09-25,1228018,391354.25,207000,3.0,2.0,1380.0,0.0,265362.0,42,38,2019,1.0,4.0,1.0,193600.0
4815,2019-09-25,1216180,202285.93,167000,2.0,2.0,870.0,0.0,343900.0,42,35,2018,1.0,5.0,1.0,169500.0
4826,2019-09-25,1228017,342421.36,156000,2.0,2.0,1036.0,0.0,204140.0,42,41,2019,1.0,2.0,1.0,157300.0
4827,2019-09-25,1227488,187244.34,169919,2.0,2.0,955.0,0.0,209032.0,42,31,2018,1.0,10.0,2.0,161300.0
4833,2019-09-25,1228021,355300.51,205350,4.0,3.0,1712.0,1832.0,264051.0,42,26,2018,1.0,17.0,1.0,210900.0
4835,2019-09-25,1227722,69936.03,429030,3.0,2.0,3760.0,7600.0,337100.0,42,22,2017,1.0,4.0,3.0,265900.0
4842,2019-09-24,1224917,103436.6,170788,4.0,2.0,1125.0,6000.0,255334.0,21,15,2018,0.0,2.0,2.0,211000.0
4854,2019-09-24,1225379,580371.85,225000,2.0,2.0,1316.0,0.0,287754.0,21,5,2016,1.0,5.0,3.0,218000.0
4856,2019-09-23,1212618,100251.42,142846,3.0,1.0,1000.0,1.0,216696.0,53,9,2016,1.0,4.0,1.0,149800.0
4860,2019-09-23,1224226,25760.72,539965,0.0,0.0,1367.0,0.0,803400.0,53,44,2018,1.0,1.0,2.0,25800.0
4866,2019-09-23,1220459,887447.9,653383,6.0,5.0,3515.0,8580.0,929005.0,53,6,2016,1.0,6.0,2.0,489300.0
4882,2019-09-23,1224691,38267.45,116900,2.0,2.0,996.0,0.0,253200.0,53,43,2018,1.0,1.0,2.0,10100.0
