,Date,Auction ID,Final Judgment,Assessed Value,Beds,Bath,Living Area,Lot Size,ZEstimate,Day Count,Place in Line,Court Year,Association Binary,Defendant Count,Previous Auctions,Status Binary
14218,2018-05-16,1138695,231946.36,122820,4.0,3.0,1628.0,1988.0,215919.0,47,7,2013,1.0,6.0,3.0,0.0
14220,2018-05-16,1147651,243033.7,250861,5.0,2.0,1529.0,5350.0,305779.0,47,37,2016,0.0,3.0,5.0,1.0
14221,2018-05-16,1147579,246458.04,170409,3.0,1.0,1050.0,5050.0,181591.0,47,33,2016,0.0,1.0,5.0,0.0
14222,2018-05-16,1145941,19616.02,226904,4.0,3.0,2627.0,7483.0,285926.0,47,23,2016,1.0,4.0,2.0,1.0
14223,2018-05-16,1144184,418222.04,517087,3.0,2.0,1582.0,5600.0,595269.0,47,22,2015,0.0,6.0,1.0,1.0
14227,2018-05-16,1146521,345416.83,303549,3.0,2.0,1518.0,10932.0,361999.0,47,8,2014,1.0,4.0,4.0,1.0
14229,2018-05-16,1147657,59061.19,155000,2.0,2.0,1224.0,2070.0,236700.0,47,46,2017,1.0,3.0,2.0,0.0
14230,2018-05-16,1146565,636922.2,697793,0.0,0.0,9105.0,16500.0,1238816.0,47,15,2015,1.0,5.0,3.0,0.0
14231,2018-05-16,1146308,324670.89,310002,3.0,2.0,2135.0,8504.0,403445.0,47,2,2008,0.0,1.0,3.0,1.0
14234,2018-05-16,1147906,373811.92,235399,3.0,2.0,1570.0,5000.0,308546.0,47,6,2013,1.0,13.0,3.0,0.0
14235,2018-05-16,1146762,258293.38,314811,3.0,2.0,1765.0,10000.0,405179.0,47,40,2017,0.0,5.0,2.0,0.0
14237,2018-05-16,1145948,700527.98,365591,4.0,2.0,2314.0,16303.0,543687.0,47,13,2014,0.0,3.0,4.0,0.0
14241,2018-05-16,1142419,250318.43,332621,4.0,3.0,2150.0,6660.0,411225.0,47,27,2016,0.0,16.0,3.0,0.0
14245,2018-05-16,1147649,484329.02,270594,3.0,2.0,2126.0,5000.0,345741.0,47,35,2016,0.0,6.0,4.0,0.0
14246,2018-05-16,1147653,165210.73,220296,3.0,2.0,1550.0,7500.0,272012.0,47,32,2016,0.0,10.0,4.0,1.0
14247,2018-05-16,1146191,938902.22,561621,3.0,2.0,2064.0,18495.0,658297.0,47,11,2014,1.0,8.0,2.0,1.0
14248,2018-05-16,1145954,272928.07,248428,3.0,2.0,1144.0,3682.0,309649.0,47,41,2017,0.0,6.0,2.0,1.0
14251,2018-05-16,1147708,496412.93,229838,3.0,2.0,1650.0,5875.0,273412.0,47,25,2016,1.0,7.0,2.0,1.0
14252,2018-05-16,1147909,1401384.34,538639,4.0,3.0,3955.0,9200.0,1575163.0,47,4,2012,1.0,9.0,7.0,0.0
14254,2018-05-16,1146553,286512.52,280753,5.0,4.0,2500.0,8100.0,387689.0,47,1,2008,0.0,3.0,12.0,0.0
14257,2018-05-16,1146764,401413.12,243689,3.0,3.0,2756.0,12225.0,557134.0,47,28,2016,0.0,2.0,7.0,0.0
14258,2018-05-16,1145937,281535.93,137852,2.0,2.0,1383.0,4400.0,331133.0,47,21,2015,1.0,5.0,2.0,0.0
14259,2018-05-16,1146186,353999.9,308955,4.0,2.0,2005.0,6134.0,373487.0,47,5,2012,0.0,2.0,3.0,0.0
14260,2018-05-16,1147650,2043046.29,1777563,6.0,8.0,6107.0,10025.0,2249248.0,47,17,2015,0.0,1.0,7.0,0.0
14261,2018-05-15,1147654,266486.13,241979,3.0,2.0,1899.0,1540.0,304618.0,28,16,2016,1.0,4.0,6.0,0.0
14262,2018-05-15,1145881,461527.68,344398,3.0,2.0,2400.0,4050.0,451448.0,28,21,2016,1.0,4.0,3.0,0.0
14264,2018-05-15,1143428,1248520.9,715503,4.0,3.0,2590.0,5650.0,1281589.0,28,13,2016,1.0,5.0,5.0,0.0
14265,2018-05-15,1147655,98866.45,110040,3.0,1.0,1661.0,7623.0,243645.0,28,2,2013,0.0,4.0,5.0,0.0
14266,2018-05-15,1143879,410430.85,376330,4.0,3.0,2124.0,8840.99,453608.0,28,6,2015,0.0,5.0,1.0,1.0
14270,2018-05-15,1146171,184840.39,173202,2.0,2.0,1747.0,7950.0,99750.0,28,5,2015,0.0,5.0,7.0,0.0
14271,2018-05-15,1147945,266583.99,311428,2.0,1.0,936.0,5400.0,777600.0,28,27,2017,0.0,2.0,1.0,1.0
14274,2018-05-15,1138916,423574.11,354237,3.0,2.0,1294.0,7500.0,405185.0,28,17,2016,0.0,3.0,6.0,0.0
14275,2018-05-15,1138481,250820.52,224266,4.0,3.0,2240.0,7857.0,278642.0,28,19,2016,1.0,1.0,3.0,0.0
14278,2018-05-15,1147315,162921.0,156792,2.0,1.0,1180.0,7000.0,208003.0,28,25,2017,0.0,1.0,6.0,0.0
14279,2018-05-15,1143592,606802.43,275340,3.0,2.0,1506.0,4080.0,375234.0,28,18,2016,1.0,4.0,1.0,1.0
14282,2018-05-14,1149386,368375.33,353598,3.0,2.0,2241.0,7950.0,387002.0,61,50,2016,0.0,16.0,5.0,0.0
14283,2018-05-14,1143279,191800.33,264685,3.0,1.0,1153.0,9518.0,352880.0,61,21,2015,0.0,1.0,5.0,0.0
14284,2018-05-14,1143180,519745.29,282560,4.0,2.0,1944.0,4223.0,283183.0,61,4,2009,0.0,4.0,4.0,0.0
14285,2018-05-14,1142611,588269.95,327719,3.0,2.0,1931.0,9726.0,385354.0,61,10,2013,0.0,2.0,4.0,1.0
14286,2018-05-14,1138179,146058.17,187422,3.0,2.0,2211.0,4000.0,257043.0,61,32,2016,1.0,5.5,4.0,0.0
14287,2018-05-14,1130993,627277.59,470897,3.0,4.0,2206.0,15920.0,594521.0,61,24,2015,0.0,2.0,2.0,0.0
14288,2018-05-14,1142630,284244.13,313629,5.0,2.0,1940.0,5600.0,444004.0,61,42,2016,0.0,4.0,3.0,1.0
14289,2018-05-14,1145546,528270.51,247001,2.0,3.0,1406.0,4627.0,329699.0,61,7,2012,0.0,7.0,1.0,1.0
14290,2018-05-14,1129615,219241.96,146547,3.0,2.0,1689.0,8500.0,257431.0,61,11,2013,0.0,13.0,4.0,0.0
14291,2018-05-14,1138196,304360.58,123668,4.0,2.0,1652.0,5500.0,265243.0,61,31,2015,1.0,6.0,8.0,0.0
14293,2018-05-14,1133154,873695.38,261814,2.0,1.0,1632.0,7500.0,668995.0,61,29,2015,0.0,3.0,5.0,0.0
14294,2018-05-14,1143193,403154.22,383201,4.0,4.0,2790.0,9600.0,729355.0,61,57,2017,0.0,1.0,4.0,0.0
14295,2018-05-14,1142605,379933.66,316735,4.0,2.0,2172.0,7840.0,398769.0,61,40,2016,1.0,6.0,6.0,0.0
14296,2018-05-14,1142602,273201.38,267017,4.0,2.0,1540.0,10413.0,318911.0,61,37,2016,0.0,5.0,2.0,1.0
14297,2018-05-14,1145336,507745.29,316871,3.0,2.0,1977.0,6400.0,510708.0,61,23,2015,0.0,2.0,5.0,0.0
14298,2018-05-14,1145550,518291.29,247061,4.0,2.0,1935.0,7500.0,259877.0,61,9,2013,1.0,3.0,1.0,1.0
14299,2018-05-14,1142901,602103.88,352765,3.0,2.0,1736.0,9750.0,421278.0,61,34,2016,1.0,3.0,4.0,0.0
14300,2018-05-14,1142900,625036.48,490525,4.0,2.0,4724.0,89733.6,538129.0,61,45,2016,1.0,6.0,5.0,0.0
14301,2018-05-14,1142875,222918.79,158847,3.0,1.0,987.0,7194.0,190600.0,61,20,2015,0.0,8.0,5.0,0.0
14302,2018-05-14,1142617,176032.38,151000,2.0,2.0,1000.0,4309.0,193472.0,61,43,2016,1.0,5.0,2.0,1.0
14303,2018-05-14,1138857,305514.23,238268,3.0,2.0,1867.0,5500.0,220187.0,61,35,2016,0.0,2.0,2.0,0.0
14304,2018-05-14,1145548,233602.73,235911,3.0,2.0,1672.0,3990.0,331234.0,61,59,2017,1.0,2.5,1.0,0.0
14305,2018-05-14,1143249,117381.44,50562,2.0,1.0,952.0,7500.0,162578.0,61,33,2016,0.0,6.0,5.0,0.0
14307,2018-05-14,1145551,112898.66,157384,4.0,2.0,1475.0,5000.0,159927.0,61,30,2015,1.0,4.5,1.0,1.0
14308,2018-05-14,1145552,224734.97,241848,4.0,2.0,1984.0,7500.0,264055.0,61,18,2015,1.0,17.0,1.0,1.0
14309,2018-05-14,1145549,247957.64,359243,3.0,2.0,2069.0,9150.0,400199.0,61,56,2017,0.0,4.0,1.0,1.0
14310,2018-05-14,1142883,223772.46,248495,3.0,2.0,1678.0,9560.0,266687.0,61,39,2016,0.0,9.0,7.0,0.0
14311,2018-05-14,1143189,337103.51,173569,3.0,2.0,1612.0,7500.0,380312.0,61,12,2013,1.0,2.0,7.0,0.0
14313,2018-05-14,1143201,142911.36,144095,4.0,2.0,1162.0,5550.0,200011.0,61,44,2016,0.0,4.5,4.0,0.0
14314,2018-05-14,1143204,135234.65,230382,3.0,2.0,2171.0,10800.0,264012.0,61,15,2014,0.0,5.0,2.0,1.0
14315,2018-05-14,1142884,160624.4,155778,2.0,1.0,754.0,8400.0,157861.0,61,49,2016,0.0,4.0,7.0,0.0
14316,2018-05-14,1143192,182874.39,211950,4.0,2.0,1428.0,9000.0,239865.0,61,14,2013,0.0,1.0,4.0,0.0
14317,2018-05-14,1142899,613230.13,255632,3.0,2.0,1805.0,10030.0,346682.0,61,25,2015,1.0,6.0,10.0,0.0
14319,2018-05-14,1143221,664607.06,253553,3.0,2.0,1789.0,7500.0,274502.0,61,60,2017,1.0,1.0,5.0,0.0
14320,2018-05-14,1142620,469209.54,233666,4.0,3.0,1733.0,7875.0,243712.0,61,19,2015,0.0,4.0,4.0,0.0
14321,2018-05-14,1143203,474704.72,577101,4.0,3.0,1878.0,5600.0,703955.0,61,53,2016,0.0,4.0,10.0,0.0
14322,2018-05-14,1133834,896331.59,625802,3.0,3.0,2439.0,20778.0,531346.0,61,13,2013,1.0,5.0,1.0,0.0
14323,2018-05-14,1143206,255439.35,263000,3.0,2.0,1753.0,2334.0,303101.0,61,41,2016,1.0,3.0,2.0,0.0
14324,2018-05-14,1142631,203895.78,168068,3.0,1.0,1025.0,7020.0,183308.0,61,61,2017,0.0,1.0,4.0,0.0
14325,2018-05-14,1143190,239945.37,197161,5.0,3.0,1680.0,8325.0,303180.0,61,52,2016,0.0,2.0,5.0,0.0
14326,2018-05-14,1138341,270930.73,197357,4.0,2.0,1444.0,6000.0,223903.0,61,54,2016,0.0,3.0,8.0,0.0
14329,2018-05-14,1138208,389927.44,158142,3.0,1.0,1820.0,6500.0,345810.0,61,6,2012,0.0,3.0,13.0,0.0
14330,2018-05-14,1138206,512979.9,246225,4.0,2.0,1534.0,7500.0,300558.0,61,36,2016,0.0,3.0,12.0,0.0
14331,2018-05-14,1145544,353910.18,320188,5.0,3.0,3440.0,20790.0,340219.0,61,8,2012,0.0,3.0,2.0,0.0
14332,2018-05-14,1142627,114844.23,115566,2.0,1.0,948.0,4280.4,164062.0,61,28,2015,1.0,18.0,9.0,0.0
14333,2018-05-14,1145787,555546.38,245981,2.0,1.0,1552.0,6900.0,327728.0,61,22,2015,0.0,3.0,3.0,0.0
14334,2018-05-14,1142615,241652.05,197258,3.0,1.0,1058.0,8008.0,247271.0,61,47,2016,1.0,3.0,4.0,0.0
14335,2018-05-14,1142723,453719.62,314318,4.0,3.0,2450.0,6033.0,397932.0,61,17,2015,0.0,3.0,5.0,0.0
14336,2018-05-14,1145545,413887.18,314461,3.0,2.0,2112.0,5116.0,395685.0,61,26,2015,1.0,2.0,1.0,0.0
14337,2018-05-14,1142613,350320.89,204200,3.0,2.0,1960.0,2500.0,259992.0,61,3,2009,1.0,2.0,15.0,0.0
14338,2018-05-14,1142889,92858.33,47681,3.0,2.0,1400.0,4200.0,199255.0,61,38,2016,1.0,3.0,5.0,0.0
14339,2018-05-14,1142616,253116.33,238514,4.0,3.0,2146.0,6966.0,311687.0,61,55,2017,0.0,5.0,6.0,0.0
14344,2018-05-11,1146128,261888.26,232607,4.0,2.0,1339.0,9316.0,264561.0,62,45,2017,1.0,6.0,1.0,0.0
14345,2018-05-11,1145464,1142965.31,1015496,4.0,3.0,2745.0,11616.0,1300548.0,62,14,2015,0.0,5.0,8.0,0.0
14347,2018-05-11,1146216,1082194.1,424470,5.0,4.0,3945.0,10220.0,608228.0,62,41,2017,1.0,7.0,1.0,1.0
14349,2018-05-11,1145753,294122.76,148358,3.0,3.0,1810.0,4805.0,340979.0,62,18,2015,1.0,6.0,3.0,0.0
14350,2018-05-11,1145939,29002.88,177000,3.0,2.0,1850.0,2291.0,214876.0,62,25,2016,1.0,2.0,5.0,1.0
14353,2018-05-11,1145018,373088.94,298596,4.0,3.0,2146.0,4080.0,353652.0,62,31,2016,1.0,4.0,4.0,1.0
14354,2018-05-11,1145872,228167.11,161411,2.0,1.0,1224.0,6750.0,200538.0,62,46,2017,0.0,15.0,1.0,1.0
14357,2018-05-11,1146175,303985.5,273308,6.0,4.0,3572.0,7500.0,372859.0,62,43,2017,1.0,2.0,3.0,0.0
14360,2018-05-11,1145920,333123.62,245613,3.0,2.0,1693.0,8505.0,282362.0,62,55,2017,0.0,1.0,1.0,1.0
14362,2018-05-11,1145630,151287.48,265000,2.0,3.0,1608.0,2400.0,245553.0,62,34,2016,1.0,6.0,2.0,0.0
14363,2018-05-11,1142468,278088.61,207467,4.0,2.0,1580.0,11342.0,259415.0,62,17,2015,0.0,2.0,9.0,0.0
14364,2018-05-11,1146403,501357.12,170500,4.0,2.0,1616.0,2008.0,206157.0,62,11,2014,1.0,4.0,4.0,0.0
14365,2018-05-11,1142466,228730.86,250728,3.0,2.0,1454.0,11890.2,314474.0,62,37,2016,0.0,4.0,3.0,0.0
14367,2018-05-11,1146130,215164.5,206138,3.0,2.0,1245.0,8475.0,239649.0,62,35,2016,0.0,2.0,3.0,1.0
14370,2018-05-11,1146420,789137.45,432671,3.0,2.0,2052.0,10835.24,491980.0,62,6,2012,0.0,4.0,15.0,0.0
14372,2018-05-11,1145637,337967.63,276481,4.0,2.0,1610.0,7813.0,353976.0,62,20,2016,0.0,2.0,2.0,1.0
14374,2018-05-11,1146369,462482.88,259793,4.0,2.0,1977.0,9600.0,305401.0,62,47,2017,1.0,5.0,3.0,0.0
14375,2018-05-11,1146219,219725.54,200239,3.0,2.0,2794.0,18612.0,355926.0,62,30,2016,0.0,8.0,3.0,0.0
14376,2018-05-11,1145868,514152.84,341814,3.0,2.0,1683.0,8480.0,410582.0,62,3,2012,0.0,5.0,3.0,0.0
14377,2018-05-11,1145267,269176.06,154313,2.0,2.0,1352.0,5500.0,140624.0,62,28,2016,0.0,3.0,3.0,0.0
14378,2018-05-11,1146092,327443.23,285567,3.0,2.0,1426.0,5000.0,370705.0,62,54,2017,0.0,7.0,1.0,1.0
14379,2018-05-11,1145247,232165.12,195016,3.0,1.0,1212.0,7500.0,238419.0,62,22,2016,0.0,8.0,2.0,1.0
14382,2018-05-11,1145940,56985.62,145453,3.0,1.0,864.0,9000.0,180520.0,62,32,2016,1.0,5.0,2.0,0.0
14385,2018-05-11,1142429,500142.26,214711,3.0,2.0,1698.0,5084.0,370302.0,62,24,2016,1.0,3.0,5.0,0.0
14386,2018-05-11,1145794,195365.09,224563,3.0,2.0,1558.0,10171.0,248528.0,62,4,2012,0.0,3.0,8.0,0.0
14390,2018-05-11,1139158,103426.61,108900,3.0,2.0,1333.0,4600.0,128013.0,62,29,2016,1.0,5.0,6.0,0.0
14391,2018-05-11,1146099,359686.23,210789,3.0,1.0,1056.0,5850.0,270775.0,62,2,2009,0.0,6.0,1.0,1.0
14393,2018-05-11,1146373,293917.23,309005,6.0,4.0,2400.0,8250.0,313436.0,62,5,2012,1.0,10.0,1.0,1.0
14394,2018-05-11,1149579,316981.33,84115,3.0,1.0,988.0,16139.0,298778.0,62,9,2013,0.0,4.0,2.0,0.0
14395,2018-05-11,1145928,359624.98,256681,4.0,2.0,1321.0,3525.0,327465.0,62,38,2016,0.0,4.0,1.0,1.0
14396,2018-05-11,1146177,302365.71,227704,4.0,2.0,1500.0,5250.0,193502.0,62,52,2017,0.0,2.0,1.0,0.0
14398,2018-05-10,1148681,363297.78,233518,2.0,1.0,825.0,6950.0,293806.0,60,9,2016,1.0,1.0,3.0,1.0
14399,2018-05-10,1146741,276217.5,281736,4.0,2.0,2196.0,58588.2,436871.0,60,4,2015,0.0,5.0,4.0,0.0
14400,2018-05-10,1133027,318250.66,209369,3.0,2.0,2494.0,33631.0,362268.0,60,7,2016,0.0,2.0,2.0,0.0
14401,2018-05-10,1127258,272641.72,186117,3.0,2.0,1604.0,6000.0,267578.0,60,5,2015,1.0,1.0,4.0,0.0
14403,2018-05-10,1133115,141393.53,263356,4.0,3.0,2652.0,15000.0,570533.0,60,12,2017,0.0,12.0,3.0,0.0
14404,2018-05-10,1146517,270880.6,101928,4.0,3.0,1823.0,7115.0,296197.0,60,2,2014,0.0,3.0,10.0,0.0
14409,2018-05-09,1132283,275480.98,161124,4.0,2.0,1564.0,7500.0,368807.0,12,12,2017,1.0,2.0,5.0,0.0
14410,2018-05-09,1146311,513700.18,103055,4.0,2.0,1987.0,7500.0,316663.0,12,5,2014,1.0,8.0,6.0,0.0
14411,2018-05-09,1132918,245398.15,188350,3.0,2.0,1319.0,1664.0,235929.0,12,4,2014,1.0,22.0,6.0,0.0
14412,2018-05-09,1132114,478018.51,481556,5.0,4.0,4717.0,9274.0,617109.0,12,8,2016,1.0,4.0,8.0,0.0
14414,2018-05-09,1146314,426002.79,236095,3.0,2.0,1465.0,6650.0,311262.0,12,6,2015,0.0,4.0,2.0,1.0
14415,2018-05-09,1146313,375318.52,212314,3.0,2.0,1780.0,8250.0,261204.0,12,9,2016,0.0,4.0,4.0,1.0
14416,2018-05-09,1132752,340764.89,201305,3.0,2.0,2616.0,10500.0,688433.0,12,11,2016,1.0,7.0,3.0,0.0
14417,2018-05-09,1146641,310890.92,329447,4.0,3.0,2052.0,5980.0,404970.0,12,1,2011,1.0,3.0,5.0,0.0
14418,2018-05-09,1132372,96680.33,95464,3.0,1.0,1000.0,7800.0,218500.0,12,10,2016,0.0,4.0,3.0,0.0
14421,2018-05-08,1145500,409202.82,146589,4.0,1.0,1360.0,5450.0,434442.0,61,7,2016,1.0,2.0,7.0,0.0
14422,2018-05-08,1142062,396606.63,260104,3.0,2.0,1684.0,8250.0,300967.0,61,10,2016,1.0,6.0,5.0,0.0
14423,2018-05-08,1146430,89590.95,237390,3.0,2.0,1767.0,6420.0,219401.0,61,17,2017,0.0,9.0,3.0,0.0
14424,2018-05-08,1142107,8656.55,139374,4.0,2.0,1714.0,8800.0,343602.0,61,16,2017,0.0,6.0,3.0,0.0
14425,2018-05-08,1138157,1663969.95,1342276,4.0,3.0,2637.0,13900.0,1497384.0,61,14,2016,0.0,2.0,1.0,0.0
14426,2018-05-08,1138163,712656.71,446746,3.0,2.0,2749.0,2324.0,776179.0,61,9,2016,1.0,3.0,1.0,1.0
14428,2018-05-08,1142061,283818.83,121626,3.0,2.0,1308.0,1400.0,242970.0,61,15,2017,1.0,4.0,8.0,0.0
14430,2018-05-08,1142653,546784.95,275540,6.0,3.0,3199.0,6565.0,443692.0,61,6,2016,0.0,2.0,2.0,0.0
14431,2018-05-08,1141635,192909.78,78050,2.0,1.0,2464.0,8400.0,112444.0,61,1,2008,0.0,7.0,5.0,0.0
14433,2018-05-08,1146422,329223.56,314059,3.0,2.0,2311.0,4701.0,385879.0,61,3,2012,0.0,4.0,1.0,1.0
14436,2018-05-07,1132662,834140.46,163604,3.0,2.0,1600.0,7500.0,350980.0,18,1,2013,0.0,6.0,3.0,1.0
14437,2018-05-07,1145906,338771.96,149308,5.0,2.0,2248.0,8250.0,284692.0,18,7,2015,1.0,5.0,4.0,0.0
14438,2018-05-07,1142452,9325.9,355294,4.0,3.0,2144.0,5545.0,451228.0,18,3,2013,1.0,3.0,1.0,0.0
14439,2018-05-07,1142058,701157.72,408264,4.0,2.0,2758.0,14875.0,572835.0,18,6,2014,0.0,1.0,4.0,0.0
14440,2018-05-07,1141819,211856.05,188487,4.0,2.0,1560.0,7520.0,233500.0,18,13,2016,1.0,3.0,5.0,0.0
14441,2018-05-07,1141584,754458.83,462728,4.0,3.0,3204.0,9983.0,582692.0,18,8,2016,0.0,2.0,4.0,0.0
14442,2018-05-07,1141539,247117.4,200610,3.0,1.0,1080.0,7500.0,250225.0,18,18,2017,1.0,4.0,2.0,0.0
14443,2018-05-07,1141818,258538.69,235773,4.0,1.0,1357.0,7500.0,255887.0,18,16,2017,0.0,4.0,2.0,1.0
14444,2018-05-07,1141581,167128.71,174494,2.0,1.0,1320.0,5000.0,201351.0,18,10,2016,0.0,2.0,1.0,1.0
14445,2018-05-07,1141540,216918.16,178752,3.0,1.0,950.0,6500.0,228009.0,18,14,2017,0.0,3.0,3.0,0.0
14446,2018-05-07,1146512,131626.25,223559,3.0,2.0,1816.0,8061.0,438762.0,18,17,2017,0.0,2.0,3.0,0.0
14447,2018-05-07,1141805,571194.97,413955,8.0,4.0,2986.0,4750.0,709121.0,18,9,2016,1.0,12.0,3.0,0.0
14448,2018-05-07,1142215,651376.76,304453,5.0,4.0,2110.0,9261.0,350071.0,18,2,2013,1.0,3.0,6.0,0.0
14449,2018-05-07,1127266,176385.81,149499,3.0,1.0,1104.0,10000.0,351666.0,18,11,2016,1.0,5.0,1.0,0.0
14450,2018-05-04,1132384,320674.31,78811,3.0,2.0,1244.0,4965.0,258711.0,18,5,2016,0.0,2.0,1.0,0.0
14451,2018-05-04,1141318,356587.93,380344,4.0,3.0,2082.0,18886.0,681408.0,18,18,2017,1.0,2.0,3.0,0.0
14452,2018-05-04,1141311,418245.75,358050,3.0,2.0,1756.0,6000.0,398999.0,18,8,2016,1.0,4.0,7.0,0.0
14453,2018-05-04,1141200,332394.16,299947,2.0,2.0,1184.0,7000.0,402299.0,18,13,2017,0.0,3.0,2.0,0.0
14454,2018-05-04,1141202,236404.5,216891,4.0,2.0,1968.0,7500.0,255096.0,18,7,2016,0.0,7.0,4.0,0.0
14455,2018-05-04,1141303,458679.5,345244,4.0,2.0,2154.0,4000.0,440495.0,18,1,2014,1.0,47.0,5.0,1.0
14456,2018-05-04,1141201,288556.65,270186,4.0,2.0,2345.0,6875.0,380932.0,18,12,2016,0.0,4.0,7.0,0.0
14461,2018-05-04,1141322,247052.27,248066,2.0,1.0,1511.0,5000.0,325593.0,18,4,2015,0.0,8.0,8.0,0.0
14462,2018-05-04,1141173,929749.04,495933,0.0,0.0,3738.0,24600.0,579772.0,18,2,2014,1.0,6.0,2.0,1.0
14463,2018-05-04,1141411,384061.76,192836,2.0,2.0,1108.0,7500.0,234115.0,18,3,2015,1.0,7.0,4.0,1.0
14464,2018-05-04,1141205,160970.84,134403,3.0,2.0,1407.0,8723.0,249142.0,18,11,2016,0.0,2.0,5.0,0.0
14468,2018-05-03,1137400,363622.96,239048,4.0,2.0,1314.0,7500.0,261525.0,65,17,2017,0.0,3.0,1.0,1.0
14469,2018-05-03,1145749,328198.3,180111,3.0,2.0,1166.0,3602.0,238196.0,65,10,2016,1.0,11.0,1.0,1.0
14470,2018-05-03,1145031,347163.7,255042,4.0,2.0,1350.0,6300.0,298270.0,65,1,2010,0.0,2.0,11.0,1.0
14471,2018-05-03,1145751,134054.03,123044,2.0,1.0,960.0,3757.5,248398.0,65,8,2016,1.0,22.0,3.0,0.0
14472,2018-05-03,1137385,1061638.45,618976,5.0,4.0,2895.0,15403.0,725553.0,65,3,2013,0.0,4.0,1.0,1.0
14475,2018-05-03,1145248,264862.76,250906,3.0,2.0,1233.0,3402.0,321087.0,65,14,2016,0.0,3.0,3.0,1.0
14476,2018-05-03,1132119,647020.12,182659,5.0,3.0,3399.0,5733.0,345200.0,65,6,2015,1.0,10.0,1.0,1.0
14477,2018-05-03,1132280,186380.75,197345,3.0,2.0,1574.0,9350.0,393833.0,65,12,2016,0.0,4.0,4.0,0.0
14478,2018-05-03,1145796,558782.41,250063,2.0,1.0,1973.0,9042.0,281886.0,65,5,2014,0.0,7.0,1.0,1.0
14479,2018-05-03,1132330,878113.44,506632,2.0,1.0,1287.0,7500.0,610242.0,65,16,2016,0.0,5.0,1.0,1.0
14480,2018-05-03,1145035,533169.96,369185,5.0,3.0,2532.0,5851.0,430295.0,65,4,2013,0.0,5.0,10.0,0.0
14481,2018-05-02,1144408,483047.04,333691,3.0,2.0,2268.0,7500.0,396258.0,49,26,2015,0.0,8.0,5.0,1.0
14482,2018-05-02,1144237,236766.69,401201,4.0,3.0,2394.0,9000.0,435116.0,49,1,2009,0.0,4.0,5.0,0.0
14483,2018-05-02,1144178,267111.54,293326,4.0,3.0,2118.0,5160.0,358512.0,49,18,2014,0.0,2.0,13.0,0.0
14485,2018-05-02,1145017,242384.28,196512,3.0,2.0,1095.0,8175.0,261771.0,49,46,2017,1.0,4.0,1.0,1.0
14486,2018-05-02,1144437,275230.01,266085,4.0,3.0,2067.0,7875.0,322177.0,49,17,2014,0.0,6.0,5.0,0.0
14489,2018-05-02,1144409,443923.64,241726,4.0,2.0,2568.0,5000.0,292531.0,49,21,2014,1.0,8.0,3.0,0.0
14491,2018-05-02,1144417,348568.31,206826,3.0,2.0,1700.0,28700.0,283634.0,49,6,2012,0.0,31.0,2.0,1.0
14493,2018-05-02,1144848,192148.92,283506,4.0,4.0,2914.0,8598.0,416876.0,49,13,2013,0.0,4.0,1.0,1.0
14494,2018-05-02,1149363,205379.56,194342,2.0,2.0,1190.0,5900.0,267553.0,49,12,2013,0.0,4.0,7.0,0.0
14495,2018-05-02,1145067,224098.54,267554,2.0,1.0,1328.0,5000.0,327010.0,49,48,2017,1.0,11.0,1.0,0.0
14496,2018-05-02,1145333,218828.76,227551,3.0,2.0,1560.0,8196.0,253230.0,49,25,2015,0.0,9.0,1.0,1.0
14497,2018-05-02,1144927,243710.75,215129,3.0,1.0,1359.0,7875.0,236199.0,49,45,2017,1.0,3.0,1.0,1.0
14500,2018-05-02,1145013,6309.95,81808,3.0,2.0,1250.0,3650.0,212985.0,49,15,2014,1.0,3.0,6.0,0.0
14501,2018-05-02,1145625,69688.61,40090,4.0,2.0,1290.0,8500.0,191309.0,49,22,2014,0.0,6.0,6.0,0.0
14502,2018-05-02,1145016,13960.97,165000,3.0,2.0,1679.0,1740.0,157621.0,49,49,2017,1.0,2.0,4.0,0.0
14503,2018-05-02,1144923,355704.07,184000,4.0,2.0,2028.0,1740.0,208622.0,49,42,2017,1.0,13.0,1.0,1.0
14504,2018-05-02,1125826,430648.12,283506,4.0,4.0,2042.0,7150.0,415158.0,49,37,2016,0.0,6.0,1.0,1.0
14505,2018-05-02,1136132,544673.19,585067,5.0,4.0,4236.0,35705.0,536351.0,49,29,2015,1.0,11.0,2.0,0.0
14506,2018-05-02,1147316,112220.24,182948,3.0,2.0,1512.0,6016.0,231947.0,49,36,2016,0.0,12.0,2.0,1.0
14507,2018-05-02,1144450,772350.24,658918,2.0,2.0,1365.0,11400.0,678345.0,49,38,2016,0.0,7.0,3.0,0.0
14508,2018-05-02,1145606,498389.59,273626,4.0,2.0,2323.0,5225.0,318800.0,49,9,2012,0.0,3.0,1.0,1.0
14509,2018-05-02,1144188,43818.84,272263,3.0,2.0,1552.0,4250.0,442993.0,49,39,2016,1.0,1.0,3.0,0.0
14510,2018-05-02,1136146,482079.26,317446,3.0,2.0,1693.0,7875.0,389366.0,49,34,2016,1.0,7.0,5.0,0.0
14511,2018-05-02,1144257,575284.18,344159,4.0,3.0,2054.0,9064.0,334253.0,49,30,2015,0.0,9.0,5.0,0.0
14512,2018-05-02,1145626,214482.61,129914,3.0,2.0,1201.0,4280.0,193678.0,49,11,2013,0.0,3.0,1.0,0.0
