,Date,Auction ID,Final Judgment,Assessed Value,Beds,Bath,Living Area,Lot Size,ZEstimate,Day Count,Place in Line,Court Year,Association Binary,Defendant Count,Previous Auctions,Sold Amount
6288,2019-07-01,1211854,565741.67,195625,3.0,2.0,1550.0,7500.0,269787.0,85,5,2013,1.0,6.0,2.0,5300.0
6289,2019-07-01,1213789,414674.51,258416,4.0,2.0,1859.0,7500.0,305281.0,85,62,2018,1.0,4.0,4.0,242100.0
6290,2019-07-01,1213791,219940.49,111000,2.0,1.0,980.0,0.0,147982.0,85,74,2018,1.0,3.0,2.0,200.0
6292,2019-07-01,1200878,301442.31,176000,3.0,2.0,1216.0,2067.0,208785.0,85,52,2017,1.0,7.0,1.0,200100.0
6293,2019-07-01,1200476,228518.21,107800,0.0,1.0,420.0,0.0,153988.0,85,21,2016,1.0,8.0,1.0,47800.0
6301,2019-06-26,1206810,167268.61,197099,2.0,1.0,949.0,4000.0,270024.0,25,21,2018,0.0,1.0,4.0,220800.0
6302,2019-06-26,1211743,215099.65,109286,3.0,2.0,1176.0,5200.0,160321.0,25,22,2018,0.0,2.0,1.0,133100.0
6308,2019-06-26,1215258,485174.0,269200,3.0,2.0,1898.0,2575.0,363878.0,25,4,2016,1.0,8.0,3.0,270400.0
6309,2019-06-26,1215469,236219.08,186582,2.0,1.0,1154.0,13090.0,242950.0,25,9,2017,0.0,3.0,1.0,180000.0
6312,2019-06-26,1215474,546265.88,233047,2.0,2.0,1048.0,0.0,324757.0,25,3,2012,1.0,6.0,2.0,200.0
6317,2019-06-26,1215496,358297.95,303827,2.0,2.0,1234.0,0.0,380354.0,25,20,2018,1.0,4.0,1.0,13100.0
6319,2019-06-26,1206917,15186.9,99000,2.0,2.0,1160.0,0.0,134304.0,25,12,2018,1.0,1.0,2.0,89700.0
6324,2019-06-25,1215463,195052.07,140076,1.0,2.0,997.0,0.0,189849.0,31,26,2018,1.0,4.0,1.0,99300.0
6325,2019-06-25,1213874,384105.44,257340,3.0,2.0,1724.0,2678.0,361500.0,31,20,2017,1.0,2.0,2.0,261200.0
6328,2019-06-25,1199323,182510.26,133000,1.0,1.0,676.0,0.0,160609.0,31,16,2017,1.0,4.0,2.0,139600.0
6330,2019-06-25,1206346,353326.45,290871,5.0,3.0,1872.0,7344.0,310908.0,31,12,2016,0.0,3.0,2.0,240400.0
6332,2019-06-25,1209269,721149.76,507913,0.0,0.0,4686.0,435600.0,302500.0,31,7,2012,0.0,13.0,4.0,350100.0
6334,2019-06-25,1213882,295743.75,188301,3.0,1.0,1014.0,7500.0,251980.0,31,22,2018,0.0,25.0,2.0,206100.0
6335,2019-06-25,1215263,139391.35,110210,1.0,1.0,849.0,0.0,287600.0,31,23,2018,1.0,3.0,1.0,1300.0
6336,2019-06-25,1199803,274450.12,156975,2.0,2.0,1258.0,2625.0,202230.0,31,14,2017,1.0,4.0,1.0,157900.0
6339,2019-06-25,1213985,492008.76,158400,0.0,0.0,960.0,0.0,256200.0,31,5,2010,1.0,4.0,5.0,220000.0
6340,2019-06-25,1214489,310890.92,329447,4.0,3.0,2052.0,5980.0,423584.0,31,6,2011,1.0,3.0,5.0,341600.0
6345,2019-06-25,1211801,321139.13,245693,2.0,1.0,1832.0,6900.0,303500.0,31,24,2018,0.0,6.0,1.0,242100.0
6347,2019-06-25,1214490,441924.07,337748,3.0,1.0,1808.0,9525.0,459050.0,31,8,2012,0.0,8.0,4.0,47800.0
6349,2019-06-25,1215464,174502.79,162750,3.0,2.0,1325.0,0.0,202102.0,31,28,2018,0.0,11.0,1.0,15100.0
6350,2019-06-25,1212329,346997.1,265738,3.0,1.0,1610.0,6000.0,339668.0,31,18,2017,0.0,10.0,4.0,283200.0
6351,2019-06-24,1214643,872441.83,460113,5.0,3.0,3692.0,7225.0,2538345.0,73,51,2018,0.0,4.0,3.0,1100.0
6352,2019-06-24,1214514,922803.61,864790,3.0,4.0,3725.0,2825.0,1480225.0,73,1,2009,1.0,9.0,8.0,920000.0
6360,2019-06-24,1210759,252173.33,178057,3.0,2.0,1428.0,8175.0,281372.0,73,66,2018,0.0,3.0,1.0,237900.0
6361,2019-06-24,1214644,274833.83,299272,4.0,3.0,2861.0,7700.0,311945.0,73,31,2017,0.0,8.0,2.0,272600.0
6365,2019-06-24,1210764,336580.74,220000,3.0,2.0,1392.0,1761.0,276629.0,73,6,2011,1.0,7.0,1.0,216700.0
6369,2019-06-24,1213088,426323.24,263394,3.0,2.0,1434.0,3396.0,332332.0,73,41,2018,0.0,3.0,1.0,291600.0
6371,2019-06-24,1210338,8675611.58,5686513,0.0,0.0,0.0,17700.0,4004237.0,73,8,2013,1.0,25.0,3.0,5400100.0
6372,2019-06-24,1211490,91409.65,203000,2.0,1.0,1573.0,1802.0,286694.0,73,32,2017,1.0,5.0,3.0,70000.0
6373,2019-06-24,1210744,331614.29,355386,8.0,4.0,2496.0,5000.0,237723.0,73,24,2017,1.0,4.0,7.0,526100.0
6374,2019-06-24,1210159,758634.86,431015,3.0,2.0,1416.0,0.0,578171.0,73,26,2017,1.0,5.0,1.0,300100.0
6376,2019-06-24,1214654,45177.69,74504,3.0,2.0,1056.0,4396.0,112477.0,73,72,2019,1.0,3.5,1.0,76100.0
6380,2019-06-24,1206920,895636.2,199135,1.0,1.0,825.0,0.0,248696.0,73,3,2009,1.0,10.0,1.0,900.0
6382,2019-06-24,1213092,305055.82,204000,1.0,1.0,993.0,0.0,318881.0,73,53,2018,1.0,6.0,1.0,220300.0
6383,2019-06-24,1214536,187074.52,162740,3.0,2.0,1220.0,0.0,234429.0,73,67,2018,1.0,5.0,1.0,173000.0
6385,2019-06-24,1214535,261232.77,97850,1.0,1.0,796.0,0.0,127845.0,73,59,2018,1.0,5.0,1.0,93100.0
6388,2019-06-24,1210384,189326.92,171720,3.0,2.0,1260.0,8720.0,215000.0,73,21,2016,0.0,3.0,9.0,207100.0
6389,2019-06-24,1212320,516738.94,563234,5.0,5.0,3908.0,11500.0,472300.0,73,18,2016,0.0,13.0,4.0,542000.0
6391,2019-06-24,1210602,356646.78,203700,1.0,1.0,750.0,0.0,250087.0,73,54,2018,1.0,8.0,1.0,228300.0
6393,2019-06-24,1214646,163037.28,150600,2.0,1.0,988.0,10632.0,228700.0,73,45,2018,1.0,5.0,1.0,132100.0
6396,2019-06-24,1214562,666939.85,355352,5.0,2.0,1736.0,15166.0,443154.0,73,30,2017,1.0,5.0,1.0,336300.0
6397,2019-06-24,1210758,36113.16,130000,2.0,2.0,965.0,0.0,164866.0,73,9,2013,1.0,1.0,1.0,2100.0
6401,2019-06-24,1210833,374703.39,176000,3.0,2.0,1185.0,0.0,242065.0,73,4,2011,1.0,4.0,6.0,188200.0
6403,2019-06-24,1214652,216455.9,164356,3.0,2.0,1216.0,5000.0,241478.0,73,29,2017,0.0,15.0,1.0,179100.0
6404,2019-06-24,1213105,292916.59,199718,2.0,2.0,1225.0,0.0,264223.0,73,70,2018,1.0,4.0,1.0,200.0
6405,2019-06-24,1213423,477918.57,198000,4.0,3.0,1386.0,1570.0,250696.0,73,10,2013,1.0,4.0,4.0,187100.0
6406,2019-06-24,1210597,456658.61,207500,3.0,2.0,1812.0,1787.0,253089.0,73,11,2014,1.0,10.0,1.0,168200.0
6411,2019-06-24,1208176,785077.32,351684,4.0,2.0,2475.0,3997.0,424056.0,73,35,2017,1.0,3.0,2.0,500.0
6416,2019-06-19,1214534,158692.76,244521,3.0,1.0,1256.0,7500.0,345791.0,17,13,2018,1.0,6.0,1.0,285100.0
6418,2019-06-19,1205728,1918976.86,1494138,2.0,2.0,2250.0,0.0,1959171.0,17,5,2016,1.0,3.0,1.0,200.0
6419,2019-06-19,1214515,324697.54,149100,2.0,2.0,1415.0,0.0,202300.0,17,14,2018,1.0,18.0,1.0,138200.0
6420,2019-06-19,1213871,999459.6,641585,4.0,3.0,3855.0,33105.6,535800.0,17,3,2015,0.0,4.0,3.0,200.0
6423,2019-06-19,1214491,271786.07,184800,4.0,3.0,2058.0,2156.0,168400.0,17,8,2018,1.0,4.0,1.0,158900.0
6424,2019-06-19,1212849,1047019.42,393961,5.0,3.0,2223.0,8829.0,482158.0,17,1,2013,0.0,10.0,3.0,307700.0
6427,2019-06-19,1208775,169105.89,123375,1.0,1.0,780.0,0.0,170774.0,17,11,2018,1.0,2.0,1.0,127600.0
6428,2019-06-19,1211466,11182.73,205350,4.0,3.0,1712.0,1832.0,266003.0,17,16,2018,1.0,1.0,2.0,11200.0
6430,2019-06-19,1214561,315481.92,228351,3.0,2.0,1449.0,2688.0,293475.0,17,10,2018,1.0,6.0,1.0,200.0
6431,2019-06-19,1214516,343435.33,352604,3.0,2.0,1610.0,7500.0,391200.0,17,7,2017,0.0,3.0,1.0,350100.0
6432,2019-06-19,1214512,167414.9,105000,1.0,1.0,870.0,0.0,127300.0,17,15,2018,1.0,7.0,1.0,91100.0
6433,2019-06-18,1205657,14112.07,93900,2.0,2.0,1040.0,0.0,125714.0,31,28,2018,1.0,1.0,1.0,40100.0
6434,2019-06-18,1213775,1262947.5,540732,5.0,3.0,3052.0,7686.0,673205.0,31,7,2012,1.0,7.0,7.0,277600.0
6437,2019-06-18,1208776,395531.37,198784,3.0,2.0,1426.0,4938.0,251594.0,31,30,2019,1.0,2.0,1.0,203800.0
6438,2019-06-18,1213776,513960.57,143900,2.0,2.0,1325.0,5000.0,257137.0,31,6,2012,0.0,2.0,6.0,240100.0
6440,2019-06-18,1205339,539066.98,304648,3.0,2.0,2260.0,6750.0,416274.0,31,20,2017,0.0,8.5,1.0,298000.0
6441,2019-06-18,1212694,114001.96,183148,3.0,2.0,1357.0,5999.0,269164.0,31,27,2018,0.0,7.0,2.0,223500.0
6442,2019-06-18,1212609,335622.34,132000,2.0,2.0,897.0,0.0,168108.0,31,14,2016,1.0,6.0,2.0,137000.0
6447,2019-06-18,1213035,228835.18,481420,3.0,2.0,1143.0,13205.0,366163.0,31,11,2015,0.0,1.0,3.0,280100.0
6449,2019-06-18,1214325,618013.08,179584,5.0,3.0,2132.0,6972.0,386508.0,31,24,2018,0.0,2.0,2.0,135100.0
6453,2019-06-18,1212337,105325.64,183361,2.0,2.0,1434.0,4700.0,277787.0,31,12,2016,1.0,2.0,4.0,1100.0
6456,2019-06-18,1212495,508689.81,343105,4.0,2.0,1997.0,6301.0,415638.0,31,15,2016,0.0,2.0,4.0,355100.0
6461,2019-06-17,1198329,325190.98,231143,3.0,2.0,1382.0,7561.0,316970.0,84,59,2018,0.0,1.0,1.0,250100.0
6463,2019-06-17,1210007,388045.98,291985,3.0,1.0,1855.0,6300.0,398878.0,84,81,2018,0.0,3.0,1.0,330100.0
6464,2019-06-17,1197611,343873.97,287316,3.0,2.0,1797.0,9375.0,376468.0,84,2,2009,0.0,2.0,1.0,284000.0
6466,2019-06-17,1209468,231500.57,216741,3.0,2.0,1170.0,2700.0,313292.0,84,14,2014,1.0,5.0,3.0,235100.0
6467,2019-06-17,1214312,144611.63,108989,2.0,2.0,1064.0,0.0,184742.0,84,63,2018,1.0,19.0,1.0,126100.0
6468,2019-06-17,1198591,714148.3,330502,4.0,2.0,2123.0,5930.0,407647.0,84,52,2017,1.0,6.0,1.0,200.0
6469,2019-06-17,1210009,293696.66,219000,2.0,2.0,1353.0,0.0,362200.0,84,53,2017,1.0,4.0,1.0,150300.0
6473,2019-06-17,1209244,863730.43,294391,3.0,2.0,2376.0,84070.8,474301.0,84,20,2015,0.0,2.0,3.0,600.0
6475,2019-06-17,1213384,332631.55,152300,2.0,2.0,1104.0,0.0,238191.0,84,28,2016,1.0,6.0,2.0,166900.0
6483,2019-06-17,1206072,746999.27,321335,5.0,3.0,2962.0,6018.0,482232.0,84,18,2015,1.0,4.0,4.0,320100.0
6486,2019-06-17,1213027,15113.58,424040,2.0,2.0,1134.0,0.0,407100.0,84,76,2018,1.0,1.0,2.0,114900.0
6487,2019-06-17,1198974,319452.91,132500,2.0,2.0,1046.0,3173.0,171906.0,84,21,2016,1.0,5.0,2.0,145900.0
6491,2019-06-17,1210004,421524.88,250891,3.0,2.0,1319.0,11292.0,339160.0,84,31,2016,0.0,5.0,1.0,257800.0
6492,2019-06-17,1210062,190805.89,53519,2.0,1.0,874.0,0.0,110126.0,84,62,2018,0.0,1.0,1.0,40500.0
6494,2019-06-17,1211037,191584.83,174190,1.0,1.0,702.0,0.0,219532.0,84,72,2018,1.0,3.0,2.0,200.0
6498,2019-06-17,1198579,178112.25,93220,1.0,1.0,630.0,0.0,123472.0,84,51,2017,1.0,6.0,1.0,75600.0
6500,2019-06-17,1213353,428214.22,237008,5.0,2.0,2693.0,4000.0,286660.0,84,4,2009,1.0,7.0,5.0,30300.0
6501,2019-06-17,1205004,362978.96,230656,2.0,1.0,1080.0,2513.0,658026.0,84,10,2013,0.0,4.0,4.0,354200.0
6503,2019-06-17,1211791,251532.57,129390,2.0,2.0,1135.0,0.0,156117.0,84,61,2018,1.0,5.0,1.0,200.0
6505,2019-06-17,1214321,415544.11,181372,3.0,2.0,1555.0,0.0,264632.0,84,7,2011,1.0,2.0,1.0,247100.0
6509,2019-06-17,1213404,252545.12,121947,4.0,2.0,1390.0,7500.0,194813.0,84,24,2016,0.0,6.0,2.0,154900.0
6510,2019-06-17,1210030,492984.81,300366,3.0,2.0,1161.0,9000.0,384788.0,84,80,2018,1.0,3.0,1.0,297300.0
6511,2019-06-17,1210006,106222.39,49720,1.0,1.0,560.0,0.0,255700.0,84,68,2018,1.0,4.0,1.0,27500.0
6513,2019-06-17,1209444,252929.47,222592,3.0,3.0,2194.0,8025.0,238000.0,84,50,2017,0.0,5.0,4.0,200.0
6514,2019-06-17,1213356,1931778.55,1227300,5.0,6.0,4320.0,0.0,2070434.0,84,25,2016,1.0,4.0,2.0,200.0
6516,2019-06-17,1209602,183284.23,246959,4.0,2.0,1684.0,10000.0,230001.0,84,3,2009,0.0,3.0,6.0,180100.0
6518,2019-06-17,1209435,503299.46,305486,4.0,2.0,2105.0,3093.0,399415.0,84,36,2017,1.0,4.0,4.0,600.0
6519,2019-06-17,1209623,1199850.09,722865,4.0,4.0,4794.0,29800.0,875912.0,84,9,2012,0.0,6.0,4.0,595100.0
6523,2019-06-17,1209951,245637.57,290549,3.0,2.0,1651.0,8374.0,344201.0,84,77,2018,0.0,9.0,1.0,264300.0
6524,2019-06-17,1209144,695619.95,597182,4.0,3.0,3162.0,8184.0,785952.0,84,70,2018,1.0,5.0,2.0,360300.0
6528,2019-06-17,1214323,285654.41,225000,0.0,0.0,0.0,7500.0,398025.0,84,67,2018,0.0,3.0,1.0,177200.0
6531,2019-06-17,1212861,1060792.37,60345,0.0,0.0,0.0,4796.0,223000.0,84,82,2018,0.0,1.0,1.0,37300.0
6533,2019-06-17,1198427,277388.4,193046,3.0,2.0,1379.0,7950.0,254049.0,84,15,2014,1.0,9.0,1.0,171900.0
6534,2019-06-17,1209646,1016610.61,625300,2.0,2.0,1298.0,0.0,721885.0,84,79,2018,0.0,6.0,1.0,223100.0
6535,2019-06-17,1213383,140393.14,286193,3.0,2.0,2093.0,7482.92,372106.0,84,43,2017,1.0,5.0,4.0,261800.0
6536,2019-06-17,1213426,206843.25,144900,2.0,2.0,1104.0,0.0,234360.0,84,84,2018,1.0,6.0,1.0,146000.0
6540,2019-06-12,1208513,398857.98,386496,4.0,3.0,2175.0,6041.0,466587.0,22,3,2014,0.0,3.0,6.0,411100.0
6543,2019-06-12,1213094,437735.27,194900,1.0,1.0,737.0,0.0,257100.0,22,22,2018,0.0,3.0,1.0,172100.0
6544,2019-06-12,1213093,147523.91,290003,4.0,2.0,1638.0,10800.0,352975.0,22,11,2018,1.0,6.0,1.0,290500.0
6545,2019-06-12,1189221,159484.38,472250,3.0,2.0,1447.0,12600.0,583189.0,22,2,2014,0.0,8.0,1.0,387200.0
6546,2019-06-12,1213081,304311.71,187470,2.0,2.0,1268.0,0.0,280023.0,22,10,2018,1.0,7.0,1.0,137000.0
6549,2019-06-12,1213099,106089.49,185000,2.0,2.0,1078.0,1126.0,210371.0,22,15,2018,1.0,4.0,1.0,180300.0
6550,2019-06-12,1212039,1084598.79,589597,3.0,3.0,2486.0,8250.0,769537.0,22,1,2010,0.0,4.0,4.0,12500.0
6552,2019-06-12,1213086,354423.16,313000,4.0,3.0,2277.0,2100.0,396907.0,22,20,2018,1.0,3.0,1.0,350100.0
6553,2019-06-12,1203873,203706.06,101520,1.0,1.0,646.0,0.0,117391.0,22,14,2018,1.0,3.0,1.0,122000.0
6554,2019-06-12,1213075,57338.98,167000,3.0,2.0,1437.0,0.0,204879.0,22,19,2018,1.0,14.0,1.0,174600.0
6556,2019-06-12,1211685,448341.97,220190,2.0,2.0,1056.0,0.0,265033.0,22,8,2017,1.0,5.0,1.0,200500.0
6559,2019-06-11,1212606,560279.72,240305,3.0,2.0,1903.0,5000.0,297824.0,24,6,2016,1.0,5.0,2.0,249800.0
6560,2019-06-11,1211816,160722.65,139400,2.0,2.0,1005.0,0.0,362200.0,24,16,2018,1.0,6.0,2.0,128100.0
6561,2019-06-11,1211510,228650.65,155500,3.0,3.0,1428.0,1800.0,187456.0,24,5,2015,1.0,12.0,2.0,10100.0
6565,2019-06-11,1209624,194416.85,119100,2.0,2.0,925.0,0.0,159862.0,24,18,2018,1.0,7.0,1.0,200.0
6566,2019-06-11,1213072,13108.94,73509,1.0,1.0,1036.0,0.0,94803.0,24,21,2018,1.0,1.0,1.0,63800.0
6567,2019-06-11,1212505,286043.02,227338,3.0,2.0,2213.0,15360.0,343600.0,24,19,2018,0.0,5.0,3.0,120400.0
6573,2019-06-11,1212884,227629.44,105001,3.0,2.0,1062.0,0.0,132724.0,24,23,2018,1.0,6.0,1.0,122100.0
6574,2019-06-11,1211817,219629.99,99500,0.0,0.0,775.0,0.0,144270.0,24,17,2018,1.0,6.0,2.0,44900.0
6576,2019-06-11,1212895,245226.27,189005,2.0,1.0,768.0,5250.0,310179.0,24,11,2017,0.0,1.0,1.0,233900.0
6579,2019-06-11,1212885,604504.19,266234,4.0,2.0,2440.0,5601.0,330290.0,24,14,2017,1.0,1.5,1.0,150100.0
6587,2019-06-10,1208894,869101.13,750455,8.0,8.0,5249.0,5650.0,229900.0,77,74,2018,0.0,4.0,1.0,500100.0
6588,2019-06-10,1208063,596208.97,223496,2.0,1.0,1334.0,6045.0,308600.0,77,10,2015,0.0,6.0,3.0,260100.0
6590,2019-06-10,1209637,327590.76,196445,4.0,2.0,1654.0,8829.0,280523.0,77,29,2017,0.0,5.0,1.0,210200.0
6591,2019-06-10,1210576,315021.66,273348,3.0,2.0,1621.0,7939.0,384482.0,77,47,2018,1.0,15.0,1.0,310500.0
6593,2019-06-10,1192549,379875.94,228057,3.0,2.0,1438.0,5582.0,249000.0,77,25,2016,1.0,4.0,1.0,215800.0
6597,2019-06-10,1211724,162359.25,292464,3.0,2.0,1735.0,6695.0,371524.0,77,63,2018,1.0,3.0,2.0,288300.0
6602,2019-06-10,1212456,11482.91,192500,3.0,2.0,1705.0,1760.0,250967.0,77,12,2016,1.0,2.0,6.0,300.0
6603,2019-06-10,1212725,496702.42,325580,2.0,1.0,1063.0,5760.0,379598.0,77,58,2018,0.0,8.0,1.0,338900.0
6605,2019-06-10,1210210,92957.54,50020,1.0,1.0,660.0,0.0,60846.0,77,36,2017,1.0,9.0,1.0,60100.0
6608,2019-06-10,1211158,146747.8,93300,2.0,2.0,1040.0,0.0,125742.0,77,62,2018,1.0,3.0,1.0,92300.0
6609,2019-06-10,1211831,602368.0,214322,3.0,2.0,1221.0,5347.0,310261.0,77,14,2016,1.0,8.0,1.0,255100.0
6610,2019-06-10,1197576,389165.44,172000,2.0,2.0,979.0,0.0,211056.0,77,2,2013,1.0,5.0,1.0,397851.82
6611,2019-06-10,1210757,141056.25,158765,3.0,2.0,1426.0,0.0,176774.0,77,76,2018,1.0,5.0,1.0,169000.0
6612,2019-06-10,1208064,285471.83,139100,3.0,2.0,972.0,0.0,175446.0,77,40,2017,1.0,15.0,2.0,141600.0
6613,2019-06-10,1208760,350544.7,241818,2.0,1.0,945.0,7875.0,273366.0,77,52,2018,0.0,11.0,1.0,400.0
6620,2019-06-10,1212869,476922.69,322050,0.0,1.0,1267.0,0.0,404563.0,77,42,2017,1.0,4.0,1.0,200.0
6621,2019-06-10,1192977,501477.92,305575,4.0,2.0,1534.0,8970.0,437761.0,77,44,2017,1.0,7.0,1.0,309500.0
6625,2019-06-10,1210756,199644.03,103221,2.0,1.0,697.0,0.0,141002.0,77,13,2016,1.0,6.0,3.0,120100.0
6627,2019-06-10,1202512,330045.58,158389,3.0,2.0,1344.0,7837.0,244144.0,77,6,2014,0.0,4.0,3.0,186100.0
6629,2019-06-10,1211163,193545.02,99622,2.0,2.0,910.0,0.0,247100.0,77,67,2018,1.0,7.0,1.0,100600.0
6630,2019-06-10,1211762,484398.35,248200,0.0,0.0,1430.0,0.0,325336.0,77,60,2018,1.0,5.0,1.0,145300.0
6631,2019-06-10,1197425,465113.54,240841,2.0,1.0,1080.0,6420.0,340206.0,77,4,2013,1.0,6.0,1.0,600.0
6638,2019-06-10,1208940,147146.58,104000,1.0,1.0,870.0,0.0,127300.0,77,61,2018,1.0,6.0,1.0,118100.0
6639,2019-06-10,1210158,207839.95,158000,2.0,2.0,936.0,1856.0,200543.0,77,39,2017,1.0,7.0,1.0,131100.0
6640,2019-06-10,1210211,249944.8,179469,2.0,1.0,768.0,6500.0,196098.0,77,73,2018,0.0,3.0,1.0,192600.0
6641,2019-06-10,1213040,651320.07,509702,3.0,2.0,2164.0,6750.0,416500.0,77,70,2018,0.0,1.0,1.0,533400.0
6642,2019-06-10,1210601,411187.29,304237,3.0,2.0,1402.0,4820.0,287600.0,77,17,2016,1.0,19.0,1.0,24100.0
6646,2019-06-10,1212826,368021.5,204100,3.0,2.0,1170.0,0.0,261926.0,77,50,2018,1.0,4.0,1.0,200600.0
6647,2019-06-10,1210567,481087.39,430000,2.0,2.0,1190.0,0.0,489057.0,77,51,2018,1.0,2.0,1.0,200.0
6648,2019-06-10,1206263,828582.59,431920,5.0,4.0,2948.0,11221.0,539389.0,77,11,2016,0.0,9.0,3.0,510100.0
6649,2019-06-10,1212867,190521.82,152616,3.0,2.0,1578.0,5250.0,214767.0,77,64,2018,1.0,1.0,1.0,190100.0
6651,2019-06-05,1210417,416231.0,240706,3.0,2.0,1100.0,7420.0,353457.0,45,2,2010,0.0,9.0,4.0,238000.0
6658,2019-06-05,1210207,189967.74,215280,3.0,2.0,1420.0,0.0,288414.0,45,35,2018,1.0,5.0,3.0,234100.0
6666,2019-06-05,1210382,654577.48,417854,4.0,4.0,2964.0,7125.0,502377.0,45,24,2017,1.0,5.0,2.0,313100.0
6672,2019-06-05,1211741,489882.82,336934,4.0,2.0,2559.0,8450.0,456964.0,45,14,2016,1.0,4.0,2.0,320300.0
6673,2019-06-05,1212036,222157.11,195000,3.0,2.0,1535.0,1896.0,240891.0,45,36,2018,1.0,5.0,1.0,190400.0
6675,2019-06-05,1211750,386284.53,593315,4.0,3.0,3529.0,27442.8,366600.0,45,16,2016,1.0,14.5,1.0,391200.0
6679,2019-06-05,1210598,540021.21,239209,4.0,3.0,1936.0,5335.0,299210.0,45,38,2018,0.0,4.0,2.0,1200.0
6680,2019-06-05,1211660,118029.74,149002,4.0,2.0,1444.0,11250.0,196727.0,45,34,2018,1.0,3.0,1.0,165100.0
6681,2019-06-05,1210365,33949.01,327000,4.0,3.0,2306.0,2275.0,395608.0,45,17,2016,0.0,1.0,2.0,34000.0
6682,2019-06-05,1211684,434422.33,209546,3.0,1.0,1163.0,7600.0,260105.0,45,25,2017,1.0,5.0,1.0,400.0
6686,2019-06-05,1212038,143365.54,90000,1.0,1.0,725.0,0.0,114615.0,45,32,2018,1.0,7.0,1.0,111000.0
6691,2019-06-04,1212040,444533.49,144703,1.0,1.0,685.0,0.0,185700.0,21,7,2016,1.0,11.0,2.0,90300.0
6692,2019-06-04,1209594,554428.03,320309,4.0,3.0,1518.0,8000.0,397425.0,21,6,2016,1.0,5.0,2.0,303100.0
6695,2019-06-04,1201340,375035.7,121189,3.0,2.0,1470.0,5000.0,222845.0,21,16,2018,0.0,10.0,1.0,20100.0
6696,2019-06-04,1212015,13447.68,193000,1.0,1.0,797.0,0.0,230436.0,21,15,2018,1.0,2.0,1.0,15100.0
6702,2019-06-04,1209266,207155.5,161500,0.0,0.0,1232.0,0.0,224635.0,21,11,2017,1.0,4.0,4.0,135400.0
6704,2019-06-04,1211862,222537.82,174000,1.0,1.0,1005.0,0.0,218550.0,21,5,2015,1.0,4.0,1.0,140300.0
6705,2019-06-04,1207322,205169.82,141400,2.0,2.0,960.0,0.0,195618.0,21,18,2018,1.0,4.0,1.0,156600.0
6706,2019-06-04,1212014,339641.81,243000,2.0,2.0,1700.0,0.0,291432.0,21,17,2018,1.0,4.0,1.0,166400.0
6707,2019-06-04,1212042,762366.42,342088,3.0,2.0,1704.0,7366.0,395286.0,21,3,2013,0.0,12.0,1.0,336100.0
6710,2019-06-03,1211802,638662.22,255929,2.0,1.0,1226.0,8625.0,346038.0,88,70,2018,0.0,4.0,1.0,200.0
6717,2019-06-03,1207405,752605.75,387863,3.0,2.0,2511.0,5000.0,442802.0,88,26,2016,1.0,9.0,1.0,305000.0
6718,2019-06-03,1196692,364952.13,142500,2.0,2.0,1431.0,1720.0,164484.0,88,49,2017,1.0,4.0,1.0,129900.0
6720,2019-06-03,1206031,1053642.74,546265,5.0,4.0,4717.0,10330.0,723023.0,88,31,2016,1.0,6.0,2.0,438100.0
6724,2019-06-03,1207565,934886.21,416783,3.0,2.0,2228.0,16140.0,586222.0,88,8,2013,0.0,2.0,3.0,370100.0
6727,2019-06-03,1211700,299830.21,230416,1.0,1.0,799.0,0.0,367500.0,88,81,2018,1.0,4.0,1.0,200.0
6728,2019-06-03,1211097,428956.44,134949,4.0,2.0,2020.0,4500.0,359753.0,88,58,2018,0.0,3.0,3.0,320100.0
6729,2019-06-03,1211232,603440.51,365640,2.0,2.0,1318.0,0.0,474319.0,88,48,2017,1.0,3.0,3.0,330100.0
6730,2019-06-03,1211694,220586.83,127009,2.0,2.0,1023.0,0.0,153652.0,88,61,2018,1.0,2.0,1.0,160100.0
6732,2019-06-03,1210035,179780.68,99200,1.0,1.0,812.0,0.0,131167.0,88,76,2018,1.0,3.0,1.0,80100.0
6734,2019-06-03,1209384,318114.86,240000,4.0,2.0,1672.0,1692.0,255300.0,88,11,2014,1.0,11.0,9.0,243200.0
6736,2019-06-03,1207559,390577.8,197891,3.0,2.0,1812.0,9555.0,362736.0,88,50,2017,0.0,3.0,4.0,293100.0
6738,2019-06-03,1209366,169511.49,183148,3.0,2.0,1357.0,5999.0,269164.0,88,42,2017,0.0,9.0,3.0,80100.0
6740,2019-06-03,1209471,912011.72,381081,4.0,3.0,2508.0,7600.0,455714.0,88,27,2016,1.0,14.0,5.0,372000.0
6741,2019-06-03,1211810,140009.11,342219,3.0,2.0,2477.0,7500.0,454214.0,88,55,2018,1.0,5.0,1.0,365200.0
6742,2019-06-03,1196693,363863.26,311929,3.0,2.0,1414.0,7854.0,381191.0,88,75,2018,1.0,2.0,1.0,301100.0
6743,2019-06-03,1207387,322016.29,261134,4.0,2.0,1616.0,13707.0,312800.0,88,16,2015,1.0,2.0,3.0,298500.0
6745,2019-06-03,1211842,424454.14,179341,3.0,2.0,1748.0,7500.0,270342.0,88,78,2018,0.0,4.0,1.0,191100.0
6747,2019-06-03,1209432,431118.73,270125,4.0,2.0,2228.0,8470.0,350167.0,88,35,2017,1.0,3.0,2.0,272600.0
6752,2019-06-03,1196766,285954.37,204237,3.0,2.0,1195.0,4397.0,269545.0,88,39,2017,1.0,4.0,1.0,250100.0
