,Date,Auction ID,Final Judgment,Assessed Value,Plaintiff Max Bid,Beds,Bath,Living Area,Lot Size,ZEstimate,Day Count,Place in Line,Court Year,Association Binary,Defendant Count,Previous Auctions,Sold Amount
6146,2019-07-08,1216979,702539.79,377731,516147.37,3.0,3.0,2698.0,7003.76,475220.0,75,34,2017,1.0,7.0,1.0,500100.0
6164,2019-07-08,1214749,219575.7,170634,214087.71,4.0,2.0,1928.0,3940.0,264885.0,75,10,2015,1.0,2.0,5.0,200100.0
6190,2019-07-03,1214660,666452.06,310712,833232.74,5.0,4.0,2647.0,14249.0,621225.0,35,4,2010,0.0,6.0,6.0,4100.0
6204,2019-07-02,1210183,810817.82,318992,850622.47,4.0,2.0,1992.0,8234.0,412925.0,19,15,2018,1.0,4.0,2.0,500100.0
6212,2019-07-02,1212056,707809.94,313161,258375.00,4.0,2.0,2849.0,7194.0,357909.0,19,6,2016,0.0,2.0,2.0,200.0
6214,2019-07-02,1212870,399135.89,272616,271000.00,4.0,3.0,2783.0,7506.0,332304.0,19,5,2016,1.0,5.0,1.0,200.0
6215,2019-07-02,1201055,150325.26,153311,140000.00,3.0,2.0,1394.0,10725.0,190000.0,19,10,2017,0.0,2.0,1.0,2100.0
6224,2019-07-01,1207089,226480.27,164401,197640.00,3.0,2.0,1693.0,3962.0,225319.0,85,67,2018,1.0,3.0,3.0,199100.0
6227,2019-07-01,1212025,408700.84,290033,413188.34,4.0,2.0,1888.0,6270.0,382346.0,85,64,2018,1.0,6.0,1.0,210100.0
6229,2019-07-01,1213758,269505.09,218618,290718.23,2.0,2.0,1080.0,2497.0,381744.0,85,8,2013,1.0,8.0,2.0,34100.0
6282,2019-07-01,1195933,324176.91,211000,178034.00,3.0,2.0,1378.0,1800.0,260719.0,85,23,2016,1.0,4.0,1.0,208000.0
6288,2019-07-01,1211854,565741.67,195625,581325.65,3.0,2.0,1550.0,7500.0,269787.0,85,5,2013,1.0,6.0,2.0,5300.0
6292,2019-07-01,1200878,301442.31,176000,204641.72,3.0,2.0,1216.0,2067.0,208785.0,85,52,2017,1.0,7.0,1.0,200100.0
6301,2019-06-26,1206810,167268.61,197099,174273.68,2.0,1.0,949.0,4000.0,270024.0,25,21,2018,0.0,1.0,4.0,220800.0
6309,2019-06-26,1215469,236219.08,186582,121500.00,2.0,1.0,1154.0,13090.0,242950.0,25,9,2017,0.0,3.0,1.0,180000.0
6332,2019-06-25,1209269,721149.76,507913,721149.76,0.0,0.0,4686.0,435600.0,302500.0,31,7,2012,0.0,13.0,4.0,350100.0
6334,2019-06-25,1213882,295743.75,188301,190000.00,3.0,1.0,1014.0,7500.0,251980.0,31,22,2018,0.0,25.0,2.0,206100.0
6336,2019-06-25,1199803,274450.12,156975,150037.21,2.0,2.0,1258.0,2625.0,202230.0,31,14,2017,1.0,4.0,1.0,157900.0
6340,2019-06-25,1214489,310890.92,329447,222142.78,4.0,3.0,2052.0,5980.0,423584.0,31,6,2011,1.0,3.0,5.0,341600.0
6347,2019-06-25,1214490,441924.07,337748,400100.00,3.0,1.0,1808.0,9525.0,459050.0,31,8,2012,0.0,8.0,4.0,47800.0
6351,2019-06-24,1214643,872441.83,460113,775000.00,5.0,3.0,3692.0,7225.0,2538345.0,73,51,2018,0.0,4.0,3.0,1100.0
6376,2019-06-24,1214654,45177.69,74504,45177.69,3.0,2.0,1056.0,4396.0,112477.0,73,72,2019,1.0,3.5,1.0,76100.0
6411,2019-06-24,1208176,785077.32,351684,370000.00,4.0,2.0,2475.0,3997.0,424056.0,73,35,2017,1.0,3.0,2.0,500.0
6420,2019-06-19,1213871,999459.6,641585,838000.00,4.0,3.0,3855.0,33105.6,535800.0,17,3,2015,0.0,4.0,3.0,200.0
6428,2019-06-19,1211466,11182.73,205350,11182.73,4.0,3.0,1712.0,1832.0,266003.0,17,16,2018,1.0,1.0,2.0,11200.0
6430,2019-06-19,1214561,315481.92,228351,317797.67,3.0,2.0,1449.0,2688.0,293475.0,17,10,2018,1.0,6.0,1.0,200.0
6431,2019-06-19,1214516,343435.33,352604,367384.10,3.0,2.0,1610.0,7500.0,391200.0,17,7,2017,0.0,3.0,1.0,350100.0
6438,2019-06-18,1213776,513960.57,143900,201600.00,2.0,2.0,1325.0,5000.0,257137.0,31,6,2012,0.0,2.0,6.0,240100.0
6440,2019-06-18,1205339,539066.98,304648,234090.00,3.0,2.0,2260.0,6750.0,416274.0,31,20,2017,0.0,8.5,1.0,298000.0
6441,2019-06-18,1212694,114001.96,183148,116233.39,3.0,2.0,1357.0,5999.0,269164.0,31,27,2018,0.0,7.0,2.0,223500.0
6449,2019-06-18,1214325,618013.08,179584,310500.00,5.0,3.0,2132.0,6972.0,386508.0,31,24,2018,0.0,2.0,2.0,135100.0
6453,2019-06-18,1212337,105325.64,183361,133022.24,2.0,2.0,1434.0,4700.0,277787.0,31,12,2016,1.0,2.0,4.0,1100.0
6456,2019-06-18,1212495,508689.81,343105,338800.00,4.0,2.0,1997.0,6301.0,415638.0,31,15,2016,0.0,2.0,4.0,355100.0
6466,2019-06-17,1209468,231500.57,216741,257077.44,3.0,2.0,1170.0,2700.0,313292.0,84,14,2014,1.0,5.0,3.0,235100.0
6468,2019-06-17,1198591,714148.3,330502,430000.00,4.0,2.0,2123.0,5930.0,407647.0,84,52,2017,1.0,6.0,1.0,200.0
6473,2019-06-17,1209244,863730.43,294391,921922.65,3.0,2.0,2376.0,84070.8,474301.0,84,20,2015,0.0,2.0,3.0,600.0
6483,2019-06-17,1206072,746999.27,321335,431100.00,5.0,3.0,2962.0,6018.0,482232.0,84,18,2015,1.0,4.0,4.0,320100.0
6510,2019-06-17,1210030,492984.81,300366,224996.59,3.0,2.0,1161.0,9000.0,384788.0,84,80,2018,1.0,3.0,1.0,297300.0
6513,2019-06-17,1209444,252929.47,222592,251000.00,3.0,3.0,2194.0,8025.0,238000.0,84,50,2017,0.0,5.0,4.0,200.0
6518,2019-06-17,1209435,503299.46,305486,534978.86,4.0,2.0,2105.0,3093.0,399415.0,84,36,2017,1.0,4.0,4.0,600.0
6519,2019-06-17,1209623,1199850.09,722865,470000.00,4.0,4.0,4794.0,29800.0,875912.0,84,9,2012,0.0,6.0,4.0,595100.0
6533,2019-06-17,1198427,277388.4,193046,171873.79,3.0,2.0,1379.0,7950.0,254049.0,84,15,2014,1.0,9.0,1.0,171900.0
6540,2019-06-12,1208513,398857.98,386496,411000.00,4.0,3.0,2175.0,6041.0,466587.0,22,3,2014,0.0,3.0,6.0,411100.0
6549,2019-06-12,1213099,106089.49,185000,106089.49,2.0,2.0,1078.0,1126.0,210371.0,22,15,2018,1.0,4.0,1.0,180300.0
6550,2019-06-12,1212039,1084598.79,589597,1213823.17,3.0,3.0,2486.0,8250.0,769537.0,22,1,2010,0.0,4.0,4.0,12500.0
6552,2019-06-12,1213086,354423.16,313000,356656.16,4.0,3.0,2277.0,2100.0,396907.0,22,20,2018,1.0,3.0,1.0,350100.0
6561,2019-06-11,1211510,228650.65,155500,139900.00,3.0,3.0,1428.0,1800.0,187456.0,24,5,2015,1.0,12.0,2.0,10100.0
6579,2019-06-11,1212885,604504.19,266234,301000.00,4.0,2.0,2440.0,5601.0,330290.0,24,14,2017,1.0,1.5,1.0,150100.0
6587,2019-06-10,1208894,869101.13,750455,829000.00,8.0,8.0,5249.0,5650.0,229900.0,77,74,2018,0.0,4.0,1.0,500100.0
6597,2019-06-10,1211724,162359.25,292464,165294.72,3.0,2.0,1735.0,6695.0,371524.0,77,63,2018,1.0,3.0,2.0,288300.0
6602,2019-06-10,1212456,11482.91,192500,11482.91,3.0,2.0,1705.0,1760.0,250967.0,77,12,2016,1.0,2.0,6.0,300.0
6613,2019-06-10,1208760,350544.7,241818,282000.00,2.0,1.0,945.0,7875.0,273366.0,77,52,2018,0.0,11.0,1.0,400.0
6631,2019-06-10,1197425,465113.54,240841,277345.00,2.0,1.0,1080.0,6420.0,340206.0,77,4,2013,1.0,6.0,1.0,600.0
6639,2019-06-10,1210158,207839.95,158000,131000.00,2.0,2.0,936.0,1856.0,200543.0,77,39,2017,1.0,7.0,1.0,131100.0
6642,2019-06-10,1210601,411187.29,304237,302000.00,3.0,2.0,1402.0,4820.0,287600.0,77,17,2016,1.0,19.0,1.0,24100.0
6649,2019-06-10,1212867,190521.82,152616,191879.98,3.0,2.0,1578.0,5250.0,214767.0,77,64,2018,1.0,1.0,1.0,190100.0
6651,2019-06-05,1210417,416231.0,240706,555113.77,3.0,2.0,1100.0,7420.0,353457.0,45,2,2010,0.0,9.0,4.0,238000.0
6666,2019-06-05,1210382,654577.48,417854,412250.00,4.0,4.0,2964.0,7125.0,502377.0,45,24,2017,1.0,5.0,2.0,313100.0
6679,2019-06-05,1210598,540021.21,239209,250750.00,4.0,3.0,1936.0,5335.0,299210.0,45,38,2018,0.0,4.0,2.0,1200.0
6681,2019-06-05,1210365,33949.01,327000,33949.01,4.0,3.0,2306.0,2275.0,395608.0,45,17,2016,0.0,1.0,2.0,34000.0
6682,2019-06-05,1211684,434422.33,209546,438091.73,3.0,1.0,1163.0,7600.0,260105.0,45,25,2017,1.0,5.0,1.0,400.0
6695,2019-06-04,1201340,375035.7,121189,212800.00,3.0,2.0,1470.0,5000.0,222845.0,21,16,2018,0.0,10.0,1.0,20100.0
6710,2019-06-03,1211802,638662.22,255929,643030.67,2.0,1.0,1226.0,8625.0,346038.0,88,70,2018,0.0,4.0,1.0,200.0
6718,2019-06-03,1196692,364952.13,142500,373121.80,2.0,2.0,1431.0,1720.0,164484.0,88,49,2017,1.0,4.0,1.0,129900.0
6728,2019-06-03,1211097,428956.44,134949,328000.00,4.0,2.0,2020.0,4500.0,359753.0,88,58,2018,0.0,3.0,3.0,320100.0
6734,2019-06-03,1209384,318114.86,240000,217500.00,4.0,2.0,1672.0,1692.0,255300.0,88,11,2014,1.0,11.0,9.0,243200.0
6741,2019-06-03,1211810,140009.11,342219,140182.56,3.0,2.0,2477.0,7500.0,454214.0,88,55,2018,1.0,5.0,1.0,365200.0
6745,2019-06-03,1211842,424454.14,179341,149850.00,3.0,2.0,1748.0,7500.0,270342.0,88,78,2018,0.0,4.0,1.0,191100.0
6752,2019-06-03,1196766,285954.37,204237,260000.00,3.0,2.0,1195.0,4397.0,269545.0,88,39,2017,1.0,4.0,1.0,250100.0
6769,2019-06-03,1211860,300008.32,245835,272000.00,3.0,2.0,1277.0,3395.0,323276.0,88,68,2018,1.0,6.5,1.0,169100.0
6774,2019-06-03,1211770,255741.63,138542,145800.00,3.0,2.0,976.0,8720.0,246400.0,88,74,2018,1.0,11.0,1.0,156000.0
6798,2019-05-29,1196016,59671.77,127500,61621.46,3.0,2.0,1006.0,7481.25,237000.0,19,14,2018,1.0,2.0,1.0,158000.0
6810,2019-05-28,1206565,692753.38,172000,155295.00,4.0,3.0,1661.0,1760.0,219458.0,98,80,2018,1.0,4.0,1.0,187600.0
6825,2019-05-28,1210205,657104.96,378368,475000.00,4.0,2.0,2496.0,9296.16,493411.0,98,16,2014,1.0,9.0,2.0,200.0
6829,2019-05-28,1200393,446189.89,287000,359000.00,3.0,3.0,1863.0,2101.0,357541.0,98,56,2017,1.0,7.5,1.0,300100.0
6832,2019-05-28,1210357,437201.51,353976,371888.00,4.0,3.0,2236.0,6242.0,389748.0,98,27,2016,1.0,7.0,7.0,200.0
6836,2019-05-28,1210053,12829.65,253508,12829.65,5.0,2.0,2492.0,4355.0,313234.0,98,64,2018,1.0,1.0,1.0,75100.0
6843,2019-05-28,1210208,405157.28,326199,369870.00,3.0,2.0,2232.0,5000.0,418469.0,98,3,2009,1.0,7.0,1.0,169100.0
6913,2019-05-22,1209996,263352.56,177950,160500.00,3.0,1.0,1485.0,7800.0,252331.0,36,3,2011,0.0,14.0,1.0,207100.0
6919,2019-05-22,1208950,380970.18,206740,183622.75,2.0,2.0,1160.0,1495.0,244883.0,36,24,2017,1.0,5.0,1.0,201600.0
6927,2019-05-21,1208266,304233.81,281350,277400.00,3.0,1.0,1660.0,8580.0,338240.0,39,7,2012,0.0,1.0,1.0,200.0
6932,2019-05-21,1208184,517907.62,224708,279738.72,2.0,2.0,1450.0,12561.69,296140.0,39,22,2017,1.0,1.0,2.0,200.0
6940,2019-05-21,1209375,666452.06,310712,829503.35,5.0,4.0,2647.0,14249.0,593544.0,39,4,2010,0.0,6.0,6.0,200.0
6944,2019-05-21,1208895,828156.29,515013,505292.50,3.0,3.0,2146.0,3110.0,901500.0,39,3,2009,0.0,5.0,1.0,400100.0
6945,2019-05-21,1208756,125908.77,234228,127222.98,3.0,2.0,1233.0,7500.0,329234.0,39,39,2018,1.0,6.0,1.0,292800.0
6963,2019-05-20,1205459,256666.89,247197,180000.00,4.0,2.0,1890.0,10275.0,274750.0,54,18,2016,0.0,4.0,1.0,200000.0
6981,2019-05-20,1209643,261005.71,266378,261005.71,3.0,2.0,1463.0,7800.0,360857.0,54,50,2018,0.0,4.0,4.0,282900.0
6985,2019-05-20,1209734,295396.32,142468,199000.00,2.0,2.0,1029.0,3825.0,208460.0,54,45,2018,1.0,6.0,1.0,5100.0
6987,2019-05-20,1198284,481896.41,285334,323840.00,4.0,2.0,1674.0,9211.0,361013.0,54,26,2017,0.0,1.0,9.0,200.0
7019,2019-05-15,1208672,546383.68,488653,502320.00,3.0,2.0,1949.0,5500.0,645511.0,34,3,2014,0.0,5.0,2.0,502500.0
7021,2019-05-15,1207220,470677.96,217000,243600.00,3.0,3.0,1462.0,1.0,300689.0,34,25,2018,1.0,6.0,2.0,200.0
7037,2019-05-14,1193749,1012387.68,533126,573760.00,4.0,3.0,2655.0,15153.0,727766.0,23,12,2017,1.0,5.5,1.0,526000.0
7054,2019-05-14,1208257,207755.41,233576,243012.30,3.0,2.0,1231.0,8250.0,252579.0,23,9,2017,0.0,3.0,4.0,243100.0
7063,2019-05-13,1206864,123345.84,209313,124703.12,2.0,1.0,895.0,8550.0,294998.0,89,87,2018,0.0,2.0,1.0,242200.0
7065,2019-05-13,1207794,180962.76,125474,182127.16,3.0,2.0,1972.0,7669.0,332041.0,89,14,2014,0.0,8.0,3.0,240200.0
7076,2019-05-13,1193347,235505.66,153768,242163.76,2.0,1.0,1024.0,108900.0,348803.0,89,68,2018,0.0,7.0,2.0,100100.0
7079,2019-05-13,1208710,822173.93,305493,339595.00,5.0,2.0,3004.0,6000.0,387251.0,89,16,2015,1.0,3.0,2.0,12500.0
7086,2019-05-13,1202754,338559.67,335525,344401.20,3.0,2.0,1812.0,6900.0,415600.0,89,46,2017,0.0,2.0,1.0,340100.0
7093,2019-05-13,1202738,345646.09,283781,446400.00,3.0,2.0,2351.0,7150.0,642418.0,89,3,2009,0.0,6.0,3.0,400.0
7102,2019-05-13,1206256,198651.7,279899,199189.15,3.0,1.0,1083.0,6000.0,360775.0,89,53,2017,1.0,6.0,1.0,246300.0
7109,2019-05-13,1202705,149694.83,188914,151330.31,3.0,2.0,1650.0,7500.0,265192.0,89,70,2018,0.0,3.0,2.0,212800.0
7110,2019-05-13,1208676,273907.37,173345,219000.00,3.0,1.0,925.0,8460.0,234918.0,89,54,2017,0.0,8.5,1.0,200100.0
7115,2019-05-13,1193325,366009.0,155500,167400.00,3.0,3.0,1428.0,1801.0,187980.0,89,62,2018,1.0,6.0,1.0,165200.0
7116,2019-05-13,1206639,284166.23,139301,203000.00,2.0,1.0,1296.0,9450.0,213876.0,89,74,2018,1.0,4.0,1.0,150100.0
7130,2019-05-13,1208677,226590.96,213805,216000.00,4.0,2.0,1363.0,9134.0,258856.0,89,11,2013,0.0,2.0,1.0,10100.0
7131,2019-05-13,1208162,406097.98,410721,437763.59,3.0,2.0,1568.0,7125.0,516733.0,89,47,2017,0.0,6.0,3.0,451800.0
7136,2019-05-13,1206141,533521.69,454514,539088.14,4.0,3.0,2527.0,8475.0,650659.0,89,5,2010,0.0,2.0,4.0,350100.0
7144,2019-05-08,1197431,343512.2,255754,304000.00,3.0,2.0,2445.0,5000.0,327320.0,21,14,2017,1.0,10.0,1.0,169700.0
7145,2019-05-08,1207538,332487.55,186515,334907.37,3.0,2.0,1665.0,7644.0,276724.0,21,17,2018,1.0,6.0,1.0,75600.0
7150,2019-05-08,1206804,178494.78,252776,199618.68,3.0,2.0,1662.0,5559.0,355856.0,21,7,2015,0.0,5.0,2.0,233800.0
7151,2019-05-08,1200464,404196.19,190720,418973.16,3.0,1.0,1355.0,7875.0,249101.0,21,9,2017,1.0,2.0,4.0,77800.0
7164,2019-05-07,1200216,475298.7,439886,518606.01,3.0,3.0,3222.0,23958.0,648870.0,29,12,2016,0.0,3.0,4.0,169100.0
7172,2019-05-07,1184894,111540.64,197541,115923.91,4.0,2.0,1200.0,7500.0,252371.0,29,25,2018,0.0,3.0,1.0,199600.0
7181,2019-05-07,1207415,6125635.71,4858642,6165574.67,7.0,7.0,13963.0,41185.0,6960513.0,29,6,2014,1.0,5.0,4.0,850100.0
7205,2019-05-06,1202408,308721.45,206911,313856.09,3.0,2.0,1452.0,1451.0,285702.0,61,42,2018,1.0,4.5,1.0,200.0
7207,2019-05-06,1201336,199758.35,177500,172530.00,3.0,2.0,1850.0,2959.0,220400.0,61,37,2017,1.0,4.0,2.0,172600.0
7222,2019-05-06,1208536,256175.63,301606,230000.00,3.0,2.0,1680.0,8400.0,382880.0,61,57,2018,0.0,2.0,1.0,263200.0
7238,2019-05-06,1198407,3558401.86,1284495,3673946.86,6.0,5.0,4107.0,14250.0,2102665.0,61,3,2012,0.0,5.0,3.0,900.0
7246,2019-05-01,1202901,834394.15,373462,450000.00,5.0,3.0,3082.0,7500.0,481718.0,33,24,2018,0.0,3.0,1.0,169100.0
7266,2019-05-01,1206386,339536.75,414170,339536.75,5.0,4.0,2702.0,7442.0,515935.0,33,8,2016,1.0,1.5,2.0,339600.0
7267,2019-05-01,1206592,562832.48,320321,320000.00,3.0,2.0,1608.0,8625.0,478169.0,33,16,2017,0.0,4.0,1.0,320100.0
7271,2019-04-30,1205554,393219.09,304095,297500.00,4.0,2.0,2082.0,8832.0,353257.0,41,11,2014,0.0,8.0,3.0,200.0
7272,2019-04-30,1205334,53149.89,214736,73149.89,3.0,2.0,1520.0,2090.0,251330.0,41,24,2017,1.0,5.0,5.0,207600.0
7299,2019-04-30,1206142,353999.9,308955,406460.74,4.0,2.0,2005.0,6134.0,396011.0,41,7,2012,0.0,2.0,3.0,220100.0
7308,2019-04-30,1205723,111441.72,227237,121832.06,3.0,1.0,1200.0,10125.0,276241.0,41,21,2017,0.0,11.0,2.0,230100.0
7325,2019-04-29,1206016,116667.94,115905,107000.00,3.0,2.0,1319.0,14500.0,193124.0,65,65,2018,1.0,5.0,1.0,150200.0
7381,2019-04-24,1205528,33949.01,327000,33949.01,4.0,3.0,2306.0,2275.0,395550.0,27,10,2016,0.0,1.0,2.0,69100.0
7401,2019-04-23,1202741,143740.14,226527,149958.62,5.0,2.0,1756.0,7875.0,258679.0,19,19,2018,0.0,3.0,2.0,201600.0
7438,2019-04-22,1203840,224929.64,188060,230000.00,2.0,1.0,1025.0,2174.0,254700.0,68,23,2016,1.0,6.0,1.0,600.0
7457,2019-04-22,1187241,337022.63,239245,270000.00,3.0,2.0,1903.0,5547.0,289476.0,68,33,2017,1.0,3.0,1.0,2100.0
7466,2019-04-22,1205001,533474.3,222620,446500.00,8.0,4.0,2594.0,5000.0,344640.0,68,6,2013,1.0,6.0,5.0,300100.0
7473,2019-04-22,1205450,263007.92,154849,145000.00,2.0,1.0,1267.0,7950.0,226665.0,68,38,2017,0.0,9.0,1.0,22300.0
7482,2019-04-17,1201331,11931.38,259429,11931.38,5.0,3.0,2924.0,4000.0,315935.0,27,21,2018,1.0,2.0,1.0,23200.0
7487,2019-04-17,1200683,422755.67,248954,258240.00,3.0,2.0,1229.0,6696.8,343791.0,27,6,2016,0.0,5.0,8.0,220100.0
7496,2019-04-17,1200157,379933.35,215071,289682.00,3.0,1.0,1048.0,6000.0,311739.0,27,27,2018,0.0,4.0,1.0,180300.0
7499,2019-04-17,1202885,258519.65,293605,242100.00,3.0,2.0,1640.0,8625.0,374220.0,27,25,2018,0.0,2.0,1.0,240100.0
7500,2019-04-17,1202773,269215.84,121000,109350.00,3.0,2.0,1253.0,1515.0,154682.0,27,10,2016,1.0,3.0,1.0,120700.0
7537,2019-04-15,1185925,254095.05,258688,260497.45,3.0,2.0,1534.0,9165.0,315360.0,75,12,2014,1.0,3.0,1.0,112900.0
7542,2019-04-15,1200473,393601.4,407978,407601.40,4.0,2.0,2605.0,7574.0,508981.0,75,57,2018,1.0,4.0,1.0,200.0
7556,2019-04-15,1200153,131684.11,179523,133025.43,2.0,2.0,1488.0,7612.0,230729.0,75,63,2018,1.0,4.0,1.0,172400.0
7557,2019-04-15,1184779,556770.65,521054,407113.37,4.0,2.0,1658.0,22950.0,541816.0,75,46,2017,0.0,6.0,1.0,200100.0
7572,2019-04-15,1199199,225008.9,190394,225008.90,3.0,2.0,1690.0,1495.0,360447.0,75,14,2015,1.0,7.0,5.0,256100.0
7607,2019-04-10,1202410,289037.42,230452,151599.71,3.0,2.0,1868.0,7950.0,294886.0,33,31,2018,0.0,1.0,1.0,215400.0
7610,2019-04-10,1189822,480248.29,283627,348445.00,4.0,3.0,2118.0,2120.0,416842.0,33,25,2018,1.0,5.0,1.0,28100.0
7618,2019-04-09,1200673,207755.41,233576,220000.00,3.0,2.0,1231.0,8250.0,269743.0,24,11,2017,0.0,3.0,4.0,160600.0
7619,2019-04-09,1191764,376538.03,264002,294888.00,3.0,2.0,1357.0,7500.0,364773.0,24,8,2016,1.0,4.0,5.0,282100.0
7645,2019-04-08,1197984,209032.04,198000,210989.61,3.0,2.0,1289.0,1119.0,255182.0,86,70,2018,1.0,7.0,1.0,211000.0
7647,2019-04-08,1199107,188153.66,146300,170000.00,2.0,1.0,880.0,8025.0,200258.0,86,67,2018,0.0,2.0,2.0,77800.0
7650,2019-04-08,1200218,315390.91,284557,329628.90,3.0,2.0,1533.0,5905.0,363537.0,86,32,2016,0.0,2.0,4.0,200.0
7661,2019-04-08,1191477,657947.93,285000,326111.02,3.0,2.0,2080.0,2080.0,382912.0,86,6,2012,1.0,7.0,5.0,150100.0
7682,2019-04-08,1188158,54711.7,149445,56431.28,2.0,1.0,832.0,5000.0,196436.0,86,19,2015,0.0,5.0,1.0,132800.0
7685,2019-04-08,1196757,257559.74,218476,260216.77,2.0,1.0,1215.0,6000.0,309456.0,86,45,2017,0.0,7.0,1.0,1100.0
7700,2019-04-08,1198996,745325.8,513544,451000.00,3.0,2.0,2936.0,18360.0,678171.0,86,56,2017,1.0,7.0,2.0,50100.0
7701,2019-04-08,1192731,636236.83,229999,310000.00,3.0,2.0,1298.0,7600.0,390200.0,86,38,2016,0.0,11.0,1.0,400.0
7714,2019-04-03,1200474,339157.06,218358,232750.00,3.0,2.0,2214.0,6396.0,278647.0,57,33,2017,1.0,2.0,1.0,900.0
7722,2019-04-03,1186473,195953.79,236020,185000.00,3.0,2.0,1126.0,6000.0,341577.0,57,45,2018,0.0,2.0,1.0,251700.0
7733,2019-04-03,1201052,1296074.64,466657,294768.00,4.0,3.0,3067.0,66211.2,506430.0,57,12,2014,0.0,4.0,1.0,169100.0
7734,2019-04-03,1202477,228650.65,155500,134900.00,3.0,3.0,1428.0,1800.0,187116.0,57,16,2015,1.0,12.0,2.0,143800.0
7735,2019-04-03,1200162,340007.43,200945,228000.00,4.0,2.0,2250.0,10800.0,292724.0,57,8,2014,0.0,9.0,1.0,76900.0
7738,2019-04-03,1200161,735752.01,655148,740730.61,4.0,2.0,3456.0,37897.2,807335.0,57,55,2018,1.0,3.0,3.0,200.0
7748,2019-04-03,1200168,250173.89,253000,250750.00,4.0,2.0,2201.0,2337.0,309176.0,57,48,2018,1.0,5.0,1.0,1600.0
7749,2019-04-03,1202894,178839.47,274409,202046.55,0.0,0.0,2880.0,9768.0,235900.0,57,19,2016,0.0,5.0,3.0,202100.0
7755,2019-04-03,1199802,27194.3,196924,3772.86,2.0,2.0,1704.0,5623.0,241791.0,57,44,2017,1.0,2.0,4.0,20100.0
7805,2019-04-01,1197825,675479.21,311239,369913.90,4.0,3.0,1819.0,4433.0,393856.0,80,25,2017,1.0,6.0,2.0,400.0
7806,2019-04-01,1195934,480187.3,319417,485678.94,3.0,1.0,1800.0,8480.0,413671.0,80,41,2017,0.0,3.0,1.0,4100.0
7821,2019-04-01,1199810,227063.23,176675,65000.00,4.0,2.0,1072.0,5952.0,234991.0,80,78,2018,1.0,6.0,1.0,76500.0
7824,2019-04-01,1194977,223656.19,162726,86125.00,2.0,1.0,1024.0,5250.0,184694.0,80,30,2017,0.0,2.0,3.0,111200.0
7839,2019-04-01,1186576,300235.0,205000,264000.00,4.0,2.0,1814.0,8305.0,280163.0,80,38,2017,0.0,2.0,2.0,200.0
7841,2019-04-01,1194819,307041.95,239762,229460.00,3.0,2.0,1784.0,8062.0,299627.0,80,28,2017,0.0,3.0,2.0,231200.0
7846,2019-04-01,1197640,231483.29,200350,193500.00,3.0,1.0,912.0,10150.0,239616.0,80,64,2018,0.0,5.0,2.0,193600.0
7859,2019-04-01,1198320,416312.41,201641,266000.00,3.0,2.0,1223.0,2883.0,286789.0,80,44,2017,1.0,4.0,1.0,4100.0
7866,2019-03-27,1197729,241203.22,233794,269000.00,3.0,2.0,1741.0,10000.0,343400.0,45,6,2012,1.0,4.0,4.0,112900.0
7872,2019-03-27,1197424,299432.8,354282,351494.86,3.0,2.0,1798.0,6006.28,478954.0,45,11,2014,0.0,6.0,4.0,260100.0
7878,2019-03-27,1197730,141738.62,141141,109900.00,3.0,1.0,998.0,5500.0,199238.0,45,10,2013,0.0,3.0,3.0,128100.0
7889,2019-03-27,1198589,196077.7,180703,197821.47,2.0,1.0,1162.0,7500.0,244549.0,45,13,2016,0.0,7.0,1.0,120100.0
7890,2019-03-27,1197614,353730.91,340286,287220.00,3.0,2.0,1225.0,5614.0,360931.0,45,8,2012,1.0,5.0,6.0,260100.0
7905,2019-03-26,1194788,764681.52,548101,1271705.36,4.0,3.0,2720.0,14767.0,675903.0,22,1,2007,0.0,3.0,7.0,381000.0
7910,2019-03-26,1198928,12899.65,194014,12899.65,3.0,2.0,1750.0,5358.0,256271.0,22,21,2018,1.0,1.0,1.0,24100.0
7917,2019-03-26,1198566,203752.28,374580,180000.00,3.0,2.0,1800.0,10500.0,277152.0,22,22,2018,0.0,1.0,1.0,1100.0
7918,2019-03-26,1185714,368588.63,607092,376030.13,3.0,3.0,2220.0,51500.0,371415.0,22,10,2016,1.0,4.0,1.0,77800.0
7940,2019-03-25,1196752,274701.89,207001,210125.00,4.0,3.0,1832.0,1896.0,250336.0,63,58,2018,1.0,4.0,1.0,200.0
7945,2019-03-25,1188104,496206.29,371485,506472.45,3.0,2.0,1545.0,5000.0,562115.0,63,40,2017,0.0,4.0,2.0,240100.0
7948,2019-03-25,1195374,249634.65,198602,233000.00,4.0,2.0,1416.0,7500.0,258926.0,63,48,2018,0.0,10.0,1.0,77800.0
7952,2019-03-25,1196702,1234660.54,887218,1114000.00,4.0,3.0,2785.0,14200.0,1301643.0,63,45,2017,1.0,8.0,1.0,660000.0
7956,2019-03-25,1196753,120301.18,127116,120301.18,2.0,2.0,1004.0,5160.0,185336.0,63,51,2018,0.0,6.0,1.0,135100.0
7966,2019-03-25,1193559,929759.53,416703,387886.78,3.0,2.0,2893.0,9825.0,547907.0,63,24,2016,0.0,5.0,2.0,390000.0
7976,2019-03-25,1195772,464742.61,278050,286820.70,3.0,2.0,1391.0,6416.0,367547.0,63,25,2016,1.0,8.0,2.0,265100.0
7979,2019-03-20,1193162,440836.76,432309,452923.20,4.0,3.0,2878.0,7244.0,519316.0,11,3,2015,0.0,3.0,7.0,371100.0
