,Date,Auction ID,Final Judgment,Assessed Value,Beds,Bath,Living Area,ZEstimate,Day Count,Place in Line,Court Year,Defendant Count,Previous Auctions,Sold Amount
6620,2019-06-10,1212869,476922.69,322050,0.0,1.0,1267.0,404563.0,77,42,2017,4.0,1.0,200.0
6629,2019-06-10,1211163,193545.02,99622,2.0,2.0,910.0,247100.0,77,67,2018,7.0,1.0,100600.0
6630,2019-06-10,1211762,484398.35,248200,0.0,0.0,1430.0,325336.0,77,60,2018,5.0,1.0,145300.0
6646,2019-06-10,1212826,368021.5,204100,3.0,2.0,1170.0,261926.0,77,50,2018,4.0,1.0,200600.0
6647,2019-06-10,1210567,481087.39,430000,2.0,2.0,1190.0,489057.0,77,51,2018,2.0,1.0,200.0
6686,2019-06-05,1212038,143365.54,90000,1.0,1.0,725.0,114615.0,45,32,2018,7.0,1.0,111000.0
6691,2019-06-04,1212040,444533.49,144703,1.0,1.0,685.0,185700.0,21,7,2016,11.0,2.0,90300.0
6702,2019-06-04,1209266,207155.5,161500,0.0,0.0,1232.0,224635.0,21,11,2017,4.0,4.0,135400.0
6704,2019-06-04,1211862,222537.82,174000,1.0,1.0,1005.0,218550.0,21,5,2015,4.0,1.0,140300.0
6706,2019-06-04,1212014,339641.81,243000,2.0,2.0,1700.0,291432.0,21,17,2018,4.0,1.0,166400.0
6727,2019-06-03,1211700,299830.21,230416,1.0,1.0,799.0,367500.0,88,81,2018,4.0,1.0,200.0
6729,2019-06-03,1211232,603440.51,365640,2.0,2.0,1318.0,474319.0,88,48,2017,3.0,3.0,330100.0
6730,2019-06-03,1211694,220586.83,127009,2.0,2.0,1023.0,153652.0,88,61,2018,2.0,1.0,160100.0
6732,2019-06-03,1210035,179780.68,99200,1.0,1.0,812.0,131167.0,88,76,2018,3.0,1.0,80100.0
6763,2019-06-03,1209745,660067.33,183100,1.0,1.0,860.0,246864.0,88,40,2017,4.0,2.0,160800.0
6793,2019-05-29,1196372,67856.23,64600,2.0,2.0,1360.0,110364.0,19,12,2017,3.0,1.0,1100.0
6814,2019-05-28,1209001,2082988.14,995775,3.0,3.0,2343.0,1418768.0,98,33,2016,4.0,3.0,454800.0
6826,2019-05-28,1208083,288085.68,185816,0.0,1.0,795.0,407700.0,98,25,2015,8.0,5.0,200.0
6839,2019-05-28,1210760,618375.97,299700,3.0,2.0,1768.0,608579.0,98,58,2017,9.0,1.0,360100.0
6845,2019-05-28,1211177,337936.56,168000,1.0,1.0,1005.0,215893.0,98,45,2017,11.0,1.0,189100.0
6850,2019-05-28,1204977,218307.67,116000,1.0,1.0,725.0,356000.0,98,15,2014,11.0,1.0,121200.0
6851,2019-05-28,1206518,164006.53,128100,2.0,2.0,1144.0,168476.0,98,70,2018,4.0,1.0,143400.0
6856,2019-05-28,1206257,188841.28,173000,3.0,2.0,1215.0,226649.0,98,42,2017,13.0,1.0,171700.0
6862,2019-05-28,1206579,180721.88,150400,0.0,0.0,1605.0,216687.0,98,84,2018,7.0,2.0,87800.0
6864,2019-05-28,1208888,192533.55,109290,2.0,2.0,960.0,140557.0,98,55,2017,4.0,1.0,130100.0
6904,2019-05-22,1209964,75846.46,112000,2.0,2.0,1370.0,142940.0,36,26,2018,1.0,1.0,7100.0
6922,2019-05-21,1208227,32522.64,190400,3.0,2.0,1688.0,249837.0,39,13,2015,2.0,4.0,1100.0
6924,2019-05-21,1210061,1824333.72,542000,2.0,2.0,1990.0,684275.0,39,27,2017,2.0,1.0,77400.0
6938,2019-05-21,1207728,185358.89,126975,1.0,1.0,712.0,535100.0,39,30,2017,6.0,2.0,128100.0
6943,2019-05-21,1208562,333849.3,154530,0.0,1.0,420.0,225021.0,39,26,2017,1.0,3.0,121600.0
6952,2019-05-21,1208097,93605.69,85000,2.0,2.0,816.0,109331.0,39,25,2017,4.0,2.0,75000.0
6990,2019-05-20,1208363,353856.77,215280,3.0,2.0,1420.0,282166.0,54,40,2018,4.0,1.0,229200.0
6995,2019-05-20,1207112,619296.11,425880,1.0,1.0,896.0,499036.0,54,47,2018,4.0,1.0,250100.0
6997,2019-05-20,1208260,2411707.13,2613600,5.0,5.0,3633.0,367300.0,54,53,2019,3.0,1.0,200.0
7001,2019-05-20,1205654,169817.63,115000,2.0,1.0,725.0,338500.0,54,44,2018,5.0,1.0,128200.0
7003,2019-05-20,1205461,239596.92,154000,1.0,1.0,705.0,190033.0,54,35,2017,5.0,1.0,115800.0
7007,2019-05-15,1208886,317779.6,179000,3.0,2.0,1090.0,216009.0,34,24,2018,4.0,1.0,175500.0
7012,2019-05-15,1208267,408354.99,515000,2.0,2.0,1460.0,563623.0,34,21,2017,3.0,1.0,210300.0
7025,2019-05-15,1208948,596803.55,338300,2.0,2.0,1425.0,412455.0,34,16,2016,4.0,1.0,270100.0
7031,2019-05-15,1198426,237915.97,96566,3.0,2.0,1240.0,211463.0,34,26,2018,4.0,1.0,176600.0
7043,2019-05-14,1197985,256751.2,140804,2.0,2.0,900.0,166095.0,23,13,2017,5.0,1.0,100100.0
7051,2019-05-14,1197613,246061.47,133832,2.0,2.0,1022.0,181976.0,23,18,2018,5.0,2.0,146200.0
7073,2019-05-13,1193543,326976.33,136000,2.0,2.0,1084.0,348500.0,89,25,2016,8.0,1.0,136900.0
7077,2019-05-13,1198324,185207.57,106253,0.0,1.0,400.0,248947.0,89,48,2017,6.0,1.0,141600.0
7088,2019-05-13,1198325,77550.19,67800,1.0,1.0,560.0,73745.0,89,61,2018,3.0,1.0,56800.0
7105,2019-05-13,1198323,62515.82,33480,0.0,1.0,427.0,165600.0,89,72,2018,3.0,1.0,44600.0
7111,2019-05-13,1206909,450191.73,267064,0.0,0.0,1398.0,332427.0,89,52,2017,4.0,1.0,299200.0
7122,2019-05-13,1202737,104678.39,89500,1.0,1.0,542.0,120023.0,89,73,2018,2.0,1.0,91100.0
7132,2019-05-13,1192884,385002.43,187199,1.0,1.0,868.0,261948.0,89,17,2015,5.0,1.0,170800.0
7141,2019-05-13,1197915,222127.04,110160,2.0,2.0,1004.0,142791.0,89,56,2017,4.0,1.0,132100.0
7149,2019-05-08,1206590,426656.81,231100,1.0,2.0,1290.0,329382.0,21,15,2017,4.0,2.0,180100.0
7152,2019-05-08,1205809,601897.81,414900,1.0,1.0,808.0,466266.0,21,11,2017,4.0,1.0,175100.0
7154,2019-05-08,1202947,513810.12,255000,3.0,2.0,1365.0,309377.0,21,10,2017,6.0,3.0,236400.0
7194,2019-05-06,1196764,186938.07,119700,1.0,1.0,689.0,129495.0,61,33,2017,6.0,1.0,1100.0
7197,2019-05-06,1202411,189014.02,146880,2.0,1.0,1077.0,184313.0,61,38,2017,3.0,1.0,141000.0
7198,2019-05-06,1207182,86933.87,82450,3.0,1.0,935.0,240700.0,61,7,2014,5.0,7.0,200.0
7209,2019-05-06,1205814,190590.82,165000,3.0,2.0,1130.0,208041.0,61,4,2012,6.0,1.0,143200.0
7210,2019-05-06,1201176,336652.26,160000,3.0,2.0,1660.0,137290.0,61,14,2016,4.0,3.0,195100.0
7223,2019-05-06,1206918,98195.9,50200,1.0,1.0,720.0,65602.0,61,53,2018,4.0,1.0,57900.0
7227,2019-05-06,1205452,166675.31,92820,1.0,1.0,610.0,125270.0,61,36,2017,4.0,1.0,200.0
7248,2019-05-01,1206863,172242.3,125000,1.0,1.0,777.0,149014.0,33,7,2016,52.0,1.0,600.0
7250,2019-05-01,1196762,671716.7,479000,1.0,2.0,1364.0,612039.0,33,22,2018,5.0,1.0,50300.0
7258,2019-05-01,1196704,206796.93,118346,1.0,1.0,750.0,142350.0,33,26,2018,4.0,1.0,111600.0
7279,2019-04-30,1205547,216020.09,137276,1.0,1.0,912.0,685100.0,41,5,2012,4.0,2.0,200.0
7288,2019-04-30,1205243,232877.06,99360,2.0,1.0,784.0,143830.0,41,41,2018,3.0,1.0,400.0
7293,2019-04-30,1196471,434436.49,213200,3.0,2.0,1364.0,269103.0,41,22,2017,3.0,1.0,195400.0
7301,2019-04-30,1196207,12498.02,68565,2.0,2.0,1040.0,165200.0,41,37,2018,7.0,1.0,7700.0
7303,2019-04-30,1206830,153496.96,103469,1.0,2.0,1422.0,143139.0,41,31,2018,3.0,1.0,91300.0
7307,2019-04-30,1196208,255138.29,177000,2.0,2.0,1100.0,224620.0,41,35,2018,8.0,1.0,187000.0
7315,2019-04-29,1199333,173399.04,50483,3.0,2.0,1280.0,165405.0,65,10,2014,5.0,5.0,200.0
7336,2019-04-29,1196152,160668.0,93000,2.0,2.0,970.0,131801.0,65,46,2018,5.0,1.0,150000.0
7344,2019-04-29,1200142,215348.98,120156,1.0,1.0,634.0,144619.0,65,21,2016,4.0,1.0,97800.0
7346,2019-04-29,1206111,303537.13,113800,1.0,1.0,913.0,363500.0,65,43,2017,5.0,1.0,200.0
7361,2019-04-29,1200150,310510.51,234000,2.0,2.0,1286.0,301325.0,65,40,2017,8.0,1.0,221200.0
7367,2019-04-29,1199805,121920.59,60690,1.0,1.0,840.0,265000.0,65,38,2017,6.0,1.0,200.0
7402,2019-04-23,1202560,659733.5,318892,2.0,2.0,1040.0,511584.0,19,15,2017,6.0,3.0,323100.0
7416,2019-04-22,1206841,266415.27,180700,1.0,1.0,990.0,237435.0,68,1,2007,6.0,1.0,102900.0
7417,2019-04-22,1204931,332635.71,178954,2.0,1.0,1156.0,193282.0,68,16,2015,8.0,2.0,145700.0
7459,2019-04-22,1203968,210061.25,157080,2.0,2.0,1580.0,194518.0,68,54,2018,3.0,1.0,131000.0
7467,2019-04-22,1190926,221262.69,67945,1.0,1.0,1036.0,107383.0,68,39,2017,8.0,1.0,5100.0
7468,2019-04-22,1201054,167505.82,76130,1.0,1.0,954.0,83471.0,68,59,2018,3.0,1.0,69000.0
7483,2019-04-17,1200947,261786.21,156500,0.0,0.0,1303.0,225250.0,27,15,2017,4.0,2.0,145900.0
7488,2019-04-17,1201335,257937.32,172848,2.0,2.0,1358.0,172331.0,27,26,2018,5.0,1.0,151800.0
7498,2019-04-17,1200926,1063670.73,791000,0.0,0.0,2120.0,1111049.0,27,3,2012,10.0,2.0,12100.0
7523,2019-04-15,1202478,57128.15,187470,2.0,2.0,1268.0,292330.0,75,74,2018,1.0,1.0,10100.0
7524,2019-04-15,1200169,112029.03,61079,1.0,1.0,620.0,75806.0,75,41,2017,8.0,1.0,200.0
7559,2019-04-15,1200420,191350.9,73008,1.0,2.0,861.0,99354.0,75,70,2018,6.0,1.0,200.0
7579,2019-04-15,1202441,781154.86,390700,3.0,3.0,1600.0,363500.0,75,6,2013,3.0,1.0,350100.0
7589,2019-04-10,1199955,856980.33,665600,2.0,2.0,2001.0,917585.0,33,6,2012,7.0,2.0,480100.0
7605,2019-04-10,1199769,170422.73,79350,1.0,1.0,564.0,122854.0,33,2,2008,3.0,1.0,88000.0
7608,2019-04-10,1202165,105038.03,113000,2.0,2.0,1156.0,144936.0,33,21,2017,2.0,1.0,100000.0
7614,2019-04-09,1200790,284883.27,145442,3.0,2.0,1190.0,191575.0,24,9,2016,4.0,1.0,121000.0
7624,2019-04-09,1201285,259983.75,142430,1.0,1.0,703.0,190394.0,24,13,2017,4.0,1.0,165100.0
7625,2019-04-09,1188720,299878.91,142800,2.0,2.0,1415.0,183643.0,24,19,2017,5.0,1.0,136800.0
7640,2019-04-08,1188571,157899.57,91757,0.0,0.0,817.0,145369.0,86,18,2015,6.0,7.0,100600.0
7641,2019-04-08,1196190,150296.85,99680,3.0,2.0,1182.0,167900.0,86,71,2018,4.0,3.0,90100.0
7644,2019-04-08,1199131,541999.79,522345,2.0,2.0,1260.0,665327.0,86,35,2016,12.0,1.0,5100.0
7648,2019-04-08,1192561,452237.41,301473,2.0,2.0,1088.0,407495.0,86,27,2016,7.0,1.0,322100.0
7649,2019-04-08,1191100,317125.28,265449,1.0,2.0,1030.0,348970.0,86,33,2016,3.0,4.0,300300.0
7652,2019-04-08,1191357,207458.38,165278,1.0,1.0,741.0,469900.0,86,29,2016,8.0,4.0,116000.0
7656,2019-04-08,1199292,311705.89,175200,2.0,2.0,1339.0,254565.0,86,51,2017,3.0,1.0,200100.0
7660,2019-04-08,1187718,62760.54,180000,2.0,2.0,1060.0,233995.0,86,42,2017,3.0,1.0,300.0
7724,2019-04-03,1200174,205185.69,113000,2.0,1.0,665.0,142532.0,57,51,2018,3.0,1.0,200.0
7731,2019-04-03,1200415,268435.95,117292,2.0,1.0,774.0,114072.0,57,46,2018,5.0,1.0,90800.0
7732,2019-04-03,1190982,189053.02,132000,1.0,1.0,807.0,167132.0,57,31,2017,5.0,3.0,140200.0
7746,2019-04-03,1199768,18637.5,126500,2.0,2.0,827.0,286300.0,57,24,2016,2.0,2.0,10100.0
7754,2019-04-03,1199793,269354.26,91463,2.0,2.0,917.0,148317.0,57,7,2014,6.0,3.0,64800.0
7757,2019-04-03,1198931,233047.49,112141,0.0,1.0,481.0,217730.0,57,54,2018,3.0,1.0,21100.0
7777,2019-04-02,1200146,146313.81,97500,0.0,1.0,420.0,129587.0,24,20,2018,4.0,1.0,200.0
7779,2019-04-02,1187209,234724.62,101200,1.0,1.0,865.0,133155.0,24,14,2017,7.0,1.0,99000.0
7780,2019-04-02,1187652,367136.94,205000,2.0,2.0,1010.0,258123.0,24,15,2017,7.0,1.0,600.0
7783,2019-04-02,1199979,197457.93,100723,2.0,1.0,829.0,157911.0,24,18,2018,8.0,1.0,93200.0
7809,2019-04-01,1196399,197164.09,102000,1.0,1.0,562.0,128482.0,80,45,2017,9.0,1.0,71200.0
7814,2019-04-01,1199807,303257.9,118944,2.0,2.0,1141.0,179867.0,80,43,2017,4.0,1.0,600.0
7844,2019-04-01,1196029,251020.31,172000,3.0,2.0,1700.0,217545.0,80,65,2018,5.0,1.0,170100.0
7845,2019-04-01,1198930,33421.01,382330,0.0,0.0,2249.0,365700.0,80,60,2018,5.0,1.0,15100.0
7867,2019-03-27,1198966,144726.03,64050,2.0,2.0,1041.0,77095.0,45,30,2017,6.0,1.0,2100.0
7868,2019-03-27,1197727,2197876.05,1871759,3.0,3.0,2640.0,2791890.0,45,19,2016,7.0,3.0,100.0
7886,2019-03-27,1199118,205093.33,135000,2.0,2.0,1170.0,169530.0,45,40,2018,6.0,1.0,115700.0
7896,2019-03-27,1195438,189199.38,132000,2.0,1.0,791.0,168502.0,45,27,2017,6.0,1.0,150900.0
7897,2019-03-27,1200227,204552.35,165900,2.0,2.0,1050.0,205231.0,45,42,2018,4.0,1.0,176100.0
7899,2019-03-27,1197602,400832.63,269390,2.0,2.0,1144.0,413521.0,45,7,2012,4.0,1.0,200.0
7904,2019-03-26,1185766,252234.06,117000,1.0,1.0,770.0,165767.0,22,14,2017,5.0,1.0,133100.0
7908,2019-03-26,1198517,39490.87,226100,1.0,1.0,1026.0,368021.0,22,16,2017,2.0,4.0,300.0
7915,2019-03-26,1198923,14702.54,129360,2.0,2.0,1020.0,159847.0,22,19,2018,4.0,1.0,10300.0
7944,2019-03-25,1196461,29963.46,112500,2.0,2.0,1222.0,174477.0,63,17,2015,2.0,3.0,27900.0
7969,2019-03-25,1195226,228367.66,210000,2.0,2.0,1233.0,259955.0,63,61,2018,3.0,1.0,200200.0
7978,2019-03-20,1185302,181913.05,124630,2.0,2.0,1074.0,286100.0,11,5,2017,9.0,1.0,131100.0
7992,2019-03-19,1196022,1305090.53,621496,3.0,2.0,2440.0,722782.0,28,4,2012,4.0,2.0,540200.0
8007,2019-03-19,1197982,278726.6,143373,1.0,1.0,617.0,187503.0,28,27,2018,3.0,1.0,15400.0
8038,2019-03-18,1184542,285046.79,130810,2.0,1.0,1045.0,172931.0,78,29,2017,6.0,1.0,106600.0
8045,2019-03-18,1196426,113450.05,113100,1.0,1.0,745.0,181543.0,78,45,2017,5.0,1.0,77800.0
8046,2019-03-18,1196371,273958.62,178000,3.0,2.0,1050.0,215294.0,78,35,2017,8.0,1.0,165100.0
8057,2019-03-18,1195174,597504.53,331600,2.0,2.0,1425.0,447331.0,78,6,2014,4.0,5.0,180100.0
8058,2019-03-18,1196691,533393.13,278996,1.0,2.0,1030.0,329051.0,78,71,2018,4.0,1.0,246100.0
8059,2019-03-18,1192696,172142.01,97242,0.0,1.0,660.0,149103.0,78,27,2016,2.0,2.0,18100.0
8082,2019-03-18,1195396,329820.56,205999,2.0,2.0,955.0,250953.0,78,37,2017,4.0,2.0,178200.0
8110,2019-03-12,1195166,317433.35,275700,2.0,2.0,1190.0,391084.0,22,16,2017,3.0,2.0,239100.0
8134,2019-03-11,1191381,281557.19,172567,1.0,1.0,750.0,191979.0,87,27,2016,14.0,5.0,152100.0
8137,2019-03-11,1191479,407167.08,210000,0.0,0.0,1220.0,317798.0,87,19,2015,6.0,4.0,200200.0
8160,2019-03-11,1195371,153920.79,144000,2.0,2.0,1060.0,364200.0,87,74,2018,8.0,1.0,155000.0
8187,2019-03-11,1192879,182746.67,121400,2.0,2.0,1066.0,159491.0,87,75,2018,4.0,1.0,145700.0
8209,2019-03-06,1196206,147887.13,150000,2.0,2.0,1140.0,183312.0,52,31,2017,3.0,1.0,125100.0
8234,2019-03-06,1182644,491091.0,298523,2.0,2.0,1158.0,379500.0,52,13,2016,3.0,2.0,322100.0
8240,2019-03-06,1194381,95191.04,61140,2.0,2.0,1077.0,164429.0,52,24,2017,3.0,3.0,300.0
8251,2019-03-05,1195935,460045.47,194400,0.0,1.0,480.0,189681.0,22,21,2018,4.0,1.0,265100.0
8259,2019-03-05,1195018,133839.76,98328,1.0,1.0,846.0,131520.0,22,7,2017,13.0,2.0,6100.0
8261,2019-03-05,1196154,149468.61,149400,2.0,2.0,925.0,184006.0,22,12,2018,3.0,1.0,120100.0
8279,2019-03-04,1186259,329763.82,169473,1.0,1.0,671.0,224576.0,72,34,2016,5.0,2.0,150900.0
8321,2019-03-04,1181263,260287.68,118000,2.0,1.0,870.0,142753.0,72,54,2017,5.0,1.0,100.0
8323,2019-03-04,1187955,358919.69,208471,2.0,2.0,1087.0,318476.0,72,60,2017,3.0,1.0,221000.0
8335,2019-02-27,1182779,141458.02,111000,1.0,1.0,787.0,137974.0,41,18,2017,13.0,1.0,200.0
8336,2019-02-27,1195190,115042.76,106080,2.0,2.0,870.0,129089.0,41,24,2017,3.0,1.0,82900.0
8345,2019-02-27,1194971,155236.74,140000,2.0,2.0,870.0,173336.0,41,22,2017,5.0,1.0,12100.0
8351,2019-02-27,1182073,314005.56,253000,1.0,1.0,710.0,299765.0,41,8,2015,10.0,1.0,100.0
8384,2019-02-26,1191888,289882.35,160000,3.0,2.0,1660.0,209190.0,47,16,2015,5.5,2.0,148600.0
8385,2019-02-26,1182091,436984.33,240000,2.0,2.0,1350.0,315937.0,47,18,2016,18.0,1.0,200200.0
8399,2019-02-26,1194973,438311.93,204584,2.0,2.0,1000.0,290830.0,47,20,2016,7.0,1.0,67800.0
8406,2019-02-26,1193335,151785.63,132407,2.0,2.0,856.0,155633.0,47,33,2017,7.0,1.0,1100.0
8412,2019-02-26,1192697,473469.02,226200,2.0,2.0,1230.0,292516.0,47,13,2014,5.0,2.0,130300.0
8429,2019-02-25,1194619,623823.77,292300,2.0,2.0,1486.0,306788.0,65,17,2015,5.0,2.0,305100.0
8436,2019-02-25,1191855,35832.7,255700,1.0,1.0,988.0,352314.0,65,57,2018,1.0,2.0,300.0
8447,2019-02-25,1176831,682417.29,225000,0.0,1.0,500.0,260100.0,65,14,2015,4.0,1.0,100.0
8450,2019-02-25,1192902,55439.18,105600,2.0,1.0,794.0,133250.0,65,60,2018,1.0,1.0,1100.0
8463,2019-02-25,1181302,459530.82,318000,3.0,2.0,1264.0,522784.0,65,43,2017,2.0,1.0,2100.0
8470,2019-02-25,1192631,197330.14,106417,0.0,1.0,400.0,148844.0,65,53,2018,5.0,1.0,95400.0
8485,2019-02-20,1190971,291811.63,137000,3.0,2.0,1230.0,173709.0,54,36,2017,7.0,1.0,100.0
8487,2019-02-20,1194550,302027.72,102555,1.0,1.0,605.0,299900.0,54,38,2018,5.0,1.0,91300.0
8506,2019-02-20,1192948,266708.84,100430,1.0,1.0,974.0,121044.0,54,7,2012,4.0,1.0,90100.0
8541,2019-02-19,1192493,94347.71,80600,0.0,0.0,584.0,120789.0,82,11,2014,4.0,2.0,20100.0
8547,2019-02-19,1175650,700504.47,459400,2.0,2.0,1197.0,516060.0,82,39,2016,7.0,1.0,150100.0
8558,2019-02-19,1179638,25575.67,134400,3.0,2.0,1203.0,169866.0,82,66,2018,1.0,1.0,300.0
8560,2019-02-19,1184882,452158.56,208083,2.0,2.0,1046.0,293338.0,82,26,2016,4.0,3.0,165100.0
8593,2019-02-19,1179644,415400.77,185000,3.0,2.0,1330.0,250663.0,82,35,2016,3.0,1.0,189200.0
8611,2019-02-13,1195240,331317.26,179800,1.0,1.0,852.0,325853.0,20,3,2016,18.0,2.0,196700.0
8612,2019-02-13,1193337,241927.07,99000,2.0,2.0,1160.0,128183.0,20,17,2018,5.0,1.0,55700.0
8613,2019-02-13,1193340,430045.44,335000,1.0,1.0,776.0,375473.0,20,5,2017,3.0,1.0,225100.0
8621,2019-02-12,1191537,560324.68,266800,1.0,2.0,1310.0,364538.0,21,4,2016,3.0,6.0,168000.0
8623,2019-02-12,1192956,1754826.42,1675617,5.0,5.0,5801.0,410300.0,21,8,2016,7.0,1.0,600300.0
8630,2019-02-12,1192644,52094.18,134246,2.0,2.0,780.0,159661.0,21,20,2018,1.0,1.0,5100.0
8644,2019-02-11,1192550,158212.22,125000,2.0,2.0,845.0,156642.0,58,42,2017,4.0,1.0,100.0
8646,2019-02-11,1189168,136319.46,64480,2.0,2.0,966.0,75566.0,58,24,2016,9.0,1.0,35500.0
8648,2019-02-11,1179105,545180.14,274100,2.0,2.0,950.0,407216.0,58,25,2016,7.0,1.0,100.0
8658,2019-02-11,1191075,334613.69,176900,0.0,1.0,552.0,229729.0,58,45,2017,4.0,1.0,182200.0
8663,2019-02-11,1191879,222427.56,147115,2.0,2.0,1130.0,225461.0,58,55,2018,5.0,1.0,189100.0
8672,2019-02-11,1189122,190809.4,139104,2.0,2.0,1188.0,197321.0,58,54,2018,3.0,1.0,110100.0
8700,2019-02-06,1191007,72787.64,70040,2.0,1.0,1075.0,83824.0,16,16,2018,4.0,1.0,40100.0
8709,2019-02-05,1188251,226447.41,151800,2.0,2.0,870.0,198981.0,17,5,2015,6.0,7.0,165100.0
8743,2019-02-04,1184792,498362.09,238000,1.0,1.0,930.0,429200.0,65,60,2018,7.0,1.0,220100.0
8745,2019-02-04,1186485,111681.01,75680,1.0,1.0,570.0,123911.0,65,7,2013,3.0,9.0,83300.0
8749,2019-02-04,1190335,98461.03,75000,2.0,2.0,1000.0,90985.0,65,42,2017,11.0,2.0,73000.0
8762,2019-02-04,1187218,206640.11,179294,2.0,2.0,1091.0,280700.0,65,9,2015,15.5,1.0,180100.0
8771,2019-02-04,1190955,284675.84,223850,3.0,2.0,1550.0,268320.0,65,56,2018,6.0,1.0,600.0
8849,2019-01-28,1184555,632629.99,406805,3.0,2.0,1427.0,409742.0,75,56,2017,7.0,2.0,5100.0
8867,2019-01-28,1185764,237553.37,147000,2.0,1.0,920.0,181890.0,75,48,2017,6.0,1.0,147100.0
8871,2019-01-28,1176444,273690.0,116437,2.0,2.0,1224.0,175355.0,75,18,2016,11.0,1.0,1100.0
8884,2019-01-28,1190952,153432.3,51440,1.0,1.0,737.0,117000.0,75,67,2018,5.0,2.0,94400.0
8891,2019-01-28,1186458,79444.32,93035,2.0,2.0,1040.0,116286.0,75,59,2017,5.0,1.0,73300.0
8898,2019-01-28,1189841,233025.23,228950,1.0,1.0,825.0,273937.0,75,74,2018,1.0,1.0,100.0
8943,2019-01-22,1184550,201121.54,135000,2.0,2.0,1093.0,171406.0,126,116,2018,7.0,1.0,100.0
8951,2019-01-22,1190951,235982.07,190000,0.0,0.0,1232.0,233830.0,126,58,2016,8.0,1.0,167100.0
8959,2019-01-22,1185519,114133.48,220000,1.0,1.0,690.0,296670.0,126,13,2012,1.0,2.0,12900.0
8974,2019-01-22,1180499,467626.88,167000,2.0,2.0,1213.0,257876.0,126,32,2015,2.0,1.0,88900.0
8986,2019-01-22,1181113,303029.65,159402,2.0,2.0,1310.0,205471.0,126,21,2014,5.0,1.0,100.0
8988,2019-01-22,1182607,263700.3,158817,3.0,2.0,1716.0,200111.0,126,112,2018,8.0,1.0,180100.0
8989,2019-01-22,1188343,959104.17,228813,2.0,2.0,1023.0,335001.0,126,20,2014,5.0,1.0,1100.0
8996,2019-01-22,1187216,278227.13,125270,2.0,3.0,1150.0,161413.0,126,105,2018,5.0,1.0,105100.0
9006,2019-01-22,1190025,69132.0,1673000,4.0,4.0,2485.0,2773245.0,126,123,2018,1.0,1.0,400.0
9031,2019-01-22,1175674,1847130.33,1673000,4.0,4.0,2485.0,2773245.0,126,122,2018,3.0,1.0,100.0
9040,2019-01-22,1180082,181262.2,149500,3.0,1.0,1261.0,186172.0,126,118,2018,3.0,2.0,143100.0
9043,2019-01-22,1187242,331317.26,179800,1.0,1.0,852.0,333865.0,126,51,2016,18.0,2.0,100.0
9059,2019-01-16,1175322,1435777.21,865700,3.0,4.0,3262.0,369600.0,54,30,2017,3.0,1.0,550100.0
9107,2019-01-15,1184495,177714.31,91000,1.0,1.0,571.0,154937.0,41,38,2018,2.0,1.0,1100.0
9110,2019-01-15,1183689,206902.0,156450,2.0,2.0,845.0,169600.0,41,21,2017,2.0,5.0,61900.0
9113,2019-01-15,1184312,175887.25,145900,2.0,1.0,807.0,166608.0,41,39,2018,8.0,1.0,133100.0
9116,2019-01-15,1182445,333610.0,226600,2.0,2.0,1181.0,308200.0,41,23,2017,5.0,1.0,205100.0
9120,2019-01-15,1183690,259995.7,121300,2.0,1.0,985.0,156831.0,41,34,2017,4.0,2.0,52600.0
9130,2019-01-15,1187921,511439.56,247864,0.0,2.0,1113.0,229594.0,41,14,2016,6.0,5.0,200100.0
9141,2019-01-14,1185099,397958.47,156000,0.0,0.0,1268.0,212952.0,108,41,2016,3.0,2.0,135800.0
9175,2019-01-14,1183276,195813.88,95040,2.0,1.0,801.0,122054.0,108,88,2018,7.0,2.0,87600.0
9186,2019-01-14,1167968,492245.42,148248,2.0,2.0,1312.0,238635.0,108,51,2016,4.0,1.0,160500.0
9209,2019-01-14,1182056,314017.46,111720,2.0,2.0,956.0,121352.0,108,34,2016,7.0,3.0,1100.0
9215,2019-01-14,1183704,226478.83,121700,2.0,1.0,870.0,160227.0,108,100,2018,4.0,1.0,1100.0
9218,2019-01-14,1183037,42749.05,730000,2.0,2.0,1955.0,842086.0,108,85,2018,3.0,2.0,3100.0
9220,2019-01-14,1185926,185013.94,99622,2.0,2.0,920.0,125986.0,108,93,2018,5.0,1.0,3100.0
9230,2019-01-14,1182829,129097.29,74736,1.0,1.0,1036.0,89570.0,108,76,2017,4.0,2.0,100.0
9235,2019-01-14,1186479,550622.49,339340,2.0,2.0,960.0,398698.0,108,90,2018,4.0,1.0,88900.0
9238,2019-01-14,1183705,141353.01,100500,1.0,1.0,583.0,120799.0,108,36,2016,6.0,1.0,5100.0
9254,2019-01-09,1181476,189846.54,112000,1.0,1.0,605.0,254500.0,68,39,2016,6.0,2.0,111000.0
9305,2019-01-08,1182071,28662.82,156000,2.0,2.0,1036.0,196973.0,155,127,2017,1.0,1.0,29000.0
9316,2019-01-08,1178819,26269.14,83400,2.0,1.0,1075.0,61435.0,155,70,2016,3.0,1.0,3700.0
9325,2019-01-08,1187643,225942.45,118900,2.0,1.0,771.0,131999.0,155,131,2017,11.5,1.0,100700.0
9328,2019-01-08,1185803,279670.14,156421,2.0,2.0,938.0,216170.0,155,139,2018,7.0,2.0,165100.0
9361,2019-01-08,1187646,1060340.29,840750,3.0,3.0,1641.0,1153846.0,155,130,2017,3.0,1.0,600100.0
