,Date,Auction ID,Final Judgment,Assessed Value,Plaintiff Max Bid,Beds,Bath,Living Area,ZEstimate,Day Count,Place in Line,Court Year,Defendant Count,Previous Auctions,Sold Amount
23443,2017-05-15,1076175,135757.45,96800,76950.00,3.0,1.0,1167.0,95606.0,80,74,2016,8.0,2.0,76950.0
23446,2017-05-15,1079553,200539.15,202400,176160.00,4.0,2.0,1784.0,243808.0,80,79,2016,9.0,1.0,100.0
23467,2017-05-15,1082124,279576.77,102463,102425.00,1.0,1.0,730.0,297500.0,80,23,2014,4.0,1.0,10100.0
23499,2017-05-12,1080939,156898.9,123207,115020.00,2.0,2.0,944.0,146855.0,47,36,2015,4.0,1.0,115020.0
23543,2017-05-11,1078811,6956.0,101800,100.00,2.0,2.0,1175.0,74660.0,59,25,2016,7.0,2.0,42600.0
23572,2017-05-10,1080000,306339.43,100269,80750.00,1.0,1.0,605.0,118750.0,60,41,2016,5.0,1.0,86000.0
23587,2017-05-10,1079561,114919.26,120000,115607.86,2.0,2.0,830.0,162089.0,60,57,2016,9.0,1.0,130900.0
23598,2017-05-10,1079562,266976.5,106080,268539.63,2.0,1.0,870.0,107012.0,60,47,2016,5.0,1.0,100.0
23604,2017-05-10,1075947,412066.82,165792,213440.00,1.0,2.0,1124.0,235875.0,60,29,2015,4.0,1.0,213440.0
23610,2017-05-09,1075159,155796.86,106000,93600.00,1.0,1.0,708.0,127567.0,41,31,2016,8.0,2.0,85100.0
23623,2017-05-09,1080053,325164.25,231660,309000.00,1.0,2.0,918.0,352409.0,41,35,2016,4.0,1.0,300100.0
23624,2017-05-09,1080969,298091.59,168001,299576.33,3.0,2.0,1010.0,175653.0,41,36,2016,2.0,1.0,290100.0
23638,2017-05-09,1079068,318941.98,139171,322056.07,2.0,1.0,700.0,226506.0,41,38,2016,2.0,1.0,300100.0
23659,2017-05-08,1075112,47003.52,106080,47003.52,2.0,2.0,835.0,112000.0,87,82,2016,2.0,1.0,300.0
23678,2017-05-08,1062685,378385.46,182882,171117.91,1.0,1.0,721.0,259619.0,87,30,2014,3.0,1.0,202300.0
23762,2017-05-03,1078504,251375.56,115500,90188.00,1.0,1.0,1149.0,143760.0,47,10,2014,9.0,1.0,97200.0
23763,2017-05-03,1078646,28042.01,119000,28042.01,2.0,2.0,877.0,103403.0,47,47,2016,1.0,1.0,1700.0
23773,2017-05-03,1078529,404851.08,177000,215000.00,2.0,2.0,1230.0,215514.0,47,7,2013,8.0,1.0,205100.0
23799,2017-05-02,1077209,140913.08,140000,121500.00,3.0,2.0,1194.0,155760.0,66,31,2014,5.0,1.0,121600.0
23802,2017-05-02,1077235,85005.7,123500,85870.67,2.0,2.0,812.0,131271.0,66,66,2016,2.0,1.0,101100.0
23841,2017-05-02,1077239,196914.84,174216,185718.72,2.0,1.0,1010.0,193072.0,66,51,2016,51.5,1.0,100.0
23843,2017-05-02,1077550,168111.79,112931,145000.00,2.0,2.0,1200.0,152217.0,66,56,2016,6.0,3.0,115100.0
23856,2017-05-02,1078198,255902.16,97297,257365.64,1.0,1.0,837.0,296892.0,66,43,2015,6.0,1.0,100.0
23865,2017-05-01,1078800,265688.44,135000,144700.00,2.0,2.0,1093.0,160042.0,54,2,2009,8.0,6.0,140100.0
23947,2017-04-27,1073959,321594.58,185000,175000.00,2.0,2.0,885.0,194870.0,26,19,2016,15.0,1.0,175100.0
23949,2017-04-27,1073148,96242.97,195800,96242.97,1.0,1.0,837.0,300032.0,26,21,2016,1.0,1.0,96300.0
23954,2017-04-27,1073962,9036.43,111240,9036.43,1.0,1.0,851.0,85648.0,26,23,2016,1.0,1.0,80200.0
23959,2017-04-27,1070820,173612.24,227700,179453.24,3.0,2.0,1560.0,243582.0,26,7,2014,3.0,3.0,198100.0
23974,2017-04-26,1076566,366482.52,205700,216800.00,1.0,1.0,750.0,273946.0,64,28,2014,4.0,2.0,200100.0
23979,2017-04-26,1078805,218071.63,126546,219110.91,2.0,2.0,1000.0,216600.0,64,51,2016,7.0,1.0,210100.0
24005,2017-04-26,1076940,63216.45,67857,51300.00,1.0,1.0,560.0,58035.0,64,52,2016,5.0,1.0,51400.0
24029,2017-04-25,1072390,197028.92,141771,248100.00,2.0,2.0,970.0,184151.0,31,24,2015,7.0,3.0,182700.0
24090,2017-04-24,1072610,139228.06,114100,114000.00,1.0,1.0,790.0,131571.0,68,35,2015,14.0,3.0,100.0
24095,2017-04-24,1078502,204120.45,69930,205396.49,2.0,1.0,800.0,101470.0,68,34,2015,5.0,1.0,100.0
24117,2017-04-24,1077838,329698.79,193000,295000.00,2.0,2.0,831.0,826869.0,68,64,2016,6.0,1.0,318100.0
24173,2017-04-20,1074272,12770.53,210600,12303.53,3.0,2.0,1396.0,238031.0,93,48,2016,1.0,1.0,202300.0
24198,2017-04-20,1075110,177559.93,132000,150000.00,3.0,2.0,1217.0,150648.0,93,1,2008,6.0,2.0,149200.0
24200,2017-04-19,1074002,195875.51,90200,79000.00,2.0,2.0,1175.0,105442.0,43,41,2016,5.0,1.0,32500.0
24213,2017-04-19,1076951,203584.75,111152,76000.00,2.0,1.0,765.0,117062.0,43,32,2016,11.0,1.0,10100.0
24227,2017-04-19,1076997,463642.42,228800,168300.00,0.0,1.0,570.0,213157.0,43,24,2015,5.0,1.0,56800.0
24228,2017-04-19,1076999,207203.84,182000,208219.40,2.0,2.0,1089.0,193615.0,43,42,2016,3.0,1.0,207100.0
24248,2017-04-18,1071221,36475.43,104800,36475.43,1.0,1.0,586.0,293700.0,37,35,2016,1.0,1.0,300.0
24261,2017-04-18,1073957,23793.28,99745,24190.55,2.0,2.0,1046.0,112881.0,37,32,2016,4.0,1.0,67800.0
24268,2017-04-18,1064986,155209.56,110000,97200.00,1.0,1.0,977.0,120146.0,37,30,2016,2.0,1.0,96200.0
24356,2017-04-13,1073255,192141.25,129000,116364.00,3.0,2.0,1203.0,153617.0,96,3,2008,4.0,3.0,115200.0
24381,2017-04-12,1075395,150333.0,64350,79400.00,3.0,2.0,1620.0,230500.0,33,24,2016,2.0,1.0,79500.0
24402,2017-04-12,1075402,230464.29,161700,159000.00,2.0,2.0,1005.0,164016.0,33,32,2016,5.0,1.0,129000.0
24439,2017-04-11,1073519,241034.55,180537,209800.00,1.0,1.0,832.0,269231.0,53,25,2014,3.0,4.0,208100.0
24516,2017-04-10,1058064,241917.26,90081,100000.00,1.0,1.0,760.0,116535.0,83,47,2015,4.0,1.0,45600.0
24530,2017-04-10,1075388,99476.23,139050,100209.03,3.0,2.0,1417.0,172730.0,83,83,2016,5.0,1.0,20100.0
24537,2017-04-07,1072447,147096.19,110484,127800.00,1.0,1.0,922.0,128278.0,38,9,2013,9.0,1.0,125100.0
24557,2017-04-07,1071132,206320.32,165838,207784.35,1.0,1.0,741.0,454000.0,38,19,2015,13.0,1.0,200100.0
24572,2017-04-06,1073112,356090.96,131019,150800.00,1.0,1.0,609.0,163227.0,78,25,2015,3.0,1.0,101100.0
24585,2017-04-06,1072758,140643.58,89000,76000.00,1.0,1.0,597.0,103557.0,78,29,2016,9.0,1.0,60100.0
24597,2017-04-06,1057055,531596.47,304000,379900.00,3.0,2.0,1628.0,466579.0,78,4,2012,2.0,1.0,200100.0
24601,2017-04-06,1072408,255200.99,190533,215000.00,1.0,1.0,893.0,266257.0,78,27,2016,4.0,1.0,214600.0
24642,2017-04-05,1072385,159713.88,120000,120400.00,2.0,2.0,896.0,139149.0,52,2,2008,6.0,1.0,119200.0
24645,2017-04-05,1072524,90816.48,619565,100873.00,4.0,3.0,2620.0,876875.0,52,42,2016,5.0,2.0,300.0
24695,2017-04-03,1062302,309234.1,149000,117450.00,2.0,1.0,868.0,166858.0,40,38,2016,3.0,1.0,131600.0
24721,2017-04-03,1071146,238810.99,88458,237791.02,1.0,1.0,635.0,115382.0,40,39,2016,2.0,1.0,21100.0
24729,2017-03-31,1056498,168102.81,122364,129000.00,2.0,2.0,1113.0,235500.0,23,14,2015,6.0,1.0,120100.0
24751,2017-03-30,1072411,468653.83,498800,471115.85,2.0,2.0,1218.0,295100.0,41,32,2016,9.0,1.0,500100.0
24795,2017-03-29,1071130,295918.44,188150,283500.00,2.0,2.0,942.0,323336.0,49,38,2016,8.0,1.0,100.0
24798,2017-03-29,1070919,189180.83,140000,135000.00,2.0,2.0,870.0,161160.0,49,12,2012,6.0,1.0,92100.0
24803,2017-03-29,1071153,191670.7,107000,137377.09,1.0,1.0,703.0,124654.0,49,45,2016,2.0,1.0,100700.0
24836,2017-03-28,1070176,123118.99,93000,49406.05,2.0,2.0,1180.0,100498.0,43,21,2015,2.0,1.0,65800.0
24837,2017-03-28,1070177,38913.89,106080,38913.89,2.0,1.0,870.0,100757.0,43,36,2016,2.0,1.0,18100.0
24841,2017-03-28,1069755,41510.27,101520,41510.27,1.0,1.0,647.0,238500.0,43,22,2015,3.0,2.0,1100.0
24842,2017-03-28,1070041,132137.58,105000,96000.00,1.0,1.0,887.0,128846.0,43,25,2015,6.0,2.0,1100.0
24849,2017-03-28,1069897,372574.24,171000,375009.28,2.0,1.0,818.0,200563.0,43,40,2016,4.0,1.0,135100.0
24854,2017-03-28,1069808,61075.73,186700,27000.00,1.0,2.0,990.0,385600.0,43,2,2010,4.0,3.0,50000.0
24948,2017-03-22,1069490,186132.93,194000,189326.00,3.0,2.0,1120.0,227455.0,85,82,2016,3.0,1.0,2100.0
24969,2017-03-22,1071651,143581.91,116550,144403.04,1.0,1.0,1125.0,128777.0,85,73,2016,6.0,1.0,143100.0
25010,2017-03-22,1068904,239130.52,116200,83000.00,2.0,2.0,1025.0,134448.0,85,69,2016,3.0,1.0,12100.0
25019,2017-03-22,1071144,14691.92,201780,15000.00,2.0,1.0,1282.0,279638.0,85,57,2016,1.0,1.0,143200.0
25021,2017-03-22,1068922,245886.39,206430,298856.07,1.0,2.0,696.0,246835.0,85,4,2010,7.0,3.0,170000.0
25059,2017-03-20,1067797,20127.43,121900,20761.43,2.0,1.0,981.0,142494.0,69,30,2014,2.0,2.0,116200.0
25089,2017-03-20,1047682,275372.13,140004,126000.00,2.0,2.0,950.0,128721.0,69,25,2014,18.0,1.0,42500.0
25122,2017-03-20,1064666,273710.68,106080,96050.00,2.0,2.0,870.0,149600.0,69,50,2016,3.0,3.0,100.0
25195,2017-03-15,1059124,87762.16,16600,48000.00,2.0,2.0,990.0,79783.0,54,22,2015,2.0,2.0,14500.0
25197,2017-03-15,1066674,275171.31,174070,171000.00,2.0,2.0,1340.0,193654.0,54,29,2016,7.0,1.0,100.0
25228,2017-03-15,1067416,29657.67,49594,30000.00,1.0,1.0,775.0,39480.0,54,44,2016,1.0,1.0,300.0
25238,2017-03-15,1067419,241337.43,105600,92000.00,2.0,1.0,798.0,108461.0,54,36,2016,6.0,1.0,200.0
25258,2017-03-14,1068698,350105.7,110250,74900.00,3.0,3.0,1423.0,122191.0,23,14,2015,2.0,2.0,80000.0
25323,2017-03-10,1065008,35602.98,180000,18600.00,3.0,2.0,1208.0,145210.0,29,27,2016,1.0,1.0,3300.0
25326,2017-03-10,1051862,348389.01,171000,200000.00,2.0,1.0,818.0,203387.0,29,1,2008,5.0,1.0,300.0
25330,2017-03-10,1066220,22317.12,164470,22317.12,1.0,1.0,775.0,203948.0,29,20,2016,3.0,3.0,300.0
25371,2017-03-09,1065350,144675.7,66100,72000.00,1.0,2.0,930.0,65825.0,75,27,2016,4.0,3.0,40100.0
25392,2017-03-08,1068467,5349.53,874900,5687.63,4.0,4.0,3464.0,1583145.0,68,48,2016,2.0,1.0,325600.0
25435,2017-03-08,1068362,6098.13,59800,6098.13,1.0,1.0,595.0,71194.0,68,56,2016,1.0,1.0,21100.0
