,Date,Auction ID,Final Judgment,Assessed Value,Beds,Bath,Living Area,ZEstimate,Day Count,Place in Line,Court Year,Defendant Count,Previous Auctions,Status Binary
2881,2020-01-21,1231674,269365.34,98301,2.0,2.0,850.0,192512.0,110,89,2019,6.0,1.0,0.0
2885,2020-01-21,1247555,7921.98,136770,1.0,1.0,507.0,162898.0,110,98,2019,2.0,1.0,1.0
2890,2020-01-21,1247317,659116.73,348332,2.0,2.0,2001.0,637586.0,110,40,2018,4.5,2.0,0.0
2892,2020-01-21,1243587,119180.0,136000,2.0,2.0,1075.0,159701.0,110,110,2019,3.0,1.0,0.0
2893,2020-01-21,1243084,203113.94,135000,2.0,2.0,1170.0,345900.0,110,58,2018,8.0,1.0,1.0
2894,2020-01-21,1246379,85716.94,158000,3.0,2.0,1262.0,207154.0,110,45,2018,4.0,2.0,1.0
2896,2020-01-21,1247502,81002.88,231500,0.0,1.0,570.0,298823.0,110,88,2019,4.0,1.0,0.0
2898,2020-01-21,1243391,9300.88,61249,1.0,1.0,890.0,141248.0,110,109,2019,4.0,1.0,0.0
2902,2020-01-21,1242396,257965.71,185431,3.0,2.0,1550.0,260216.0,110,95,2019,3.0,2.0,0.0
2904,2020-01-21,1247357,353470.64,111441,2.0,2.0,907.0,153959.0,110,90,2019,5.0,1.0,1.0
2905,2020-01-21,1247625,303503.85,146520,3.0,2.0,1356.0,251150.0,110,44,2018,5.0,1.0,1.0
2906,2020-01-21,1243711,270909.83,182107,1.0,2.0,1230.0,250861.0,110,43,2018,5.0,1.0,1.0
2907,2020-01-21,1243161,180602.93,64607,2.0,2.0,966.0,168250.0,110,78,2019,4.0,2.0,0.0
2911,2020-01-21,1241978,50662.31,164780,3.0,2.0,1150.0,218126.0,110,38,2017,2.0,5.0,1.0
2912,2020-01-21,1247552,72347.92,310859,2.0,2.0,1552.0,396070.0,110,85,2019,2.0,1.0,0.0
2914,2020-01-21,1243133,104404.4,117600,2.0,2.0,866.0,152666.0,110,101,2019,3.0,1.0,0.0
2918,2020-01-21,1238180,219311.84,105857,2.0,1.0,765.0,145156.0,110,68,2018,5.0,1.0,1.0
2919,2020-01-21,1243177,189123.48,151100,2.0,2.0,1157.0,191622.0,110,49,2018,2.0,1.0,1.0
2920,2020-01-21,1247503,825040.32,499524,2.0,3.0,1660.0,534662.0,110,18,2015,7.0,1.0,1.0
2921,2020-01-21,1238348,28281.04,44000,1.0,1.0,688.0,61074.0,110,56,2018,2.0,1.0,0.0
2922,2020-01-21,1246060,314138.88,133000,2.0,2.0,1064.0,172919.0,110,21,2016,9.0,6.0,0.0
2924,2020-01-21,1247307,160798.98,73607,2.0,2.0,815.0,171600.0,110,79,2019,15.0,1.0,1.0
2925,2020-01-21,1247364,107203.68,150604,3.0,2.0,1478.0,212850.0,110,75,2019,6.0,1.0,1.0
2928,2020-01-21,1247356,3913.2,63441,0.0,1.0,330.0,400100.0,110,73,2019,9.0,1.0,1.0
2929,2020-01-21,1243961,17047.39,417400,2.0,3.0,2630.0,608490.0,110,92,2019,4.0,1.0,1.0
2957,2020-01-15,1242368,270422.54,108483,2.0,1.0,1230.0,248481.0,33,8,2014,4.0,4.0,1.0
2959,2020-01-15,1245797,1470957.12,816815,4.0,5.0,2804.0,1307351.0,33,9,2014,8.0,1.0,1.0
2964,2020-01-15,1245808,184025.36,75209,3.0,2.0,1070.0,198254.0,33,32,2019,2.0,1.0,1.0
2965,2020-01-15,1247274,180921.93,123856,0.0,1.0,571.0,141975.0,33,26,2019,6.0,1.0,1.0
2967,2020-01-14,1247022,299542.57,197000,1.0,1.0,684.0,201408.0,36,27,2019,4.0,2.0,0.0
2969,2020-01-14,1237905,177917.58,127000,2.0,2.0,812.0,163466.0,36,23,2019,4.0,1.0,1.0
2980,2020-01-14,1247472,28873.16,274851,2.0,2.0,1464.0,408971.0,36,33,2019,1.0,3.0,0.0
2981,2020-01-14,1232327,204674.57,75028,2.0,2.0,1155.0,135289.0,36,3,2014,4.0,2.0,0.0
2983,2020-01-14,1243899,197847.48,119780,1.0,1.0,948.0,149600.0,36,24,2019,5.0,1.0,1.0
2984,2020-01-14,1247029,221609.52,127000,1.0,1.0,990.0,165222.0,36,21,2019,5.0,1.0,1.0
2985,2020-01-14,1247268,111833.79,118500,2.0,2.0,1257.0,167600.0,36,11,2018,5.0,1.0,1.0
2986,2020-01-14,1242920,302283.63,92800,0.0,0.0,640.0,416700.0,36,17,2018,8.0,1.0,1.0
2990,2020-01-14,1247010,583535.73,336680,2.0,2.0,960.0,420653.0,36,14,2018,4.0,1.0,1.0
2999,2020-01-13,1246358,256815.85,90200,2.0,2.0,1175.0,112305.0,72,40,2018,7.0,1.0,1.0
3000,2020-01-13,1246333,2095226.97,1695450,3.0,2.0,2340.0,743200.0,72,8,2016,5.0,2.0,0.0
3003,2020-01-13,1241594,276986.63,156018,2.0,2.0,1010.0,202759.0,72,69,2019,6.0,1.0,1.0
3004,2020-01-13,1241135,125041.58,234934,3.0,2.0,1459.0,299008.0,72,39,2018,5.0,3.0,1.0
3007,2020-01-13,1240484,182210.4,242000,2.0,2.0,1488.0,292015.0,72,24,2017,4.0,2.0,1.0
3008,2020-01-13,1241133,204521.13,141800,2.0,1.0,1140.0,198929.0,72,42,2018,5.0,2.0,0.0
3017,2020-01-13,1240915,157333.84,115700,2.0,1.0,998.0,132497.0,72,10,2016,5.0,2.0,0.0
3021,2020-01-13,1241034,157122.34,80000,1.0,1.0,898.0,89568.0,72,57,2019,3.0,1.0,1.0
3023,2020-01-13,1243720,217930.94,100746,1.0,2.0,710.0,128752.0,72,54,2019,3.0,1.0,1.0
3024,2020-01-13,1241380,151459.88,101700,1.0,1.0,812.0,136796.0,72,70,2019,3.5,1.0,1.0
3027,2020-01-13,1243791,123415.81,45938,2.0,1.0,1085.0,128265.0,72,65,2019,4.0,1.0,1.0
3029,2020-01-13,1244679,25470.58,61983,2.0,2.0,1012.0,79671.0,72,36,2018,2.0,2.0,0.0
3032,2020-01-13,1246356,92562.38,142560,2.0,2.0,1203.0,204500.0,72,41,2018,3.0,1.0,1.0
3033,2020-01-13,1241022,419760.57,325622,2.0,2.0,1073.0,507128.0,72,62,2019,4.0,1.0,1.0
3034,2020-01-13,1243714,122683.81,107000,1.0,1.0,727.0,120325.0,72,50,2019,3.0,1.0,1.0
3048,2020-01-13,1243760,233057.47,77965,1.0,1.0,661.0,231400.0,72,27,2017,12.0,1.0,1.0
3060,2020-01-13,1232252,230211.02,140000,3.0,2.0,1190.0,167644.0,72,56,2019,2.5,1.0,1.0
3065,2020-01-08,1245464,257393.56,142530,1.0,1.0,850.0,288733.0,58,54,2019,3.0,1.0,1.0
3067,2020-01-08,1245757,868189.85,310000,2.0,2.0,1062.0,390829.0,58,44,2019,6.0,2.0,0.0
3072,2020-01-08,1242918,495140.31,134442,2.0,2.0,963.0,165549.0,58,46,2019,2.0,1.0,1.0
3074,2020-01-08,1244121,590655.43,389100,2.0,2.0,2000.0,525916.0,58,23,2017,4.5,2.0,1.0
3080,2020-01-08,1245727,179922.28,71616,0.0,1.0,373.0,42253.0,58,34,2018,5.0,1.0,1.0
3085,2020-01-08,1231253,231750.92,58476,2.0,1.0,891.0,158723.0,58,26,2018,17.0,3.0,0.0
3093,2020-01-08,1232186,305445.65,506000,2.0,2.0,1457.0,872069.0,58,25,2018,2.0,3.0,0.0
3094,2020-01-08,1245758,99817.75,70821,2.0,1.0,800.0,205836.0,58,41,2019,3.0,1.0,1.0
3095,2020-01-08,1238871,486317.08,273074,2.0,2.0,1223.0,322189.0,58,6,2014,11.0,3.0,1.0
3098,2020-01-08,1243203,63646.19,253725,2.0,2.0,1024.0,313557.0,58,53,2019,2.0,1.0,1.0
3100,2020-01-08,1243927,210479.58,45255,1.0,1.0,776.0,149290.0,58,12,2016,3.0,2.0,1.0
3101,2020-01-08,1242577,238858.96,102511,3.0,2.0,1379.0,251500.0,58,2,2009,5.0,1.0,1.0
3104,2020-01-08,1244884,243061.77,141300,3.0,2.0,1236.0,255800.0,58,16,2017,4.0,3.0,1.0
3105,2020-01-08,1246398,219371.51,62245,1.0,1.0,758.0,155119.0,58,39,2019,4.0,2.0,1.0
3107,2020-01-08,1232182,553927.41,178500,3.0,2.0,1418.0,321754.0,58,11,2016,16.0,1.0,1.0
3112,2020-01-08,1245455,1038172.57,1254000,3.0,4.0,2018.0,1262313.0,58,57,2019,3.0,1.0,1.0
3114,2020-01-08,1243900,822817.39,191694,1.0,1.0,778.0,261654.0,58,47,2019,6.0,2.0,0.0
3115,2020-01-08,1232167,284929.0,169000,2.0,2.0,1130.0,232437.0,58,17,2017,4.0,2.0,0.0
3116,2020-01-08,1243139,166279.28,126200,2.0,2.0,1353.0,212804.0,58,30,2018,3.0,1.0,1.0
3121,2020-01-07,1240273,849152.5,481000,2.0,2.0,1266.0,722294.0,86,4,2013,81.0,3.0,0.0
3122,2020-01-07,1241898,365763.56,193395,2.0,2.0,935.0,291539.0,86,36,2018,5.0,5.0,0.0
3126,2020-01-07,1239581,165074.96,147100,3.0,2.0,1300.0,159781.0,86,72,2019,4.0,3.0,0.0
3130,2020-01-07,1240153,198692.73,98258,2.0,1.0,867.0,158260.0,86,63,2018,5.0,1.0,1.0
3132,2020-01-07,1242148,173841.23,142800,2.0,2.0,1415.0,133998.0,86,28,2017,8.0,2.0,0.0
3133,2020-01-07,1243887,75289.12,138641,2.0,2.0,1666.0,197587.0,86,64,2018,6.5,2.0,0.0
3137,2020-01-07,1240650,255067.53,194150,3.0,2.0,1610.0,204500.0,86,48,2018,5.0,1.0,1.0
3140,2020-01-07,1242822,178192.91,95000,1.0,1.0,800.0,131977.0,86,11,2014,11.0,1.0,1.0
3144,2020-01-07,1238878,174750.81,134300,0.0,1.0,444.0,1354403.0,86,67,2018,4.0,1.0,1.0
3148,2020-01-07,1242821,159286.52,151007,2.0,2.0,1080.0,198593.0,86,83,2019,2.0,1.0,1.0
3162,2020-01-07,1245755,102293.52,93756,2.0,2.0,1096.0,167572.0,86,38,2018,8.0,2.0,0.0
3163,2020-01-07,1240871,51901.63,61079,1.0,1.0,620.0,73423.0,86,54,2018,4.0,1.0,1.0
3164,2020-01-07,1243886,238698.44,55116,2.0,1.0,968.0,173961.0,86,39,2018,6.0,1.0,0.0
3172,2020-01-07,1240150,276613.95,113474,1.0,1.0,638.0,142498.0,86,18,2016,5.0,1.0,1.0
3180,2020-01-07,1243895,1355431.55,874700,2.0,3.0,2580.0,1061290.0,86,53,2018,5.0,2.0,1.0
3181,2020-01-07,1242917,104359.74,76320,0.0,1.0,360.0,348100.0,86,74,2019,7.0,1.0,1.0
3182,2020-01-07,1240269,250854.84,38141,2.0,1.0,800.0,127749.0,86,24,2017,5.0,4.0,0.0
3183,2020-01-07,1245670,123382.93,88344,1.0,2.0,1080.0,131783.0,86,52,2018,8.0,2.0,0.0
3184,2020-01-07,1239978,213367.4,141161,2.0,2.0,1090.0,182761.0,86,6,2013,3.0,3.0,0.0
3185,2020-01-07,1239762,163716.54,138002,3.0,2.0,1175.0,169465.0,86,81,2019,3.0,1.0,1.0
3191,2020-01-07,1243633,797657.3,627741,2.0,2.0,1130.0,823417.0,86,12,2015,3.0,3.0,1.0
3192,2020-01-07,1243632,437942.93,408650,2.0,2.0,1804.0,467689.0,86,58,2018,2.0,2.0,1.0
3197,2020-01-07,1243080,29195.92,442100,3.0,2.0,1870.0,491949.0,86,85,2019,1.0,1.0,0.0
3199,2020-01-06,1240478,77114.44,955700,3.0,2.0,2398.0,769400.0,211,127,2018,2.0,2.0,0.0
3200,2020-01-06,1241750,164500.0,214000,3.0,3.0,1460.0,273871.0,211,97,2018,5.0,7.0,0.0
3201,2020-01-06,1234501,415411.56,171000,1.0,1.0,1000.0,243687.0,211,83,2017,5.5,1.0,1.0
3206,2020-01-06,1237131,37851.74,79317,1.0,1.0,673.0,125514.0,211,146,2018,3.0,2.0,0.0
3210,2020-01-06,1243165,293162.12,196500,2.0,2.0,1100.0,283969.0,211,129,2018,5.0,1.0,1.0
3212,2020-01-06,1235988,86087.3,135557,2.0,2.0,1193.0,184487.0,211,87,2017,7.0,1.0,0.0
3215,2020-01-06,1235692,75018.68,143135,3.0,2.0,1440.0,232135.0,211,174,2019,4.0,2.0,0.0
3219,2020-01-06,1243757,92719.95,170000,2.0,2.0,1128.0,236588.0,211,211,2019,3.0,1.0,0.0
3225,2020-01-06,1236208,304532.76,220100,3.0,2.0,1229.0,279707.0,211,137,2018,5.0,1.0,1.0
3229,2020-01-06,1229944,234075.13,105782,2.0,1.0,968.0,173647.0,211,69,2017,5.0,2.0,0.0
3230,2020-01-06,1243120,284971.97,104408,2.0,2.0,750.0,149039.0,211,200,2019,5.0,1.0,1.0
3234,2020-01-06,1243430,57393.2,99745,2.0,2.0,1046.0,125552.0,211,134,2018,5.0,1.0,1.0
3236,2020-01-06,1229003,75231.97,96006,2.0,2.0,870.0,179104.0,211,160,2019,4.0,2.0,0.0
3237,2020-01-06,1234725,127827.28,65151,2.0,2.0,905.0,84839.0,211,90,2017,7.0,1.0,1.0
3238,2020-01-06,1231382,536046.64,351303,3.0,3.0,1226.0,400100.0,211,25,2014,3.0,1.0,1.0
3245,2020-01-06,1236070,615292.58,360270,2.0,2.0,1397.0,575921.0,211,33,2015,4.0,10.0,1.0
3250,2020-01-06,1243170,242759.55,85691,2.0,2.0,1376.0,251601.0,211,195,2019,2.0,1.0,0.0
3252,2020-01-06,1237630,154341.8,94244,1.0,1.0,870.0,274100.0,211,55,2016,7.0,3.0,0.0
3258,2020-01-06,1229774,321341.59,153950,3.0,2.0,1465.0,246094.0,211,173,2019,4.0,1.0,1.0
3260,2020-01-06,1243198,272070.74,161896,1.0,1.0,985.0,286511.0,211,209,2019,4.0,1.0,1.0
3278,2020-01-06,1235656,397248.46,259000,2.0,2.0,1980.0,315720.0,211,161,2019,5.0,2.0,1.0
3279,2020-01-06,1243584,130833.41,99750,3.0,2.0,1166.0,121266.0,211,120,2018,2.0,2.0,0.0
3288,2020-01-06,1229705,239786.7,61700,1.0,1.0,672.0,169261.0,211,84,2017,4.0,1.0,1.0
3290,2020-01-06,1241593,210625.63,91944,2.0,2.0,1040.0,171600.0,211,204,2019,4.0,1.0,1.0
3292,2020-01-06,1238353,284936.75,102637,1.0,1.0,741.0,139761.0,211,118,2018,3.0,1.0,1.0
3300,2020-01-06,1238877,564531.19,385000,4.0,3.0,2644.0,498475.0,211,191,2019,13.0,1.0,1.0
3303,2020-01-06,1241019,386451.45,272000,2.0,2.0,1030.0,416700.0,211,102,2018,7.0,4.0,0.0
3310,2020-01-06,1240182,121967.43,88400,2.0,2.0,840.0,349800.0,211,88,2017,8.0,4.0,0.0
3311,2020-01-06,1241332,65918.06,132407,2.0,2.0,856.0,164012.0,211,66,2017,12.0,3.0,1.0
3319,2020-01-06,1241794,241512.13,48431,1.0,1.0,804.0,152974.0,211,21,2014,12.0,1.0,1.0
3322,2020-01-06,1244663,114835.56,49594,1.0,1.0,775.0,62687.0,211,100,2018,4.0,2.0,0.0
3323,2020-01-06,1241025,255017.78,125024,1.0,1.0,685.0,180444.0,211,179,2019,5.0,2.0,1.0
3325,2020-01-06,1241913,269486.43,108699,3.0,2.0,1240.0,262763.0,211,98,2018,6.0,3.0,0.0
3329,2020-01-06,1236162,188981.8,165833,3.0,2.0,1192.0,236314.0,211,115,2018,8.0,1.0,1.0
3332,2020-01-06,1241904,20490.66,179388,2.0,2.0,1542.0,348527.0,211,139,2018,1.0,3.0,1.0
3339,2020-01-06,1236037,324441.84,72608,2.0,1.0,1036.0,95623.0,211,188,2019,5.0,1.0,1.0
3342,2020-01-06,1242548,324754.09,146000,1.0,1.0,720.0,183789.0,211,109,2018,7.0,1.0,1.0
3348,2020-01-06,1231683,226808.95,91152,2.0,2.0,892.0,148339.0,211,64,2017,4.0,2.0,1.0
3349,2020-01-06,1243075,180137.57,120000,3.0,2.0,1452.0,171600.0,211,169,2019,4.0,1.0,1.0
3356,2020-01-06,1241037,237490.44,57406,2.0,1.0,982.0,109193.0,211,40,2016,2.0,2.0,1.0
3361,2020-01-06,1240882,469165.83,688480,0.0,0.0,5296.0,204500.0,211,192,2019,11.0,2.0,1.0
3364,2020-01-06,1241103,199817.79,141100,1.0,1.0,918.0,172723.0,211,45,2016,8.0,4.0,0.0
3369,2020-01-06,1241739,86202.92,40130,1.0,1.0,720.0,60660.0,211,170,2019,7.0,1.0,1.0
3371,2020-01-06,1225563,378829.4,128056,4.0,2.0,1782.0,293740.0,211,104,2018,3.0,1.0,1.0
3373,2020-01-06,1243014,653181.52,283248,3.0,2.0,1220.0,433740.0,211,48,2016,7.0,2.0,1.0
3376,2020-01-06,1234496,414860.49,164000,1.0,1.0,1005.0,195946.0,211,111,2018,5.0,1.0,1.0
3379,2020-01-06,1235506,378442.71,267009,2.0,2.0,1515.0,494783.0,211,177,2019,4.0,3.0,0.0
3390,2020-01-06,1238177,295668.78,246980,3.0,2.0,1474.0,283618.0,211,96,2018,5.0,1.0,1.0
3392,2020-01-06,1240275,190405.66,60068,0.0,0.0,904.0,167600.0,211,181,2019,2.0,1.0,1.0
3400,2019-12-18,1241031,14117.95,113413,2.0,2.0,1282.0,322366.0,33,3,2017,1.0,6.0,0.0
3403,2019-12-18,1240948,444654.11,290000,1.0,1.0,806.0,273088.0,33,20,2018,8.0,2.0,1.0
3405,2019-12-18,1241455,979017.8,812394,3.0,2.0,2106.0,361300.0,33,33,2019,4.0,2.0,0.0
3406,2019-12-18,1241314,16329.14,160000,2.0,2.0,950.0,213794.0,33,18,2018,5.0,1.0,1.0
3410,2019-12-18,1238492,139499.32,140000,3.0,2.0,1040.0,173767.0,33,19,2018,7.0,4.0,1.0
3411,2019-12-18,1241313,224686.15,134592,2.0,1.0,800.0,159426.0,33,28,2019,6.0,1.0,1.0
3413,2019-12-18,1241260,10737.65,902500,0.0,0.0,1640.0,1022610.0,33,30,2019,1.0,1.0,1.0
3415,2019-12-18,1241264,195252.52,82321,1.0,1.0,620.0,147219.0,33,22,2019,3.0,1.0,1.0
3416,2019-12-18,1230323,162586.67,43798,2.0,2.0,1140.0,132012.0,33,6,2017,5.0,4.0,0.0
3418,2019-12-18,1239701,250096.38,117718,2.0,2.0,1262.0,360300.0,33,15,2018,6.0,1.0,1.0
3421,2019-12-18,1241454,185346.86,139050,3.0,2.0,1165.0,291500.0,33,24,2019,9.0,2.0,0.0
3428,2019-12-17,1239987,54014.27,85098,2.0,2.0,1014.0,200986.0,28,17,2018,1.0,5.0,0.0
3429,2019-12-17,1239972,135003.92,116550,1.0,1.0,1125.0,204300.0,28,21,2019,7.0,2.0,1.0
3430,2019-12-17,1222588,17872.89,257000,2.0,2.0,1552.0,285600.0,28,13,2017,1.0,3.0,0.0
3432,2019-12-17,1233392,1030913.99,435171,3.0,2.0,1560.0,686756.0,28,3,2012,9.0,3.0,0.0
3436,2019-12-17,1241381,137606.32,154900,0.0,1.0,600.0,180306.0,28,27,2019,6.0,1.0,1.0
3443,2019-12-17,1241263,339492.16,56728,3.0,3.0,1500.0,265316.0,28,25,2019,5.0,2.0,0.0
3447,2019-12-16,1239758,122754.84,101115,0.0,0.0,321.0,540300.0,61,56,2019,4.0,1.0,1.0
3456,2019-12-16,1228402,237287.45,111150,1.0,1.0,1010.0,152610.0,61,40,2018,6.0,1.0,1.0
3463,2019-12-16,1232531,269206.66,150410,1.0,1.0,620.0,188327.0,61,15,2016,3.0,1.0,1.0
3467,2019-12-16,1237789,161554.98,149000,2.0,2.0,1099.0,187835.0,61,32,2018,6.0,1.0,1.0
3472,2019-12-16,1239597,184080.45,333400,1.0,1.0,881.0,441192.0,61,46,2018,5.0,4.0,0.0
3473,2019-12-16,1232365,236168.53,124740,2.0,1.0,990.0,161405.0,61,14,2016,4.0,2.0,0.0
3476,2019-12-16,1239827,193241.95,73961,2.0,2.0,979.0,207197.0,61,47,2018,7.0,1.0,0.0
3484,2019-12-16,1228393,149214.4,103037,3.0,2.0,1147.0,218966.0,61,39,2018,5.0,1.0,0.0
3488,2019-12-16,1240636,15811.87,190400,3.0,2.0,1688.0,259929.0,61,60,2019,1.0,2.0,0.0
3489,2019-12-16,1233052,172903.29,121000,2.0,2.0,1290.0,251100.0,61,8,2014,13.0,4.0,0.0
3490,2019-12-16,1234244,851341.56,533835,3.0,2.0,1416.0,642216.0,61,12,2016,4.0,3.0,1.0
3496,2019-12-16,1238375,144323.96,61380,1.0,2.0,861.0,167400.0,61,30,2018,8.0,1.0,1.0
3502,2019-12-11,1237962,129912.46,137228,0.0,0.0,904.0,171546.0,57,30,2018,9.0,4.0,0.0
3503,2019-12-11,1240653,129616.49,458871,3.0,4.0,1713.0,551350.0,57,51,2019,2.0,1.0,1.0
3504,2019-12-11,1239764,61248.33,1012560,4.0,4.0,5498.0,844566.0,57,42,2018,2.0,1.0,0.0
3505,2019-12-11,1240875,215690.46,139100,2.0,2.0,1086.0,180917.0,57,25,2018,4.0,1.0,1.0
3510,2019-12-11,1238236,536334.18,475000,2.0,2.0,1410.0,623324.0,57,43,2018,2.0,3.0,0.0
3530,2019-12-11,1240880,331271.63,158484,3.0,2.0,1652.0,197601.0,57,49,2019,7.0,1.0,1.0
3532,2019-12-11,1239569,130645.01,84797,2.0,2.0,898.0,139719.0,57,15,2017,3.0,4.0,0.0
3536,2019-12-11,1240415,293024.92,97272,1.0,1.0,432.0,142603.0,57,11,2016,14.0,2.0,1.0
3537,2019-12-11,1240652,262528.34,107730,1.0,1.0,765.0,142734.0,57,50,2019,3.0,1.0,1.0
3538,2019-12-11,1238350,437942.93,408650,2.0,2.0,1804.0,467689.0,57,38,2018,2.0,2.0,0.0
3539,2019-12-11,1238297,28870.26,122565,2.0,1.0,828.0,159617.0,57,14,2017,6.0,3.0,0.0
3554,2019-12-11,1240361,8570.61,271648,1.0,1.0,734.0,278686.0,57,48,2019,1.0,2.0,1.0
3557,2019-12-10,1226443,113836.85,86346,3.0,3.0,1471.0,292923.0,4,1,2017,9.0,1.0,0.0
3559,2019-12-09,1239975,197953.29,86607,3.0,3.0,1423.0,163598.0,88,2,2014,2.0,3.0,0.0
3560,2019-12-09,1226330,38688.67,69156,1.0,1.0,825.0,88828.0,88,68,2018,1.0,1.0,1.0
3570,2019-12-09,1236222,541268.01,516500,2.0,2.0,1450.0,740484.0,88,84,2019,4.0,1.0,0.0
3572,2019-12-09,1236186,202627.98,121100,2.0,1.0,816.0,369600.0,88,47,2018,4.0,1.0,1.0
3575,2019-12-09,1232305,74417.22,103768,3.0,1.0,970.0,540300.0,88,65,2018,2.0,1.0,0.0
3581,2019-12-09,1239760,313697.38,187672,1.0,1.0,597.0,316026.0,88,80,2019,4.0,1.0,1.0
3583,2019-12-09,1223204,603365.95,292300,2.0,2.0,1486.0,334428.0,88,8,2015,5.0,2.0,1.0
3584,2019-12-09,1240199,29211.22,59600,2.0,2.0,920.0,88455.0,88,83,2019,3.0,1.0,0.0
3587,2019-12-09,1239895,94347.71,80600,0.0,0.0,584.0,140359.0,88,3,2014,4.0,2.0,1.0
3589,2019-12-09,1239973,43594.8,103360,2.0,1.0,844.0,151519.0,88,11,2016,2.0,5.0,0.0
3592,2019-12-09,1227387,262394.02,156450,2.0,2.0,845.0,200959.0,88,27,2017,8.0,1.0,1.0
3597,2019-12-09,1236899,258004.89,205394,2.0,2.0,1235.0,265358.0,88,30,2017,4.0,1.0,1.0
3598,2019-12-09,1231871,25470.58,61983,2.0,2.0,1012.0,79523.0,88,48,2018,2.0,2.0,0.0
3599,2019-12-09,1227476,484253.06,314200,2.0,2.0,1520.0,514722.0,88,9,2015,11.0,1.0,1.0
3600,2019-12-09,1238204,36071.48,170700,2.0,2.0,1142.0,239959.0,88,77,2019,2.0,1.0,1.0
3602,2019-12-09,1238296,57203.95,50117,2.0,1.0,1112.0,147385.0,88,39,2018,2.0,3.0,1.0
3608,2019-12-09,1240191,162195.17,116390,2.0,2.0,750.0,162077.0,88,69,2018,4.0,1.0,1.0
3613,2019-12-09,1240149,62794.67,83500,1.0,1.0,750.0,111009.0,88,33,2017,7.0,1.0,1.0
3617,2019-12-09,1240186,16906.39,144395,1.0,1.0,860.0,209892.0,88,88,2019,1.0,1.0,1.0
3620,2019-12-09,1238205,366953.62,234000,1.0,2.0,912.0,278300.0,88,67,2018,6.0,1.0,1.0
3621,2019-12-09,1238358,169896.26,137739,2.0,2.0,1140.0,175720.0,88,13,2016,4.0,3.0,1.0
3622,2019-12-09,1239754,207848.22,135044,2.0,1.0,830.0,158448.0,88,81,2019,4.0,1.0,1.0
3630,2019-12-09,1235073,127226.83,111240,1.0,1.0,922.0,149855.0,88,72,2018,3.0,1.0,1.0
3631,2019-12-09,1238876,550056.23,372930,1.0,1.0,780.0,747000.0,88,22,2017,5.0,1.0,0.0
3634,2019-12-09,1238532,143765.36,124800,2.0,1.0,900.0,165735.0,88,25,2017,5.0,1.0,0.0
3638,2019-12-09,1240198,258157.16,130950,2.0,1.0,968.0,204300.0,88,75,2019,6.0,1.0,1.0
3639,2019-12-04,1238004,422258.78,205373,3.0,2.0,1470.0,277679.0,28,2,2014,4.0,8.0,0.0
3643,2019-12-04,1239575,580371.85,225000,2.0,2.0,1316.0,283345.0,28,7,2016,5.0,3.0,1.0
3644,2019-12-04,1235087,128672.7,109290,2.0,2.0,960.0,141568.0,28,26,2019,3.0,1.0,1.0
3645,2019-12-04,1234722,200583.45,152000,2.0,2.0,1030.0,188502.0,28,13,2018,8.0,1.0,1.0
3648,2019-12-04,1235090,176027.52,173019,3.0,2.0,1528.0,225424.0,28,25,2019,8.0,1.0,0.0
3655,2019-12-04,1239578,165144.08,103425,1.0,1.0,611.0,146911.0,28,8,2017,14.0,2.0,1.0
3661,2019-12-04,1231697,137839.41,136000,2.0,2.0,1330.0,178486.0,28,22,2018,10.0,1.0,0.0
3664,2019-12-04,1239761,164685.23,124036,1.0,1.0,575.0,197060.0,28,5,2016,7.0,1.0,1.0
3666,2019-12-04,1234080,374845.3,402040,2.0,2.0,1400.0,449324.0,28,11,2018,6.0,2.0,0.0
3667,2019-12-03,1225558,129037.66,107900,1.0,1.0,669.0,137226.0,25,9,2018,6.0,1.0,1.0
3669,2019-12-03,1239679,34715.54,89000,2.0,2.0,1594.0,435363.0,25,18,2019,7.0,2.0,0.0
3679,2019-12-03,1235991,160764.21,126500,2.0,2.0,827.0,291500.0,25,12,2018,8.0,1.0,1.0
3680,2019-12-03,1239730,292959.68,157000,1.0,1.0,652.0,193901.0,25,19,2019,3.0,1.0,1.0
3683,2019-12-03,1239693,172197.54,95880,1.0,1.0,562.0,117098.0,25,17,2019,8.0,1.0,1.0
3684,2019-12-03,1239694,21809.76,79599,2.0,2.0,1428.0,150647.0,25,23,2019,1.0,1.0,1.0
3694,2019-12-02,1236833,22327.68,26273,1.0,1.0,620.0,76174.0,75,63,2019,4.0,2.0,0.0
3700,2019-12-02,1239688,594726.37,326000,3.0,2.0,1930.0,289405.0,75,38,2018,7.0,1.0,1.0
3707,2019-12-02,1240480,198006.71,193000,1.0,1.0,797.0,244034.0,75,34,2018,8.0,1.0,1.0
3714,2019-12-02,1237622,282351.16,216000,1.0,1.0,969.0,266208.0,75,70,2019,13.0,1.0,1.0
3715,2019-12-02,1235628,82303.19,57240,4.0,3.0,1660.0,179440.0,75,23,2017,1.0,1.0,0.0
3719,2019-12-02,1235614,19753.76,186850,1.0,1.0,600.0,233103.0,75,36,2018,1.0,1.0,0.0
3722,2019-12-02,1237922,137850.25,119500,1.0,1.0,756.0,147513.0,75,47,2018,5.0,1.0,1.0
3723,2019-12-02,1237908,292623.02,132000,2.0,1.0,722.0,156651.0,75,55,2019,4.0,1.0,1.0
