,Date,Auction ID,Final Judgment,Assessed Value,Beds,Bath,Living Area,ZEstimate,Day Count,Place in Line,Court Year,Defendant Count,Previous Auctions,Status Binary
22458,2017-06-16,1086841,232009.2,111870,1.0,1.0,1010.0,140307.0,34,33,2017,5.0,1.0,1.0
22460,2017-06-16,1088436,314555.42,148719,2.0,2.0,1340.0,187613.0,34,3,2013,10.0,1.0,1.0
22472,2017-06-16,1077231,174907.99,134214,2.0,2.0,848.0,268400.0,34,18,2016,3.0,2.0,0.0
22474,2017-06-16,1086874,71576.88,72820,1.0,1.0,954.0,75294.0,34,12,2015,5.0,2.0,1.0
22476,2017-06-16,1087480,185382.75,146500,2.0,2.0,950.0,158860.0,34,34,2017,5.0,2.0,0.0
22479,2017-06-16,1071259,228292.58,189210,3.0,1.0,1351.0,161803.0,34,20,2016,8.0,2.0,0.0
22481,2017-06-16,1077211,141357.1,112520,2.0,1.0,930.0,148618.0,34,13,2015,17.0,1.0,1.0
22482,2017-06-16,1071257,305497.44,162000,3.0,2.0,1152.0,288700.0,34,4,2013,7.0,1.0,1.0
22499,2017-06-15,1088384,111326.28,38520,1.0,1.0,830.0,95191.0,49,22,2016,5.0,1.0,1.0
22508,2017-06-15,1086673,108504.38,115264,2.0,2.0,800.0,152645.0,49,1,2008,3.0,1.0,0.0
22509,2017-06-14,1076757,45283.44,72802,2.0,2.0,1250.0,193391.0,67,47,2016,2.0,2.0,0.0
22512,2017-06-14,1085696,1499948.85,865100,2.0,2.0,1728.0,1101694.0,67,3,2008,6.0,1.0,1.0
22513,2017-06-14,1085927,234348.67,159600,1.0,1.0,743.0,202046.0,67,55,2016,6.0,1.0,1.0
22516,2017-06-14,1085854,247168.18,51100,1.0,1.0,375.0,76826.0,67,64,2016,2.0,2.0,0.0
22524,2017-06-14,1085567,664894.62,283800,2.0,2.0,1068.0,399047.0,67,32,2015,5.0,2.0,0.0
22526,2017-06-14,1085984,269423.95,120600,2.0,2.0,770.0,140034.0,67,53,2016,4.0,1.0,1.0
22531,2017-06-14,1085923,127997.13,81106,1.0,1.0,1025.0,95833.0,67,30,2015,3.0,2.0,0.0
22534,2017-06-14,1086975,191119.98,137949,3.0,2.0,1396.0,273914.0,67,26,2015,6.0,3.0,0.0
22535,2017-06-14,1085613,551940.45,336094,3.0,2.0,1650.0,267551.0,67,20,2013,7.0,2.0,1.0
22536,2017-06-14,1088197,190589.73,115500,1.0,1.0,1149.0,186100.0,67,67,2017,4.0,1.0,1.0
22537,2017-06-14,1085995,533066.8,388728,3.0,2.0,1586.0,448653.0,67,4,2008,7.0,3.0,1.0
22543,2017-06-14,1086725,207908.55,195507,1.0,1.0,740.0,218095.0,67,63,2016,6.0,4.0,0.0
22546,2017-06-14,1086834,8376.27,142000,3.0,2.0,1264.0,180080.0,67,43,2016,1.0,2.0,0.0
22548,2017-06-14,1071156,275627.27,217000,3.0,3.0,1440.0,240315.0,67,38,2015,4.0,4.0,0.0
22559,2017-06-14,1075978,213015.0,184000,3.0,2.0,1090.0,195474.0,67,23,2014,5.0,3.0,0.0
22562,2017-06-14,1085911,340338.06,109200,2.0,1.0,835.0,141272.0,67,29,2015,7.0,8.0,0.0
22566,2017-06-14,1086726,891752.14,179084,1.0,1.0,754.0,280591.0,67,21,2013,9.0,2.0,0.0
22568,2017-06-14,1086747,299775.64,117000,2.0,1.0,883.0,141114.0,67,56,2016,3.0,3.0,0.0
22570,2017-06-14,1088361,212635.86,139195,2.0,2.0,985.0,162491.0,67,13,2012,2.0,2.0,1.0
22575,2017-06-13,1070178,361273.76,110000,2.0,2.0,989.0,125010.0,28,7,2014,2.0,2.0,0.0
22580,2017-06-13,1071149,251481.77,97121,3.0,2.0,1192.0,208929.0,28,25,2016,4.0,2.0,0.0
22581,2017-06-13,1082570,40359.1,140000,2.0,2.0,870.0,162820.0,28,21,2016,3.0,1.0,1.0
22584,2017-06-13,1070414,239484.33,148500,2.0,1.0,1000.0,145354.0,28,14,2015,5.0,1.0,0.0
22587,2017-06-13,1086937,620596.37,276982,2.0,2.0,1350.0,620512.0,28,17,2015,11.0,5.0,0.0
22591,2017-06-13,1082302,42225.83,127926,2.0,2.0,1113.0,125534.0,28,23,2016,7.0,1.0,1.0
22597,2017-06-13,1088221,186762.51,52476,1.0,1.0,319.0,160175.0,28,6,2013,5.0,1.0,1.0
22600,2017-06-12,1083179,73122.9,72160,1.0,1.0,954.0,78301.0,97,71,2016,5.0,1.0,1.0
22604,2017-06-12,1082334,290586.34,120098,3.0,2.0,1458.0,148100.0,97,88,2016,4.0,1.0,1.0
22607,2017-06-12,1082714,32024.33,412972,2.0,2.0,1188.0,624680.0,97,60,2015,1.0,4.0,1.0
22609,2017-06-12,1081254,36528.51,82061,2.0,2.0,1256.0,217796.0,97,11,2009,15.0,3.0,0.0
22612,2017-06-12,1075339,109796.75,90346,0.0,1.0,408.0,210702.0,97,62,2015,3.0,3.0,0.0
22613,2017-06-12,1083289,284714.92,99829,1.0,1.0,605.0,107049.0,97,84,2016,2.0,1.0,1.0
22621,2017-06-12,1067993,543728.0,399600,3.0,2.0,1870.0,615217.0,97,5,2009,8.0,4.0,0.0
22622,2017-06-12,1082990,235008.13,191250,1.0,1.0,637.0,286669.0,97,13,2010,4.0,1.0,1.0
22629,2017-06-12,1084446,36842.25,177000,2.0,2.0,840.0,174484.0,97,93,2016,2.0,1.0,0.0
22632,2017-06-12,1083244,888622.22,328686,1.0,1.0,983.0,416753.0,97,2,2008,4.0,1.0,1.0
22633,2017-06-12,1081351,132434.45,104500,1.0,1.0,726.0,124151.0,97,65,2016,3.0,5.0,0.0
22636,2017-06-12,1082790,224455.54,123800,1.0,1.0,800.0,176573.0,97,41,2014,3.0,5.0,0.0
22638,2017-06-12,1087689,64666.9,102758,2.0,1.0,730.0,139005.0,97,64,2016,5.0,1.0,1.0
22640,2017-06-12,1084377,244429.07,126500,1.0,1.0,741.0,183817.0,97,28,2013,9.0,3.0,0.0
22653,2017-06-12,1083280,229951.5,78650,2.0,2.0,768.0,198000.0,97,77,2016,4.0,1.0,1.0
22663,2017-06-12,1081808,159556.61,79358,2.0,1.0,852.0,105925.0,97,48,2015,4.0,3.0,0.0
22676,2017-06-12,1082130,140504.51,99000,2.0,2.0,1100.0,181285.0,97,92,2016,7.0,1.0,1.0
22678,2017-06-12,1082994,312342.54,211171,3.0,2.0,1712.0,304989.0,97,12,2009,6.0,6.0,0.0
22679,2017-06-12,1087711,228627.51,125000,3.0,3.0,1234.0,209600.0,97,96,2017,3.0,1.0,1.0
22680,2017-06-12,1087691,148567.72,97998,1.0,1.0,695.0,129603.0,97,79,2016,4.0,1.0,1.0
22682,2017-06-12,1087688,51112.83,136202,1.0,1.0,809.0,148809.0,97,82,2016,6.0,1.0,1.0
22684,2017-06-12,1063984,185768.44,105057,1.0,1.0,709.0,778300.0,97,56,2015,5.0,5.0,0.0
22691,2017-06-09,1085394,4407792.34,2366400,3.0,4.0,3480.0,3618136.0,53,17,2013,20.0,2.0,1.0
22692,2017-06-09,1085082,102539.79,122000,2.0,2.0,910.0,148766.0,53,49,2016,6.0,2.0,1.0
22695,2017-06-09,1087695,231901.85,268692,2.0,2.0,1382.0,419998.0,53,33,2016,13.0,1.0,1.0
22699,2017-06-09,1085937,175467.13,154350,2.0,2.0,859.0,176838.0,53,52,2016,5.0,1.0,0.0
22701,2017-06-09,1085366,290091.66,198000,3.0,2.0,1356.0,294500.0,53,51,2016,2.0,1.0,1.0
22704,2017-06-09,1085369,509460.56,235290,4.0,3.0,1475.0,280267.0,53,44,2016,2.0,4.0,0.0
22706,2017-06-09,1084718,193368.79,156640,1.0,1.0,730.0,224459.0,53,12,2012,6.0,5.0,1.0
22720,2017-06-09,1087474,239533.62,159750,3.0,2.0,1220.0,184800.0,53,53,2017,2.0,1.0,1.0
22728,2017-06-09,1085377,297081.59,97824,1.0,1.0,598.0,106809.0,53,40,2016,6.0,1.0,1.0
22729,2017-06-09,1084878,213061.88,136800,2.0,2.0,1275.0,181846.0,53,10,2011,4.0,4.0,0.0
22731,2017-06-09,1085398,706361.91,381803,3.0,2.0,1615.0,545090.0,53,19,2014,3.0,1.0,1.0
22733,2017-06-09,1085365,253491.08,99760,3.0,2.0,1076.0,110441.0,53,45,2016,13.0,1.0,1.0
22739,2017-06-08,1084476,443585.41,311695,2.0,2.0,1169.0,436341.0,96,31,2015,6.0,1.0,1.0
22741,2017-06-08,1083482,483196.16,261337,2.0,2.0,1273.0,408834.0,96,6,2009,8.0,3.0,1.0
22746,2017-06-08,1084334,178300.3,186083,3.0,2.0,1280.0,193184.0,96,47,2016,6.0,4.0,0.0
22747,2017-06-08,1085297,405634.34,209000,3.0,2.0,1340.0,243717.0,96,37,2016,1.5,4.0,0.0
22752,2017-06-08,1069089,344088.26,196000,1.0,2.0,912.0,248711.0,96,15,2013,3.0,6.0,0.0
22757,2017-06-08,1084456,680352.84,284548,2.0,3.0,1440.0,627402.0,96,13,2012,3.0,1.0,1.0
22758,2017-06-08,1084466,214205.25,115000,2.0,2.0,950.0,138843.0,96,8,2010,17.0,1.0,1.0
22759,2017-06-08,1083962,267997.55,142800,2.0,2.0,1415.0,167164.0,96,55,2016,3.5,1.0,1.0
22766,2017-06-08,1085948,327977.53,271216,1.0,1.0,808.0,551020.0,96,30,2015,37.0,3.0,0.0
22769,2017-06-08,1076989,125003.81,289444,2.0,2.0,1309.0,404261.0,96,19,2013,3.0,2.0,1.0
22770,2017-06-08,1083947,12030.03,355041,1.0,1.0,746.0,388774.0,96,21,2013,1.0,5.0,1.0
22776,2017-06-08,1084477,233561.65,100057,2.0,2.0,1182.0,248900.0,96,36,2016,4.0,2.0,1.0
22777,2017-06-08,1083963,19834.76,94729,2.0,2.0,1000.0,139903.0,96,38,2016,4.0,1.0,1.0
22779,2017-06-08,1083327,125782.02,314503,0.0,1.0,760.0,322890.0,96,9,2011,2.0,2.0,1.0
22785,2017-06-07,1086826,156349.0,47207,1.0,1.0,780.0,156326.0,31,31,2016,10.0,1.0,1.0
22786,2017-06-07,1084877,60481.95,176900,0.0,1.0,552.0,216059.0,31,24,2016,2.0,2.0,1.0
22787,2017-06-07,1086855,14781.01,104685,2.0,2.0,1012.0,126780.0,31,28,2016,3.0,1.0,1.0
22796,2017-06-07,1085658,573803.15,217350,0.0,1.0,945.0,314769.0,31,26,2016,3.0,3.0,0.0
22800,2017-06-07,1088185,206125.03,119900,2.0,2.0,1060.0,135224.0,31,19,2016,5.0,2.0,1.0
22806,2017-06-07,1086835,49365.58,91900,4.0,2.0,1410.0,180670.0,31,20,2016,6.0,1.0,1.0
22807,2017-06-07,1086844,1329274.72,737000,2.0,3.0,2106.0,376900.0,31,30,2016,3.0,1.0,1.0
22813,2017-06-06,1080644,265224.77,174000,2.0,2.0,1031.0,227247.0,38,26,2015,4.0,2.0,1.0
22815,2017-06-06,1074418,267135.94,201600,0.0,1.0,407.0,300554.0,38,17,2014,7.0,7.0,0.0
22817,2017-06-06,1081529,200031.85,119200,1.0,1.0,741.0,146677.0,38,2,2009,2.0,1.0,1.0
22821,2017-06-06,1080628,376873.24,316800,2.0,2.0,1030.0,447342.0,38,33,2016,4.0,3.0,1.0
22822,2017-06-06,1068910,399896.34,167564,3.0,2.0,1242.0,208543.0,38,29,2016,3.0,1.0,1.0
22828,2017-06-06,1080652,119021.1,138064,3.0,2.0,1432.0,166584.0,38,24,2015,4.0,3.0,0.0
22831,2017-06-06,1081514,179898.27,110706,1.0,1.0,620.0,132309.0,38,4,2012,7.0,1.0,1.0
22832,2017-06-06,1085321,52678.81,90750,2.0,1.0,760.0,92298.0,38,23,2015,3.0,3.0,0.0
22833,2017-06-06,1080648,975228.15,539196,3.0,3.0,1488.0,815995.0,38,27,2015,6.0,9.0,0.0
22839,2017-06-06,1081513,175908.65,92100,1.0,1.0,900.0,99166.0,38,9,2013,4.0,1.0,1.0
22844,2017-06-06,1085337,247730.1,97057,2.0,2.0,1106.0,158860.0,38,18,2015,4.0,5.0,0.0
22854,2017-06-05,1085132,173548.22,93200,1.0,1.0,625.0,100713.0,74,55,2016,4.0,2.0,1.0
22863,2017-06-05,1083875,87539.18,30464,1.0,1.0,954.0,76958.0,74,62,2016,4.0,6.0,0.0
22864,2017-06-05,1085855,179017.59,170000,1.0,1.0,700.0,261293.0,74,46,2015,4.0,1.0,1.0
22872,2017-06-05,1053619,508546.16,297128,2.0,2.0,1362.0,453944.0,74,60,2016,7.0,6.0,0.0
22873,2017-06-05,1080613,175437.89,125900,2.0,1.0,910.0,152401.0,74,6,2011,6.0,1.0,1.0
22876,2017-06-05,1067790,188666.13,74493,3.0,1.0,1304.0,180043.0,74,50,2015,5.0,3.0,0.0
22883,2017-06-05,1085130,453863.09,245050,2.0,2.0,1251.0,340472.0,74,10,2012,3.0,7.0,1.0
22885,2017-06-05,1081592,14872.63,268000,3.0,2.0,1712.0,328098.0,74,67,2016,1.0,2.0,1.0
22887,2017-06-05,1085084,251928.54,98177,2.0,1.0,624.0,124484.0,74,2,2009,3.0,7.0,0.0
22911,2017-06-05,1080600,130608.25,111500,2.0,1.0,770.0,120166.0,74,71,2016,6.0,1.0,1.0
22921,2017-06-02,1074277,208174.88,119847,3.0,2.0,1380.0,243443.0,27,19,2016,7.0,2.0,0.0
22925,2017-06-02,1083275,198207.66,121219,3.0,2.0,1182.0,132757.0,27,24,2016,7.0,1.0,1.0
22928,2017-06-02,1068474,258710.93,117054,1.0,1.0,712.0,133869.0,27,1,2009,5.0,3.0,0.0
22934,2017-06-02,1085333,248666.08,176700,1.0,1.0,990.0,254071.0,27,6,2013,5.0,10.0,0.0
22940,2017-06-01,1068465,215961.98,94050,2.0,2.0,1213.0,121951.0,14,1,2009,20.0,1.0,1.0
22945,2017-06-01,1068736,11503.75,85624,2.0,1.0,900.0,115547.0,14,14,2016,2.0,1.0,1.0
22947,2017-06-01,1068360,180308.26,122157,2.0,2.0,1340.0,204863.0,14,13,2016,9.0,4.0,0.0
22954,2017-05-31,1084690,156701.18,111697,1.0,1.0,760.0,123523.0,48,21,2015,4.0,1.0,1.0
22956,2017-05-31,1084856,63350.51,2145600,2.0,2.0,1316.0,3356181.0,48,47,2016,2.0,2.0,0.0
22957,2017-05-31,1067464,243226.5,97364,2.0,1.0,643.0,106107.0,48,15,2014,4.0,1.0,1.0
22961,2017-05-31,1085368,321903.65,174900,2.0,2.0,1241.0,187293.0,48,40,2016,5.0,1.0,1.0
22964,2017-05-31,1079761,69803.55,88298,2.0,1.0,860.0,84497.0,48,3,2009,16.0,3.0,0.0
22973,2017-05-31,1085167,80224.6,144800,2.0,1.0,743.0,136740.0,48,48,2016,7.0,8.0,0.0
22976,2017-05-31,1080120,131084.93,69500,2.0,1.0,910.0,86403.0,48,10,2013,5.0,5.0,1.0
22977,2017-05-31,1080017,198827.54,86900,2.0,2.0,1036.0,84358.0,48,44,2016,5.0,1.0,1.0
22981,2017-05-31,1081805,257687.11,141000,2.0,1.0,767.0,378000.0,48,18,2014,3.0,2.0,1.0
22982,2017-05-31,1085296,270684.14,124000,2.0,2.0,1060.0,134813.0,48,45,2016,4.0,1.0,1.0
22985,2017-05-31,1082970,683748.56,463000,2.0,2.0,1786.0,723453.0,48,2,2008,3.0,1.0,1.0
22986,2017-05-31,1073883,164528.98,93800,1.0,1.0,725.0,218800.0,48,35,2016,3.0,4.0,0.0
22989,2017-05-31,1079552,299928.42,171333,1.0,1.0,630.0,284525.0,48,34,2016,4.0,1.0,1.0
22992,2017-05-31,1079513,178837.73,189000,2.0,2.0,984.0,241000.0,48,43,2016,3.0,3.0,0.0
22996,2017-05-31,1085154,199510.0,233900,2.0,2.0,1190.0,372791.0,48,36,2016,2.0,1.0,1.0
23012,2017-05-30,1078789,191999.89,127926,2.0,2.0,1113.0,238900.0,91,91,2016,4.0,1.0,1.0
23015,2017-05-30,1078745,172604.01,133000,2.0,3.0,1113.0,156308.0,91,21,2013,8.0,3.0,0.0
23019,2017-05-30,1079388,346880.03,71234,2.0,2.0,1488.0,288191.0,91,25,2013,4.0,2.0,0.0
23030,2017-05-30,1079130,317536.95,124696,2.0,2.0,954.0,220600.0,91,79,2016,4.0,1.0,1.0
23035,2017-05-30,1084659,86610.6,123700,2.0,2.0,1045.0,168383.0,91,38,2014,3.0,3.0,0.0
23048,2017-05-30,1085350,234330.49,173019,0.0,0.0,1528.0,197242.0,91,84,2016,3.0,5.0,0.0
23052,2017-05-30,1066983,37820.03,198713,3.0,2.0,1150.0,201380.0,91,77,2016,6.0,4.0,0.0
23054,2017-05-30,1084314,157978.55,50995,3.0,2.0,1255.0,153718.0,91,88,2016,4.0,2.0,0.0
23064,2017-05-30,1080857,134909.09,89649,1.0,1.0,910.0,112864.0,91,26,2014,28.0,1.0,1.0
23065,2017-05-30,1082011,206125.03,119900,2.0,2.0,1060.0,132868.0,91,69,2016,5.0,2.0,0.0
23066,2017-05-30,1065652,180218.88,164200,2.0,2.0,1170.0,202790.0,91,41,2014,11.0,1.0,1.0
23075,2017-05-30,1074013,337059.42,149000,2.0,2.0,1060.0,180526.0,91,27,2014,9.0,1.0,1.0
23077,2017-05-30,1084660,436271.84,338900,2.0,2.0,1142.0,354737.0,91,60,2015,4.0,3.0,0.0
23078,2017-05-30,1078650,203398.08,57712,2.0,2.0,830.0,124478.0,91,10,2010,4.0,2.0,0.0
23087,2017-05-26,1083293,214238.96,100100,2.0,2.0,1134.0,103657.0,51,34,2016,1.0,1.0,1.0
23088,2017-05-26,1082585,92185.83,124200,2.0,2.0,932.0,123437.0,51,42,2016,6.0,1.0,1.0
23092,2017-05-26,1081744,228381.47,155000,1.0,1.0,1005.0,254585.0,51,3,2010,5.0,4.0,0.0
23094,2017-05-26,1082326,26731.75,87988,4.0,3.0,1692.0,189870.0,51,51,2017,3.0,1.0,0.0
23096,2017-05-26,1083459,178137.51,120946,2.0,2.0,1330.0,171942.0,51,33,2016,2.0,3.0,0.0
23108,2017-05-26,1082066,403840.03,198429,2.0,2.0,914.0,235120.0,51,17,2014,5.0,1.0,1.0
23110,2017-05-26,1084363,130723.51,69876,1.0,2.0,861.0,84351.0,51,28,2016,6.0,1.0,1.0
23114,2017-05-26,1082340,265004.34,323351,2.0,2.0,1058.0,442472.0,51,39,2016,28.0,1.0,1.0
23120,2017-05-26,1082118,379264.02,196000,3.0,2.0,1120.0,229035.0,51,6,2010,4.0,2.0,0.0
23122,2017-05-26,1084684,339491.17,123000,2.0,2.0,977.0,145785.0,51,26,2016,10.0,1.0,1.0
23126,2017-05-26,1082572,144763.55,130000,0.0,1.0,480.0,191498.0,51,13,2014,5.0,1.0,1.0
23131,2017-05-25,1066643,57453.39,63146,1.0,1.0,708.0,105619.0,68,20,2016,2.0,1.0,0.0
23134,2017-05-25,1068346,58979.62,111200,2.0,1.0,765.0,120689.0,68,15,2015,12.0,1.0,0.0
23136,2017-05-25,1084455,453186.59,183900,1.0,1.0,990.0,249183.0,68,25,2016,3.0,2.0,1.0
23137,2017-05-25,1081358,341903.16,207000,1.0,1.0,896.0,378000.0,68,21,2016,15.0,3.0,0.0
23138,2017-05-25,1083661,115014.45,45100,1.0,1.0,660.0,151700.0,68,3,2013,3.0,1.0,1.0
23143,2017-05-25,1065953,268659.65,281000,1.0,1.0,1005.0,329544.0,68,13,2015,5.0,3.0,0.0
23146,2017-05-25,1065937,272025.56,133900,3.0,2.0,1018.0,169306.0,68,16,2016,5.0,3.0,1.0
23147,2017-05-25,1074722,216314.01,145008,2.0,1.0,826.0,169409.0,68,5,2014,7.0,10.0,0.0
23149,2017-05-25,1082293,15253.78,160717,1.0,1.0,671.0,227561.0,68,23,2016,2.0,3.0,0.0
23154,2017-05-25,1082292,143138.21,48476,1.0,1.0,813.0,97184.0,68,27,2016,5.0,1.0,1.0
23155,2017-05-25,1080974,157265.78,135555,1.0,1.0,826.0,195500.0,68,6,2014,8.0,1.0,1.0
23158,2017-05-24,1082999,254499.18,110160,2.0,2.0,1004.0,97222.0,40,18,2015,6.0,5.0,0.0
23161,2017-05-24,1073095,485068.48,243600,1.0,2.0,1050.0,449361.0,40,8,2013,3.0,1.0,1.0
23166,2017-05-24,1076286,179358.95,142800,2.0,2.0,1100.0,155629.0,40,25,2016,3.0,3.0,0.0
23171,2017-05-24,1078435,9137.61,169100,3.0,2.0,1083.0,182467.0,40,35,2016,1.0,2.0,1.0
23173,2017-05-24,1078169,111917.62,76181,3.0,2.0,1141.0,180960.0,40,36,2016,2.0,4.0,0.0
23176,2017-05-24,1078173,112410.28,154000,2.0,2.0,1030.0,161042.0,40,39,2016,2.0,3.0,0.0
23178,2017-05-24,1083003,75554.11,47355,1.0,1.0,704.0,57064.0,40,19,2015,5.0,7.0,0.0
23182,2017-05-24,1066181,142477.52,126000,2.0,2.0,846.0,142081.0,40,31,2016,4.5,1.0,1.0
23189,2017-05-24,1083260,32799.39,127000,2.0,2.0,812.0,147494.0,40,11,2014,5.0,3.0,1.0
23190,2017-05-24,1083954,573713.76,209503,1.0,1.0,833.0,374741.0,40,1,2008,2.0,4.0,1.0
23192,2017-05-24,1083944,11481.5,106000,1.0,1.0,708.0,127567.0,40,21,2015,2.0,1.0,1.0
23202,2017-05-23,1083876,34709.04,335000,1.0,1.0,940.0,460666.0,44,5,2012,1.0,6.0,1.0
23203,2017-05-23,1071887,192037.63,180559,2.0,2.0,1000.0,368600.0,44,21,2015,4.0,2.0,1.0
23205,2017-05-23,1083267,277351.7,149000,2.0,1.0,868.0,165431.0,44,44,2016,8.0,2.0,0.0
23207,2017-05-23,1080942,220066.44,91520,1.0,1.0,751.0,155987.0,44,33,2015,6.0,1.0,1.0
23211,2017-05-23,1080955,143858.78,199600,2.0,2.0,895.0,242904.0,44,9,2013,5.0,1.0,1.0
23216,2017-05-23,1083279,8981.6,110000,3.0,2.0,1194.0,127091.0,44,30,2015,9.0,5.0,1.0
23224,2017-05-23,1071882,179922.36,158565,3.0,2.0,1325.0,191675.0,44,15,2014,9.0,10.0,0.0
23226,2017-05-23,1065957,163576.81,102900,1.0,1.0,679.0,241000.0,44,29,2015,2.0,1.0,1.0
23227,2017-05-23,1080954,219735.24,140000,0.0,0.0,762.0,228148.0,44,34,2016,3.0,1.0,1.0
23234,2017-05-23,1066370,241675.36,175100,0.0,0.0,1340.0,287000.0,44,27,2015,4.0,1.0,1.0
23238,2017-05-22,1077203,70401.0,107836,3.0,2.0,1100.0,229024.0,72,56,2016,3.0,2.0,1.0
23244,2017-05-22,1077724,138067.46,85244,2.0,2.0,1192.0,115251.0,72,55,2016,4.0,1.0,1.0
23252,2017-05-22,1072754,197169.96,93304,2.0,2.0,1315.0,123530.0,72,8,2010,9.0,1.0,1.0
23255,2017-05-22,1081637,151883.04,143000,3.0,2.0,1068.0,147292.0,72,40,2015,2.0,3.0,1.0
23257,2017-05-22,1080611,188693.68,173019,3.0,2.0,1528.0,191284.0,72,48,2015,4.0,9.0,0.0
23258,2017-05-22,1077195,482341.92,247864,0.0,2.0,1113.0,233681.0,72,60,2016,5.0,5.0,0.0
23263,2017-05-22,1083025,560034.06,226000,1.0,1.0,1005.0,310061.0,72,67,2016,4.0,1.0,1.0
23267,2017-05-22,1077498,133875.88,121700,2.0,2.0,900.0,124624.0,72,24,2014,3.0,14.0,1.0
23269,2017-05-22,1082613,233973.15,83000,1.0,1.0,617.0,238100.0,72,29,2014,7.0,1.0,1.0
23274,2017-05-22,1078753,375315.46,282417,2.0,2.0,1117.0,395314.0,72,5,2009,5.0,6.0,0.0
23282,2017-05-22,1077176,345708.06,182000,2.0,2.0,980.0,231680.0,72,49,2015,3.0,9.0,0.0
23295,2017-05-22,1076976,188701.2,57984,2.0,1.0,720.0,138778.0,72,22,2013,8.0,9.0,0.0
23297,2017-05-22,1077728,142210.75,100000,1.0,1.0,559.0,124191.0,72,68,2016,7.0,1.0,1.0
23301,2017-05-22,1077052,1348082.37,985800,2.0,3.0,2050.0,1410132.0,72,18,2013,5.0,5.0,0.0
23304,2017-05-19,1066711,8762.79,105057,1.0,1.0,709.0,775900.0,15,15,2016,1.0,4.0,0.0
23305,2017-05-19,1065103,408023.26,210000,1.0,1.0,837.0,301413.0,15,5,2013,7.0,1.0,1.0
23306,2017-05-19,1065331,129439.06,158550,2.0,2.0,1130.0,177202.0,15,14,2016,7.0,1.0,1.0
23310,2017-05-19,1080402,198503.9,140000,2.0,1.0,950.0,168026.0,15,7,2014,3.0,2.0,1.0
23316,2017-05-19,1080615,163681.14,136280,1.0,1.0,930.0,353400.0,15,6,2014,4.0,7.0,0.0
23323,2017-05-18,1080456,110756.09,118000,2.0,2.0,898.0,127404.0,94,17,2014,12.0,1.0,1.0
23324,2017-05-18,1082065,320596.11,309800,2.0,2.0,1084.0,554094.0,94,24,2014,4.0,3.0,0.0
23326,2017-05-18,1065044,433265.41,267627,2.0,2.0,932.0,319841.0,94,19,2014,4.0,1.0,1.0
23328,2017-05-18,1081525,171146.13,130654,2.0,2.0,956.0,163814.0,94,36,2016,8.0,4.0,0.0
23333,2017-05-18,1082062,309092.39,172306,1.0,1.0,752.0,383900.0,94,44,2016,4.0,1.0,1.0
23334,2017-05-18,1081551,244345.72,140804,2.0,2.0,900.0,168026.0,94,37,2016,4.0,1.0,1.0
23337,2017-05-18,1071135,185407.71,110134,2.0,2.0,915.0,277500.0,94,16,2014,7.0,1.0,1.0
23344,2017-05-18,1084395,119735.69,43263,2.0,1.0,820.0,136305.0,94,40,2016,13.0,6.0,0.0
23346,2017-05-18,1065061,77961.73,73500,1.0,1.0,720.0,99066.0,94,29,2015,4.0,1.0,1.0
23348,2017-05-18,1081239,395166.58,118193,2.0,2.0,950.0,144294.0,94,2,2008,21.0,1.0,0.0
23353,2017-05-18,1081555,176446.41,115200,0.0,1.0,350.0,188526.0,94,42,2016,4.0,1.0,1.0
23357,2017-05-18,1082014,185044.6,131200,2.0,1.0,825.0,116379.0,94,8,2012,2.0,2.0,1.0
23358,2017-05-18,1080068,148035.12,146111,2.0,1.0,780.0,180692.0,94,25,2015,18.0,1.0,1.0
23360,2017-05-18,1081523,206198.72,115432,1.0,1.0,631.0,220600.0,94,48,2016,2.0,1.0,1.0
23363,2017-05-18,1082055,599852.73,150282,1.0,1.0,860.0,211949.0,94,33,2015,3.0,1.0,1.0
23370,2017-05-17,1082259,431405.95,167972,2.0,2.0,1065.0,299700.0,18,8,2015,3.0,1.0,1.0
23371,2017-05-17,1076686,242484.19,149100,2.0,2.0,1502.0,181089.0,18,1,2009,6.0,4.0,0.0
23374,2017-05-17,1076696,614276.55,280385,2.0,2.0,1260.0,404795.0,18,7,2014,5.0,6.0,0.0
23376,2017-05-17,1081730,276157.79,259388,1.0,2.0,1458.0,387108.0,18,15,2016,3.0,3.0,0.0
23377,2017-05-17,1064615,201998.4,204000,3.0,2.0,1370.0,271076.0,18,9,2015,5.0,1.0,0.0
23378,2017-05-17,1064686,86933.87,82450,3.0,1.0,935.0,191800.0,18,6,2014,5.0,7.0,0.0
23381,2017-05-17,1082586,160657.69,95445,1.0,1.0,782.0,114817.0,18,18,2016,2.0,1.0,1.0
23386,2017-05-16,1076567,482782.56,222640,1.0,1.0,655.0,349210.0,34,4,2012,2.0,2.0,1.0
23396,2017-05-16,1077241,222162.31,140595,1.0,1.0,817.0,145704.0,34,16,2015,5.0,1.0,1.0
23398,2017-05-16,1076570,194794.17,142700,3.0,2.0,1071.0,151997.0,34,33,2016,7.0,1.0,1.0
23401,2017-05-16,1081766,563754.06,480000,3.0,2.0,1734.0,753444.0,34,29,2016,2.0,3.0,0.0
23405,2017-05-16,1071263,52111.63,101967,3.0,2.0,1300.0,125919.0,34,20,2015,3.0,2.0,0.0
